"Step","RewardsMean","Alien-v5 PPO NoisyNet - rewards/rewards_mean__MIN","Alien-v5 PPO NoisyNet - rewards/rewards_mean__MAX"
"1605632","0.023408878594636917","0.023408878594636917","0.023408878594636917"
"1622016","0.02276799827814102","0.02276799827814102","0.02276799827814102"
"1638400","0.02537464164197445","0.02537464164197445","0.02537464164197445"
"1654784","0.02283458784222603","0.02283458784222603","0.02283458784222603"
"1671168","0.022017233073711395","0.022017233073711395","0.022017233073711395"
"1687552","0.023532740771770477","0.023532740771770477","0.023532740771770477"
"1703936","0.022108081728219986","0.022108081728219986","0.022108081728219986"
"1720320","0.022438213229179382","0.022438213229179382","0.022438213229179382"
"1736704","0.022051101550459862","0.022051101550459862","0.022051101550459862"
"1753088","0.023188617080450058","0.023188617080450058","0.023188617080450058"
"1769472","0.02366616576910019","0.02366616576910019","0.02366616576910019"
"1785856","0.0219026617705822","0.0219026617705822","0.0219026617705822"
"1802240","0.02117919735610485","0.02117919735610485","0.02117919735610485"
"1818624","0.02495267242193222","0.02495267242193222","0.02495267242193222"
"1835008","0.020866217091679573","0.020866217091679573","0.020866217091679573"
"1851392","0.02324697934091091","0.02324697934091091","0.02324697934091091"
"1867776","0.021366406232118607","0.021366406232118607","0.021366406232118607"
"1884160","0.021634243428707123","0.021634243428707123","0.021634243428707123"
"1900544","0.023060286417603493","0.023060286417603493","0.023060286417603493"
"1916928","0.022110678255558014","0.022110678255558014","0.022110678255558014"
"1933312","0.022712647914886475","0.022712647914886475","0.022712647914886475"
"1949696","0.020056631416082382","0.020056631416082382","0.020056631416082382"
"1966080","0.020469535142183304","0.020469535142183304","0.020469535142183304"
"1982464","0.021274277940392494","0.021274277940392494","0.021274277940392494"
"1998848","0.02327851578593254","0.02327851578593254","0.02327851578593254"
"2015232","0.0199752077460289","0.0199752077460289","0.0199752077460289"
"2031616","0.02218450978398323","0.02218450978398323","0.02218450978398323"
"2048000","0.020240576937794685","0.020240576937794685","0.020240576937794685"
"2064384","0.02060958370566368","0.02060958370566368","0.02060958370566368"
"2080768","0.02230929210782051","0.02230929210782051","0.02230929210782051"
"2097152","0.02178230881690979","0.02178230881690979","0.02178230881690979"
"2113536","0.022183775901794434","0.022183775901794434","0.022183775901794434"
"2129920","0.022820862010121346","0.022820862010121346","0.022820862010121346"
"2146304","0.024267813190817833","0.024267813190817833","0.024267813190817833"
"2162688","0.021465245634317398","0.021465245634317398","0.021465245634317398"
"2179072","0.02294214442372322","0.02294214442372322","0.02294214442372322"
"2195456","0.021489176899194717","0.021489176899194717","0.021489176899194717"
"2211840","0.02481362596154213","0.02481362596154213","0.02481362596154213"
"2228224","0.022434689104557037","0.022434689104557037","0.022434689104557037"
"2244608","0.02369416505098343","0.02369416505098343","0.02369416505098343"
"2260992","0.020900806412100792","0.020900806412100792","0.020900806412100792"
"2277376","0.023602163419127464","0.023602163419127464","0.023602163419127464"
"2293760","0.024181537330150604","0.024181537330150604","0.024181537330150604"
"2310144","0.0246061272919178","0.0246061272919178","0.0246061272919178"
"2326528","0.022257938981056213","0.022257938981056213","0.022257938981056213"
"2342912","0.020316768437623978","0.020316768437623978","0.020316768437623978"
"2359296","0.020059868693351746","0.020059868693351746","0.020059868693351746"
"2375680","0.023051941767334938","0.023051941767334938","0.023051941767334938"
"2392064","0.023640183731913567","0.023640183731913567","0.023640183731913567"
"2408448","0.019927021116018295","0.019927021116018295","0.019927021116018295"
"2424832","0.022164786234498024","0.022164786234498024","0.022164786234498024"
"2441216","0.022978130728006363","0.022978130728006363","0.022978130728006363"
"2457600","0.021369801834225655","0.021369801834225655","0.021369801834225655"
"2473984","0.022536542266607285","0.022536542266607285","0.022536542266607285"
"2490368","0.025485772639513016","0.025485772639513016","0.025485772639513016"
"2506752","0.021389221772551537","0.021389221772551537","0.021389221772551537"
"2523136","0.021370302885770798","0.021370302885770798","0.021370302885770798"
"2539520","0.023191601037979126","0.023191601037979126","0.023191601037979126"
"2555904","0.02233092300593853","0.02233092300593853","0.02233092300593853"
"2572288","0.020988788455724716","0.020988788455724716","0.020988788455724716"
"2588672","0.02318442426621914","0.02318442426621914","0.02318442426621914"
"2605056","0.02404920384287834","0.02404920384287834","0.02404920384287834"
"2621440","0.0227997824549675","0.0227997824549675","0.0227997824549675"
"2637824","0.022247713059186935","0.022247713059186935","0.022247713059186935"
"2654208","0.025495462119579315","0.025495462119579315","0.025495462119579315"
"2670592","0.021220242604613304","0.021220242604613304","0.021220242604613304"
"2686976","0.022050805389881134","0.022050805389881134","0.022050805389881134"
"2703360","0.021492594853043556","0.021492594853043556","0.021492594853043556"
"2719744","0.023416392505168915","0.023416392505168915","0.023416392505168915"
"2736128","0.02353711798787117","0.02353711798787117","0.02353711798787117"
"2752512","0.02043534442782402","0.02043534442782402","0.02043534442782402"
"2768896","0.022082023322582245","0.022082023322582245","0.022082023322582245"
"2785280","0.023426402360200882","0.023426402360200882","0.023426402360200882"
"2801664","0.023536229506134987","0.023536229506134987","0.023536229506134987"
"2818048","0.021744783967733383","0.021744783967733383","0.021744783967733383"
"2834432","0.02298162691295147","0.02298162691295147","0.02298162691295147"
"2850816","0.022809084504842758","0.022809084504842758","0.022809084504842758"
"2867200","0.02325415425002575","0.02325415425002575","0.02325415425002575"
"2883584","0.022351756691932678","0.022351756691932678","0.022351756691932678"
"2899968","0.02532259188592434","0.02532259188592434","0.02532259188592434"
"2916352","0.023737460374832153","0.023737460374832153","0.023737460374832153"
"2932736","0.022599227726459503","0.022599227726459503","0.022599227726459503"
"2949120","0.022128069773316383","0.022128069773316383","0.022128069773316383"
"2965504","0.02085353247821331","0.02085353247821331","0.02085353247821331"
"2981888","0.024729030206799507","0.024729030206799507","0.024729030206799507"
"2998272","0.02121506631374359","0.02121506631374359","0.02121506631374359"
"3014656","0.02423420362174511","0.02423420362174511","0.02423420362174511"
"3031040","0.023061927407979965","0.023061927407979965","0.023061927407979965"
"3047424","0.024761412292718887","0.024761412292718887","0.024761412292718887"
"3063808","0.024361247196793556","0.024361247196793556","0.024361247196793556"
"3080192","0.020391367375850677","0.020391367375850677","0.020391367375850677"
"3096576","0.02363165095448494","0.02363165095448494","0.02363165095448494"
"3112960","0.021169012412428856","0.021169012412428856","0.021169012412428856"
"3129344","0.022112030535936356","0.022112030535936356","0.022112030535936356"
"3145728","0.023584142327308655","0.023584142327308655","0.023584142327308655"
"3162112","0.023802481591701508","0.023802481591701508","0.023802481591701508"
"3178496","0.02225543186068535","0.02225543186068535","0.02225543186068535"
"3194880","0.02213399112224579","0.02213399112224579","0.02213399112224579"
"3211264","0.025591013953089714","0.025591013953089714","0.025591013953089714"
"3227648","0.021742820739746094","0.021742820739746094","0.021742820739746094"
"3244032","0.021890126168727875","0.021890126168727875","0.021890126168727875"
"3260416","0.02007409930229187","0.02007409930229187","0.02007409930229187"
"3276800","0.023306958377361298","0.023306958377361298","0.023306958377361298"
"3293184","0.02389116957783699","0.02389116957783699","0.02389116957783699"
"3309568","0.02281525731086731","0.02281525731086731","0.02281525731086731"
"3325952","0.02141551859676838","0.02141551859676838","0.02141551859676838"
"3342336","0.021256253123283386","0.021256253123283386","0.021256253123283386"
"3358720","0.02167927846312523","0.02167927846312523","0.02167927846312523"
"3375104","0.023759732022881508","0.023759732022881508","0.023759732022881508"
"3391488","0.02187589928507805","0.02187589928507805","0.02187589928507805"
"3407872","0.021772783249616623","0.021772783249616623","0.021772783249616623"
"3424256","0.023341335356235504","0.023341335356235504","0.023341335356235504"
"3440640","0.020313579589128494","0.020313579589128494","0.020313579589128494"
"3457024","0.023413993418216705","0.023413993418216705","0.023413993418216705"
"3473408","0.02481139451265335","0.02481139451265335","0.02481139451265335"
"3489792","0.023658107966184616","0.023658107966184616","0.023658107966184616"
"3506176","0.023279506713151932","0.023279506713151932","0.023279506713151932"
"3522560","0.02403438091278076","0.02403438091278076","0.02403438091278076"
"3538944","0.02250799909234047","0.02250799909234047","0.02250799909234047"
"3555328","0.02336793765425682","0.02336793765425682","0.02336793765425682"
"3571712","0.025066431611776352","0.025066431611776352","0.025066431611776352"
"3588096","0.022329265251755714","0.022329265251755714","0.022329265251755714"
"3604480","0.02199579030275345","0.02199579030275345","0.02199579030275345"
"3620864","0.02093195728957653","0.02093195728957653","0.02093195728957653"
"3637248","0.026055872440338135","0.026055872440338135","0.026055872440338135"
"3653632","0.02243446372449398","0.02243446372449398","0.02243446372449398"
"3670016","0.02308664657175541","0.02308664657175541","0.02308664657175541"
"3686400","0.02283787727355957","0.02283787727355957","0.02283787727355957"
"3702784","0.022881608456373215","0.022881608456373215","0.022881608456373215"
"3719168","0.02339935302734375","0.02339935302734375","0.02339935302734375"
"3735552","0.022624028846621513","0.022624028846621513","0.022624028846621513"
"3751936","0.024948757141828537","0.024948757141828537","0.024948757141828537"
"3768320","0.02278837561607361","0.02278837561607361","0.02278837561607361"
"3784704","0.02094920538365841","0.02094920538365841","0.02094920538365841"
"3801088","0.023702260106801987","0.023702260106801987","0.023702260106801987"
"3817472","0.022569768130779266","0.022569768130779266","0.022569768130779266"
"3833856","0.022310376167297363","0.022310376167297363","0.022310376167297363"
"3850240","0.02368280105292797","0.02368280105292797","0.02368280105292797"
"3866624","0.020537538453936577","0.020537538453936577","0.020537538453936577"
"3883008","0.02388511411845684","0.02388511411845684","0.02388511411845684"
"3899392","0.0241776742041111","0.0241776742041111","0.0241776742041111"
"3915776","0.019617049023509026","0.019617049023509026","0.019617049023509026"
"3932160","0.02204517088830471","0.02204517088830471","0.02204517088830471"
"3948544","0.021750662475824356","0.021750662475824356","0.021750662475824356"
"3964928","0.023494046181440353","0.023494046181440353","0.023494046181440353"
"3981312","0.021649794653058052","0.021649794653058052","0.021649794653058052"
"3997696","0.0248698890209198","0.0248698890209198","0.0248698890209198"
"4014080","0.022526666522026062","0.022526666522026062","0.022526666522026062"
"4030464","0.02327430248260498","0.02327430248260498","0.02327430248260498"
"4046848","0.021296126767992973","0.021296126767992973","0.021296126767992973"
"4063232","0.021733082830905914","0.021733082830905914","0.021733082830905914"
"4079616","0.02591300755739212","0.02591300755739212","0.02591300755739212"
"4096000","0.02443063259124756","0.02443063259124756","0.02443063259124756"
"4112384","0.023187030106782913","0.023187030106782913","0.023187030106782913"
"4128768","0.023321490734815598","0.023321490734815598","0.023321490734815598"
"4145152","0.021675243973731995","0.021675243973731995","0.021675243973731995"
"4161536","0.025441985577344894","0.025441985577344894","0.025441985577344894"
"4177920","0.021763330325484276","0.021763330325484276","0.021763330325484276"
"4194304","0.022376548498868942","0.022376548498868942","0.022376548498868942"
"4210688","0.021649418398737907","0.021649418398737907","0.021649418398737907"
"4227072","0.02336915023624897","0.02336915023624897","0.02336915023624897"
"4243456","0.024691306054592133","0.024691306054592133","0.024691306054592133"
"4259840","0.022279031574726105","0.022279031574726105","0.022279031574726105"
"4276224","0.02325567603111267","0.02325567603111267","0.02325567603111267"
"4292608","0.02186671271920204","0.02186671271920204","0.02186671271920204"
"4308992","0.023140814155340195","0.023140814155340195","0.023140814155340195"
"4325376","0.02481481060385704","0.02481481060385704","0.02481481060385704"
"4341760","0.02331804856657982","0.02331804856657982","0.02331804856657982"
"4358144","0.021188270300626755","0.021188270300626755","0.021188270300626755"
"4374528","0.021679405122995377","0.021679405122995377","0.021679405122995377"
"4390912","0.022365864366292953","0.022365864366292953","0.022365864366292953"
"4407296","0.02390347234904766","0.02390347234904766","0.02390347234904766"
"4423680","0.021288612857460976","0.021288612857460976","0.021288612857460976"
"4440064","0.02124982699751854","0.02124982699751854","0.02124982699751854"
"4456448","0.0231766477227211","0.0231766477227211","0.0231766477227211"
"4472832","0.022726938128471375","0.022726938128471375","0.022726938128471375"
"4489216","0.02444721758365631","0.02444721758365631","0.02444721758365631"
"4505600","0.021378692239522934","0.021378692239522934","0.021378692239522934"
"4521984","0.02132420800626278","0.02132420800626278","0.02132420800626278"
"4538368","0.02258509024977684","0.02258509024977684","0.02258509024977684"
"4554752","0.021371979266405106","0.021371979266405106","0.021371979266405106"
"4571136","0.021641314029693604","0.021641314029693604","0.021641314029693604"
"4587520","0.019810255616903305","0.019810255616903305","0.019810255616903305"
"4603904","0.02277037501335144","0.02277037501335144","0.02277037501335144"
"4620288","0.02215759828686714","0.02215759828686714","0.02215759828686714"
"4636672","0.021965373307466507","0.021965373307466507","0.021965373307466507"
"4653056","0.021638253703713417","0.021638253703713417","0.021638253703713417"
"4669440","0.019349876791238785","0.019349876791238785","0.019349876791238785"
"4685824","0.022010833024978638","0.022010833024978638","0.022010833024978638"
"4702208","0.022208143025636673","0.022208143025636673","0.022208143025636673"
"4718592","0.02165435254573822","0.02165435254573822","0.02165435254573822"
"4734976","0.021466415375471115","0.021466415375471115","0.021466415375471115"
"4751360","0.021369129419326782","0.021369129419326782","0.021369129419326782"
"4767744","0.022559326142072678","0.022559326142072678","0.022559326142072678"
"4784128","0.021694008260965347","0.021694008260965347","0.021694008260965347"
"4800512","0.021655570715665817","0.021655570715665817","0.021655570715665817"
"4816896","0.01973135769367218","0.01973135769367218","0.01973135769367218"
"4833280","0.023326611146330833","0.023326611146330833","0.023326611146330833"
"4849664","0.020312869921326637","0.020312869921326637","0.020312869921326637"
"4866048","0.01940404437482357","0.01940404437482357","0.01940404437482357"
"4882432","0.02242320403456688","0.02242320403456688","0.02242320403456688"
"4898816","0.02314991131424904","0.02314991131424904","0.02314991131424904"
"4915200","0.019116874784231186","0.019116874784231186","0.019116874784231186"
"4931584","0.022283349186182022","0.022283349186182022","0.022283349186182022"
"4947968","0.02181299403309822","0.02181299403309822","0.02181299403309822"
"4964352","0.02308240905404091","0.02308240905404091","0.02308240905404091"
"4980736","0.02158612571656704","0.02158612571656704","0.02158612571656704"
"4997120","0.023982089012861252","0.023982089012861252","0.023982089012861252"
"5013504","0.021748119965195656","0.021748119965195656","0.021748119965195656"
"5029888","0.021565120667219162","0.021565120667219162","0.021565120667219162"
"5046272","0.02069924585521221","0.02069924585521221","0.02069924585521221"
"5062656","0.021157965064048767","0.021157965064048767","0.021157965064048767"
"5079040","0.021768350154161453","0.021768350154161453","0.021768350154161453"
"5095424","0.02148563787341118","0.02148563787341118","0.02148563787341118"
"5111808","0.019755041226744652","0.019755041226744652","0.019755041226744652"
"5128192","0.021248772740364075","0.021248772740364075","0.021248772740364075"
"5144576","0.022139832377433777","0.022139832377433777","0.022139832377433777"
"5160960","0.0204324871301651","0.0204324871301651","0.0204324871301651"
"5177344","0.022035349160432816","0.022035349160432816","0.022035349160432816"
"5193728","0.018786277621984482","0.018786277621984482","0.018786277621984482"
"5210112","0.02287505567073822","0.02287505567073822","0.02287505567073822"
"5226496","0.021940458565950394","0.021940458565950394","0.021940458565950394"
"5242880","0.021453872323036194","0.021453872323036194","0.021453872323036194"
"5259264","0.020461302250623703","0.020461302250623703","0.020461302250623703"
"5275648","0.02191176265478134","0.02191176265478134","0.02191176265478134"
"5292032","0.022350318729877472","0.022350318729877472","0.022350318729877472"
"5308416","0.022617142647504807","0.022617142647504807","0.022617142647504807"
"5324800","0.02020413987338543","0.02020413987338543","0.02020413987338543"
"5341184","0.020700857043266296","0.020700857043266296","0.020700857043266296"
"5357568","0.022256001830101013","0.022256001830101013","0.022256001830101013"
"5373952","0.02136540785431862","0.02136540785431862","0.02136540785431862"
"5390336","0.023313362151384354","0.023313362151384354","0.023313362151384354"
"5406720","0.02007341757416725","0.02007341757416725","0.02007341757416725"
"5423104","0.021984104067087173","0.021984104067087173","0.021984104067087173"
"5439488","0.02254951372742653","0.02254951372742653","0.02254951372742653"
"5455872","0.021419372409582138","0.021419372409582138","0.021419372409582138"
"5472256","0.022687312215566635","0.022687312215566635","0.022687312215566635"
"5488640","0.020715970546007156","0.020715970546007156","0.020715970546007156"
"5505024","0.022286197170615196","0.022286197170615196","0.022286197170615196"
"5521408","0.021994177252054214","0.021994177252054214","0.021994177252054214"
"5537792","0.01754705235362053","0.01754705235362053","0.01754705235362053"
"5554176","0.02223961614072323","0.02223961614072323","0.02223961614072323"
"5570560","0.02233869954943657","0.02233869954943657","0.02233869954943657"
"5586944","0.01889486238360405","0.01889486238360405","0.01889486238360405"
"5603328","0.021945107728242874","0.021945107728242874","0.021945107728242874"
"5619712","0.021862272173166275","0.021862272173166275","0.021862272173166275"
"5636096","0.020797893404960632","0.020797893404960632","0.020797893404960632"
"5652480","0.02186184749007225","0.02186184749007225","0.02186184749007225"
"5668864","0.020797468721866608","0.020797468721866608","0.020797468721866608"
"5685248","0.022502785548567772","0.022502785548567772","0.022502785548567772"
"5701632","0.02191510982811451","0.02191510982811451","0.02191510982811451"
"5718016","0.020847635343670845","0.020847635343670845","0.020847635343670845"
"5734400","0.021505754441022873","0.021505754441022873","0.021505754441022873"
"5750784","0.023689787834882736","0.023689787834882736","0.023689787834882736"
"5767168","0.021888963878154755","0.021888963878154755","0.021888963878154755"
"5783552","0.02047375962138176","0.02047375962138176","0.02047375962138176"
"5799936","0.022471830248832703","0.022471830248832703","0.022471830248832703"
"5816320","0.020323799923062325","0.020323799923062325","0.020323799923062325"
"5832704","0.022802287712693214","0.022802287712693214","0.022802287712693214"
"5849088","0.01879633404314518","0.01879633404314518","0.01879633404314518"
"5865472","0.020961642265319824","0.020961642265319824","0.020961642265319824"
"5881856","0.021007414907217026","0.021007414907217026","0.021007414907217026"
"5898240","0.023768682032823563","0.023768682032823563","0.023768682032823563"
"5914624","0.020559711381793022","0.020559711381793022","0.020559711381793022"
"5931008","0.02093374729156494","0.02093374729156494","0.02093374729156494"
"5947392","0.021163256838917732","0.021163256838917732","0.021163256838917732"
"5963776","0.023042617365717888","0.023042617365717888","0.023042617365717888"
"5980160","0.020742623135447502","0.020742623135447502","0.020742623135447502"
"5996544","0.021558821201324463","0.021558821201324463","0.021558821201324463"
"6012928","0.021185092628002167","0.021185092628002167","0.021185092628002167"
"6029312","0.021738868206739426","0.021738868206739426","0.021738868206739426"
"6045696","0.018686791881918907","0.018686791881918907","0.018686791881918907"
"6062080","0.01968798041343689","0.01968798041343689","0.01968798041343689"
"6078464","0.02218608930706978","0.02218608930706978","0.02218608930706978"
"6094848","0.01993844099342823","0.01993844099342823","0.01993844099342823"
"6111232","0.019345127046108246","0.019345127046108246","0.019345127046108246"
"6127616","0.02026534266769886","0.02026534266769886","0.02026534266769886"
"6144000","0.020474938675761223","0.020474938675761223","0.020474938675761223"
"6160384","0.019697435200214386","0.019697435200214386","0.019697435200214386"
"6176768","0.019216081127524376","0.019216081127524376","0.019216081127524376"
"6193152","0.019517600536346436","0.019517600536346436","0.019517600536346436"
"6209536","0.022095099091529846","0.022095099091529846","0.022095099091529846"
"6225920","0.020972833037376404","0.020972833037376404","0.020972833037376404"
"6242304","0.01945231668651104","0.01945231668651104","0.01945231668651104"
"6258688","0.022009454667568207","0.022009454667568207","0.022009454667568207"
"6275072","0.020658815279603004","0.020658815279603004","0.020658815279603004"
"6291456","0.021682865917682648","0.021682865917682648","0.021682865917682648"
"6307840","0.021780434995889664","0.021780434995889664","0.021780434995889664"
"6324224","0.020516229793429375","0.020516229793429375","0.020516229793429375"
"6340608","0.018677854910492897","0.018677854910492897","0.018677854910492897"
"6356992","0.020554814487695694","0.020554814487695694","0.020554814487695694"
"6373376","0.02045518532395363","0.02045518532395363","0.02045518532395363"
"6389760","0.019301578402519226","0.019301578402519226","0.019301578402519226"
"6406144","0.017937712371349335","0.017937712371349335","0.017937712371349335"
"6422528","0.021371539682149887","0.021371539682149887","0.021371539682149887"
"6438912","0.021107224747538567","0.021107224747538567","0.021107224747538567"
"6455296","0.02100600302219391","0.02100600302219391","0.02100600302219391"
"6471680","0.020470473915338516","0.020470473915338516","0.020470473915338516"
"6488064","0.022394172847270966","0.022394172847270966","0.022394172847270966"
"6504448","0.020287230610847473","0.020287230610847473","0.020287230610847473"
"6520832","0.020838841795921326","0.020838841795921326","0.020838841795921326"
"6537216","0.02187739685177803","0.02187739685177803","0.02187739685177803"
"6553600","0.022928927093744278","0.022928927093744278","0.022928927093744278"
"6569984","0.02100248634815216","0.02100248634815216","0.02100248634815216"
"6586368","0.023008093237876892","0.023008093237876892","0.023008093237876892"
"6602752","0.018639130517840385","0.018639130517840385","0.018639130517840385"
"6619136","0.02302352525293827","0.02302352525293827","0.02302352525293827"
"6635520","0.023478589951992035","0.023478589951992035","0.023478589951992035"
"6651904","0.021433087065815926","0.021433087065815926","0.021433087065815926"
"6668288","0.022624189034104347","0.022624189034104347","0.022624189034104347"
"6684672","0.022774096578359604","0.022774096578359604","0.022774096578359604"
"6701056","0.021601146087050438","0.021601146087050438","0.021601146087050438"
"6717440","0.022288888692855835","0.022288888692855835","0.022288888692855835"
"6733824","0.02510223723948002","0.02510223723948002","0.02510223723948002"
"6750208","0.020931845530867577","0.020931845530867577","0.020931845530867577"
"6766592","0.02244180627167225","0.02244180627167225","0.02244180627167225"
"6782976","0.025896921753883362","0.025896921753883362","0.025896921753883362"
"6799360","0.02217714674770832","0.02217714674770832","0.02217714674770832"
"6815744","0.023806646466255188","0.023806646466255188","0.023806646466255188"
"6832128","0.02095114067196846","0.02095114067196846","0.02095114067196846"
"6848512","0.023618314415216446","0.023618314415216446","0.023618314415216446"
"6864896","0.023441877216100693","0.023441877216100693","0.023441877216100693"
"6881280","0.021914508193731308","0.021914508193731308","0.021914508193731308"
"6897664","0.024469859898090363","0.024469859898090363","0.024469859898090363"
