"Step","RewardsMean","Alien-v5__atarienvpool_bootstrCI - rewards/rewards_mean__MIN","Alien-v5__atarienvpool_bootstrCI - rewards/rewards_mean__MAX"
"2015232","0.018550103530287743","0.018550103530287743","0.018550103530287743"
"2031616","0.01975415274500847","0.01975415274500847","0.01975415274500847"
"2048000","0.01853555627167225","0.01853555627167225","0.01853555627167225"
"2064384","0.0202336385846138","0.0202336385846138","0.0202336385846138"
"2080768","0.018919873982667923","0.018919873982667923","0.018919873982667923"
"2097152","0.01896352879703045","0.01896352879703045","0.01896352879703045"
"2113536","0.021036852151155472","0.021036852151155472","0.021036852151155472"
"2129920","0.017043542116880417","0.017043542116880417","0.017043542116880417"
"2146304","0.021029852330684662","0.021029852330684662","0.021029852330684662"
"2162688","0.018811454996466637","0.018811454996466637","0.018811454996466637"
"2179072","0.017910446971654892","0.017910446971654892","0.017910446971654892"
"2195456","0.016666576266288757","0.016666576266288757","0.016666576266288757"
"2211840","0.020587533712387085","0.020587533712387085","0.020587533712387085"
"2228224","0.020461883395910263","0.020461883395910263","0.020461883395910263"
"2244608","0.01797325536608696","0.01797325536608696","0.01797325536608696"
"2260992","0.019911276176571846","0.019911276176571846","0.019911276176571846"
"2277376","0.017442351207137108","0.017442351207137108","0.017442351207137108"
"2293760","0.017508013173937798","0.017508013173937798","0.017508013173937798"
"2310144","0.019190840423107147","0.019190840423107147","0.019190840423107147"
"2326528","0.021629996597766876","0.021629996597766876","0.021629996597766876"
"2342912","0.01793169602751732","0.01793169602751732","0.01793169602751732"
"2359296","0.01805850863456726","0.01805850863456726","0.01805850863456726"
"2375680","0.018043894320726395","0.018043894320726395","0.018043894320726395"
"2392064","0.017754044383764267","0.017754044383764267","0.017754044383764267"
"2408448","0.016843542456626892","0.016843542456626892","0.016843542456626892"
"2424832","0.01797552965581417","0.01797552965581417","0.01797552965581417"
"2441216","0.018187077715992928","0.018187077715992928","0.018187077715992928"
"2457600","0.019021544605493546","0.019021544605493546","0.019021544605493546"
"2473984","0.01633947342634201","0.01633947342634201","0.01633947342634201"
"2490368","0.017336420714855194","0.017336420714855194","0.017336420714855194"
"2506752","0.018881820142269135","0.018881820142269135","0.018881820142269135"
"2523136","0.019541136920452118","0.019541136920452118","0.019541136920452118"
"2539520","0.019388588145375252","0.019388588145375252","0.019388588145375252"
"2555904","0.017437439411878586","0.017437439411878586","0.017437439411878586"
"2572288","0.021585453301668167","0.021585453301668167","0.021585453301668167"
"2588672","0.01876121200621128","0.01876121200621128","0.01876121200621128"
"2605056","0.0185074545443058","0.0185074545443058","0.0185074545443058"
"2621440","0.019583793357014656","0.019583793357014656","0.019583793357014656"
"2637824","0.02334800362586975","0.02334800362586975","0.02334800362586975"
"2654208","0.01990770548582077","0.01990770548582077","0.01990770548582077"
"2670592","0.01935219019651413","0.01935219019651413","0.01935219019651413"
"2686976","0.019978050142526627","0.019978050142526627","0.019978050142526627"
"2703360","0.019717993214726448","0.019717993214726448","0.019717993214726448"
"2719744","0.019701071083545685","0.019701071083545685","0.019701071083545685"
"2736128","0.02147000841796398","0.02147000841796398","0.02147000841796398"
"2752512","0.01968378759920597","0.01968378759920597","0.01968378759920597"
"2768896","0.019740018993616104","0.019740018993616104","0.019740018993616104"
"2785280","0.01894884929060936","0.01894884929060936","0.01894884929060936"
"2801664","0.023689864203333855","0.023689864203333855","0.023689864203333855"
"2818048","0.02161211147904396","0.02161211147904396","0.02161211147904396"
"2834432","0.018723178654909134","0.018723178654909134","0.018723178654909134"
"2850816","0.01851276308298111","0.01851276308298111","0.01851276308298111"
"2867200","0.020675256848335266","0.020675256848335266","0.020675256848335266"
"2883584","0.021816018968820572","0.021816018968820572","0.021816018968820572"
"2899968","0.01944957673549652","0.01944957673549652","0.01944957673549652"
"2916352","0.019551340490579605","0.019551340490579605","0.019551340490579605"
"2932736","0.01767132617533207","0.01767132617533207","0.01767132617533207"
"2949120","0.020151589065790176","0.020151589065790176","0.020151589065790176"
"2965504","0.01927679404616356","0.01927679404616356","0.01927679404616356"
"2981888","0.018008235841989517","0.018008235841989517","0.018008235841989517"
"2998272","0.01899215765297413","0.01899215765297413","0.01899215765297413"
"3014656","0.0213359035551548","0.0213359035551548","0.0213359035551548"
"3031040","0.019475173205137253","0.019475173205137253","0.019475173205137253"
"3047424","0.017351243644952774","0.017351243644952774","0.017351243644952774"
"3063808","0.017367403954267502","0.017367403954267502","0.017367403954267502"
"3080192","0.01854950562119484","0.01854950562119484","0.01854950562119484"
"3096576","0.01766938902437687","0.01766938902437687","0.01766938902437687"
"3112960","0.016335731372237206","0.016335731372237206","0.016335731372237206"
"3129344","0.01875578984618187","0.01875578984618187","0.01875578984618187"
"3145728","0.018694235011935234","0.018694235011935234","0.018694235011935234"
"3162112","0.018743028864264488","0.018743028864264488","0.018743028864264488"
"3178496","0.018755370751023293","0.018755370751023293","0.018755370751023293"
"3194880","0.018101610243320465","0.018101610243320465","0.018101610243320465"
"3211264","0.01903117634356022","0.01903117634356022","0.01903117634356022"
"3227648","0.01971382647752762","0.01971382647752762","0.01971382647752762"
"3244032","0.019004885107278824","0.019004885107278824","0.019004885107278824"
"3260416","0.018413523212075233","0.018413523212075233","0.018413523212075233"
"3276800","0.01989414542913437","0.01989414542913437","0.01989414542913437"
"3293184","0.01891927234828472","0.01891927234828472","0.01891927234828472"
"3309568","0.01816045492887497","0.01816045492887497","0.01816045492887497"
"3325952","0.019737116992473602","0.019737116992473602","0.019737116992473602"
"3342336","0.018576892092823982","0.018576892092823982","0.018576892092823982"
"3358720","0.018274294212460518","0.018274294212460518","0.018274294212460518"
"3375104","0.021111005917191505","0.021111005917191505","0.021111005917191505"
"3391488","0.01977190375328064","0.01977190375328064","0.01977190375328064"
"3407872","0.018977535888552666","0.018977535888552666","0.018977535888552666"
"3424256","0.01758386194705963","0.01758386194705963","0.01758386194705963"
"3440640","0.020625945180654526","0.020625945180654526","0.020625945180654526"
"3457024","0.020076222717761993","0.020076222717761993","0.020076222717761993"
"3473408","0.020047830417752266","0.020047830417752266","0.020047830417752266"
"3489792","0.019369401037693024","0.019369401037693024","0.019369401037693024"
"3506176","0.019599027931690216","0.019599027931690216","0.019599027931690216"
"3522560","0.017596881836652756","0.017596881836652756","0.017596881836652756"
"3538944","0.021101118996739388","0.021101118996739388","0.021101118996739388"
"3555328","0.01899717003107071","0.01899717003107071","0.01899717003107071"
"3571712","0.02028708904981613","0.02028708904981613","0.02028708904981613"
"3588096","0.023121913895010948","0.023121913895010948","0.023121913895010948"
"3604480","0.01870027557015419","0.01870027557015419","0.01870027557015419"
"3620864","0.019367996603250504","0.019367996603250504","0.019367996603250504"
"3637248","0.020095322281122208","0.020095322281122208","0.020095322281122208"
"3653632","0.016708774492144585","0.016708774492144585","0.016708774492144585"
"3670016","0.021213650703430176","0.021213650703430176","0.021213650703430176"
"3686400","0.02088949643075466","0.02088949643075466","0.02088949643075466"
"3702784","0.018841836601495743","0.018841836601495743","0.018841836601495743"
"3719168","0.02186257392168045","0.02186257392168045","0.02186257392168045"
"3735552","0.019981391727924347","0.019981391727924347","0.019981391727924347"
"3751936","0.021224964410066605","0.021224964410066605","0.021224964410066605"
"3768320","0.023286636918783188","0.023286636918783188","0.023286636918783188"
"3784704","0.021891683340072632","0.021891683340072632","0.021891683340072632"
"3801088","0.022031443193554878","0.022031443193554878","0.022031443193554878"
"3817472","0.021730095148086548","0.021730095148086548","0.021730095148086548"
"3833856","0.02012605406343937","0.02012605406343937","0.02012605406343937"
"3850240","0.020818263292312622","0.020818263292312622","0.020818263292312622"
"3866624","0.023295775055885315","0.023295775055885315","0.023295775055885315"
"3883008","0.021501753479242325","0.021501753479242325","0.021501753479242325"
"3899392","0.02217160165309906","0.02217160165309906","0.02217160165309906"
"3915776","0.023320576176047325","0.023320576176047325","0.023320576176047325"
"3932160","0.021921362727880478","0.021921362727880478","0.021921362727880478"
"3948544","0.02093871496617794","0.02093871496617794","0.02093871496617794"
"3964928","0.023559803143143654","0.023559803143143654","0.023559803143143654"
"3981312","0.0238796379417181","0.0238796379417181","0.0238796379417181"
"3997696","0.02094823494553566","0.02094823494553566","0.02094823494553566"
"4014080","0.02268502116203308","0.02268502116203308","0.02268502116203308"
"4030464","0.022548537701368332","0.022548537701368332","0.022548537701368332"
"4046848","0.022487467154860497","0.022487467154860497","0.022487467154860497"
"4063232","0.021190110594034195","0.021190110594034195","0.021190110594034195"
"4079616","0.02223958447575569","0.02223958447575569","0.02223958447575569"
"4096000","0.023884473368525505","0.023884473368525505","0.023884473368525505"
"4112384","0.021619422361254692","0.021619422361254692","0.021619422361254692"
"4128768","0.021785913035273552","0.021785913035273552","0.021785913035273552"
"4145152","0.02203812077641487","0.02203812077641487","0.02203812077641487"
"4161536","0.023149631917476654","0.023149631917476654","0.023149631917476654"
"4177920","0.022040994837880135","0.022040994837880135","0.022040994837880135"
"4194304","0.02241639234125614","0.02241639234125614","0.02241639234125614"
"4210688","0.02250058576464653","0.02250058576464653","0.02250058576464653"
"4227072","0.02260570414364338","0.02260570414364338","0.02260570414364338"
"4243456","0.023455295711755753","0.023455295711755753","0.023455295711755753"
"4259840","0.024247536435723305","0.024247536435723305","0.024247536435723305"
"4276224","0.02369038574397564","0.02369038574397564","0.02369038574397564"
"4292608","0.02290954627096653","0.02290954627096653","0.02290954627096653"
"4308992","0.023152794688940048","0.023152794688940048","0.023152794688940048"
"4325376","0.0213421992957592","0.0213421992957592","0.0213421992957592"
"4341760","0.022748053073883057","0.022748053073883057","0.022748053073883057"
"4358144","0.0240163654088974","0.0240163654088974","0.0240163654088974"
"4374528","0.023186951875686646","0.023186951875686646","0.023186951875686646"
"4390912","0.022625532001256943","0.022625532001256943","0.022625532001256943"
"4407296","0.022406797856092453","0.022406797856092453","0.022406797856092453"
"4423680","0.022166725248098373","0.022166725248098373","0.022166725248098373"
"4440064","0.022325489670038223","0.022325489670038223","0.022325489670038223"
"4456448","0.02345329336822033","0.02345329336822033","0.02345329336822033"
"4472832","0.021888863295316696","0.021888863295316696","0.021888863295316696"
"4489216","0.02372884750366211","0.02372884750366211","0.02372884750366211"
"4505600","0.025062527507543564","0.025062527507543564","0.025062527507543564"
"4521984","0.021947043016552925","0.021947043016552925","0.021947043016552925"
"4538368","0.024211589246988297","0.024211589246988297","0.024211589246988297"
"4554752","0.023235905915498734","0.023235905915498734","0.023235905915498734"
"4571136","0.022359777241945267","0.022359777241945267","0.022359777241945267"
"4587520","0.022371655330061913","0.022371655330061913","0.022371655330061913"
"4603904","0.024427376687526703","0.024427376687526703","0.024427376687526703"
"4620288","0.024194277822971344","0.024194277822971344","0.024194277822971344"
"4636672","0.022834941744804382","0.022834941744804382","0.022834941744804382"
"4653056","0.022637370973825455","0.022637370973825455","0.022637370973825455"
"4669440","0.02443675696849823","0.02443675696849823","0.02443675696849823"
"4685824","0.023685123771429062","0.023685123771429062","0.023685123771429062"
"4702208","0.022776607424020767","0.022776607424020767","0.022776607424020767"
"4718592","0.02376079186797142","0.02376079186797142","0.02376079186797142"
"4734976","0.02257036790251732","0.02257036790251732","0.02257036790251732"
"4751360","0.0219645407050848","0.0219645407050848","0.0219645407050848"
"4767744","0.023679863661527634","0.023679863661527634","0.023679863661527634"
"4784128","0.022847389802336693","0.022847389802336693","0.022847389802336693"
"4800512","0.020844943821430206","0.020844943821430206","0.020844943821430206"
"4816896","0.02429770492017269","0.02429770492017269","0.02429770492017269"
"4833280","0.02723505347967148","0.02723505347967148","0.02723505347967148"
"4849664","0.0257614366710186","0.0257614366710186","0.0257614366710186"
"4866048","0.019280102103948593","0.019280102103948593","0.019280102103948593"
"4882432","0.023214120417833328","0.023214120417833328","0.023214120417833328"
"4898816","0.024741802364587784","0.024741802364587784","0.024741802364587784"
"4915200","0.02390795201063156","0.02390795201063156","0.02390795201063156"
"4931584","0.02516721934080124","0.02516721934080124","0.02516721934080124"
"4947968","0.02246413566172123","0.02246413566172123","0.02246413566172123"
"4964352","0.02318590134382248","0.02318590134382248","0.02318590134382248"
"4980736","0.02478625811636448","0.02478625811636448","0.02478625811636448"
"4997120","0.023803025484085083","0.023803025484085083","0.023803025484085083"
"5013504","0.023980453610420227","0.023980453610420227","0.023980453610420227"
"5029888","0.022450663149356842","0.022450663149356842","0.022450663149356842"
"5046272","0.02473948895931244","0.02473948895931244","0.02473948895931244"
"5062656","0.025258518755435944","0.025258518755435944","0.025258518755435944"
"5079040","0.025644898414611816","0.025644898414611816","0.025644898414611816"
"5095424","0.02601933851838112","0.02601933851838112","0.02601933851838112"
"5111808","0.024368152022361755","0.024368152022361755","0.024368152022361755"
"5128192","0.023263391107320786","0.023263391107320786","0.023263391107320786"
"5144576","0.023254454135894775","0.023254454135894775","0.023254454135894775"
"5160960","0.022887974977493286","0.022887974977493286","0.022887974977493286"
"5177344","0.022413913160562515","0.022413913160562515","0.022413913160562515"
"5193728","0.023192979395389557","0.023192979395389557","0.023192979395389557"
"5210112","0.025284288451075554","0.025284288451075554","0.025284288451075554"
"5226496","0.02412939816713333","0.02412939816713333","0.02412939816713333"
"5242880","0.024920085445046425","0.024920085445046425","0.024920085445046425"
"5259264","0.026836054399609566","0.026836054399609566","0.026836054399609566"
"5275648","0.023103132843971252","0.023103132843971252","0.023103132843971252"
"5292032","0.023500453680753708","0.023500453680753708","0.023500453680753708"
"5308416","0.02605918049812317","0.02605918049812317","0.02605918049812317"
"5324800","0.025529546663165092","0.025529546663165092","0.025529546663165092"
"5341184","0.024267684668302536","0.024267684668302536","0.024267684668302536"
"5357568","0.024142127484083176","0.024142127484083176","0.024142127484083176"
"5373952","0.025504056364297867","0.025504056364297867","0.025504056364297867"
"5390336","0.02699575573205948","0.02699575573205948","0.02699575573205948"
"5406720","0.025057025253772736","0.025057025253772736","0.025057025253772736"
"5423104","0.023103175684809685","0.023103175684809685","0.023103175684809685"
"5439488","0.026413042098283768","0.026413042098283768","0.026413042098283768"
"5455872","0.02380741946399212","0.02380741946399212","0.02380741946399212"
"5472256","0.02585221454501152","0.02585221454501152","0.02585221454501152"
"5488640","0.024219512939453125","0.024219512939453125","0.024219512939453125"
"5505024","0.023543830960989","0.023543830960989","0.023543830960989"
"5521408","0.023606356233358383","0.023606356233358383","0.023606356233358383"
"5537792","0.02463434264063835","0.02463434264063835","0.02463434264063835"
"5554176","0.025023959577083588","0.025023959577083588","0.025023959577083588"
"5570560","0.021748192608356476","0.021748192608356476","0.021748192608356476"
"5586944","0.025148410350084305","0.025148410350084305","0.025148410350084305"
"5603328","0.024393031373620033","0.024393031373620033","0.024393031373620033"
"5619712","0.024435171857476234","0.024435171857476234","0.024435171857476234"
"5636096","0.023730941116809845","0.023730941116809845","0.023730941116809845"
"5652480","0.023505624383687973","0.023505624383687973","0.023505624383687973"
"5668864","0.024805381894111633","0.024805381894111633","0.024805381894111633"
"5685248","0.02497868612408638","0.02497868612408638","0.02497868612408638"
"5701632","0.021827010437846184","0.021827010437846184","0.021827010437846184"
"5718016","0.02263612672686577","0.02263612672686577","0.02263612672686577"
"5734400","0.024568531662225723","0.024568531662225723","0.024568531662225723"
"5750784","0.023919612169265747","0.023919612169265747","0.023919612169265747"
"5767168","0.023914190009236336","0.023914190009236336","0.023914190009236336"
"5783552","0.02415776252746582","0.02415776252746582","0.02415776252746582"
"5799936","0.024443121626973152","0.024443121626973152","0.024443121626973152"
"5816320","0.02467789128422737","0.02467789128422737","0.02467789128422737"
"5832704","0.024405766278505325","0.024405766278505325","0.024405766278505325"
"5849088","0.026079919189214706","0.026079919189214706","0.026079919189214706"
"5865472","0.02650552988052368","0.02650552988052368","0.02650552988052368"
"5881856","0.02375371940433979","0.02375371940433979","0.02375371940433979"
"5898240","0.02381332777440548","0.02381332777440548","0.02381332777440548"
"5914624","0.024756761267781258","0.024756761267781258","0.024756761267781258"
"5931008","0.025575732812285423","0.025575732812285423","0.025575732812285423"
"5947392","0.02214561030268669","0.02214561030268669","0.02214561030268669"
"5963776","0.02394876629114151","0.02394876629114151","0.02394876629114151"
"5980160","0.02356903627514839","0.02356903627514839","0.02356903627514839"
"5996544","0.02511223778128624","0.02511223778128624","0.02511223778128624"
"6012928","0.023229077458381653","0.023229077458381653","0.023229077458381653"
"6029312","0.02269637957215309","0.02269637957215309","0.02269637957215309"
"6045696","0.02321832999587059","0.02321832999587059","0.02321832999587059"
"6062080","0.025600705295801163","0.025600705295801163","0.025600705295801163"
"6078464","0.02635098621249199","0.02635098621249199","0.02635098621249199"
"6094848","0.02436637505888939","0.02436637505888939","0.02436637505888939"
"6111232","0.0247782114893198","0.0247782114893198","0.0247782114893198"
"6127616","0.02556857466697693","0.02556857466697693","0.02556857466697693"
"6144000","0.022174101322889328","0.022174101322889328","0.022174101322889328"
"6160384","0.026148948818445206","0.026148948818445206","0.026148948818445206"
"6176768","0.022601131349802017","0.022601131349802017","0.022601131349802017"
"6193152","0.02524144947528839","0.02524144947528839","0.02524144947528839"
"6209536","0.025810863822698593","0.025810863822698593","0.025810863822698593"
"6225920","0.022923678159713745","0.022923678159713745","0.022923678159713745"
"6242304","0.024579275399446487","0.024579275399446487","0.024579275399446487"
"6258688","0.02272261306643486","0.02272261306643486","0.02272261306643486"
"6275072","0.021956730633974075","0.021956730633974075","0.021956730633974075"
"6291456","0.024795444682240486","0.024795444682240486","0.024795444682240486"
"6307840","0.024621030315756798","0.024621030315756798","0.024621030315756798"
"6324224","0.021785099059343338","0.021785099059343338","0.021785099059343338"
"6340608","0.023251617327332497","0.023251617327332497","0.023251617327332497"
"6356992","0.022595982998609543","0.022595982998609543","0.022595982998609543"
"6373376","0.02318757027387619","0.02318757027387619","0.02318757027387619"
"6389760","0.023141685873270035","0.023141685873270035","0.023141685873270035"
"6406144","0.022937273606657982","0.022937273606657982","0.022937273606657982"
"6422528","0.022974830120801926","0.022974830120801926","0.022974830120801926"
"6438912","0.022943314164876938","0.022943314164876938","0.022943314164876938"
"6455296","0.022441260516643524","0.022441260516643524","0.022441260516643524"
"6471680","0.023375369608402252","0.023375369608402252","0.023375369608402252"
"6488064","0.023233840242028236","0.023233840242028236","0.023233840242028236"
"6504448","0.02201874367892742","0.02201874367892742","0.02201874367892742"
"6520832","0.023082759231328964","0.023082759231328964","0.023082759231328964"
"6537216","0.023590046912431717","0.023590046912431717","0.023590046912431717"
"6553600","0.02306954562664032","0.02306954562664032","0.02306954562664032"
"6569984","0.021906375885009766","0.021906375885009766","0.021906375885009766"
"6586368","0.022633200511336327","0.022633200511336327","0.022633200511336327"
"6602752","0.023908931761980057","0.023908931761980057","0.023908931761980057"
"6619136","0.0215529166162014","0.0215529166162014","0.0215529166162014"
"6635520","0.02343016304075718","0.02343016304075718","0.02343016304075718"
"6651904","0.02520136535167694","0.02520136535167694","0.02520136535167694"
"6668288","0.023937754333019257","0.023937754333019257","0.023937754333019257"
"6684672","0.02078244462609291","0.02078244462609291","0.02078244462609291"
"6701056","0.02231542579829693","0.02231542579829693","0.02231542579829693"
"6717440","0.023445621132850647","0.023445621132850647","0.023445621132850647"
"6733824","0.022957870736718178","0.022957870736718178","0.022957870736718178"
"6750208","0.023363888263702393","0.023363888263702393","0.023363888263702393"
"6766592","0.023116521537303925","0.023116521537303925","0.023116521537303925"
"6782976","0.022945456206798553","0.022945456206798553","0.022945456206798553"
"6799360","0.023723512887954712","0.023723512887954712","0.023723512887954712"
"6815744","0.023605305701494217","0.023605305701494217","0.023605305701494217"
"6832128","0.023365262895822525","0.023365262895822525","0.023365262895822525"
"6848512","0.02119993045926094","0.02119993045926094","0.02119993045926094"
"6864896","0.023849796503782272","0.023849796503782272","0.023849796503782272"
"6881280","0.021696370095014572","0.021696370095014572","0.021696370095014572"
"6897664","0.02133883163332939","0.02133883163332939","0.02133883163332939"
