"Step","RewardsMean","Alien-v5__atarienvpool_bootstrCI - rewards/rewards_mean__MIN","Alien-v5__atarienvpool_bootstrCI - rewards/rewards_mean__MAX"
"16384","0.0353376641869545","0.0353376641869545","0.0353376641869545"
"32768","0.01844644919037819","0.01844644919037819","0.01844644919037819"
"49152","0.018534813076257706","0.018534813076257706","0.018534813076257706"
"65536","0.015761729329824448","0.015761729329824448","0.015761729329824448"
"81920","0.021381597965955734","0.021381597965955734","0.021381597965955734"
"98304","0.02580197900533676","0.02580197900533676","0.02580197900533676"
"114688","0.019972629845142365","0.019972629845142365","0.019972629845142365"
"131072","0.0161936916410923","0.0161936916410923","0.0161936916410923"
"147456","0.017622752115130424","0.017622752115130424","0.017622752115130424"
"163840","0.025271203368902206","0.025271203368902206","0.025271203368902206"
"180224","0.026218455284833908","0.026218455284833908","0.026218455284833908"
"196608","0.022786695510149002","0.022786695510149002","0.022786695510149002"
"212992","0.02285236492753029","0.02285236492753029","0.02285236492753029"
"229376","0.022159360349178314","0.022159360349178314","0.022159360349178314"
"245760","0.026595471426844597","0.026595471426844597","0.026595471426844597"
"262144","0.02637706696987152","0.02637706696987152","0.02637706696987152"
"278528","0.023735426366329193","0.023735426366329193","0.023735426366329193"
"294912","0.023032665252685547","0.023032665252685547","0.023032665252685547"
"311296","0.01842561922967434","0.01842561922967434","0.01842561922967434"
"327680","0.0227653831243515","0.0227653831243515","0.0227653831243515"
"344064","0.02524735778570175","0.02524735778570175","0.02524735778570175"
"360448","0.02287948876619339","0.02287948876619339","0.02287948876619339"
"376832","0.019704386591911316","0.019704386591911316","0.019704386591911316"
"393216","0.01916506327688694","0.01916506327688694","0.01916506327688694"
"409600","0.02201591059565544","0.02201591059565544","0.02201591059565544"
"425984","0.02147720754146576","0.02147720754146576","0.02147720754146576"
"442368","0.01985464058816433","0.01985464058816433","0.01985464058816433"
"458752","0.021971775218844414","0.021971775218844414","0.021971775218844414"
"475136","0.021205412223935127","0.021205412223935127","0.021205412223935127"
"491520","0.019214903935790062","0.019214903935790062","0.019214903935790062"
"507904","0.013567294925451279","0.013567294925451279","0.013567294925451279"
"524288","0.01901169866323471","0.01901169866323471","0.01901169866323471"
"540672","0.01775430142879486","0.01775430142879486","0.01775430142879486"
"557056","0.017365364357829094","0.017365364357829094","0.017365364357829094"
"573440","0.020559770986437798","0.020559770986437798","0.020559770986437798"
"589824","0.01643727347254753","0.01643727347254753","0.01643727347254753"
"606208","0.015316078439354897","0.015316078439354897","0.015316078439354897"
"622592","0.01947885937988758","0.01947885937988758","0.01947885937988758"
"638976","0.01632513478398323","0.01632513478398323","0.01632513478398323"
"655360","0.018833991140127182","0.018833991140127182","0.018833991140127182"
"671744","0.017862100154161453","0.017862100154161453","0.017862100154161453"
"688128","0.016467060893774033","0.016467060893774033","0.016467060893774033"
"704512","0.01675930991768837","0.01675930991768837","0.01675930991768837"
"720896","0.017357200384140015","0.017357200384140015","0.017357200384140015"
"737280","0.018052460625767708","0.018052460625767708","0.018052460625767708"
"753664","0.016923513263463974","0.016923513263463974","0.016923513263463974"
"770048","0.014051225036382675","0.014051225036382675","0.014051225036382675"
"786432","0.018029842525720596","0.018029842525720596","0.018029842525720596"
"802816","0.01825742796063423","0.01825742796063423","0.01825742796063423"
"819200","0.014641557820141315","0.014641557820141315","0.014641557820141315"
"835584","0.015434922650456429","0.015434922650456429","0.015434922650456429"
"851968","0.016941756010055542","0.016941756010055542","0.016941756010055542"
"868352","0.01827085018157959","0.01827085018157959","0.01827085018157959"
"884736","0.017845232039690018","0.017845232039690018","0.017845232039690018"
"901120","0.017029376700520515","0.017029376700520515","0.017029376700520515"
"917504","0.01502600871026516","0.01502600871026516","0.01502600871026516"
"933888","0.017559032887220383","0.017559032887220383","0.017559032887220383"
"950272","0.015455007553100586","0.015455007553100586","0.015455007553100586"
"966656","0.01731124147772789","0.01731124147772789","0.01731124147772789"
"983040","0.016650117933750153","0.016650117933750153","0.016650117933750153"
"999424","0.015142674557864666","0.015142674557864666","0.015142674557864666"
"1015808","0.015453760512173176","0.015453760512173176","0.015453760512173176"
"1032192","0.016802148893475533","0.016802148893475533","0.016802148893475533"
"1048576","0.018160970881581306","0.018160970881581306","0.018160970881581306"
"1064960","0.01749906688928604","0.01749906688928604","0.01749906688928604"
"1081344","0.018893787637352943","0.018893787637352943","0.018893787637352943"
"1097728","0.016289323568344116","0.016289323568344116","0.016289323568344116"
"1114112","0.01586710289120674","0.01586710289120674","0.01586710289120674"
"1130496","0.015695996582508087","0.015695996582508087","0.015695996582508087"
"1146880","0.016712471842765808","0.016712471842765808","0.016712471842765808"
"1163264","0.016428260132670403","0.016428260132670403","0.016428260132670403"
"1179648","0.016471615061163902","0.016471615061163902","0.016471615061163902"
"1196032","0.017257964238524437","0.017257964238524437","0.017257964238524437"
"1212416","0.015277262777090073","0.015277262777090073","0.015277262777090073"
"1228800","0.017598360776901245","0.017598360776901245","0.017598360776901245"
"1245184","0.016058288514614105","0.016058288514614105","0.016058288514614105"
"1261568","0.01533658616244793","0.01533658616244793","0.01533658616244793"
"1277952","0.016794797033071518","0.016794797033071518","0.016794797033071518"
"1294336","0.015655260533094406","0.015655260533094406","0.015655260533094406"
"1310720","0.017342980951070786","0.017342980951070786","0.017342980951070786"
"1327104","0.013619321398437023","0.013619321398437023","0.013619321398437023"
"1343488","0.017127780243754387","0.017127780243754387","0.017127780243754387"
"1359872","0.015832100063562393","0.015832100063562393","0.015832100063562393"
"1376256","0.015012809075415134","0.015012809075415134","0.015012809075415134"
"1392640","0.01745046116411686","0.01745046116411686","0.01745046116411686"
"1409024","0.017823636531829834","0.017823636531829834","0.017823636531829834"
"1425408","0.016155414283275604","0.016155414283275604","0.016155414283275604"
"1441792","0.015925472602248192","0.015925472602248192","0.015925472602248192"
"1458176","0.015005763620138168","0.015005763620138168","0.015005763620138168"
"1474560","0.017390334978699684","0.017390334978699684","0.017390334978699684"
"1490944","0.016439419239759445","0.016439419239759445","0.016439419239759445"
"1507328","0.01831846311688423","0.01831846311688423","0.01831846311688423"
"1523712","0.017938653007149696","0.017938653007149696","0.017938653007149696"
"1540096","0.016233190894126892","0.016233190894126892","0.016233190894126892"
"1556480","0.017145194113254547","0.017145194113254547","0.017145194113254547"
"1572864","0.01609383150935173","0.01609383150935173","0.01609383150935173"
"1589248","0.015330418013036251","0.015330418013036251","0.015330418013036251"
"1605632","0.01719382032752037","0.01719382032752037","0.01719382032752037"
"1622016","0.01705171912908554","0.01705171912908554","0.01705171912908554"
"1638400","0.01746240258216858","0.01746240258216858","0.01746240258216858"
"1654784","0.018716011196374893","0.018716011196374893","0.018716011196374893"
"1671168","0.018180131912231445","0.018180131912231445","0.018180131912231445"
"1687552","0.01519743911921978","0.01519743911921978","0.01519743911921978"
"1703936","0.017227960750460625","0.017227960750460625","0.017227960750460625"
"1720320","0.019575873389840126","0.019575873389840126","0.019575873389840126"
"1736704","0.01859244331717491","0.01859244331717491","0.01859244331717491"
"1753088","0.014839397743344307","0.014839397743344307","0.014839397743344307"
"1769472","0.01899072527885437","0.01899072527885437","0.01899072527885437"
"1785856","0.017401395365595818","0.017401395365595818","0.017401395365595818"
"1802240","0.01741694286465645","0.01741694286465645","0.01741694286465645"
"1818624","0.017948074266314507","0.017948074266314507","0.017948074266314507"
"1835008","0.016417965292930603","0.016417965292930603","0.016417965292930603"
"1851392","0.017486700788140297","0.017486700788140297","0.017486700788140297"
"1867776","0.01722525805234909","0.01722525805234909","0.01722525805234909"
"1884160","0.016393586993217468","0.016393586993217468","0.016393586993217468"
"1900544","0.017745710909366608","0.017745710909366608","0.017745710909366608"
"1916928","0.015331442467868328","0.015331442467868328","0.015331442467868328"
"1933312","0.01871747151017189","0.01871747151017189","0.01871747151017189"
"1949696","0.017222877591848373","0.017222877591848373","0.017222877591848373"
"1966080","0.019271939992904663","0.019271939992904663","0.019271939992904663"
"1982464","0.01708032935857773","0.01708032935857773","0.01708032935857773"
"1998848","0.017218317836523056","0.017218317836523056","0.017218317836523056"
