"Step","RewardsMean","Alien-v5__bootstrapRLE - rewards/rewards_mean__MIN","Alien-v5__bootstrapRLE - rewards/rewards_mean__MAX"
"1441792","0.004869986325502396","0.004869986325502396","0.004869986325502396"
"1458176","0.004417067393660545","0.004417067393660545","0.004417067393660545"
"1474560","0.0038820509798824787","0.0038820509798824787","0.0038820509798824787"
"1490944","0.0038025539834052324","0.0038025539834052324","0.0038025539834052324"
"1507328","0.004636010620743036","0.004636010620743036","0.004636010620743036"
"1523712","0.00395100237801671","0.00395100237801671","0.00395100237801671"
"1540096","0.004595819860696793","0.004595819860696793","0.004595819860696793"
"1556480","0.00426904670894146","0.00426904670894146","0.00426904670894146"
"1572864","0.004224811680614948","0.004224811680614948","0.004224811680614948"
"1589248","0.004818730987608433","0.004818730987608433","0.004818730987608433"
"1605632","0.004194495268166065","0.004194495268166065","0.004194495268166065"
"1622016","0.004009614698588848","0.004009614698588848","0.004009614698588848"
"1638400","0.00397915206849575","0.00397915206849575","0.00397915206849575"
"1654784","0.004467293154448271","0.004467293154448271","0.004467293154448271"
"1671168","0.004171342588961124","0.004171342588961124","0.004171342588961124"
"1687552","0.004041043575853109","0.004041043575853109","0.004041043575853109"
"1703936","0.0038924268446862698","0.0038924268446862698","0.0038924268446862698"
"1720320","0.004089834168553352","0.004089834168553352","0.004089834168553352"
"1736704","0.004349489230662584","0.004349489230662584","0.004349489230662584"
"1753088","0.004427861887961626","0.004427861887961626","0.004427861887961626"
"1769472","0.003885123413056135","0.003885123413056135","0.003885123413056135"
"1785856","0.004475126042962074","0.004475126042962074","0.004475126042962074"
"1802240","0.004488786682486534","0.004488786682486534","0.004488786682486534"
"1818624","0.003974251449108124","0.003974251449108124","0.003974251449108124"
"1835008","0.004244787618517876","0.004244787618517876","0.004244787618517876"
"1851392","0.00404637586325407","0.00404637586325407","0.00404637586325407"
"1867776","0.004196853376924992","0.004196853376924992","0.004196853376924992"
"1884160","0.004160487093031406","0.004160487093031406","0.004160487093031406"
"1900544","0.00412475410848856","0.00412475410848856","0.00412475410848856"
"1916928","0.004227824974805117","0.004227824974805117","0.004227824974805117"
"1933312","0.0043300846591591835","0.0043300846591591835","0.0043300846591591835"
"1949696","0.004617257043719292","0.004617257043719292","0.004617257043719292"
"1966080","0.00451391376554966","0.00451391376554966","0.00451391376554966"
"1982464","0.004016909748315811","0.004016909748315811","0.004016909748315811"
"1998848","0.004381656646728516","0.004381656646728516","0.004381656646728516"
"2015232","0.003845039987936616","0.003845039987936616","0.003845039987936616"
"2031616","0.0041726017370820045","0.0041726017370820045","0.0041726017370820045"
"2048000","0.00429772911593318","0.00429772911593318","0.00429772911593318"
"2064384","0.003987109288573265","0.003987109288573265","0.003987109288573265"
"2080768","0.00465239305049181","0.00465239305049181","0.00465239305049181"
"2097152","0.0037293354980647564","0.0037293354980647564","0.0037293354980647564"
"2113536","0.004332215059548616","0.004332215059548616","0.004332215059548616"
"2129920","0.004521884955465794","0.004521884955465794","0.004521884955465794"
"2146304","0.0044454410672187805","0.0044454410672187805","0.0044454410672187805"
"2162688","0.004808720666915178","0.004808720666915178","0.004808720666915178"
"2179072","0.004143127240240574","0.004143127240240574","0.004143127240240574"
"2195456","0.004639210645109415","0.004639210645109415","0.004639210645109415"
"2211840","0.004993543028831482","0.004993543028831482","0.004993543028831482"
"2228224","0.004749435465782881","0.004749435465782881","0.004749435465782881"
"2244608","0.0047471774742007256","0.0047471774742007256","0.0047471774742007256"
"2260992","0.004059771075844765","0.004059771075844765","0.004059771075844765"
"2277376","0.0044593182392418385","0.0044593182392418385","0.0044593182392418385"
"2293760","0.004735641181468964","0.004735641181468964","0.004735641181468964"
"2310144","0.0045344047248363495","0.0045344047248363495","0.0045344047248363495"
"2326528","0.004685699008405209","0.004685699008405209","0.004685699008405209"
"2342912","0.004850080236792564","0.004850080236792564","0.004850080236792564"
"2359296","0.004115289077162743","0.004115289077162743","0.004115289077162743"
"2375680","0.004399718716740608","0.004399718716740608","0.004399718716740608"
"2392064","0.0047265300527215","0.0047265300527215","0.0047265300527215"
"2408448","0.005141861271113157","0.005141861271113157","0.005141861271113157"
"2424832","0.004374055191874504","0.004374055191874504","0.004374055191874504"
"2441216","0.004245739430189133","0.004245739430189133","0.004245739430189133"
"2457600","0.003849781583994627","0.003849781583994627","0.003849781583994627"
"2473984","0.004945013206452131","0.004945013206452131","0.004945013206452131"
"2490368","0.0047019426710903645","0.0047019426710903645","0.0047019426710903645"
"2506752","0.003886154852807522","0.003886154852807522","0.003886154852807522"
"2523136","0.004225380718708038","0.004225380718708038","0.004225380718708038"
"2539520","0.004402779974043369","0.004402779974043369","0.004402779974043369"
"2555904","0.0042381323873996735","0.0042381323873996735","0.0042381323873996735"
"2572288","0.004851567558944225","0.004851567558944225","0.004851567558944225"
"2588672","0.004866892006248236","0.004866892006248236","0.004866892006248236"
"2605056","0.004221572540700436","0.004221572540700436","0.004221572540700436"
"2621440","0.004742191173136234","0.004742191173136234","0.004742191173136234"
"2637824","0.004243736155331135","0.004243736155331135","0.004243736155331135"
"2654208","0.00392037071287632","0.00392037071287632","0.00392037071287632"
"2670592","0.004264205228537321","0.004264205228537321","0.004264205228537321"
"2686976","0.004698915407061577","0.004698915407061577","0.004698915407061577"
"2703360","0.004505469463765621","0.004505469463765621","0.004505469463765621"
"2719744","0.0040465765632689","0.0040465765632689","0.0040465765632689"
"2736128","0.004334548953920603","0.004334548953920603","0.004334548953920603"
"2752512","0.004897315055131912","0.004897315055131912","0.004897315055131912"
"2768896","0.004620012827217579","0.004620012827217579","0.004620012827217579"
"2785280","0.004149937070906162","0.004149937070906162","0.004149937070906162"
"2801664","0.003886238904669881","0.003886238904669881","0.003886238904669881"
"2818048","0.004182581789791584","0.004182581789791584","0.004182581789791584"
"2834432","0.0046984367072582245","0.0046984367072582245","0.0046984367072582245"
"2850816","0.004078785423189402","0.004078785423189402","0.004078785423189402"
"2867200","0.0038396145682781935","0.0038396145682781935","0.0038396145682781935"
"2883584","0.004138424526900053","0.004138424526900053","0.004138424526900053"
"2899968","0.004258343018591404","0.004258343018591404","0.004258343018591404"
"2916352","0.0038271453231573105","0.0038271453231573105","0.0038271453231573105"
"2932736","0.0047779204323887825","0.0047779204323887825","0.0047779204323887825"
"2949120","0.004226256161928177","0.004226256161928177","0.004226256161928177"
"2965504","0.004133119247853756","0.004133119247853756","0.004133119247853756"
"2981888","0.00450246874243021","0.00450246874243021","0.00450246874243021"
"2998272","0.004084022715687752","0.004084022715687752","0.004084022715687752"
"3014656","0.004527224227786064","0.004527224227786064","0.004527224227786064"
"3031040","0.004208068363368511","0.004208068363368511","0.004208068363368511"
"3047424","0.004251067526638508","0.004251067526638508","0.004251067526638508"
"3063808","0.004680661950260401","0.004680661950260401","0.004680661950260401"
"3080192","0.004607132636010647","0.004607132636010647","0.004607132636010647"
"3096576","0.003853520844131708","0.003853520844131708","0.003853520844131708"
"3112960","0.004249200224876404","0.004249200224876404","0.004249200224876404"
"3129344","0.004281944595277309","0.004281944595277309","0.004281944595277309"
"3145728","0.004187305457890034","0.004187305457890034","0.004187305457890034"
"3162112","0.004162696190178394","0.004162696190178394","0.004162696190178394"
"3178496","0.0038204207085072994","0.0038204207085072994","0.0038204207085072994"
"3194880","0.004376223310828209","0.004376223310828209","0.004376223310828209"
"3211264","0.0037335173692554235","0.0037335173692554235","0.0037335173692554235"
"3227648","0.004170333035290241","0.004170333035290241","0.004170333035290241"
"3244032","0.004152440000325441","0.004152440000325441","0.004152440000325441"
"3260416","0.004045230336487293","0.004045230336487293","0.004045230336487293"
"3276800","0.004358254373073578","0.004358254373073578","0.004358254373073578"
"3293184","0.004192304331809282","0.004192304331809282","0.004192304331809282"
"3309568","0.0043989503756165504","0.0043989503756165504","0.0043989503756165504"
"3325952","0.004377118311822414","0.004377118311822414","0.004377118311822414"
"3342336","0.0040990253910422325","0.0040990253910422325","0.0040990253910422325"
"3358720","0.004045136738568544","0.004045136738568544","0.004045136738568544"
"3375104","0.004267003852874041","0.004267003852874041","0.004267003852874041"
"3391488","0.0039250971749424934","0.0039250971749424934","0.0039250971749424934"
"3407872","0.003905840218067169","0.003905840218067169","0.003905840218067169"
"3424256","0.004478066228330135","0.004478066228330135","0.004478066228330135"
"3440640","0.004156454000622034","0.004156454000622034","0.004156454000622034"
"3457024","0.004237355664372444","0.004237355664372444","0.004237355664372444"
"3473408","0.004705505445599556","0.004705505445599556","0.004705505445599556"
"3489792","0.004327588248997927","0.004327588248997927","0.004327588248997927"
"3506176","0.0038664548192173243","0.0038664548192173243","0.0038664548192173243"
"3522560","0.004299960099160671","0.004299960099160671","0.004299960099160671"
"3538944","0.0045438543893396854","0.0045438543893396854","0.0045438543893396854"
"3555328","0.003779612248763442","0.003779612248763442","0.003779612248763442"
"3571712","0.004516201559454203","0.004516201559454203","0.004516201559454203"
"3588096","0.00448467954993248","0.00448467954993248","0.00448467954993248"
"3604480","0.003840724006295204","0.003840724006295204","0.003840724006295204"
"3620864","0.004243108909577131","0.004243108909577131","0.004243108909577131"
"3637248","0.004502207972109318","0.004502207972109318","0.004502207972109318"
"3653632","0.004888133145868778","0.004888133145868778","0.004888133145868778"
"3670016","0.0043859174475073814","0.0043859174475073814","0.0043859174475073814"
"3686400","0.003808957990258932","0.003808957990258932","0.003808957990258932"
"3702784","0.0038973381742835045","0.0038973381742835045","0.0038973381742835045"
"3719168","0.004133565351366997","0.004133565351366997","0.004133565351366997"
"3735552","0.004589424002915621","0.004589424002915621","0.004589424002915621"
"3751936","0.0044076344929635525","0.0044076344929635525","0.0044076344929635525"
"3768320","0.003994213417172432","0.003994213417172432","0.003994213417172432"
"3784704","0.005049322731792927","0.005049322731792927","0.005049322731792927"
"3801088","0.0042849695309996605","0.0042849695309996605","0.0042849695309996605"
"3817472","0.004491510801017284","0.004491510801017284","0.004491510801017284"
"3833856","0.0041864365339279175","0.0041864365339279175","0.0041864365339279175"
"3850240","0.004388568457216024","0.004388568457216024","0.004388568457216024"
"3866624","0.004312322940677404","0.004312322940677404","0.004312322940677404"
"3883008","0.004532939754426479","0.004532939754426479","0.004532939754426479"
"3899392","0.004129254724830389","0.004129254724830389","0.004129254724830389"
"3915776","0.003866002894937992","0.003866002894937992","0.003866002894937992"
"3932160","0.004502574913203716","0.004502574913203716","0.004502574913203716"
"3948544","0.004211640916764736","0.004211640916764736","0.004211640916764736"
"3964928","0.004307235591113567","0.004307235591113567","0.004307235591113567"
"3981312","0.0046431696973741055","0.0046431696973741055","0.0046431696973741055"
"3997696","0.004356047138571739","0.004356047138571739","0.004356047138571739"
"4014080","0.004300626926124096","0.004300626926124096","0.004300626926124096"
"4030464","0.004313639830797911","0.004313639830797911","0.004313639830797911"
"4046848","0.004326499067246914","0.004326499067246914","0.004326499067246914"
"4063232","0.0042426614090800285","0.0042426614090800285","0.0042426614090800285"
"4079616","0.004060645587742329","0.004060645587742329","0.004060645587742329"
"4096000","0.0042490288615226746","0.0042490288615226746","0.0042490288615226746"
"4112384","0.004464756231755018","0.004464756231755018","0.004464756231755018"
"4128768","0.004308034665882587","0.004308034665882587","0.004308034665882587"
"4145152","0.004392645787447691","0.004392645787447691","0.004392645787447691"
"4161536","0.003988710232079029","0.003988710232079029","0.003988710232079029"
"4177920","0.0038925581611692905","0.0038925581611692905","0.0038925581611692905"
"4194304","0.0046906983479857445","0.0046906983479857445","0.0046906983479857445"
"4210688","0.004239354748278856","0.004239354748278856","0.004239354748278856"
"4227072","0.004059785511344671","0.004059785511344671","0.004059785511344671"
"4243456","0.0044984035193920135","0.0044984035193920135","0.0044984035193920135"
"4259840","0.004631143528968096","0.004631143528968096","0.004631143528968096"
"4276224","0.0041656033135950565","0.0041656033135950565","0.0041656033135950565"
"4292608","0.004219701513648033","0.004219701513648033","0.004219701513648033"
"4308992","0.004493831656873226","0.004493831656873226","0.004493831656873226"
"4325376","0.004188855178654194","0.004188855178654194","0.004188855178654194"
"4341760","0.0038847688119858503","0.0038847688119858503","0.0038847688119858503"
"4358144","0.003936363849788904","0.003936363849788904","0.003936363849788904"
"4374528","0.004817377310246229","0.004817377310246229","0.004817377310246229"
"4390912","0.004288802854716778","0.004288802854716778","0.004288802854716778"
"4407296","0.004622436128556728","0.004622436128556728","0.004622436128556728"
"4423680","0.004143488593399525","0.004143488593399525","0.004143488593399525"
"4440064","0.00395796075463295","0.00395796075463295","0.00395796075463295"
"4456448","0.004388719797134399","0.004388719797134399","0.004388719797134399"
"4472832","0.004169737454503775","0.004169737454503775","0.004169737454503775"
"4489216","0.004302344284951687","0.004302344284951687","0.004302344284951687"
"4505600","0.003784661181271076","0.003784661181271076","0.003784661181271076"
"4521984","0.004118540324270725","0.004118540324270725","0.004118540324270725"
"4538368","0.004832771606743336","0.004832771606743336","0.004832771606743336"
"4554752","0.004357629455626011","0.004357629455626011","0.004357629455626011"
"4571136","0.003970881924033165","0.003970881924033165","0.003970881924033165"
"4587520","0.003956517670303583","0.003956517670303583","0.003956517670303583"
"4603904","0.0042413631454110146","0.0042413631454110146","0.0042413631454110146"
"4620288","0.004733429756015539","0.004733429756015539","0.004733429756015539"
"4636672","0.004826068878173828","0.004826068878173828","0.004826068878173828"
"4653056","0.004592745564877987","0.004592745564877987","0.004592745564877987"
"4669440","0.0038070029113441706","0.0038070029113441706","0.0038070029113441706"
"4685824","0.00410178117454052","0.00410178117454052","0.00410178117454052"
"4702208","0.004543122835457325","0.004543122835457325","0.004543122835457325"
"4718592","0.004745916463434696","0.004745916463434696","0.004745916463434696"
"4734976","0.0045757777988910675","0.0045757777988910675","0.0045757777988910675"
"4751360","0.004211795516312122","0.004211795516312122","0.004211795516312122"
"4767744","0.004279548302292824","0.004279548302292824","0.004279548302292824"
"4784128","0.004009983967989683","0.004009983967989683","0.004009983967989683"
"4800512","0.004728761501610279","0.004728761501610279","0.004728761501610279"
"4816896","0.004166362341493368","0.004166362341493368","0.004166362341493368"
"4833280","0.004255186300724745","0.004255186300724745","0.004255186300724745"
"4849664","0.004540201276540756","0.004540201276540756","0.004540201276540756"
"4866048","0.0040573617443442345","0.0040573617443442345","0.0040573617443442345"
"4882432","0.003947677556425333","0.003947677556425333","0.003947677556425333"
"4898816","0.0047381604090332985","0.0047381604090332985","0.0047381604090332985"
"4915200","0.003764099907130003","0.003764099907130003","0.003764099907130003"
"4931584","0.004162551835179329","0.004162551835179329","0.004162551835179329"
"4947968","0.004516156390309334","0.004516156390309334","0.004516156390309334"
"4964352","0.004098811652511358","0.004098811652511358","0.004098811652511358"
"4980736","0.004241567105054855","0.004241567105054855","0.004241567105054855"
"4997120","0.004224496893584728","0.004224496893584728","0.004224496893584728"
"5013504","0.004379293881356716","0.004379293881356716","0.004379293881356716"
"5029888","0.004533391445875168","0.004533391445875168","0.004533391445875168"
"5046272","0.004199447110295296","0.004199447110295296","0.004199447110295296"
"5062656","0.003984508104622364","0.003984508104622364","0.003984508104622364"
"5079040","0.003859069664031267","0.003859069664031267","0.003859069664031267"
"5095424","0.0038375374861061573","0.0038375374861061573","0.0038375374861061573"
"5111808","0.004527207463979721","0.004527207463979721","0.004527207463979721"
"5128192","0.0044580744579434395","0.0044580744579434395","0.0044580744579434395"
"5144576","0.004426731262356043","0.004426731262356043","0.004426731262356043"
"5160960","0.003859365824609995","0.003859365824609995","0.003859365824609995"
"5177344","0.004132882691919804","0.004132882691919804","0.004132882691919804"
"5193728","0.0036077566910535097","0.0036077566910535097","0.0036077566910535097"
"5210112","0.003805224783718586","0.003805224783718586","0.003805224783718586"
"5226496","0.004683069884777069","0.004683069884777069","0.004683069884777069"
"5242880","0.004308054223656654","0.004308054223656654","0.004308054223656654"
"5259264","0.0036270800046622753","0.0036270800046622753","0.0036270800046622753"
"5275648","0.004290156997740269","0.004290156997740269","0.004290156997740269"
"5292032","0.004390061367303133","0.004390061367303133","0.004390061367303133"
"5308416","0.00454252352938056","0.00454252352938056","0.00454252352938056"
"5324800","0.003929060883820057","0.003929060883820057","0.003929060883820057"
"5341184","0.004355304874479771","0.004355304874479771","0.004355304874479771"
"5357568","0.004466058220714331","0.004466058220714331","0.004466058220714331"
"5373952","0.0042911856435239315","0.0042911856435239315","0.0042911856435239315"
"5390336","0.004072347655892372","0.004072347655892372","0.004072347655892372"
"5406720","0.004053879529237747","0.004053879529237747","0.004053879529237747"
"5423104","0.004791374318301678","0.004791374318301678","0.004791374318301678"
"5439488","0.0045687234960496426","0.0045687234960496426","0.0045687234960496426"
"5455872","0.0036471690982580185","0.0036471690982580185","0.0036471690982580185"
"5472256","0.0040873149409890175","0.0040873149409890175","0.0040873149409890175"
"5488640","0.004154344089329243","0.004154344089329243","0.004154344089329243"
"5505024","0.0040070656687021255","0.0040070656687021255","0.0040070656687021255"
"5521408","0.004203473217785358","0.004203473217785358","0.004203473217785358"
"5537792","0.004652091301977634","0.004652091301977634","0.004652091301977634"
"5554176","0.004081287421286106","0.004081287421286106","0.004081287421286106"
"5570560","0.003957645036280155","0.003957645036280155","0.003957645036280155"
"5586944","0.0035791913978755474","0.0035791913978755474","0.0035791913978755474"
"5603328","0.00438709044829011","0.00438709044829011","0.00438709044829011"
"5619712","0.004988416098058224","0.004988416098058224","0.004988416098058224"
"5636096","0.004106729291379452","0.004106729291379452","0.004106729291379452"
"5652480","0.004071245901286602","0.004071245901286602","0.004071245901286602"
"5668864","0.004112232476472855","0.004112232476472855","0.004112232476472855"
"5685248","0.0040682414546608925","0.0040682414546608925","0.0040682414546608925"
"5701632","0.0038892729207873344","0.0038892729207873344","0.0038892729207873344"
"5718016","0.004570191726088524","0.004570191726088524","0.004570191726088524"
"5734400","0.0042234500870108604","0.0042234500870108604","0.0042234500870108604"
"5750784","0.004182217642664909","0.004182217642664909","0.004182217642664909"
"5767168","0.004220419563353062","0.004220419563353062","0.004220419563353062"
"5783552","0.003680793335661292","0.003680793335661292","0.003680793335661292"
"5799936","0.003784452099353075","0.003784452099353075","0.003784452099353075"
"5816320","0.004548588767647743","0.004548588767647743","0.004548588767647743"
"5832704","0.004299241118133068","0.004299241118133068","0.004299241118133068"
"5849088","0.004299432039260864","0.004299432039260864","0.004299432039260864"
"5865472","0.004117416217923164","0.004117416217923164","0.004117416217923164"
"5881856","0.004182310774922371","0.004182310774922371","0.004182310774922371"
"5898240","0.004062393680214882","0.004062393680214882","0.004062393680214882"
"5914624","0.003992284648120403","0.003992284648120403","0.003992284648120403"
"5931008","0.0038401673082262278","0.0038401673082262278","0.0038401673082262278"
"5947392","0.004548731260001659","0.004548731260001659","0.004548731260001659"
"5963776","0.004067133646458387","0.004067133646458387","0.004067133646458387"
"5980160","0.004023459739983082","0.004023459739983082","0.004023459739983082"
"5996544","0.0041710673831403255","0.0041710673831403255","0.0041710673831403255"
"6012928","0.004395118914544582","0.004395118914544582","0.004395118914544582"
"6029312","0.004630756098777056","0.004630756098777056","0.004630756098777056"
"6045696","0.004386530257761478","0.004386530257761478","0.004386530257761478"
"6062080","0.004430433735251427","0.004430433735251427","0.004430433735251427"
"6078464","0.0041540274396538734","0.0041540274396538734","0.0041540274396538734"
"6094848","0.0038837557658553123","0.0038837557658553123","0.0038837557658553123"
"6111232","0.004369093105196953","0.004369093105196953","0.004369093105196953"
"6127616","0.004171953536570072","0.004171953536570072","0.004171953536570072"
"6144000","0.004236424341797829","0.004236424341797829","0.004236424341797829"
"6160384","0.004776922054588795","0.004776922054588795","0.004776922054588795"
"6176768","0.004329593852162361","0.004329593852162361","0.004329593852162361"
"6193152","0.004085309337824583","0.004085309337824583","0.004085309337824583"
"6209536","0.0040998514741659164","0.0040998514741659164","0.0040998514741659164"
"6225920","0.0038090618327260017","0.0038090618327260017","0.0038090618327260017"
"6242304","0.004226872697472572","0.004226872697472572","0.004226872697472572"
"6258688","0.004388649947941303","0.004388649947941303","0.004388649947941303"
"6275072","0.004673419054597616","0.004673419054597616","0.004673419054597616"
"6291456","0.004522883333265781","0.004522883333265781","0.004522883333265781"
"6307840","0.0037381420843303204","0.0037381420843303204","0.0037381420843303204"
"6324224","0.0038296147249639034","0.0038296147249639034","0.0038296147249639034"
"6340608","0.0040153516456484795","0.0040153516456484795","0.0040153516456484795"
"6356992","0.004133624490350485","0.004133624490350485","0.004133624490350485"
"6373376","0.00412543723359704","0.00412543723359704","0.00412543723359704"
"6389760","0.0046492284163832664","0.0046492284163832664","0.0046492284163832664"
"6406144","0.00421450100839138","0.00421450100839138","0.00421450100839138"
"6422528","0.003950602374970913","0.003950602374970913","0.003950602374970913"
"6438912","0.003975107800215483","0.003975107800215483","0.003975107800215483"
"6455296","0.004331997130066156","0.004331997130066156","0.004331997130066156"
"6471680","0.003820686601102352","0.003820686601102352","0.003820686601102352"
"6488064","0.004298662766814232","0.004298662766814232","0.004298662766814232"
"6504448","0.004629066213965416","0.004629066213965416","0.004629066213965416"
"6520832","0.004411292262375355","0.004411292262375355","0.004411292262375355"
"6537216","0.003996305633336306","0.003996305633336306","0.003996305633336306"
"6553600","0.003982142545282841","0.003982142545282841","0.003982142545282841"
"6569984","0.003997530788183212","0.003997530788183212","0.003997530788183212"
"6586368","0.004499355331063271","0.004499355331063271","0.004499355331063271"
"6602752","0.004122726619243622","0.004122726619243622","0.004122726619243622"
"6619136","0.004362117499113083","0.004362117499113083","0.004362117499113083"
"6635520","0.004106373526155949","0.004106373526155949","0.004106373526155949"
"6651904","0.004375528544187546","0.004375528544187546","0.004375528544187546"
"6668288","0.004064079374074936","0.004064079374074936","0.004064079374074936"
"6684672","0.004056278616189957","0.004056278616189957","0.004056278616189957"
"6701056","0.003971898928284645","0.003971898928284645","0.003971898928284645"
"6717440","0.00377828162163496","0.00377828162163496","0.00377828162163496"
"6733824","0.004263909999281168","0.004263909999281168","0.004263909999281168"
"6750208","0.004468860104680061","0.004468860104680061","0.004468860104680061"
