Episode,Extrinsic Return
1,0.0
2,-3.4529292583465576
3,-4.604464530944824
4,-4.912338972091675
5,-5.341113948822022
6,-5.552396535873413
7,-5.681239332471575
8,-5.7285391092300415
9,-5.744754102494982
10,-5.720131969451904
11,-5.632263573733243
12,-5.502170443534851
13,-5.417203499720647
14,-5.294010094233921
15,-5.161004495620728
16,-5.004366964101791
17,-4.820067300516016
18,-4.654917975266774
19,-4.467667974923787
20,-4.240969391167164
21,-3.995144385667074
22,-3.7169596132907
23,-3.488440411246341
24,-3.2235641988615193
25,-2.954055701494217
26,-2.712244071639501
27,-2.4636112330136477
28,-2.270959778555802
29,-2.015454745498197
30,-1.7660430202881494
31,-1.529757539110799
32,-1.306670361198485
33,-1.0449753322384574
34,-0.8827190057319754
35,-0.6344225687640054
36,-0.44358740333053803
37,-0.21443232410662882
38,-0.03298358619213104
39,0.2205841289116786
40,0.47973739430308343
41,0.6966887850586961
42,0.9631790823879696
43,1.2533259218515351
44,1.4729733622886918
45,1.789714870850245
46,2.0718488220287408
47,2.2701779775162962
48,2.53421137171487
49,2.805043176120641
50,3.0604973357915877
51,3.2192343490965225
52,3.4298676659281435
53,3.6416283502893627
54,3.8762644788733236
55,4.043422884832729
56,4.178308345909629
57,4.324563992128038
58,4.47082121156413
59,4.643170028924942
60,4.833422576884429
61,5.016852093036057
62,5.143986651493657
63,5.294465333223343
64,5.521070133429021
65,5.6610314548015594
66,5.882913354219812
67,6.128182876910737
68,6.316667777212227
69,6.54656763655552
70,6.760936270015581
71,6.936049873979998
72,7.135588854137394
73,7.413030463947009
74,7.728664085268974
75,7.995321143070857
76,8.314230664388129
77,8.566191607868516
78,8.885460018729551
79,9.111663549383984
80,9.342285057529807
81,9.646923627014514
82,9.85710485643003
83,10.150174907532083
84,10.38482286497241
85,10.689720621880364
86,10.971852299432422
87,11.272452450004117
88,11.589051828804342
89,11.893179408285055
90,12.22712755964862
91,12.527705954653877
92,12.819619860014189
93,13.151581402427407
94,13.44183651659083
95,13.697274114897377
96,14.039880253064135
97,14.330911594260598
98,14.646944763404983
99,14.981296209072825
100,15.270369240939617
101,15.732976433932782
102,16.298489372432233
103,16.883370921313762
104,17.44641636580229
105,18.04172814577818
106,18.627576982676985
107,19.2354681417346
108,19.821168925464153
109,20.38533950060606
110,21.001399237811565
111,21.612134000957013
112,22.21451057642698
113,22.813959104716776
114,23.394573332965376
115,23.974076151549816
116,24.58160849779844
117,25.1844985088706
118,25.806072812974453
119,26.39744640916586
120,27.044055100679397
121,27.65033989548683
122,28.262663191556932
123,28.90816700220108
124,29.55362868309021
125,30.160967440605162
126,30.75377009153366
127,31.379296028614043
128,32.015540652275085
129,32.589470257759096
130,33.17948016643524
131,33.79521587371826
132,34.44311069011688
133,35.07865035533905
134,35.718019108772275
135,36.38102973461151
136,37.06318677425384
137,37.71107768535614
138,38.29848596572876
139,38.93804428100586
140,39.56958550453186
141,40.22008481025696
142,40.808952770233155
143,41.44879016876221
144,42.08157675743103
145,42.70055373191833
146,43.34805097579956
147,43.94733143806457
148,44.613253812789914
149,45.25288310050964
150,45.82918559074402
151,46.45559181213379
152,47.11932004928589
153,47.869072389602664
154,48.462908010482785
155,49.19651068687439
156,49.84332479476929
157,50.498003034591676
158,51.23710777282715
159,51.91809962272644
160,52.716133947372434
161,53.439562730789184
162,54.15588824272156
