"Step","Entropy","StarGunner-v5__ppo - losses/entropy__MIN","StarGunner-v5__ppo - losses/entropy__MAX"
"1114112","2.762800455093384","2.762800455093384","2.762800455093384"
"1130496","2.7754859924316406","2.7754859924316406","2.7754859924316406"
"1146880","2.7677812576293945","2.7677812576293945","2.7677812576293945"
"1163264","2.7598633766174316","2.7598633766174316","2.7598633766174316"
"1179648","2.7514302730560303","2.7514302730560303","2.7514302730560303"
"1196032","2.748847007751465","2.748847007751465","2.748847007751465"
"1212416","2.750741958618164","2.750741958618164","2.750741958618164"
"1228800","2.7484922409057617","2.7484922409057617","2.7484922409057617"
"1245184","2.7468276023864746","2.7468276023864746","2.7468276023864746"
"1261568","2.7632980346679688","2.7632980346679688","2.7632980346679688"
"1277952","2.7687129974365234","2.7687129974365234","2.7687129974365234"
"1294336","2.765803813934326","2.765803813934326","2.765803813934326"
"1310720","2.7578487396240234","2.7578487396240234","2.7578487396240234"
"1327104","2.759328842163086","2.759328842163086","2.759328842163086"
"1343488","2.753563165664673","2.753563165664673","2.753563165664673"
"1359872","2.76519513130188","2.76519513130188","2.76519513130188"
"1376256","2.764162063598633","2.764162063598633","2.764162063598633"
"1392640","2.7509541511535645","2.7509541511535645","2.7509541511535645"
"1409024","2.758596658706665","2.758596658706665","2.758596658706665"
"1425408","2.7726528644561768","2.7726528644561768","2.7726528644561768"
"1441792","2.761617660522461","2.761617660522461","2.761617660522461"
"1458176","2.760735511779785","2.760735511779785","2.760735511779785"
"1474560","2.7483022212982178","2.7483022212982178","2.7483022212982178"
"1490944","2.740373134613037","2.740373134613037","2.740373134613037"
"1507328","2.7397937774658203","2.7397937774658203","2.7397937774658203"
"1523712","2.7388482093811035","2.7388482093811035","2.7388482093811035"
"1540096","2.7422146797180176","2.7422146797180176","2.7422146797180176"
"1556480","2.736837387084961","2.736837387084961","2.736837387084961"
"1572864","2.748668670654297","2.748668670654297","2.748668670654297"
"1589248","2.752352476119995","2.752352476119995","2.752352476119995"
"1605632","2.741469383239746","2.741469383239746","2.741469383239746"
"1622016","2.7329459190368652","2.7329459190368652","2.7329459190368652"
"1638400","2.7400898933410645","2.7400898933410645","2.7400898933410645"
"1654784","2.7473201751708984","2.7473201751708984","2.7473201751708984"
"1671168","2.743398666381836","2.743398666381836","2.743398666381836"
"1687552","2.721970558166504","2.721970558166504","2.721970558166504"
"1703936","2.7345633506774902","2.7345633506774902","2.7345633506774902"
"1720320","2.7375059127807617","2.7375059127807617","2.7375059127807617"
"1736704","2.740286350250244","2.740286350250244","2.740286350250244"
"1753088","2.7411234378814697","2.7411234378814697","2.7411234378814697"
"1769472","2.7351202964782715","2.7351202964782715","2.7351202964782715"
"1785856","2.7473816871643066","2.7473816871643066","2.7473816871643066"
"1802240","2.7322897911071777","2.7322897911071777","2.7322897911071777"
"1818624","2.730985403060913","2.730985403060913","2.730985403060913"
"1835008","2.716395378112793","2.716395378112793","2.716395378112793"
"1851392","2.7265970706939697","2.7265970706939697","2.7265970706939697"
"1867776","2.7033863067626953","2.7033863067626953","2.7033863067626953"
"1884160","2.693455934524536","2.693455934524536","2.693455934524536"
"1900544","2.693800926208496","2.693800926208496","2.693800926208496"
"1916928","2.6910767555236816","2.6910767555236816","2.6910767555236816"
"1933312","2.6885898113250732","2.6885898113250732","2.6885898113250732"
"1949696","2.6913039684295654","2.6913039684295654","2.6913039684295654"
"1966080","2.7040910720825195","2.7040910720825195","2.7040910720825195"
"1982464","2.688185214996338","2.688185214996338","2.688185214996338"
"1998848","2.698540687561035","2.698540687561035","2.698540687561035"
"2015232","2.708796501159668","2.708796501159668","2.708796501159668"
"2031616","2.6797475814819336","2.6797475814819336","2.6797475814819336"
"2048000","2.697554111480713","2.697554111480713","2.697554111480713"
"2064384","2.6673340797424316","2.6673340797424316","2.6673340797424316"
"2080768","2.665158271789551","2.665158271789551","2.665158271789551"
"2097152","2.6571669578552246","2.6571669578552246","2.6571669578552246"
"2113536","2.660050868988037","2.660050868988037","2.660050868988037"
"2129920","2.6503636837005615","2.6503636837005615","2.6503636837005615"
"2146304","2.6644439697265625","2.6644439697265625","2.6644439697265625"
"2162688","2.665964126586914","2.665964126586914","2.665964126586914"
"2179072","2.648942470550537","2.648942470550537","2.648942470550537"
"2195456","2.660696029663086","2.660696029663086","2.660696029663086"
"2211840","2.665431499481201","2.665431499481201","2.665431499481201"
"2228224","2.652589797973633","2.652589797973633","2.652589797973633"
"2244608","2.6458683013916016","2.6458683013916016","2.6458683013916016"
"2260992","2.663417339324951","2.663417339324951","2.663417339324951"
"2277376","2.630464792251587","2.630464792251587","2.630464792251587"
"2293760","2.6679370403289795","2.6679370403289795","2.6679370403289795"
"2310144","2.6527159214019775","2.6527159214019775","2.6527159214019775"
"2326528","2.6452057361602783","2.6452057361602783","2.6452057361602783"
"2342912","2.631901264190674","2.631901264190674","2.631901264190674"
"2359296","2.662844181060791","2.662844181060791","2.662844181060791"
"2375680","2.6508889198303223","2.6508889198303223","2.6508889198303223"
"2392064","2.6273937225341797","2.6273937225341797","2.6273937225341797"
"2408448","2.6132094860076904","2.6132094860076904","2.6132094860076904"
"2424832","2.6322247982025146","2.6322247982025146","2.6322247982025146"
"2441216","2.6338295936584473","2.6338295936584473","2.6338295936584473"
"2457600","2.6622629165649414","2.6622629165649414","2.6622629165649414"
"2473984","2.657428741455078","2.657428741455078","2.657428741455078"
"2490368","2.632657289505005","2.632657289505005","2.632657289505005"
"2506752","2.638986110687256","2.638986110687256","2.638986110687256"
"2523136","2.642880916595459","2.642880916595459","2.642880916595459"
"2539520","2.643956184387207","2.643956184387207","2.643956184387207"
"2555904","2.6158394813537598","2.6158394813537598","2.6158394813537598"
"2572288","2.6456851959228516","2.6456851959228516","2.6456851959228516"
"2588672","2.642261505126953","2.642261505126953","2.642261505126953"
"2605056","2.633511543273926","2.633511543273926","2.633511543273926"
"2621440","2.6341567039489746","2.6341567039489746","2.6341567039489746"
"2637824","2.644024610519409","2.644024610519409","2.644024610519409"
"2654208","2.6424169540405273","2.6424169540405273","2.6424169540405273"
"2670592","2.6206533908843994","2.6206533908843994","2.6206533908843994"
"2686976","2.628838539123535","2.628838539123535","2.628838539123535"
"2703360","2.6439976692199707","2.6439976692199707","2.6439976692199707"
"2719744","2.612135887145996","2.612135887145996","2.612135887145996"
"2736128","2.6135356426239014","2.6135356426239014","2.6135356426239014"
"2752512","2.6058096885681152","2.6058096885681152","2.6058096885681152"
"2768896","2.622253656387329","2.622253656387329","2.622253656387329"
"2785280","2.6085665225982666","2.6085665225982666","2.6085665225982666"
"2801664","2.6070168018341064","2.6070168018341064","2.6070168018341064"
"2818048","2.6137053966522217","2.6137053966522217","2.6137053966522217"
"2834432","2.605886459350586","2.605886459350586","2.605886459350586"
"2850816","2.605865955352783","2.605865955352783","2.605865955352783"
"2867200","2.5938847064971924","2.5938847064971924","2.5938847064971924"
"2883584","2.584507465362549","2.584507465362549","2.584507465362549"
"2899968","2.5784952640533447","2.5784952640533447","2.5784952640533447"
"2916352","2.5770509243011475","2.5770509243011475","2.5770509243011475"
"2932736","2.6067795753479004","2.6067795753479004","2.6067795753479004"
"2949120","2.589853048324585","2.589853048324585","2.589853048324585"
"2965504","2.6050186157226562","2.6050186157226562","2.6050186157226562"
"2981888","2.598933458328247","2.598933458328247","2.598933458328247"
"2998272","2.581127643585205","2.581127643585205","2.581127643585205"
"3014656","2.5764265060424805","2.5764265060424805","2.5764265060424805"
"3031040","2.56563138961792","2.56563138961792","2.56563138961792"
"3047424","2.578092575073242","2.578092575073242","2.578092575073242"
"3063808","2.5585756301879883","2.5585756301879883","2.5585756301879883"
"3080192","2.571336269378662","2.571336269378662","2.571336269378662"
"3096576","2.5788915157318115","2.5788915157318115","2.5788915157318115"
"3112960","2.574838638305664","2.574838638305664","2.574838638305664"
"3129344","2.572822093963623","2.572822093963623","2.572822093963623"
"3145728","2.5835213661193848","2.5835213661193848","2.5835213661193848"
"3162112","2.577786445617676","2.577786445617676","2.577786445617676"
"3178496","2.59871244430542","2.59871244430542","2.59871244430542"
"3194880","2.5621871948242188","2.5621871948242188","2.5621871948242188"
"3211264","2.566103458404541","2.566103458404541","2.566103458404541"
"3227648","2.563347816467285","2.563347816467285","2.563347816467285"
"3244032","2.5473804473876953","2.5473804473876953","2.5473804473876953"
"3260416","2.570439338684082","2.570439338684082","2.570439338684082"
"3276800","2.56508731842041","2.56508731842041","2.56508731842041"
"3293184","2.564113140106201","2.564113140106201","2.564113140106201"
"3309568","2.5864696502685547","2.5864696502685547","2.5864696502685547"
"3325952","2.567004442214966","2.567004442214966","2.567004442214966"
"3342336","2.5570068359375","2.5570068359375","2.5570068359375"
"3358720","2.572190046310425","2.572190046310425","2.572190046310425"
"3375104","2.576369047164917","2.576369047164917","2.576369047164917"
"3391488","2.573904037475586","2.573904037475586","2.573904037475586"
"3407872","2.5646610260009766","2.5646610260009766","2.5646610260009766"
"3424256","2.5734453201293945","2.5734453201293945","2.5734453201293945"
"3440640","2.5673160552978516","2.5673160552978516","2.5673160552978516"
"3457024","2.5459556579589844","2.5459556579589844","2.5459556579589844"
"3473408","2.544614791870117","2.544614791870117","2.544614791870117"
"3489792","2.5516228675842285","2.5516228675842285","2.5516228675842285"
"3506176","2.5397205352783203","2.5397205352783203","2.5397205352783203"
"3522560","2.5578651428222656","2.5578651428222656","2.5578651428222656"
"3538944","2.5500950813293457","2.5500950813293457","2.5500950813293457"
"3555328","2.549288272857666","2.549288272857666","2.549288272857666"
"3571712","2.5522849559783936","2.5522849559783936","2.5522849559783936"
"3588096","2.5440614223480225","2.5440614223480225","2.5440614223480225"
"3604480","2.536844491958618","2.536844491958618","2.536844491958618"
"3620864","2.537552833557129","2.537552833557129","2.537552833557129"
"3637248","2.551732063293457","2.551732063293457","2.551732063293457"
"3653632","2.533728837966919","2.533728837966919","2.533728837966919"
"3670016","2.557257652282715","2.557257652282715","2.557257652282715"
"3686400","2.550527334213257","2.550527334213257","2.550527334213257"
"3702784","2.5398848056793213","2.5398848056793213","2.5398848056793213"
"3719168","2.5526766777038574","2.5526766777038574","2.5526766777038574"
"3735552","2.5446553230285645","2.5446553230285645","2.5446553230285645"
"3751936","2.5429024696350098","2.5429024696350098","2.5429024696350098"
"3768320","2.527336597442627","2.527336597442627","2.527336597442627"
"3784704","2.548110246658325","2.548110246658325","2.548110246658325"
"3801088","2.523149251937866","2.523149251937866","2.523149251937866"
"3817472","2.514601230621338","2.514601230621338","2.514601230621338"
"3833856","2.5285749435424805","2.5285749435424805","2.5285749435424805"
"3850240","2.5257720947265625","2.5257720947265625","2.5257720947265625"
"3866624","2.529100179672241","2.529100179672241","2.529100179672241"
"3883008","2.5105233192443848","2.5105233192443848","2.5105233192443848"
"3899392","2.4901723861694336","2.4901723861694336","2.4901723861694336"
"3915776","2.5189497470855713","2.5189497470855713","2.5189497470855713"
"3932160","2.530496120452881","2.530496120452881","2.530496120452881"
"3948544","2.5121922492980957","2.5121922492980957","2.5121922492980957"
"3964928","2.483855962753296","2.483855962753296","2.483855962753296"
"3981312","2.502495288848877","2.502495288848877","2.502495288848877"
"3997696","2.496737241744995","2.496737241744995","2.496737241744995"
"4014080","2.502415657043457","2.502415657043457","2.502415657043457"
"4030464","2.503908634185791","2.503908634185791","2.503908634185791"
"4046848","2.5087668895721436","2.5087668895721436","2.5087668895721436"
"4063232","2.49565052986145","2.49565052986145","2.49565052986145"
"4079616","2.512460231781006","2.512460231781006","2.512460231781006"
"4096000","2.486588954925537","2.486588954925537","2.486588954925537"
"4112384","2.5000977516174316","2.5000977516174316","2.5000977516174316"
"4128768","2.471418619155884","2.471418619155884","2.471418619155884"
"4145152","2.506844997406006","2.506844997406006","2.506844997406006"
"4161536","2.489985942840576","2.489985942840576","2.489985942840576"
"4177920","2.5045266151428223","2.5045266151428223","2.5045266151428223"
"4194304","2.5139288902282715","2.5139288902282715","2.5139288902282715"
"4210688","2.4910144805908203","2.4910144805908203","2.4910144805908203"
"4227072","2.498311996459961","2.498311996459961","2.498311996459961"
"4243456","2.5001206398010254","2.5001206398010254","2.5001206398010254"
"4259840","2.499131679534912","2.499131679534912","2.499131679534912"
"4276224","2.484229803085327","2.484229803085327","2.484229803085327"
"4292608","2.4928133487701416","2.4928133487701416","2.4928133487701416"
"4308992","2.5008981227874756","2.5008981227874756","2.5008981227874756"
"4325376","2.500150442123413","2.500150442123413","2.500150442123413"
"4341760","2.4795517921447754","2.4795517921447754","2.4795517921447754"
"4358144","2.4739174842834473","2.4739174842834473","2.4739174842834473"
"4374528","2.453594446182251","2.453594446182251","2.453594446182251"
"4390912","2.487171173095703","2.487171173095703","2.487171173095703"
"4407296","2.493741750717163","2.493741750717163","2.493741750717163"
"4423680","2.4836647510528564","2.4836647510528564","2.4836647510528564"
"4440064","2.474918842315674","2.474918842315674","2.474918842315674"
"4456448","2.4813737869262695","2.4813737869262695","2.4813737869262695"
"4472832","2.4779212474823","2.4779212474823","2.4779212474823"
"4489216","2.487269639968872","2.487269639968872","2.487269639968872"
"4505600","2.4684534072875977","2.4684534072875977","2.4684534072875977"
"4521984","2.4661669731140137","2.4661669731140137","2.4661669731140137"
"4538368","2.4872474670410156","2.4872474670410156","2.4872474670410156"
"4554752","2.4731569290161133","2.4731569290161133","2.4731569290161133"
"4571136","2.462345600128174","2.462345600128174","2.462345600128174"
"4587520","2.45794677734375","2.45794677734375","2.45794677734375"
"4603904","2.484179973602295","2.484179973602295","2.484179973602295"
"4620288","2.481313467025757","2.481313467025757","2.481313467025757"
"4636672","2.4749832153320312","2.4749832153320312","2.4749832153320312"
"4653056","2.490816593170166","2.490816593170166","2.490816593170166"
"4669440","2.4776535034179688","2.4776535034179688","2.4776535034179688"
"4685824","2.473273277282715","2.473273277282715","2.473273277282715"
"4702208","2.466233968734741","2.466233968734741","2.466233968734741"
"4718592","2.4692153930664062","2.4692153930664062","2.4692153930664062"
"4734976","2.4814376831054688","2.4814376831054688","2.4814376831054688"
"4751360","2.4785232543945312","2.4785232543945312","2.4785232543945312"
"4767744","2.4824934005737305","2.4824934005737305","2.4824934005737305"
"4784128","2.487196445465088","2.487196445465088","2.487196445465088"
"4800512","2.4604334831237793","2.4604334831237793","2.4604334831237793"
"4816896","2.4781296253204346","2.4781296253204346","2.4781296253204346"
"4833280","2.457672357559204","2.457672357559204","2.457672357559204"
"4849664","2.4734787940979004","2.4734787940979004","2.4734787940979004"
"4866048","2.4732046127319336","2.4732046127319336","2.4732046127319336"
"4882432","2.4721977710723877","2.4721977710723877","2.4721977710723877"
"4898816","2.4416909217834473","2.4416909217834473","2.4416909217834473"
"4915200","2.4695029258728027","2.4695029258728027","2.4695029258728027"
"4931584","2.44736909866333","2.44736909866333","2.44736909866333"
"4947968","2.443525552749634","2.443525552749634","2.443525552749634"
"4964352","2.4464049339294434","2.4464049339294434","2.4464049339294434"
"4980736","2.4555115699768066","2.4555115699768066","2.4555115699768066"
"4997120","2.430997848510742","2.430997848510742","2.430997848510742"
"5013504","2.4276556968688965","2.4276556968688965","2.4276556968688965"
"5029888","2.4370875358581543","2.4370875358581543","2.4370875358581543"
"5046272","2.4382245540618896","2.4382245540618896","2.4382245540618896"
"5062656","2.4365792274475098","2.4365792274475098","2.4365792274475098"
"5079040","2.4459128379821777","2.4459128379821777","2.4459128379821777"
"5095424","2.4266300201416016","2.4266300201416016","2.4266300201416016"
"5111808","2.428901195526123","2.428901195526123","2.428901195526123"
"5128192","2.439868688583374","2.439868688583374","2.439868688583374"
"5144576","2.425760269165039","2.425760269165039","2.425760269165039"
"5160960","2.4230384826660156","2.4230384826660156","2.4230384826660156"
"5177344","2.412342071533203","2.412342071533203","2.412342071533203"
"5193728","2.4156899452209473","2.4156899452209473","2.4156899452209473"
"5210112","2.392726421356201","2.392726421356201","2.392726421356201"
"5226496","2.412778615951538","2.412778615951538","2.412778615951538"
"5242880","2.411576747894287","2.411576747894287","2.411576747894287"
"5259264","2.420572519302368","2.420572519302368","2.420572519302368"
"5275648","2.3970274925231934","2.3970274925231934","2.3970274925231934"
"5292032","2.3996851444244385","2.3996851444244385","2.3996851444244385"
"5308416","2.405701160430908","2.405701160430908","2.405701160430908"
"5324800","2.3826022148132324","2.3826022148132324","2.3826022148132324"
"5341184","2.38992977142334","2.38992977142334","2.38992977142334"
"5357568","2.406355381011963","2.406355381011963","2.406355381011963"
"5373952","2.390977382659912","2.390977382659912","2.390977382659912"
"5390336","2.3927536010742188","2.3927536010742188","2.3927536010742188"
"5406720","2.3953118324279785","2.3953118324279785","2.3953118324279785"
"5423104","2.3899171352386475","2.3899171352386475","2.3899171352386475"
"5439488","2.3820700645446777","2.3820700645446777","2.3820700645446777"
"5455872","2.376753330230713","2.376753330230713","2.376753330230713"
"5472256","2.396141529083252","2.396141529083252","2.396141529083252"
"5488640","2.366361379623413","2.366361379623413","2.366361379623413"
"5505024","2.381704807281494","2.381704807281494","2.381704807281494"
"5521408","2.3851728439331055","2.3851728439331055","2.3851728439331055"
"5537792","2.3877029418945312","2.3877029418945312","2.3877029418945312"
"5554176","2.3587563037872314","2.3587563037872314","2.3587563037872314"
"5570560","2.362332820892334","2.362332820892334","2.362332820892334"
"5586944","2.385956287384033","2.385956287384033","2.385956287384033"
"5603328","2.3844716548919678","2.3844716548919678","2.3844716548919678"
"5619712","2.3426146507263184","2.3426146507263184","2.3426146507263184"
"5636096","2.3717541694641113","2.3717541694641113","2.3717541694641113"
"5652480","2.3627007007598877","2.3627007007598877","2.3627007007598877"
"5668864","2.380195140838623","2.380195140838623","2.380195140838623"
"5685248","2.3586158752441406","2.3586158752441406","2.3586158752441406"
"5701632","2.3460869789123535","2.3460869789123535","2.3460869789123535"
"5718016","2.3712499141693115","2.3712499141693115","2.3712499141693115"
"5734400","2.3616883754730225","2.3616883754730225","2.3616883754730225"
"5750784","2.3728489875793457","2.3728489875793457","2.3728489875793457"
"5767168","2.3592453002929688","2.3592453002929688","2.3592453002929688"
"5783552","2.349821090698242","2.349821090698242","2.349821090698242"
"5799936","2.3279731273651123","2.3279731273651123","2.3279731273651123"
"5816320","2.3539047241210938","2.3539047241210938","2.3539047241210938"
"5832704","2.3551549911499023","2.3551549911499023","2.3551549911499023"
"5849088","2.3325791358947754","2.3325791358947754","2.3325791358947754"
"5865472","2.3597049713134766","2.3597049713134766","2.3597049713134766"
"5881856","2.3330440521240234","2.3330440521240234","2.3330440521240234"
"5898240","2.336777925491333","2.336777925491333","2.336777925491333"
"5914624","2.3392410278320312","2.3392410278320312","2.3392410278320312"
"5931008","2.324899673461914","2.324899673461914","2.324899673461914"
"5947392","2.322404384613037","2.322404384613037","2.322404384613037"
"5963776","2.3089165687561035","2.3089165687561035","2.3089165687561035"
"5980160","2.3448877334594727","2.3448877334594727","2.3448877334594727"
"5996544","2.3230981826782227","2.3230981826782227","2.3230981826782227"
"6012928","2.325521469116211","2.325521469116211","2.325521469116211"
"6029312","2.325741767883301","2.325741767883301","2.325741767883301"
"6045696","2.310107707977295","2.310107707977295","2.310107707977295"
"6062080","2.2988648414611816","2.2988648414611816","2.2988648414611816"
"6078464","2.3203864097595215","2.3203864097595215","2.3203864097595215"
"6094848","2.325028896331787","2.325028896331787","2.325028896331787"
"6111232","2.31807804107666","2.31807804107666","2.31807804107666"
"6127616","2.3575997352600098","2.3575997352600098","2.3575997352600098"
"6144000","2.334895610809326","2.334895610809326","2.334895610809326"
"6160384","2.3139171600341797","2.3139171600341797","2.3139171600341797"
"6176768","2.312764883041382","2.312764883041382","2.312764883041382"
"6193152","2.320631504058838","2.320631504058838","2.320631504058838"
"6209536","2.306420087814331","2.306420087814331","2.306420087814331"
"6225920","2.3012967109680176","2.3012967109680176","2.3012967109680176"
"6242304","2.2938780784606934","2.2938780784606934","2.2938780784606934"
"6258688","2.289268732070923","2.289268732070923","2.289268732070923"
"6275072","2.292097806930542","2.292097806930542","2.292097806930542"
"6291456","2.296637773513794","2.296637773513794","2.296637773513794"
"6307840","2.301144599914551","2.301144599914551","2.301144599914551"
"6324224","2.2905850410461426","2.2905850410461426","2.2905850410461426"
"6340608","2.306337356567383","2.306337356567383","2.306337356567383"
"6356992","2.2873198986053467","2.2873198986053467","2.2873198986053467"
"6373376","2.3084464073181152","2.3084464073181152","2.3084464073181152"
"6389760","2.29502272605896","2.29502272605896","2.29502272605896"
"6406144","2.293649435043335","2.293649435043335","2.293649435043335"
"6422528","2.3082242012023926","2.3082242012023926","2.3082242012023926"
"6438912","2.276236057281494","2.276236057281494","2.276236057281494"
"6455296","2.293994903564453","2.293994903564453","2.293994903564453"
"6471680","2.2849361896514893","2.2849361896514893","2.2849361896514893"
"6488064","2.262740135192871","2.262740135192871","2.262740135192871"
"6504448","2.281547784805298","2.281547784805298","2.281547784805298"
"6520832","2.2781691551208496","2.2781691551208496","2.2781691551208496"
"6537216","2.27921986579895","2.27921986579895","2.27921986579895"
"6553600","2.2810041904449463","2.2810041904449463","2.2810041904449463"
"6569984","2.294881820678711","2.294881820678711","2.294881820678711"
"6586368","2.294163942337036","2.294163942337036","2.294163942337036"
"6602752","2.2763099670410156","2.2763099670410156","2.2763099670410156"
"6619136","2.287592649459839","2.287592649459839","2.287592649459839"
"6635520","2.271728038787842","2.271728038787842","2.271728038787842"
"6651904","2.2839670181274414","2.2839670181274414","2.2839670181274414"
"6668288","2.2446088790893555","2.2446088790893555","2.2446088790893555"
"6684672","2.240813970565796","2.240813970565796","2.240813970565796"
"6701056","2.2618136405944824","2.2618136405944824","2.2618136405944824"
"6717440","2.2741026878356934","2.2741026878356934","2.2741026878356934"
"6733824","2.260974407196045","2.260974407196045","2.260974407196045"
"6750208","2.2530901432037354","2.2530901432037354","2.2530901432037354"
"6766592","2.2489800453186035","2.2489800453186035","2.2489800453186035"
"6782976","2.2566006183624268","2.2566006183624268","2.2566006183624268"
"6799360","2.2585220336914062","2.2585220336914062","2.2585220336914062"
"6815744","2.2517640590667725","2.2517640590667725","2.2517640590667725"
"6832128","2.2575531005859375","2.2575531005859375","2.2575531005859375"
"6848512","2.2248876094818115","2.2248876094818115","2.2248876094818115"
"6864896","2.2571611404418945","2.2571611404418945","2.2571611404418945"
"6881280","2.210444927215576","2.210444927215576","2.210444927215576"
"6897664","2.2304635047912598","2.2304635047912598","2.2304635047912598"
"6914048","2.237232208251953","2.237232208251953","2.237232208251953"
"6930432","2.2350940704345703","2.2350940704345703","2.2350940704345703"
"6946816","2.2430496215820312","2.2430496215820312","2.2430496215820312"
"6963200","2.221503257751465","2.221503257751465","2.221503257751465"
"6979584","2.216676712036133","2.216676712036133","2.216676712036133"
"6995968","2.2152585983276367","2.2152585983276367","2.2152585983276367"
"7012352","2.2218103408813477","2.2218103408813477","2.2218103408813477"
"7028736","2.2263643741607666","2.2263643741607666","2.2263643741607666"
"7045120","2.2139415740966797","2.2139415740966797","2.2139415740966797"
"7061504","2.2235331535339355","2.2235331535339355","2.2235331535339355"
"7077888","2.2371320724487305","2.2371320724487305","2.2371320724487305"
"7094272","2.2318501472473145","2.2318501472473145","2.2318501472473145"
"7110656","2.2085914611816406","2.2085914611816406","2.2085914611816406"
"7127040","2.232388973236084","2.232388973236084","2.232388973236084"
"7143424","2.2386465072631836","2.2386465072631836","2.2386465072631836"
"7159808","2.2323145866394043","2.2323145866394043","2.2323145866394043"
"7176192","2.2295634746551514","2.2295634746551514","2.2295634746551514"
"7192576","2.235319137573242","2.235319137573242","2.235319137573242"
"7208960","2.2429795265197754","2.2429795265197754","2.2429795265197754"
"7225344","2.221083402633667","2.221083402633667","2.221083402633667"
