"Step","Entropy","StarGunner-v5__ppo_rle_SwitchStep500 - losses/entropy__MIN","StarGunner-v5__ppo_rle_SwitchStep500 - losses/entropy__MAX"
"1032192","2.7380828857421875","2.7380828857421875","2.7380828857421875"
"1048576","2.7535927295684814","2.7535927295684814","2.7535927295684814"
"1064960","2.751678466796875","2.751678466796875","2.751678466796875"
"1081344","2.755965232849121","2.755965232849121","2.755965232849121"
"1097728","2.7385194301605225","2.7385194301605225","2.7385194301605225"
"1114112","2.7290120124816895","2.7290120124816895","2.7290120124816895"
"1130496","2.729511260986328","2.729511260986328","2.729511260986328"
"1146880","2.735527276992798","2.735527276992798","2.735527276992798"
"1163264","2.74375057220459","2.74375057220459","2.74375057220459"
"1179648","2.7437005043029785","2.7437005043029785","2.7437005043029785"
"1196032","2.7420387268066406","2.7420387268066406","2.7420387268066406"
"1212416","2.7408413887023926","2.7408413887023926","2.7408413887023926"
"1228800","2.749190330505371","2.749190330505371","2.749190330505371"
"1245184","2.749899387359619","2.749899387359619","2.749899387359619"
"1261568","2.74409818649292","2.74409818649292","2.74409818649292"
"1277952","2.7394261360168457","2.7394261360168457","2.7394261360168457"
"1294336","2.7358083724975586","2.7358083724975586","2.7358083724975586"
"1310720","2.732924222946167","2.732924222946167","2.732924222946167"
"1327104","2.724149703979492","2.724149703979492","2.724149703979492"
"1343488","2.704672336578369","2.704672336578369","2.704672336578369"
"1359872","2.7141647338867188","2.7141647338867188","2.7141647338867188"
"1376256","2.707254409790039","2.707254409790039","2.707254409790039"
"1392640","2.7163925170898438","2.7163925170898438","2.7163925170898438"
"1409024","2.710784912109375","2.710784912109375","2.710784912109375"
"1425408","2.7043075561523438","2.7043075561523438","2.7043075561523438"
"1441792","2.700601100921631","2.700601100921631","2.700601100921631"
"1458176","2.704357624053955","2.704357624053955","2.704357624053955"
"1474560","2.703497886657715","2.703497886657715","2.703497886657715"
"1490944","2.6950931549072266","2.6950931549072266","2.6950931549072266"
"1507328","2.689423084259033","2.689423084259033","2.689423084259033"
"1523712","2.7103915214538574","2.7103915214538574","2.7103915214538574"
"1540096","2.7117056846618652","2.7117056846618652","2.7117056846618652"
"1556480","2.6941463947296143","2.6941463947296143","2.6941463947296143"
"1572864","2.6865384578704834","2.6865384578704834","2.6865384578704834"
"1589248","2.6960132122039795","2.6960132122039795","2.6960132122039795"
"1605632","2.6817119121551514","2.6817119121551514","2.6817119121551514"
"1622016","2.6993210315704346","2.6993210315704346","2.6993210315704346"
"1638400","2.692060708999634","2.692060708999634","2.692060708999634"
"1654784","2.669027805328369","2.669027805328369","2.669027805328369"
"1671168","2.6684975624084473","2.6684975624084473","2.6684975624084473"
"1687552","2.6790549755096436","2.6790549755096436","2.6790549755096436"
"1703936","2.6841750144958496","2.6841750144958496","2.6841750144958496"
"1720320","2.6788330078125","2.6788330078125","2.6788330078125"
"1736704","2.6783173084259033","2.6783173084259033","2.6783173084259033"
"1753088","2.674032211303711","2.674032211303711","2.674032211303711"
"1769472","2.692596197128296","2.692596197128296","2.692596197128296"
"1785856","2.676020622253418","2.676020622253418","2.676020622253418"
"1802240","2.6734533309936523","2.6734533309936523","2.6734533309936523"
"1818624","2.666900873184204","2.666900873184204","2.666900873184204"
"1835008","2.6561880111694336","2.6561880111694336","2.6561880111694336"
"1851392","2.6658082008361816","2.6658082008361816","2.6658082008361816"
"1867776","2.6484477519989014","2.6484477519989014","2.6484477519989014"
"1884160","2.6540489196777344","2.6540489196777344","2.6540489196777344"
"1900544","2.665606737136841","2.665606737136841","2.665606737136841"
"1916928","2.6469688415527344","2.6469688415527344","2.6469688415527344"
"1933312","2.6518032550811768","2.6518032550811768","2.6518032550811768"
"1949696","2.6506333351135254","2.6506333351135254","2.6506333351135254"
"1966080","2.6425724029541016","2.6425724029541016","2.6425724029541016"
"1982464","2.6316261291503906","2.6316261291503906","2.6316261291503906"
"1998848","2.6485464572906494","2.6485464572906494","2.6485464572906494"
"2015232","2.6479413509368896","2.6479413509368896","2.6479413509368896"
"2031616","2.6457138061523438","2.6457138061523438","2.6457138061523438"
"2048000","2.6266021728515625","2.6266021728515625","2.6266021728515625"
"2064384","2.6380648612976074","2.6380648612976074","2.6380648612976074"
"2080768","2.636427164077759","2.636427164077759","2.636427164077759"
"2097152","2.6410255432128906","2.6410255432128906","2.6410255432128906"
"2113536","2.627354145050049","2.627354145050049","2.627354145050049"
"2129920","2.628692865371704","2.628692865371704","2.628692865371704"
"2146304","2.6148014068603516","2.6148014068603516","2.6148014068603516"
"2162688","2.6293087005615234","2.6293087005615234","2.6293087005615234"
"2179072","2.632214069366455","2.632214069366455","2.632214069366455"
"2195456","2.646022319793701","2.646022319793701","2.646022319793701"
"2211840","2.62734317779541","2.62734317779541","2.62734317779541"
"2228224","2.636353015899658","2.636353015899658","2.636353015899658"
"2244608","2.6391615867614746","2.6391615867614746","2.6391615867614746"
"2260992","2.650172233581543","2.650172233581543","2.650172233581543"
"2277376","2.636256694793701","2.636256694793701","2.636256694793701"
"2293760","2.6540637016296387","2.6540637016296387","2.6540637016296387"
"2310144","2.650191068649292","2.650191068649292","2.650191068649292"
"2326528","2.633662462234497","2.633662462234497","2.633662462234497"
"2342912","2.630147933959961","2.630147933959961","2.630147933959961"
"2359296","2.6539418697357178","2.6539418697357178","2.6539418697357178"
"2375680","2.6375088691711426","2.6375088691711426","2.6375088691711426"
"2392064","2.642843723297119","2.642843723297119","2.642843723297119"
"2408448","2.6290829181671143","2.6290829181671143","2.6290829181671143"
"2424832","2.6095011234283447","2.6095011234283447","2.6095011234283447"
"2441216","2.608839511871338","2.608839511871338","2.608839511871338"
"2457600","2.640695571899414","2.640695571899414","2.640695571899414"
"2473984","2.6304128170013428","2.6304128170013428","2.6304128170013428"
"2490368","2.6139421463012695","2.6139421463012695","2.6139421463012695"
"2506752","2.625771999359131","2.625771999359131","2.625771999359131"
"2523136","2.6273274421691895","2.6273274421691895","2.6273274421691895"
"2539520","2.623307228088379","2.623307228088379","2.623307228088379"
"2555904","2.615510940551758","2.615510940551758","2.615510940551758"
"2572288","2.621636390686035","2.621636390686035","2.621636390686035"
"2588672","2.6168365478515625","2.6168365478515625","2.6168365478515625"
"2605056","2.6013541221618652","2.6013541221618652","2.6013541221618652"
"2621440","2.6219594478607178","2.6219594478607178","2.6219594478607178"
"2637824","2.613417863845825","2.613417863845825","2.613417863845825"
"2654208","2.619339942932129","2.619339942932129","2.619339942932129"
"2670592","2.6181392669677734","2.6181392669677734","2.6181392669677734"
"2686976","2.6256866455078125","2.6256866455078125","2.6256866455078125"
"2703360","2.6131739616394043","2.6131739616394043","2.6131739616394043"
"2719744","2.6033129692077637","2.6033129692077637","2.6033129692077637"
"2736128","2.6024832725524902","2.6024832725524902","2.6024832725524902"
"2752512","2.597726821899414","2.597726821899414","2.597726821899414"
"2768896","2.593156337738037","2.593156337738037","2.593156337738037"
"2785280","2.607067108154297","2.607067108154297","2.607067108154297"
"2801664","2.613051414489746","2.613051414489746","2.613051414489746"
"2818048","2.6257901191711426","2.6257901191711426","2.6257901191711426"
"2834432","2.5935115814208984","2.5935115814208984","2.5935115814208984"
"2850816","2.608546495437622","2.608546495437622","2.608546495437622"
"2867200","2.60841965675354","2.60841965675354","2.60841965675354"
"2883584","2.588644504547119","2.588644504547119","2.588644504547119"
"2899968","2.584536075592041","2.584536075592041","2.584536075592041"
"2916352","2.5846264362335205","2.5846264362335205","2.5846264362335205"
"2932736","2.5941948890686035","2.5941948890686035","2.5941948890686035"
"2949120","2.566225290298462","2.566225290298462","2.566225290298462"
"2965504","2.5627102851867676","2.5627102851867676","2.5627102851867676"
"2981888","2.5777130126953125","2.5777130126953125","2.5777130126953125"
"2998272","2.5548746585845947","2.5548746585845947","2.5548746585845947"
"3014656","2.580471992492676","2.580471992492676","2.580471992492676"
"3031040","2.5616815090179443","2.5616815090179443","2.5616815090179443"
"3047424","2.563143014907837","2.563143014907837","2.563143014907837"
"3063808","2.5597853660583496","2.5597853660583496","2.5597853660583496"
"3080192","2.548733949661255","2.548733949661255","2.548733949661255"
"3096576","2.5204193592071533","2.5204193592071533","2.5204193592071533"
"3112960","2.536973476409912","2.536973476409912","2.536973476409912"
"3129344","2.5598886013031006","2.5598886013031006","2.5598886013031006"
"3145728","2.5366196632385254","2.5366196632385254","2.5366196632385254"
"3162112","2.5482590198516846","2.5482590198516846","2.5482590198516846"
"3178496","2.5474257469177246","2.5474257469177246","2.5474257469177246"
"3194880","2.5362660884857178","2.5362660884857178","2.5362660884857178"
"3211264","2.513913631439209","2.513913631439209","2.513913631439209"
"3227648","2.497314214706421","2.497314214706421","2.497314214706421"
"3244032","2.509341239929199","2.509341239929199","2.509341239929199"
"3260416","2.5060853958129883","2.5060853958129883","2.5060853958129883"
"3276800","2.524718761444092","2.524718761444092","2.524718761444092"
"3293184","2.5162463188171387","2.5162463188171387","2.5162463188171387"
"3309568","2.54168701171875","2.54168701171875","2.54168701171875"
"3325952","2.5194315910339355","2.5194315910339355","2.5194315910339355"
"3342336","2.495006561279297","2.495006561279297","2.495006561279297"
"3358720","2.523139476776123","2.523139476776123","2.523139476776123"
"3375104","2.524106979370117","2.524106979370117","2.524106979370117"
"3391488","2.5079357624053955","2.5079357624053955","2.5079357624053955"
"3407872","2.5259006023406982","2.5259006023406982","2.5259006023406982"
"3424256","2.4929466247558594","2.4929466247558594","2.4929466247558594"
"3440640","2.489692211151123","2.489692211151123","2.489692211151123"
"3457024","2.4984641075134277","2.4984641075134277","2.4984641075134277"
"3473408","2.5097811222076416","2.5097811222076416","2.5097811222076416"
"3489792","2.4979147911071777","2.4979147911071777","2.4979147911071777"
"3506176","2.5210037231445312","2.5210037231445312","2.5210037231445312"
"3522560","2.528299331665039","2.528299331665039","2.528299331665039"
"3538944","2.5251071453094482","2.5251071453094482","2.5251071453094482"
"3555328","2.5264546871185303","2.5264546871185303","2.5264546871185303"
"3571712","2.515930414199829","2.515930414199829","2.515930414199829"
"3588096","2.518702983856201","2.518702983856201","2.518702983856201"
"3604480","2.541245937347412","2.541245937347412","2.541245937347412"
"3620864","2.5211167335510254","2.5211167335510254","2.5211167335510254"
"3637248","2.5292699337005615","2.5292699337005615","2.5292699337005615"
"3653632","2.529886245727539","2.529886245727539","2.529886245727539"
"3670016","2.5087571144104004","2.5087571144104004","2.5087571144104004"
"3686400","2.4995110034942627","2.4995110034942627","2.4995110034942627"
"3702784","2.536020040512085","2.536020040512085","2.536020040512085"
"3719168","2.52622389793396","2.52622389793396","2.52622389793396"
"3735552","2.5150859355926514","2.5150859355926514","2.5150859355926514"
"3751936","2.491933822631836","2.491933822631836","2.491933822631836"
"3768320","2.490570545196533","2.490570545196533","2.490570545196533"
"3784704","2.4956955909729004","2.4956955909729004","2.4956955909729004"
"3801088","2.5061652660369873","2.5061652660369873","2.5061652660369873"
"3817472","2.511082649230957","2.511082649230957","2.511082649230957"
"3833856","2.5000998973846436","2.5000998973846436","2.5000998973846436"
"3850240","2.4972496032714844","2.4972496032714844","2.4972496032714844"
"3866624","2.497349739074707","2.497349739074707","2.497349739074707"
"3883008","2.472630739212036","2.472630739212036","2.472630739212036"
"3899392","2.5098037719726562","2.5098037719726562","2.5098037719726562"
"3915776","2.492889881134033","2.492889881134033","2.492889881134033"
"3932160","2.498741626739502","2.498741626739502","2.498741626739502"
"3948544","2.4904961585998535","2.4904961585998535","2.4904961585998535"
"3964928","2.5013785362243652","2.5013785362243652","2.5013785362243652"
"3981312","2.501770496368408","2.501770496368408","2.501770496368408"
"3997696","2.4991230964660645","2.4991230964660645","2.4991230964660645"
"4014080","2.4994301795959473","2.4994301795959473","2.4994301795959473"
"4030464","2.5046417713165283","2.5046417713165283","2.5046417713165283"
"4046848","2.504917621612549","2.504917621612549","2.504917621612549"
"4063232","2.494884490966797","2.494884490966797","2.494884490966797"
"4079616","2.475903034210205","2.475903034210205","2.475903034210205"
"4096000","2.471470594406128","2.471470594406128","2.471470594406128"
"4112384","2.4666929244995117","2.4666929244995117","2.4666929244995117"
"4128768","2.4687490463256836","2.4687490463256836","2.4687490463256836"
"4145152","2.460947036743164","2.460947036743164","2.460947036743164"
"4161536","2.48673677444458","2.48673677444458","2.48673677444458"
"4177920","2.457578182220459","2.457578182220459","2.457578182220459"
"4194304","2.4614827632904053","2.4614827632904053","2.4614827632904053"
"4210688","2.441713571548462","2.441713571548462","2.441713571548462"
"4227072","2.4616589546203613","2.4616589546203613","2.4616589546203613"
"4243456","2.466671943664551","2.466671943664551","2.466671943664551"
"4259840","2.45001482963562","2.45001482963562","2.45001482963562"
"4276224","2.4572153091430664","2.4572153091430664","2.4572153091430664"
"4292608","2.4608120918273926","2.4608120918273926","2.4608120918273926"
"4308992","2.4678263664245605","2.4678263664245605","2.4678263664245605"
"4325376","2.4503350257873535","2.4503350257873535","2.4503350257873535"
"4341760","2.469984531402588","2.469984531402588","2.469984531402588"
"4358144","2.4425110816955566","2.4425110816955566","2.4425110816955566"
"4374528","2.4692702293395996","2.4692702293395996","2.4692702293395996"
"4390912","2.4669277667999268","2.4669277667999268","2.4669277667999268"
"4407296","2.4445459842681885","2.4445459842681885","2.4445459842681885"
"4423680","2.4545483589172363","2.4545483589172363","2.4545483589172363"
"4440064","2.4521408081054688","2.4521408081054688","2.4521408081054688"
"4456448","2.460822582244873","2.460822582244873","2.460822582244873"
"4472832","2.4802258014678955","2.4802258014678955","2.4802258014678955"
"4489216","2.4649672508239746","2.4649672508239746","2.4649672508239746"
"4505600","2.4570748805999756","2.4570748805999756","2.4570748805999756"
"4521984","2.4811272621154785","2.4811272621154785","2.4811272621154785"
"4538368","2.451737880706787","2.451737880706787","2.451737880706787"
"4554752","2.4563870429992676","2.4563870429992676","2.4563870429992676"
"4571136","2.452057361602783","2.452057361602783","2.452057361602783"
"4587520","2.472374439239502","2.472374439239502","2.472374439239502"
"4603904","2.4608817100524902","2.4608817100524902","2.4608817100524902"
"4620288","2.451119899749756","2.451119899749756","2.451119899749756"
"4636672","2.44931697845459","2.44931697845459","2.44931697845459"
"4653056","2.470646619796753","2.470646619796753","2.470646619796753"
"4669440","2.444739818572998","2.444739818572998","2.444739818572998"
"4685824","2.427962303161621","2.427962303161621","2.427962303161621"
"4702208","2.4495043754577637","2.4495043754577637","2.4495043754577637"
"4718592","2.454279899597168","2.454279899597168","2.454279899597168"
"4734976","2.442490577697754","2.442490577697754","2.442490577697754"
"4751360","2.4351072311401367","2.4351072311401367","2.4351072311401367"
"4767744","2.435609817504883","2.435609817504883","2.435609817504883"
"4784128","2.448233127593994","2.448233127593994","2.448233127593994"
"4800512","2.431387424468994","2.431387424468994","2.431387424468994"
"4816896","2.435279369354248","2.435279369354248","2.435279369354248"
"4833280","2.431403398513794","2.431403398513794","2.431403398513794"
"4849664","2.4053049087524414","2.4053049087524414","2.4053049087524414"
"4866048","2.414322853088379","2.414322853088379","2.414322853088379"
"4882432","2.4132914543151855","2.4132914543151855","2.4132914543151855"
"4898816","2.421401023864746","2.421401023864746","2.421401023864746"
"4915200","2.3947176933288574","2.3947176933288574","2.3947176933288574"
"4931584","2.4042301177978516","2.4042301177978516","2.4042301177978516"
"4947968","2.3996310234069824","2.3996310234069824","2.3996310234069824"
"4964352","2.4185893535614014","2.4185893535614014","2.4185893535614014"
"4980736","2.3949735164642334","2.3949735164642334","2.3949735164642334"
"4997120","2.4265565872192383","2.4265565872192383","2.4265565872192383"
"5013504","2.4032440185546875","2.4032440185546875","2.4032440185546875"
"5029888","2.401202917098999","2.401202917098999","2.401202917098999"
"5046272","2.397152900695801","2.397152900695801","2.397152900695801"
"5062656","2.401017189025879","2.401017189025879","2.401017189025879"
"5079040","2.4182517528533936","2.4182517528533936","2.4182517528533936"
"5095424","2.415762424468994","2.415762424468994","2.415762424468994"
"5111808","2.416754722595215","2.416754722595215","2.416754722595215"
"5128192","2.384796380996704","2.384796380996704","2.384796380996704"
"5144576","2.3743724822998047","2.3743724822998047","2.3743724822998047"
"5160960","2.3608627319335938","2.3608627319335938","2.3608627319335938"
"5177344","2.3658652305603027","2.3658652305603027","2.3658652305603027"
"5193728","2.3645830154418945","2.3645830154418945","2.3645830154418945"
"5210112","2.3724050521850586","2.3724050521850586","2.3724050521850586"
"5226496","2.365028142929077","2.365028142929077","2.365028142929077"
"5242880","2.3717899322509766","2.3717899322509766","2.3717899322509766"
"5259264","2.3346338272094727","2.3346338272094727","2.3346338272094727"
"5275648","2.3614282608032227","2.3614282608032227","2.3614282608032227"
"5292032","2.3467931747436523","2.3467931747436523","2.3467931747436523"
"5308416","2.3334248065948486","2.3334248065948486","2.3334248065948486"
"5324800","2.34199595451355","2.34199595451355","2.34199595451355"
"5341184","2.315670967102051","2.315670967102051","2.315670967102051"
"5357568","2.3435137271881104","2.3435137271881104","2.3435137271881104"
"5373952","2.3295884132385254","2.3295884132385254","2.3295884132385254"
"5390336","2.333691120147705","2.333691120147705","2.333691120147705"
"5406720","2.3333284854888916","2.3333284854888916","2.3333284854888916"
"5423104","2.3516297340393066","2.3516297340393066","2.3516297340393066"
"5439488","2.3453869819641113","2.3453869819641113","2.3453869819641113"
"5455872","2.3644626140594482","2.3644626140594482","2.3644626140594482"
"5472256","2.318394184112549","2.318394184112549","2.318394184112549"
"5488640","2.3331451416015625","2.3331451416015625","2.3331451416015625"
"5505024","2.311771869659424","2.311771869659424","2.311771869659424"
"5521408","2.3102400302886963","2.3102400302886963","2.3102400302886963"
"5537792","2.320631980895996","2.320631980895996","2.320631980895996"
"5554176","2.3114583492279053","2.3114583492279053","2.3114583492279053"
"5570560","2.321641206741333","2.321641206741333","2.321641206741333"
"5586944","2.3020434379577637","2.3020434379577637","2.3020434379577637"
"5603328","2.2892017364501953","2.2892017364501953","2.2892017364501953"
"5619712","2.3081536293029785","2.3081536293029785","2.3081536293029785"
"5636096","2.3133702278137207","2.3133702278137207","2.3133702278137207"
"5652480","2.2940356731414795","2.2940356731414795","2.2940356731414795"
"5668864","2.316019058227539","2.316019058227539","2.316019058227539"
"5685248","2.334493398666382","2.334493398666382","2.334493398666382"
"5701632","2.2946202754974365","2.2946202754974365","2.2946202754974365"
"5718016","2.2886157035827637","2.2886157035827637","2.2886157035827637"
"5734400","2.3062856197357178","2.3062856197357178","2.3062856197357178"
"5750784","2.320643424987793","2.320643424987793","2.320643424987793"
"5767168","2.3387656211853027","2.3387656211853027","2.3387656211853027"
"5783552","2.3241143226623535","2.3241143226623535","2.3241143226623535"
"5799936","2.3540902137756348","2.3540902137756348","2.3540902137756348"
"5816320","2.3328423500061035","2.3328423500061035","2.3328423500061035"
"5832704","2.325779914855957","2.325779914855957","2.325779914855957"
"5849088","2.3276584148406982","2.3276584148406982","2.3276584148406982"
"5865472","2.340625762939453","2.340625762939453","2.340625762939453"
"5881856","2.3246030807495117","2.3246030807495117","2.3246030807495117"
"5898240","2.297839403152466","2.297839403152466","2.297839403152466"
"5914624","2.3015530109405518","2.3015530109405518","2.3015530109405518"
"5931008","2.294644832611084","2.294644832611084","2.294644832611084"
"5947392","2.3223156929016113","2.3223156929016113","2.3223156929016113"
"5963776","2.3056468963623047","2.3056468963623047","2.3056468963623047"
"5980160","2.3126840591430664","2.3126840591430664","2.3126840591430664"
"5996544","2.300234794616699","2.300234794616699","2.300234794616699"
"6012928","2.3178977966308594","2.3178977966308594","2.3178977966308594"
"6029312","2.3254506587982178","2.3254506587982178","2.3254506587982178"
"6045696","2.3209171295166016","2.3209171295166016","2.3209171295166016"
"6062080","2.3146448135375977","2.3146448135375977","2.3146448135375977"
"6078464","2.30519962310791","2.30519962310791","2.30519962310791"
"6094848","2.315105438232422","2.315105438232422","2.315105438232422"
"6111232","2.288522720336914","2.288522720336914","2.288522720336914"
"6127616","2.3028788566589355","2.3028788566589355","2.3028788566589355"
"6144000","2.3158388137817383","2.3158388137817383","2.3158388137817383"
"6160384","2.297945261001587","2.297945261001587","2.297945261001587"
"6176768","2.3008017539978027","2.3008017539978027","2.3008017539978027"
"6193152","2.3026394844055176","2.3026394844055176","2.3026394844055176"
"6209536","2.324190139770508","2.324190139770508","2.324190139770508"
"6225920","2.319822072982788","2.319822072982788","2.319822072982788"
"6242304","2.291867733001709","2.291867733001709","2.291867733001709"
"6258688","2.3002660274505615","2.3002660274505615","2.3002660274505615"
"6275072","2.2990918159484863","2.2990918159484863","2.2990918159484863"
"6291456","2.2605929374694824","2.2605929374694824","2.2605929374694824"
"6307840","2.296053886413574","2.296053886413574","2.296053886413574"
"6324224","2.296144962310791","2.296144962310791","2.296144962310791"
"6340608","2.3148860931396484","2.3148860931396484","2.3148860931396484"
"6356992","2.3030972480773926","2.3030972480773926","2.3030972480773926"
"6373376","2.2977843284606934","2.2977843284606934","2.2977843284606934"
"6389760","2.287944793701172","2.287944793701172","2.287944793701172"
"6406144","2.285240411758423","2.285240411758423","2.285240411758423"
"6422528","2.2874279022216797","2.2874279022216797","2.2874279022216797"
"6438912","2.275813579559326","2.275813579559326","2.275813579559326"
"6455296","2.2774806022644043","2.2774806022644043","2.2774806022644043"
"6471680","2.2794618606567383","2.2794618606567383","2.2794618606567383"
"6488064","2.29986572265625","2.29986572265625","2.29986572265625"
"6504448","2.2707395553588867","2.2707395553588867","2.2707395553588867"
"6520832","2.2696163654327393","2.2696163654327393","2.2696163654327393"
"6537216","2.269289016723633","2.269289016723633","2.269289016723633"
"6553600","2.2745790481567383","2.2745790481567383","2.2745790481567383"
"6569984","2.276585102081299","2.276585102081299","2.276585102081299"
"6586368","2.267780303955078","2.267780303955078","2.267780303955078"
"6602752","2.2889456748962402","2.2889456748962402","2.2889456748962402"
"6619136","2.2698540687561035","2.2698540687561035","2.2698540687561035"
"6635520","2.239910840988159","2.239910840988159","2.239910840988159"
"6651904","2.2463254928588867","2.2463254928588867","2.2463254928588867"
"6668288","2.2539424896240234","2.2539424896240234","2.2539424896240234"
"6684672","2.258035182952881","2.258035182952881","2.258035182952881"
"6701056","2.258810520172119","2.258810520172119","2.258810520172119"
"6717440","2.246891975402832","2.246891975402832","2.246891975402832"
"6733824","2.2430734634399414","2.2430734634399414","2.2430734634399414"
"6750208","2.244892120361328","2.244892120361328","2.244892120361328"
"6766592","2.2294626235961914","2.2294626235961914","2.2294626235961914"
"6782976","2.2467293739318848","2.2467293739318848","2.2467293739318848"
"6799360","2.2364211082458496","2.2364211082458496","2.2364211082458496"
"6815744","2.236696720123291","2.236696720123291","2.236696720123291"
"6832128","2.2253127098083496","2.2253127098083496","2.2253127098083496"
"6848512","2.2353439331054688","2.2353439331054688","2.2353439331054688"
"6864896","2.24214506149292","2.24214506149292","2.24214506149292"
"6881280","2.2410504817962646","2.2410504817962646","2.2410504817962646"
"6897664","2.2209854125976562","2.2209854125976562","2.2209854125976562"
"6914048","2.2240798473358154","2.2240798473358154","2.2240798473358154"
"6930432","2.2227134704589844","2.2227134704589844","2.2227134704589844"
"6946816","2.220315933227539","2.220315933227539","2.220315933227539"
"6963200","2.2167205810546875","2.2167205810546875","2.2167205810546875"
"6979584","2.2521729469299316","2.2521729469299316","2.2521729469299316"
"6995968","2.234726667404175","2.234726667404175","2.234726667404175"
"7012352","2.2646970748901367","2.2646970748901367","2.2646970748901367"
"7028736","2.252896308898926","2.252896308898926","2.252896308898926"
"7045120","2.255554676055908","2.255554676055908","2.255554676055908"
"7061504","2.219851493835449","2.219851493835449","2.219851493835449"
"7077888","2.2432875633239746","2.2432875633239746","2.2432875633239746"
"7094272","2.2219152450561523","2.2219152450561523","2.2219152450561523"
"7110656","2.2156922817230225","2.2156922817230225","2.2156922817230225"
"7127040","2.2215499877929688","2.2215499877929688","2.2215499877929688"
"7143424","2.2195229530334473","2.2195229530334473","2.2195229530334473"
"7159808","2.223341941833496","2.223341941833496","2.223341941833496"
"7176192","2.2666373252868652","2.2666373252868652","2.2666373252868652"
