"Step","Entropy","StarGunner-v5__ppo_noisy_net - losses/entropy__MIN","StarGunner-v5__ppo_noisy_net - losses/entropy__MAX"
"1638400","2.5934908390045166","2.5934908390045166","2.5934908390045166"
"1654784","2.560307502746582","2.560307502746582","2.560307502746582"
"1671168","2.5867865085601807","2.5867865085601807","2.5867865085601807"
"1687552","2.6066031455993652","2.6066031455993652","2.6066031455993652"
"1703936","2.624159812927246","2.624159812927246","2.624159812927246"
"1720320","2.623358964920044","2.623358964920044","2.623358964920044"
"1736704","2.5470142364501953","2.5470142364501953","2.5470142364501953"
"1753088","2.584355354309082","2.584355354309082","2.584355354309082"
"1769472","2.619572162628174","2.619572162628174","2.619572162628174"
"1785856","2.6268253326416016","2.6268253326416016","2.6268253326416016"
"1802240","2.5730974674224854","2.5730974674224854","2.5730974674224854"
"1818624","2.599663257598877","2.599663257598877","2.599663257598877"
"1835008","2.578139066696167","2.578139066696167","2.578139066696167"
"1851392","2.5826287269592285","2.5826287269592285","2.5826287269592285"
"1867776","2.5602192878723145","2.5602192878723145","2.5602192878723145"
"1884160","2.580373525619507","2.580373525619507","2.580373525619507"
"1900544","2.60264253616333","2.60264253616333","2.60264253616333"
"1916928","2.6191067695617676","2.6191067695617676","2.6191067695617676"
"1933312","2.6035404205322266","2.6035404205322266","2.6035404205322266"
"1949696","2.567342758178711","2.567342758178711","2.567342758178711"
"1966080","2.5543408393859863","2.5543408393859863","2.5543408393859863"
"1982464","2.5408682823181152","2.5408682823181152","2.5408682823181152"
"1998848","2.5556507110595703","2.5556507110595703","2.5556507110595703"
"2015232","2.537491798400879","2.537491798400879","2.537491798400879"
"2031616","2.5488996505737305","2.5488996505737305","2.5488996505737305"
"2048000","2.580308437347412","2.580308437347412","2.580308437347412"
"2064384","2.568129539489746","2.568129539489746","2.568129539489746"
"2080768","2.5713701248168945","2.5713701248168945","2.5713701248168945"
"2097152","2.5690529346466064","2.5690529346466064","2.5690529346466064"
"2113536","2.603318929672241","2.603318929672241","2.603318929672241"
"2129920","2.613346576690674","2.613346576690674","2.613346576690674"
"2146304","2.523268699645996","2.523268699645996","2.523268699645996"
"2162688","2.556081771850586","2.556081771850586","2.556081771850586"
"2179072","2.542072296142578","2.542072296142578","2.542072296142578"
"2195456","2.5505805015563965","2.5505805015563965","2.5505805015563965"
"2211840","2.529391288757324","2.529391288757324","2.529391288757324"
"2228224","2.550245761871338","2.550245761871338","2.550245761871338"
"2244608","2.5594327449798584","2.5594327449798584","2.5594327449798584"
"2260992","2.5273020267486572","2.5273020267486572","2.5273020267486572"
"2277376","2.5753393173217773","2.5753393173217773","2.5753393173217773"
"2293760","2.5401649475097656","2.5401649475097656","2.5401649475097656"
"2310144","2.5409257411956787","2.5409257411956787","2.5409257411956787"
"2326528","2.5231993198394775","2.5231993198394775","2.5231993198394775"
"2342912","2.4847402572631836","2.4847402572631836","2.4847402572631836"
"2359296","2.5205321311950684","2.5205321311950684","2.5205321311950684"
"2375680","2.5371875762939453","2.5371875762939453","2.5371875762939453"
"2392064","2.509274959564209","2.509274959564209","2.509274959564209"
"2408448","2.4625401496887207","2.4625401496887207","2.4625401496887207"
"2424832","2.47377872467041","2.47377872467041","2.47377872467041"
"2441216","2.476212739944458","2.476212739944458","2.476212739944458"
"2457600","2.4948997497558594","2.4948997497558594","2.4948997497558594"
"2473984","2.5316600799560547","2.5316600799560547","2.5316600799560547"
"2490368","2.513686418533325","2.513686418533325","2.513686418533325"
"2506752","2.5126593112945557","2.5126593112945557","2.5126593112945557"
"2523136","2.4784770011901855","2.4784770011901855","2.4784770011901855"
"2539520","2.5359714031219482","2.5359714031219482","2.5359714031219482"
"2555904","2.493622303009033","2.493622303009033","2.493622303009033"
"2572288","2.483262777328491","2.483262777328491","2.483262777328491"
"2588672","2.4651260375976562","2.4651260375976562","2.4651260375976562"
"2605056","2.490461587905884","2.490461587905884","2.490461587905884"
"2621440","2.4439101219177246","2.4439101219177246","2.4439101219177246"
"2637824","2.46486496925354","2.46486496925354","2.46486496925354"
"2654208","2.446052074432373","2.446052074432373","2.446052074432373"
"2670592","2.479196071624756","2.479196071624756","2.479196071624756"
"2686976","2.5448198318481445","2.5448198318481445","2.5448198318481445"
"2703360","2.4392714500427246","2.4392714500427246","2.4392714500427246"
"2719744","2.488805055618286","2.488805055618286","2.488805055618286"
"2736128","2.5240957736968994","2.5240957736968994","2.5240957736968994"
"2752512","2.539429187774658","2.539429187774658","2.539429187774658"
"2768896","2.535240411758423","2.535240411758423","2.535240411758423"
"2785280","2.498316764831543","2.498316764831543","2.498316764831543"
"2801664","2.492037773132324","2.492037773132324","2.492037773132324"
"2818048","2.5162911415100098","2.5162911415100098","2.5162911415100098"
"2834432","2.5227866172790527","2.5227866172790527","2.5227866172790527"
"2850816","2.52081036567688","2.52081036567688","2.52081036567688"
"2867200","2.4177653789520264","2.4177653789520264","2.4177653789520264"
"2883584","2.469529628753662","2.469529628753662","2.469529628753662"
"2899968","2.465898036956787","2.465898036956787","2.465898036956787"
"2916352","2.4751334190368652","2.4751334190368652","2.4751334190368652"
"2932736","2.483489990234375","2.483489990234375","2.483489990234375"
"2949120","2.481184959411621","2.481184959411621","2.481184959411621"
"2965504","2.4786033630371094","2.4786033630371094","2.4786033630371094"
"2981888","2.394315242767334","2.394315242767334","2.394315242767334"
"2998272","2.477191686630249","2.477191686630249","2.477191686630249"
"3014656","2.4002766609191895","2.4002766609191895","2.4002766609191895"
"3031040","2.4594693183898926","2.4594693183898926","2.4594693183898926"
"3047424","2.4107861518859863","2.4107861518859863","2.4107861518859863"
"3063808","2.421337604522705","2.421337604522705","2.421337604522705"
"3080192","2.4659831523895264","2.4659831523895264","2.4659831523895264"
"3096576","2.454852819442749","2.454852819442749","2.454852819442749"
"3112960","2.428711414337158","2.428711414337158","2.428711414337158"
"3129344","2.4177868366241455","2.4177868366241455","2.4177868366241455"
"3145728","2.439011573791504","2.439011573791504","2.439011573791504"
"3162112","2.4415786266326904","2.4415786266326904","2.4415786266326904"
"3178496","2.444132089614868","2.444132089614868","2.444132089614868"
"3194880","2.447683572769165","2.447683572769165","2.447683572769165"
"3211264","2.385687828063965","2.385687828063965","2.385687828063965"
"3227648","2.418242931365967","2.418242931365967","2.418242931365967"
"3244032","2.452256679534912","2.452256679534912","2.452256679534912"
"3260416","2.4583580493927","2.4583580493927","2.4583580493927"
"3276800","2.4710845947265625","2.4710845947265625","2.4710845947265625"
"3293184","2.415029287338257","2.415029287338257","2.415029287338257"
"3309568","2.4786465167999268","2.4786465167999268","2.4786465167999268"
"3325952","2.410503387451172","2.410503387451172","2.410503387451172"
"3342336","2.4226202964782715","2.4226202964782715","2.4226202964782715"
"3358720","2.511207342147827","2.511207342147827","2.511207342147827"
"3375104","2.471231698989868","2.471231698989868","2.471231698989868"
"3391488","2.4075121879577637","2.4075121879577637","2.4075121879577637"
"3407872","2.4648587703704834","2.4648587703704834","2.4648587703704834"
"3424256","2.4671573638916016","2.4671573638916016","2.4671573638916016"
"3440640","2.492628812789917","2.492628812789917","2.492628812789917"
"3457024","2.473741054534912","2.473741054534912","2.473741054534912"
"3473408","2.46772837638855","2.46772837638855","2.46772837638855"
"3489792","2.4935178756713867","2.4935178756713867","2.4935178756713867"
"3506176","2.4350099563598633","2.4350099563598633","2.4350099563598633"
"3522560","2.383476734161377","2.383476734161377","2.383476734161377"
"3538944","2.4182605743408203","2.4182605743408203","2.4182605743408203"
"3555328","2.438675880432129","2.438675880432129","2.438675880432129"
"3571712","2.4520697593688965","2.4520697593688965","2.4520697593688965"
"3588096","2.4539103507995605","2.4539103507995605","2.4539103507995605"
"3604480","2.377492904663086","2.377492904663086","2.377492904663086"
"3620864","2.4337010383605957","2.4337010383605957","2.4337010383605957"
"3637248","2.484466552734375","2.484466552734375","2.484466552734375"
"3653632","2.4322147369384766","2.4322147369384766","2.4322147369384766"
"3670016","2.4454727172851562","2.4454727172851562","2.4454727172851562"
"3686400","2.3567991256713867","2.3567991256713867","2.3567991256713867"
"3702784","2.3824305534362793","2.3824305534362793","2.3824305534362793"
"3719168","2.440276622772217","2.440276622772217","2.440276622772217"
"3735552","2.3772549629211426","2.3772549629211426","2.3772549629211426"
"3751936","2.348057746887207","2.348057746887207","2.348057746887207"
"3768320","2.378530979156494","2.378530979156494","2.378530979156494"
"3784704","2.3920273780822754","2.3920273780822754","2.3920273780822754"
"3801088","2.3648359775543213","2.3648359775543213","2.3648359775543213"
"3817472","2.331357479095459","2.331357479095459","2.331357479095459"
"3833856","2.382443428039551","2.382443428039551","2.382443428039551"
"3850240","2.3832967281341553","2.3832967281341553","2.3832967281341553"
"3866624","2.3973302841186523","2.3973302841186523","2.3973302841186523"
"3883008","2.3698291778564453","2.3698291778564453","2.3698291778564453"
"3899392","2.3154945373535156","2.3154945373535156","2.3154945373535156"
"3915776","2.3588123321533203","2.3588123321533203","2.3588123321533203"
"3932160","2.320499897003174","2.320499897003174","2.320499897003174"
"3948544","2.3768386840820312","2.3768386840820312","2.3768386840820312"
"3964928","2.4035987854003906","2.4035987854003906","2.4035987854003906"
"3981312","2.3006997108459473","2.3006997108459473","2.3006997108459473"
"3997696","2.3143858909606934","2.3143858909606934","2.3143858909606934"
"4014080","2.3253378868103027","2.3253378868103027","2.3253378868103027"
"4030464","2.3788399696350098","2.3788399696350098","2.3788399696350098"
"4046848","2.366558790206909","2.366558790206909","2.366558790206909"
"4063232","2.3716466426849365","2.3716466426849365","2.3716466426849365"
"4079616","2.354989528656006","2.354989528656006","2.354989528656006"
"4096000","2.3264176845550537","2.3264176845550537","2.3264176845550537"
"4112384","2.2583565711975098","2.2583565711975098","2.2583565711975098"
"4128768","2.27996563911438","2.27996563911438","2.27996563911438"
"4145152","2.2903785705566406","2.2903785705566406","2.2903785705566406"
"4161536","2.37554931640625","2.37554931640625","2.37554931640625"
"4177920","2.3068699836730957","2.3068699836730957","2.3068699836730957"
"4194304","2.2799596786499023","2.2799596786499023","2.2799596786499023"
"4210688","2.3476037979125977","2.3476037979125977","2.3476037979125977"
"4227072","2.375312328338623","2.375312328338623","2.375312328338623"
"4243456","2.3647851943969727","2.3647851943969727","2.3647851943969727"
"4259840","2.30361008644104","2.30361008644104","2.30361008644104"
"4276224","2.290604829788208","2.290604829788208","2.290604829788208"
"4292608","2.352264404296875","2.352264404296875","2.352264404296875"
"4308992","2.2916440963745117","2.2916440963745117","2.2916440963745117"
"4325376","2.3633880615234375","2.3633880615234375","2.3633880615234375"
"4341760","2.3268580436706543","2.3268580436706543","2.3268580436706543"
"4358144","2.308765172958374","2.308765172958374","2.308765172958374"
"4374528","2.39919376373291","2.39919376373291","2.39919376373291"
"4390912","2.3157098293304443","2.3157098293304443","2.3157098293304443"
"4407296","2.384176254272461","2.384176254272461","2.384176254272461"
"4423680","2.3792312145233154","2.3792312145233154","2.3792312145233154"
"4440064","2.345615863800049","2.345615863800049","2.345615863800049"
"4456448","2.2743301391601562","2.2743301391601562","2.2743301391601562"
"4472832","2.251657485961914","2.251657485961914","2.251657485961914"
"4489216","2.3003761768341064","2.3003761768341064","2.3003761768341064"
"4505600","2.2555198669433594","2.2555198669433594","2.2555198669433594"
"4521984","2.267646312713623","2.267646312713623","2.267646312713623"
"4538368","2.3166799545288086","2.3166799545288086","2.3166799545288086"
"4554752","2.3095738887786865","2.3095738887786865","2.3095738887786865"
"4571136","2.2399840354919434","2.2399840354919434","2.2399840354919434"
"4587520","2.304382562637329","2.304382562637329","2.304382562637329"
"4603904","2.2993416786193848","2.2993416786193848","2.2993416786193848"
"4620288","2.277588129043579","2.277588129043579","2.277588129043579"
"4636672","2.257780075073242","2.257780075073242","2.257780075073242"
"4653056","2.263075351715088","2.263075351715088","2.263075351715088"
"4669440","2.2760567665100098","2.2760567665100098","2.2760567665100098"
"4685824","2.313666820526123","2.313666820526123","2.313666820526123"
"4702208","2.2542786598205566","2.2542786598205566","2.2542786598205566"
"4718592","2.245710849761963","2.245710849761963","2.245710849761963"
"4734976","2.227095127105713","2.227095127105713","2.227095127105713"
"4751360","2.280754566192627","2.280754566192627","2.280754566192627"
"4767744","2.223217010498047","2.223217010498047","2.223217010498047"
"4784128","2.3079328536987305","2.3079328536987305","2.3079328536987305"
"4800512","2.2871696949005127","2.2871696949005127","2.2871696949005127"
"4816896","2.159820556640625","2.159820556640625","2.159820556640625"
"4833280","2.17960262298584","2.17960262298584","2.17960262298584"
"4849664","2.2144322395324707","2.2144322395324707","2.2144322395324707"
"4866048","2.217376232147217","2.217376232147217","2.217376232147217"
"4882432","2.2722420692443848","2.2722420692443848","2.2722420692443848"
"4898816","2.215897560119629","2.215897560119629","2.215897560119629"
"4915200","2.093503713607788","2.093503713607788","2.093503713607788"
"4931584","2.2375948429107666","2.2375948429107666","2.2375948429107666"
"4947968","2.222973346710205","2.222973346710205","2.222973346710205"
"4964352","2.2275257110595703","2.2275257110595703","2.2275257110595703"
"4980736","2.200669765472412","2.200669765472412","2.200669765472412"
"4997120","2.2013916969299316","2.2013916969299316","2.2013916969299316"
"5013504","2.1612119674682617","2.1612119674682617","2.1612119674682617"
"5029888","2.22495174407959","2.22495174407959","2.22495174407959"
"5046272","2.139309883117676","2.139309883117676","2.139309883117676"
"5062656","2.1117019653320312","2.1117019653320312","2.1117019653320312"
"5079040","2.171464204788208","2.171464204788208","2.171464204788208"
"5095424","2.0776944160461426","2.0776944160461426","2.0776944160461426"
"5111808","2.163381576538086","2.163381576538086","2.163381576538086"
"5128192","2.2468056678771973","2.2468056678771973","2.2468056678771973"
"5144576","2.1337838172912598","2.1337838172912598","2.1337838172912598"
"5160960","2.1212000846862793","2.1212000846862793","2.1212000846862793"
"5177344","2.18218731880188","2.18218731880188","2.18218731880188"
"5193728","2.149327278137207","2.149327278137207","2.149327278137207"
"5210112","2.147747039794922","2.147747039794922","2.147747039794922"
"5226496","2.1657204627990723","2.1657204627990723","2.1657204627990723"
"5242880","2.1396422386169434","2.1396422386169434","2.1396422386169434"
"5259264","2.17258882522583","2.17258882522583","2.17258882522583"
"5275648","2.1321420669555664","2.1321420669555664","2.1321420669555664"
"5292032","2.1855669021606445","2.1855669021606445","2.1855669021606445"
"5308416","2.159940242767334","2.159940242767334","2.159940242767334"
"5324800","2.124279499053955","2.124279499053955","2.124279499053955"
"5341184","2.1740264892578125","2.1740264892578125","2.1740264892578125"
"5357568","2.1931939125061035","2.1931939125061035","2.1931939125061035"
"5373952","2.172661304473877","2.172661304473877","2.172661304473877"
"5390336","2.177154541015625","2.177154541015625","2.177154541015625"
"5406720","2.0921051502227783","2.0921051502227783","2.0921051502227783"
"5423104","2.0919651985168457","2.0919651985168457","2.0919651985168457"
"5439488","2.1386470794677734","2.1386470794677734","2.1386470794677734"
"5455872","2.1623764038085938","2.1623764038085938","2.1623764038085938"
"5472256","2.1571407318115234","2.1571407318115234","2.1571407318115234"
"5488640","2.110133409500122","2.110133409500122","2.110133409500122"
"5505024","2.0548813343048096","2.0548813343048096","2.0548813343048096"
"5521408","2.1123664379119873","2.1123664379119873","2.1123664379119873"
"5537792","2.023797035217285","2.023797035217285","2.023797035217285"
"5554176","2.086865186691284","2.086865186691284","2.086865186691284"
"5570560","2.121595859527588","2.121595859527588","2.121595859527588"
"5586944","2.08304500579834","2.08304500579834","2.08304500579834"
"5603328","2.1460633277893066","2.1460633277893066","2.1460633277893066"
"5619712","2.1083157062530518","2.1083157062530518","2.1083157062530518"
"5636096","2.0305628776550293","2.0305628776550293","2.0305628776550293"
"5652480","2.0340821743011475","2.0340821743011475","2.0340821743011475"
"5668864","2.079641342163086","2.079641342163086","2.079641342163086"
"5685248","2.0578501224517822","2.0578501224517822","2.0578501224517822"
"5701632","2.094752788543701","2.094752788543701","2.094752788543701"
"5718016","2.0626420974731445","2.0626420974731445","2.0626420974731445"
"5734400","2.0059661865234375","2.0059661865234375","2.0059661865234375"
"5750784","2.0268561840057373","2.0268561840057373","2.0268561840057373"
"5767168","2.0130739212036133","2.0130739212036133","2.0130739212036133"
"5783552","2.0739245414733887","2.0739245414733887","2.0739245414733887"
"5799936","2.009385108947754","2.009385108947754","2.009385108947754"
"5816320","2.0524063110351562","2.0524063110351562","2.0524063110351562"
"5832704","1.9487431049346924","1.9487431049346924","1.9487431049346924"
"5849088","2.07820725440979","2.07820725440979","2.07820725440979"
"5865472","2.017263650894165","2.017263650894165","2.017263650894165"
"5881856","2.0551891326904297","2.0551891326904297","2.0551891326904297"
"5898240","2.092985153198242","2.092985153198242","2.092985153198242"
"5914624","2.015235424041748","2.015235424041748","2.015235424041748"
"5931008","2.006608724594116","2.006608724594116","2.006608724594116"
"5947392","2.035536766052246","2.035536766052246","2.035536766052246"
"5963776","1.9227772951126099","1.9227772951126099","1.9227772951126099"
"5980160","2.029409170150757","2.029409170150757","2.029409170150757"
"5996544","1.9839026927947998","1.9839026927947998","1.9839026927947998"
"6012928","1.9132862091064453","1.9132862091064453","1.9132862091064453"
"6029312","2.0048184394836426","2.0048184394836426","2.0048184394836426"
"6045696","1.9116075038909912","1.9116075038909912","1.9116075038909912"
"6062080","1.9688687324523926","1.9688687324523926","1.9688687324523926"
"6078464","2.0093085765838623","2.0093085765838623","2.0093085765838623"
"6094848","1.8517149686813354","1.8517149686813354","1.8517149686813354"
"6111232","1.939759373664856","1.939759373664856","1.939759373664856"
"6127616","1.9763823747634888","1.9763823747634888","1.9763823747634888"
"6144000","1.9945651292800903","1.9945651292800903","1.9945651292800903"
"6160384","1.994418978691101","1.994418978691101","1.994418978691101"
"6176768","1.9013769626617432","1.9013769626617432","1.9013769626617432"
"6193152","1.7920145988464355","1.7920145988464355","1.7920145988464355"
"6209536","2.0093045234680176","2.0093045234680176","2.0093045234680176"
"6225920","1.9420108795166016","1.9420108795166016","1.9420108795166016"
"6242304","2.0237672328948975","2.0237672328948975","2.0237672328948975"
"6258688","1.8412601947784424","1.8412601947784424","1.8412601947784424"
"6275072","1.9304815530776978","1.9304815530776978","1.9304815530776978"
"6291456","1.8945616483688354","1.8945616483688354","1.8945616483688354"
"6307840","1.918250560760498","1.918250560760498","1.918250560760498"
"6324224","1.9303919076919556","1.9303919076919556","1.9303919076919556"
"6340608","1.8808434009552002","1.8808434009552002","1.8808434009552002"
"6356992","1.964901089668274","1.964901089668274","1.964901089668274"
"6373376","1.902736783027649","1.902736783027649","1.902736783027649"
"6389760","1.8383238315582275","1.8383238315582275","1.8383238315582275"
"6406144","1.841776967048645","1.841776967048645","1.841776967048645"
"6422528","1.9446264505386353","1.9446264505386353","1.9446264505386353"
"6438912","1.8036473989486694","1.8036473989486694","1.8036473989486694"
"6455296","1.833342432975769","1.833342432975769","1.833342432975769"
"6471680","1.9815555810928345","1.9815555810928345","1.9815555810928345"
"6488064","1.853945255279541","1.853945255279541","1.853945255279541"
"6504448","1.8400874137878418","1.8400874137878418","1.8400874137878418"
"6520832","1.771111011505127","1.771111011505127","1.771111011505127"
"6537216","1.8318946361541748","1.8318946361541748","1.8318946361541748"
"6553600","1.852928876876831","1.852928876876831","1.852928876876831"
"6569984","1.8288555145263672","1.8288555145263672","1.8288555145263672"
"6586368","1.886817455291748","1.886817455291748","1.886817455291748"
"6602752","1.7754695415496826","1.7754695415496826","1.7754695415496826"
"6619136","1.8048206567764282","1.8048206567764282","1.8048206567764282"
"6635520","1.8228143453598022","1.8228143453598022","1.8228143453598022"
"6651904","1.8618228435516357","1.8618228435516357","1.8618228435516357"
"6668288","1.81540048122406","1.81540048122406","1.81540048122406"
"6684672","1.7450847625732422","1.7450847625732422","1.7450847625732422"
"6701056","1.7893381118774414","1.7893381118774414","1.7893381118774414"
"6717440","1.6423099040985107","1.6423099040985107","1.6423099040985107"
"6733824","1.7994718551635742","1.7994718551635742","1.7994718551635742"
"6750208","1.7874023914337158","1.7874023914337158","1.7874023914337158"
"6766592","1.7805696725845337","1.7805696725845337","1.7805696725845337"
"6782976","1.7647342681884766","1.7647342681884766","1.7647342681884766"
"6799360","1.912571668624878","1.912571668624878","1.912571668624878"
"6815744","1.945709466934204","1.945709466934204","1.945709466934204"
"6832128","1.7935470342636108","1.7935470342636108","1.7935470342636108"
"6848512","1.7606916427612305","1.7606916427612305","1.7606916427612305"
"6864896","1.8089001178741455","1.8089001178741455","1.8089001178741455"
"6881280","1.8333669900894165","1.8333669900894165","1.8333669900894165"
"6897664","1.8292579650878906","1.8292579650878906","1.8292579650878906"
"6914048","1.8122227191925049","1.8122227191925049","1.8122227191925049"
"6930432","1.844085454940796","1.844085454940796","1.844085454940796"
"6946816","1.7800774574279785","1.7800774574279785","1.7800774574279785"
"6963200","1.7582529783248901","1.7582529783248901","1.7582529783248901"
"6979584","1.7459720373153687","1.7459720373153687","1.7459720373153687"
"6995968","1.7205151319503784","1.7205151319503784","1.7205151319503784"
"7012352","1.8572957515716553","1.8572957515716553","1.8572957515716553"
"7028736","1.8550403118133545","1.8550403118133545","1.8550403118133545"
"7045120","1.793800950050354","1.793800950050354","1.793800950050354"
"7061504","1.801139235496521","1.801139235496521","1.801139235496521"
"7077888","1.8225442171096802","1.8225442171096802","1.8225442171096802"
"7094272","1.7808489799499512","1.7808489799499512","1.7808489799499512"
"7110656","1.6879332065582275","1.6879332065582275","1.6879332065582275"
"7127040","1.7224323749542236","1.7224323749542236","1.7224323749542236"
"7143424","1.8331806659698486","1.8331806659698486","1.8331806659698486"
"7159808","1.6877467632293701","1.6877467632293701","1.6877467632293701"
"7176192","1.7914879322052002","1.7914879322052002","1.7914879322052002"
