"Step","Entropy","StarGunner-v5__ppo_rnd_envpool - losses/entropy__MIN","StarGunner-v5__ppo_rnd_envpool - losses/entropy__MAX"
"1114112","2.7101187705993652","2.7101187705993652","2.7101187705993652"
"1130496","2.697970390319824","2.697970390319824","2.697970390319824"
"1146880","2.6793527603149414","2.6793527603149414","2.6793527603149414"
"1163264","2.6675610542297363","2.6675610542297363","2.6675610542297363"
"1179648","2.673767328262329","2.673767328262329","2.673767328262329"
"1196032","2.656308174133301","2.656308174133301","2.656308174133301"
"1212416","2.6832282543182373","2.6832282543182373","2.6832282543182373"
"1228800","2.6731836795806885","2.6731836795806885","2.6731836795806885"
"1245184","2.6751577854156494","2.6751577854156494","2.6751577854156494"
"1261568","2.6794614791870117","2.6794614791870117","2.6794614791870117"
"1277952","2.666191816329956","2.666191816329956","2.666191816329956"
"1294336","2.6512250900268555","2.6512250900268555","2.6512250900268555"
"1310720","2.6706385612487793","2.6706385612487793","2.6706385612487793"
"1327104","2.6466197967529297","2.6466197967529297","2.6466197967529297"
"1343488","2.6518237590789795","2.6518237590789795","2.6518237590789795"
"1359872","2.639418601989746","2.639418601989746","2.639418601989746"
"1376256","2.6218504905700684","2.6218504905700684","2.6218504905700684"
"1392640","2.587437629699707","2.587437629699707","2.587437629699707"
"1409024","2.5732078552246094","2.5732078552246094","2.5732078552246094"
"1425408","2.564964532852173","2.564964532852173","2.564964532852173"
"1441792","2.552278995513916","2.552278995513916","2.552278995513916"
"1458176","2.5654549598693848","2.5654549598693848","2.5654549598693848"
"1474560","2.565683364868164","2.565683364868164","2.565683364868164"
"1490944","2.54099440574646","2.54099440574646","2.54099440574646"
"1507328","2.5270349979400635","2.5270349979400635","2.5270349979400635"
"1523712","2.5186030864715576","2.5186030864715576","2.5186030864715576"
"1540096","2.51568865776062","2.51568865776062","2.51568865776062"
"1556480","2.513435125350952","2.513435125350952","2.513435125350952"
"1572864","2.5022735595703125","2.5022735595703125","2.5022735595703125"
"1589248","2.488417625427246","2.488417625427246","2.488417625427246"
"1605632","2.481841564178467","2.481841564178467","2.481841564178467"
"1622016","2.4956703186035156","2.4956703186035156","2.4956703186035156"
"1638400","2.5076217651367188","2.5076217651367188","2.5076217651367188"
"1654784","2.508180856704712","2.508180856704712","2.508180856704712"
"1671168","2.4873335361480713","2.4873335361480713","2.4873335361480713"
"1687552","2.469727039337158","2.469727039337158","2.469727039337158"
"1703936","2.4888243675231934","2.4888243675231934","2.4888243675231934"
"1720320","2.4850471019744873","2.4850471019744873","2.4850471019744873"
"1736704","2.475944995880127","2.475944995880127","2.475944995880127"
"1753088","2.467254161834717","2.467254161834717","2.467254161834717"
"1769472","2.4617762565612793","2.4617762565612793","2.4617762565612793"
"1785856","2.476158380508423","2.476158380508423","2.476158380508423"
"1802240","2.4436511993408203","2.4436511993408203","2.4436511993408203"
"1818624","2.434764862060547","2.434764862060547","2.434764862060547"
"1835008","2.444871425628662","2.444871425628662","2.444871425628662"
"1851392","2.4653005599975586","2.4653005599975586","2.4653005599975586"
"1867776","2.4677624702453613","2.4677624702453613","2.4677624702453613"
"1884160","2.442883014678955","2.442883014678955","2.442883014678955"
"1900544","2.4254677295684814","2.4254677295684814","2.4254677295684814"
"1916928","2.419576644897461","2.419576644897461","2.419576644897461"
"1933312","2.4147462844848633","2.4147462844848633","2.4147462844848633"
"1949696","2.4142818450927734","2.4142818450927734","2.4142818450927734"
"1966080","2.4138121604919434","2.4138121604919434","2.4138121604919434"
"1982464","2.4134421348571777","2.4134421348571777","2.4134421348571777"
"1998848","2.4189200401306152","2.4189200401306152","2.4189200401306152"
"2015232","2.4058890342712402","2.4058890342712402","2.4058890342712402"
"2031616","2.401216745376587","2.401216745376587","2.401216745376587"
"2048000","2.3967742919921875","2.3967742919921875","2.3967742919921875"
"2064384","2.3699898719787598","2.3699898719787598","2.3699898719787598"
"2080768","2.3457891941070557","2.3457891941070557","2.3457891941070557"
"2097152","2.336428165435791","2.336428165435791","2.336428165435791"
"2113536","2.3723325729370117","2.3723325729370117","2.3723325729370117"
"2129920","2.368204116821289","2.368204116821289","2.368204116821289"
"2146304","2.3536927700042725","2.3536927700042725","2.3536927700042725"
"2162688","2.3691651821136475","2.3691651821136475","2.3691651821136475"
"2179072","2.39744234085083","2.39744234085083","2.39744234085083"
"2195456","2.389758348464966","2.389758348464966","2.389758348464966"
"2211840","2.3912112712860107","2.3912112712860107","2.3912112712860107"
"2228224","2.401756763458252","2.401756763458252","2.401756763458252"
"2244608","2.4163389205932617","2.4163389205932617","2.4163389205932617"
"2260992","2.4210057258605957","2.4210057258605957","2.4210057258605957"
"2277376","2.4269328117370605","2.4269328117370605","2.4269328117370605"
"2293760","2.4602396488189697","2.4602396488189697","2.4602396488189697"
"2310144","2.4563827514648438","2.4563827514648438","2.4563827514648438"
"2326528","2.4326438903808594","2.4326438903808594","2.4326438903808594"
"2342912","2.445781707763672","2.445781707763672","2.445781707763672"
"2359296","2.4259660243988037","2.4259660243988037","2.4259660243988037"
"2375680","2.4327898025512695","2.4327898025512695","2.4327898025512695"
"2392064","2.4388952255249023","2.4388952255249023","2.4388952255249023"
"2408448","2.470334768295288","2.470334768295288","2.470334768295288"
"2424832","2.465942859649658","2.465942859649658","2.465942859649658"
"2441216","2.4441254138946533","2.4441254138946533","2.4441254138946533"
"2457600","2.4457154273986816","2.4457154273986816","2.4457154273986816"
"2473984","2.4127445220947266","2.4127445220947266","2.4127445220947266"
"2490368","2.398897647857666","2.398897647857666","2.398897647857666"
"2506752","2.417449951171875","2.417449951171875","2.417449951171875"
"2523136","2.381507158279419","2.381507158279419","2.381507158279419"
"2539520","2.4105794429779053","2.4105794429779053","2.4105794429779053"
"2555904","2.3986551761627197","2.3986551761627197","2.3986551761627197"
"2572288","2.4217100143432617","2.4217100143432617","2.4217100143432617"
"2588672","2.43715500831604","2.43715500831604","2.43715500831604"
"2605056","2.428597927093506","2.428597927093506","2.428597927093506"
"2621440","2.41312837600708","2.41312837600708","2.41312837600708"
"2637824","2.4249467849731445","2.4249467849731445","2.4249467849731445"
"2654208","2.4228086471557617","2.4228086471557617","2.4228086471557617"
"2670592","2.3923707008361816","2.3923707008361816","2.3923707008361816"
"2686976","2.4267706871032715","2.4267706871032715","2.4267706871032715"
"2703360","2.421842336654663","2.421842336654663","2.421842336654663"
"2719744","2.4597363471984863","2.4597363471984863","2.4597363471984863"
"2736128","2.4563956260681152","2.4563956260681152","2.4563956260681152"
"2752512","2.4552454948425293","2.4552454948425293","2.4552454948425293"
"2768896","2.444227457046509","2.444227457046509","2.444227457046509"
"2785280","2.442546844482422","2.442546844482422","2.442546844482422"
"2801664","2.463042736053467","2.463042736053467","2.463042736053467"
"2818048","2.455805540084839","2.455805540084839","2.455805540084839"
"2834432","2.4573211669921875","2.4573211669921875","2.4573211669921875"
"2850816","2.45383882522583","2.45383882522583","2.45383882522583"
"2867200","2.4492526054382324","2.4492526054382324","2.4492526054382324"
"2883584","2.4505109786987305","2.4505109786987305","2.4505109786987305"
"2899968","2.4670217037200928","2.4670217037200928","2.4670217037200928"
"2916352","2.472551107406616","2.472551107406616","2.472551107406616"
"2932736","2.4533114433288574","2.4533114433288574","2.4533114433288574"
"2949120","2.423504114151001","2.423504114151001","2.423504114151001"
"2965504","2.4124231338500977","2.4124231338500977","2.4124231338500977"
"2981888","2.4257659912109375","2.4257659912109375","2.4257659912109375"
"2998272","2.4375340938568115","2.4375340938568115","2.4375340938568115"
"3014656","2.4556984901428223","2.4556984901428223","2.4556984901428223"
"3031040","2.433173179626465","2.433173179626465","2.433173179626465"
"3047424","2.40756893157959","2.40756893157959","2.40756893157959"
"3063808","2.396974563598633","2.396974563598633","2.396974563598633"
"3080192","2.408885955810547","2.408885955810547","2.408885955810547"
"3096576","2.411813735961914","2.411813735961914","2.411813735961914"
"3112960","2.386685848236084","2.386685848236084","2.386685848236084"
"3129344","2.360393762588501","2.360393762588501","2.360393762588501"
"3145728","2.3849964141845703","2.3849964141845703","2.3849964141845703"
"3162112","2.370662212371826","2.370662212371826","2.370662212371826"
"3178496","2.3586602210998535","2.3586602210998535","2.3586602210998535"
"3194880","2.366556167602539","2.366556167602539","2.366556167602539"
"3211264","2.373694658279419","2.373694658279419","2.373694658279419"
"3227648","2.419772148132324","2.419772148132324","2.419772148132324"
"3244032","2.385730266571045","2.385730266571045","2.385730266571045"
"3260416","2.3729701042175293","2.3729701042175293","2.3729701042175293"
"3276800","2.328526496887207","2.328526496887207","2.328526496887207"
"3293184","2.3499655723571777","2.3499655723571777","2.3499655723571777"
"3309568","2.306426525115967","2.306426525115967","2.306426525115967"
"3325952","2.299525499343872","2.299525499343872","2.299525499343872"
"3342336","2.303464889526367","2.303464889526367","2.303464889526367"
"3358720","2.3007330894470215","2.3007330894470215","2.3007330894470215"
"3375104","2.328355312347412","2.328355312347412","2.328355312347412"
"3391488","2.352961778640747","2.352961778640747","2.352961778640747"
"3407872","2.335968494415283","2.335968494415283","2.335968494415283"
"3424256","2.3364672660827637","2.3364672660827637","2.3364672660827637"
"3440640","2.3231256008148193","2.3231256008148193","2.3231256008148193"
"3457024","2.2805163860321045","2.2805163860321045","2.2805163860321045"
"3473408","2.283416271209717","2.283416271209717","2.283416271209717"
"3489792","2.25138521194458","2.25138521194458","2.25138521194458"
"3506176","2.259026050567627","2.259026050567627","2.259026050567627"
"3522560","2.2717549800872803","2.2717549800872803","2.2717549800872803"
"3538944","2.256791591644287","2.256791591644287","2.256791591644287"
"3555328","2.270583152770996","2.270583152770996","2.270583152770996"
"3571712","2.2293505668640137","2.2293505668640137","2.2293505668640137"
"3588096","2.2594730854034424","2.2594730854034424","2.2594730854034424"
"3604480","2.281015157699585","2.281015157699585","2.281015157699585"
"3620864","2.270155906677246","2.270155906677246","2.270155906677246"
"3637248","2.268463611602783","2.268463611602783","2.268463611602783"
"3653632","2.264404296875","2.264404296875","2.264404296875"
"3670016","2.2999539375305176","2.2999539375305176","2.2999539375305176"
"3686400","2.295651912689209","2.295651912689209","2.295651912689209"
"3702784","2.2488760948181152","2.2488760948181152","2.2488760948181152"
"3719168","2.2337021827697754","2.2337021827697754","2.2337021827697754"
"3735552","2.2468557357788086","2.2468557357788086","2.2468557357788086"
"3751936","2.2472050189971924","2.2472050189971924","2.2472050189971924"
"3768320","2.2598915100097656","2.2598915100097656","2.2598915100097656"
"3784704","2.276634693145752","2.276634693145752","2.276634693145752"
"3801088","2.2770984172821045","2.2770984172821045","2.2770984172821045"
"3817472","2.3030145168304443","2.3030145168304443","2.3030145168304443"
"3833856","2.272002935409546","2.272002935409546","2.272002935409546"
"3850240","2.2649474143981934","2.2649474143981934","2.2649474143981934"
"3866624","2.25527286529541","2.25527286529541","2.25527286529541"
"3883008","2.265857219696045","2.265857219696045","2.265857219696045"
"3899392","2.267263650894165","2.267263650894165","2.267263650894165"
"3915776","2.27181339263916","2.27181339263916","2.27181339263916"
"3932160","2.274447202682495","2.274447202682495","2.274447202682495"
"3948544","2.280064105987549","2.280064105987549","2.280064105987549"
"3964928","2.279162883758545","2.279162883758545","2.279162883758545"
"3981312","2.2922348976135254","2.2922348976135254","2.2922348976135254"
"3997696","2.2938098907470703","2.2938098907470703","2.2938098907470703"
"4014080","2.30141019821167","2.30141019821167","2.30141019821167"
"4030464","2.253493070602417","2.253493070602417","2.253493070602417"
"4046848","2.256870746612549","2.256870746612549","2.256870746612549"
"4063232","2.241039514541626","2.241039514541626","2.241039514541626"
"4079616","2.248741626739502","2.248741626739502","2.248741626739502"
"4096000","2.2548508644104004","2.2548508644104004","2.2548508644104004"
"4112384","2.202394962310791","2.202394962310791","2.202394962310791"
"4128768","2.207982301712036","2.207982301712036","2.207982301712036"
"4145152","2.2166528701782227","2.2166528701782227","2.2166528701782227"
"4161536","2.2039458751678467","2.2039458751678467","2.2039458751678467"
"4177920","2.1936557292938232","2.1936557292938232","2.1936557292938232"
"4194304","2.1891727447509766","2.1891727447509766","2.1891727447509766"
"4210688","2.170578718185425","2.170578718185425","2.170578718185425"
"4227072","2.203949451446533","2.203949451446533","2.203949451446533"
"4243456","2.1663436889648438","2.1663436889648438","2.1663436889648438"
"4259840","2.173888683319092","2.173888683319092","2.173888683319092"
"4276224","2.1444082260131836","2.1444082260131836","2.1444082260131836"
"4292608","2.134036064147949","2.134036064147949","2.134036064147949"
"4308992","2.08022403717041","2.08022403717041","2.08022403717041"
"4325376","2.0722122192382812","2.0722122192382812","2.0722122192382812"
"4341760","2.068032741546631","2.068032741546631","2.068032741546631"
"4358144","2.0802223682403564","2.0802223682403564","2.0802223682403564"
"4374528","2.1105451583862305","2.1105451583862305","2.1105451583862305"
"4390912","2.0951900482177734","2.0951900482177734","2.0951900482177734"
"4407296","2.0824246406555176","2.0824246406555176","2.0824246406555176"
"4423680","2.0747830867767334","2.0747830867767334","2.0747830867767334"
"4440064","2.0903306007385254","2.0903306007385254","2.0903306007385254"
"4456448","2.0924413204193115","2.0924413204193115","2.0924413204193115"
"4472832","2.11059308052063","2.11059308052063","2.11059308052063"
"4489216","2.0599756240844727","2.0599756240844727","2.0599756240844727"
"4505600","2.089871883392334","2.089871883392334","2.089871883392334"
"4521984","2.134777545928955","2.134777545928955","2.134777545928955"
"4538368","2.1448140144348145","2.1448140144348145","2.1448140144348145"
"4554752","2.1364052295684814","2.1364052295684814","2.1364052295684814"
"4571136","2.1150450706481934","2.1150450706481934","2.1150450706481934"
"4587520","2.158700466156006","2.158700466156006","2.158700466156006"
"4603904","2.1117405891418457","2.1117405891418457","2.1117405891418457"
"4620288","2.1080565452575684","2.1080565452575684","2.1080565452575684"
"4636672","2.1144614219665527","2.1144614219665527","2.1144614219665527"
"4653056","2.120854139328003","2.120854139328003","2.120854139328003"
"4669440","2.164992332458496","2.164992332458496","2.164992332458496"
"4685824","2.1877684593200684","2.1877684593200684","2.1877684593200684"
"4702208","2.1911940574645996","2.1911940574645996","2.1911940574645996"
"4718592","2.1615025997161865","2.1615025997161865","2.1615025997161865"
"4734976","2.2039783000946045","2.2039783000946045","2.2039783000946045"
"4751360","2.145746946334839","2.145746946334839","2.145746946334839"
"4767744","2.179042339324951","2.179042339324951","2.179042339324951"
"4784128","2.1597557067871094","2.1597557067871094","2.1597557067871094"
"4800512","2.156002998352051","2.156002998352051","2.156002998352051"
"4816896","2.170449733734131","2.170449733734131","2.170449733734131"
"4833280","2.1738290786743164","2.1738290786743164","2.1738290786743164"
"4849664","2.1572818756103516","2.1572818756103516","2.1572818756103516"
"4866048","2.1406331062316895","2.1406331062316895","2.1406331062316895"
"4882432","2.1714768409729004","2.1714768409729004","2.1714768409729004"
"4898816","2.1358799934387207","2.1358799934387207","2.1358799934387207"
"4915200","2.1366796493530273","2.1366796493530273","2.1366796493530273"
"4931584","2.0795955657958984","2.0795955657958984","2.0795955657958984"
"4947968","2.1520891189575195","2.1520891189575195","2.1520891189575195"
"4964352","2.144629955291748","2.144629955291748","2.144629955291748"
"4980736","2.137622356414795","2.137622356414795","2.137622356414795"
"4997120","2.1137423515319824","2.1137423515319824","2.1137423515319824"
"5013504","2.0803041458129883","2.0803041458129883","2.0803041458129883"
"5029888","2.1041548252105713","2.1041548252105713","2.1041548252105713"
"5046272","2.101655960083008","2.101655960083008","2.101655960083008"
"5062656","2.134319305419922","2.134319305419922","2.134319305419922"
"5079040","2.1104722023010254","2.1104722023010254","2.1104722023010254"
"5095424","2.1131582260131836","2.1131582260131836","2.1131582260131836"
"5111808","2.1291732788085938","2.1291732788085938","2.1291732788085938"
"5128192","2.0951547622680664","2.0951547622680664","2.0951547622680664"
"5144576","2.0893404483795166","2.0893404483795166","2.0893404483795166"
"5160960","2.0510830879211426","2.0510830879211426","2.0510830879211426"
"5177344","2.051832675933838","2.051832675933838","2.051832675933838"
"5193728","2.075209856033325","2.075209856033325","2.075209856033325"
"5210112","2.0458195209503174","2.0458195209503174","2.0458195209503174"
"5226496","2.067173957824707","2.067173957824707","2.067173957824707"
"5242880","2.0875468254089355","2.0875468254089355","2.0875468254089355"
"5259264","2.1041975021362305","2.1041975021362305","2.1041975021362305"
"5275648","2.089163064956665","2.089163064956665","2.089163064956665"
"5292032","2.083366632461548","2.083366632461548","2.083366632461548"
"5308416","2.124366283416748","2.124366283416748","2.124366283416748"
"5324800","2.0954201221466064","2.0954201221466064","2.0954201221466064"
"5341184","2.0340185165405273","2.0340185165405273","2.0340185165405273"
"5357568","2.056436777114868","2.056436777114868","2.056436777114868"
"5373952","2.059241771697998","2.059241771697998","2.059241771697998"
"5390336","2.0507774353027344","2.0507774353027344","2.0507774353027344"
"5406720","2.059715986251831","2.059715986251831","2.059715986251831"
"5423104","2.051102638244629","2.051102638244629","2.051102638244629"
"5439488","2.0649051666259766","2.0649051666259766","2.0649051666259766"
"5455872","2.034616708755493","2.034616708755493","2.034616708755493"
"5472256","2.049363374710083","2.049363374710083","2.049363374710083"
"5488640","2.0272345542907715","2.0272345542907715","2.0272345542907715"
"5505024","2.023958444595337","2.023958444595337","2.023958444595337"
"5521408","1.9966380596160889","1.9966380596160889","1.9966380596160889"
"5537792","2.025634765625","2.025634765625","2.025634765625"
"5554176","2.0278377532958984","2.0278377532958984","2.0278377532958984"
"5570560","2.071187973022461","2.071187973022461","2.071187973022461"
"5586944","2.0548183917999268","2.0548183917999268","2.0548183917999268"
"5603328","2.0272409915924072","2.0272409915924072","2.0272409915924072"
"5619712","2.041283369064331","2.041283369064331","2.041283369064331"
"5636096","2.0307626724243164","2.0307626724243164","2.0307626724243164"
"5652480","1.9840970039367676","1.9840970039367676","1.9840970039367676"
"5668864","2.0170040130615234","2.0170040130615234","2.0170040130615234"
"5685248","2.04573655128479","2.04573655128479","2.04573655128479"
"5701632","1.9958195686340332","1.9958195686340332","1.9958195686340332"
"5718016","2.0026254653930664","2.0026254653930664","2.0026254653930664"
"5734400","1.9899942874908447","1.9899942874908447","1.9899942874908447"
"5750784","2.0682246685028076","2.0682246685028076","2.0682246685028076"
"5767168","2.0696377754211426","2.0696377754211426","2.0696377754211426"
"5783552","1.9905089139938354","1.9905089139938354","1.9905089139938354"
"5799936","2.0515189170837402","2.0515189170837402","2.0515189170837402"
"5816320","2.031886577606201","2.031886577606201","2.031886577606201"
"5832704","1.9950535297393799","1.9950535297393799","1.9950535297393799"
"5849088","1.966304063796997","1.966304063796997","1.966304063796997"
"5865472","1.9810705184936523","1.9810705184936523","1.9810705184936523"
"5881856","1.9867066144943237","1.9867066144943237","1.9867066144943237"
"5898240","2.004392147064209","2.004392147064209","2.004392147064209"
"5914624","2.0030739307403564","2.0030739307403564","2.0030739307403564"
"5931008","1.9911787509918213","1.9911787509918213","1.9911787509918213"
"5947392","2.084153652191162","2.084153652191162","2.084153652191162"
"5963776","2.041891098022461","2.041891098022461","2.041891098022461"
"5980160","2.0359575748443604","2.0359575748443604","2.0359575748443604"
"5996544","1.9762670993804932","1.9762670993804932","1.9762670993804932"
"6012928","1.9910132884979248","1.9910132884979248","1.9910132884979248"
"6029312","1.9418284893035889","1.9418284893035889","1.9418284893035889"
"6045696","1.9452751874923706","1.9452751874923706","1.9452751874923706"
"6062080","1.9303449392318726","1.9303449392318726","1.9303449392318726"
"6078464","1.8470555543899536","1.8470555543899536","1.8470555543899536"
"6094848","1.909016489982605","1.909016489982605","1.909016489982605"
"6111232","1.9231480360031128","1.9231480360031128","1.9231480360031128"
"6127616","1.911731481552124","1.911731481552124","1.911731481552124"
"6144000","1.9376109838485718","1.9376109838485718","1.9376109838485718"
"6160384","1.9792680740356445","1.9792680740356445","1.9792680740356445"
"6176768","1.9318599700927734","1.9318599700927734","1.9318599700927734"
"6193152","1.957640290260315","1.957640290260315","1.957640290260315"
"6209536","1.9855772256851196","1.9855772256851196","1.9855772256851196"
"6225920","1.9199540615081787","1.9199540615081787","1.9199540615081787"
"6242304","1.9375619888305664","1.9375619888305664","1.9375619888305664"
"6258688","1.9773858785629272","1.9773858785629272","1.9773858785629272"
"6275072","1.9886351823806763","1.9886351823806763","1.9886351823806763"
"6291456","2.012633800506592","2.012633800506592","2.012633800506592"
"6307840","1.9588119983673096","1.9588119983673096","1.9588119983673096"
"6324224","1.947664499282837","1.947664499282837","1.947664499282837"
"6340608","1.9560422897338867","1.9560422897338867","1.9560422897338867"
"6356992","1.9983848333358765","1.9983848333358765","1.9983848333358765"
"6373376","1.9425725936889648","1.9425725936889648","1.9425725936889648"
"6389760","1.9637562036514282","1.9637562036514282","1.9637562036514282"
"6406144","1.9369187355041504","1.9369187355041504","1.9369187355041504"
"6422528","1.9250991344451904","1.9250991344451904","1.9250991344451904"
"6438912","1.9235796928405762","1.9235796928405762","1.9235796928405762"
"6455296","1.9285242557525635","1.9285242557525635","1.9285242557525635"
"6471680","1.9701752662658691","1.9701752662658691","1.9701752662658691"
"6488064","1.9224320650100708","1.9224320650100708","1.9224320650100708"
"6504448","1.9564640522003174","1.9564640522003174","1.9564640522003174"
"6520832","1.9149882793426514","1.9149882793426514","1.9149882793426514"
"6537216","1.9104673862457275","1.9104673862457275","1.9104673862457275"
"6553600","1.879486083984375","1.879486083984375","1.879486083984375"
"6569984","1.9104710817337036","1.9104710817337036","1.9104710817337036"
"6586368","1.9175682067871094","1.9175682067871094","1.9175682067871094"
"6602752","1.913114309310913","1.913114309310913","1.913114309310913"
"6619136","1.8833248615264893","1.8833248615264893","1.8833248615264893"
"6635520","1.872814655303955","1.872814655303955","1.872814655303955"
"6651904","1.8795661926269531","1.8795661926269531","1.8795661926269531"
"6668288","1.863490104675293","1.863490104675293","1.863490104675293"
"6684672","1.8700428009033203","1.8700428009033203","1.8700428009033203"
"6701056","1.8882920742034912","1.8882920742034912","1.8882920742034912"
"6717440","1.8916947841644287","1.8916947841644287","1.8916947841644287"
"6733824","1.8455277681350708","1.8455277681350708","1.8455277681350708"
"6750208","1.8796579837799072","1.8796579837799072","1.8796579837799072"
"6766592","1.804304599761963","1.804304599761963","1.804304599761963"
"6782976","1.8541259765625","1.8541259765625","1.8541259765625"
"6799360","1.8051515817642212","1.8051515817642212","1.8051515817642212"
"6815744","1.8458912372589111","1.8458912372589111","1.8458912372589111"
"6832128","1.8267056941986084","1.8267056941986084","1.8267056941986084"
"6848512","1.8641256093978882","1.8641256093978882","1.8641256093978882"
"6864896","1.8424397706985474","1.8424397706985474","1.8424397706985474"
"6881280","1.8496840000152588","1.8496840000152588","1.8496840000152588"
"6897664","1.8286411762237549","1.8286411762237549","1.8286411762237549"
"6914048","1.842761516571045","1.842761516571045","1.842761516571045"
"6930432","1.8697247505187988","1.8697247505187988","1.8697247505187988"
"6946816","1.9088786840438843","1.9088786840438843","1.9088786840438843"
"6963200","1.8038849830627441","1.8038849830627441","1.8038849830627441"
"6979584","1.8516945838928223","1.8516945838928223","1.8516945838928223"
"6995968","1.8687872886657715","1.8687872886657715","1.8687872886657715"
"7012352","1.8964803218841553","1.8964803218841553","1.8964803218841553"
"7028736","1.8776006698608398","1.8776006698608398","1.8776006698608398"
"7045120","1.8357124328613281","1.8357124328613281","1.8357124328613281"
"7061504","1.8845394849777222","1.8845394849777222","1.8845394849777222"
"7077888","1.871783971786499","1.871783971786499","1.871783971786499"
"7094272","1.8764947652816772","1.8764947652816772","1.8764947652816772"
"7110656","1.8991141319274902","1.8991141319274902","1.8991141319274902"
"7127040","1.9091109037399292","1.9091109037399292","1.9091109037399292"
"7143424","1.8846027851104736","1.8846027851104736","1.8846027851104736"
"7159808","1.8687703609466553","1.8687703609466553","1.8687703609466553"
