"Step","RewardsMean","StarGunner-v5__ppo - rewards/rewards_mean__MIN","StarGunner-v5__ppo - rewards/rewards_mean__MAX"
"507904","0.010067811235785484","0.010067811235785484","0.010067811235785484"
"524288","0.012256896123290062","0.012256896123290062","0.012256896123290062"
"540672","0.013343855738639832","0.013343855738639832","0.013343855738639832"
"557056","0.01013270765542984","0.01013270765542984","0.01013270765542984"
"573440","0.011162569746375084","0.011162569746375084","0.011162569746375084"
"589824","0.010666381567716599","0.010666381567716599","0.010666381567716599"
"606208","0.011026905849575996","0.011026905849575996","0.011026905849575996"
"622592","0.011408680118620396","0.011408680118620396","0.011408680118620396"
"638976","0.01276649534702301","0.01276649534702301","0.01276649534702301"
"655360","0.012381322681903839","0.012381322681903839","0.012381322681903839"
"671744","0.013890713453292847","0.013890713453292847","0.013890713453292847"
"688128","0.012727385386824608","0.012727385386824608","0.012727385386824608"
"704512","0.012450871989130974","0.012450871989130974","0.012450871989130974"
"720896","0.013294313102960587","0.013294313102960587","0.013294313102960587"
"737280","0.012774063274264336","0.012774063274264336","0.012774063274264336"
"753664","0.012266783975064754","0.012266783975064754","0.012266783975064754"
"770048","0.014269269071519375","0.014269269071519375","0.014269269071519375"
"786432","0.01585901342332363","0.01585901342332363","0.01585901342332363"
"802816","0.015164462849497795","0.015164462849497795","0.015164462849497795"
"819200","0.015735838562250137","0.015735838562250137","0.015735838562250137"
"835584","0.017755012959241867","0.017755012959241867","0.017755012959241867"
"851968","0.018850870430469513","0.018850870430469513","0.018850870430469513"
"868352","0.01692545786499977","0.01692545786499977","0.01692545786499977"
"884736","0.01923961192369461","0.01923961192369461","0.01923961192369461"
"901120","0.019100721925497055","0.019100721925497055","0.019100721925497055"
"917504","0.01904987543821335","0.01904987543821335","0.01904987543821335"
"933888","0.019847847521305084","0.019847847521305084","0.019847847521305084"
"950272","0.021226579323410988","0.021226579323410988","0.021226579323410988"
"966656","0.01667810045182705","0.01667810045182705","0.01667810045182705"
"983040","0.020602598786354065","0.020602598786354065","0.020602598786354065"
"999424","0.021472949534654617","0.021472949534654617","0.021472949534654617"
"1015808","0.01962374523282051","0.01962374523282051","0.01962374523282051"
"1032192","0.01870858669281006","0.01870858669281006","0.01870858669281006"
"1048576","0.020162440836429596","0.020162440836429596","0.020162440836429596"
"1064960","0.02068624459207058","0.02068624459207058","0.02068624459207058"
"1081344","0.021755093708634377","0.021755093708634377","0.021755093708634377"
"1097728","0.019075416028499603","0.019075416028499603","0.019075416028499603"
"1114112","0.019744638353586197","0.019744638353586197","0.019744638353586197"
"1130496","0.019653769209980965","0.019653769209980965","0.019653769209980965"
"1146880","0.018909702077507973","0.018909702077507973","0.018909702077507973"
"1163264","0.019901752471923828","0.019901752471923828","0.019901752471923828"
"1179648","0.019083399325609207","0.019083399325609207","0.019083399325609207"
"1196032","0.018154548481106758","0.018154548481106758","0.018154548481106758"
"1212416","0.02011340856552124","0.02011340856552124","0.02011340856552124"
"1228800","0.019720954820513725","0.019720954820513725","0.019720954820513725"
"1245184","0.020045941695570946","0.020045941695570946","0.020045941695570946"
"1261568","0.022665314376354218","0.022665314376354218","0.022665314376354218"
"1277952","0.02159038558602333","0.02159038558602333","0.02159038558602333"
"1294336","0.020520862191915512","0.020520862191915512","0.020520862191915512"
"1310720","0.021442901343107224","0.021442901343107224","0.021442901343107224"
"1327104","0.0237664096057415","0.0237664096057415","0.0237664096057415"
"1343488","0.020370017737150192","0.020370017737150192","0.020370017737150192"
"1359872","0.019679494202136993","0.019679494202136993","0.019679494202136993"
"1376256","0.020839102566242218","0.020839102566242218","0.020839102566242218"
"1392640","0.02097400091588497","0.02097400091588497","0.02097400091588497"
"1409024","0.01960562914609909","0.01960562914609909","0.01960562914609909"
"1425408","0.023325001820921898","0.023325001820921898","0.023325001820921898"
"1441792","0.02248990349471569","0.02248990349471569","0.02248990349471569"
"1458176","0.019913269206881523","0.019913269206881523","0.019913269206881523"
"1474560","0.020924005657434464","0.020924005657434464","0.020924005657434464"
"1490944","0.020167142152786255","0.020167142152786255","0.020167142152786255"
"1507328","0.021868497133255005","0.021868497133255005","0.021868497133255005"
"1523712","0.020914282649755478","0.020914282649755478","0.020914282649755478"
"1540096","0.0207576435059309","0.0207576435059309","0.0207576435059309"
"1556480","0.021876387298107147","0.021876387298107147","0.021876387298107147"
"1572864","0.01967043988406658","0.01967043988406658","0.01967043988406658"
"1589248","0.02138613536953926","0.02138613536953926","0.02138613536953926"
"1605632","0.019685640931129456","0.019685640931129456","0.019685640931129456"
"1622016","0.021276958286762238","0.021276958286762238","0.021276958286762238"
"1638400","0.02122766524553299","0.02122766524553299","0.02122766524553299"
"1654784","0.021641265600919724","0.021641265600919724","0.021641265600919724"
"1671168","0.021002735942602158","0.021002735942602158","0.021002735942602158"
"1687552","0.023606721311807632","0.023606721311807632","0.023606721311807632"
"1703936","0.020390264689922333","0.020390264689922333","0.020390264689922333"
"1720320","0.02249615266919136","0.02249615266919136","0.02249615266919136"
"1736704","0.021382559090852737","0.021382559090852737","0.021382559090852737"
"1753088","0.02133873477578163","0.02133873477578163","0.02133873477578163"
"1769472","0.022765323519706726","0.022765323519706726","0.022765323519706726"
"1785856","0.022864917293190956","0.022864917293190956","0.022864917293190956"
"1802240","0.021388325840234756","0.021388325840234756","0.021388325840234756"
"1818624","0.019127370789647102","0.019127370789647102","0.019127370789647102"
"1835008","0.02493520826101303","0.02493520826101303","0.02493520826101303"
"1851392","0.021042170003056526","0.021042170003056526","0.021042170003056526"
"1867776","0.02265571802854538","0.02265571802854538","0.02265571802854538"
"1884160","0.02258513867855072","0.02258513867855072","0.02258513867855072"
"1900544","0.022052500396966934","0.022052500396966934","0.022052500396966934"
"1916928","0.022816088050603867","0.022816088050603867","0.022816088050603867"
"1933312","0.02166159637272358","0.02166159637272358","0.02166159637272358"
"1949696","0.02197808027267456","0.02197808027267456","0.02197808027267456"
"1966080","0.019018808379769325","0.019018808379769325","0.019018808379769325"
"1982464","0.022991444915533066","0.022991444915533066","0.022991444915533066"
"1998848","0.02308722585439682","0.02308722585439682","0.02308722585439682"
"2015232","0.023746440187096596","0.023746440187096596","0.023746440187096596"
"2031616","0.021603960543870926","0.021603960543870926","0.021603960543870926"
"2048000","0.01986161433160305","0.01986161433160305","0.01986161433160305"
"2064384","0.022154508158564568","0.022154508158564568","0.022154508158564568"
"2080768","0.024150215089321136","0.024150215089321136","0.024150215089321136"
"2097152","0.024494674056768417","0.024494674056768417","0.024494674056768417"
"2113536","0.02353665977716446","0.02353665977716446","0.02353665977716446"
"2129920","0.024440109729766846","0.024440109729766846","0.024440109729766846"
"2146304","0.02346784621477127","0.02346784621477127","0.02346784621477127"
"2162688","0.023746680468320847","0.023746680468320847","0.023746680468320847"
"2179072","0.021138284355401993","0.021138284355401993","0.021138284355401993"
"2195456","0.022756867110729218","0.022756867110729218","0.022756867110729218"
"2211840","0.022167541086673737","0.022167541086673737","0.022167541086673737"
"2228224","0.023236185312271118","0.023236185312271118","0.023236185312271118"
"2244608","0.025509309023618698","0.025509309023618698","0.025509309023618698"
"2260992","0.024458959698677063","0.024458959698677063","0.024458959698677063"
"2277376","0.023172905668616295","0.023172905668616295","0.023172905668616295"
"2293760","0.023801010102033615","0.023801010102033615","0.023801010102033615"
"2310144","0.02338959090411663","0.02338959090411663","0.02338959090411663"
"2326528","0.02478713169693947","0.02478713169693947","0.02478713169693947"
"2342912","0.02486295998096466","0.02486295998096466","0.02486295998096466"
"2359296","0.023243606090545654","0.023243606090545654","0.023243606090545654"
"2375680","0.022856008261442184","0.022856008261442184","0.022856008261442184"
"2392064","0.026840517297387123","0.026840517297387123","0.026840517297387123"
"2408448","0.026446286588907242","0.026446286588907242","0.026446286588907242"
"2424832","0.025401614606380463","0.025401614606380463","0.025401614606380463"
"2441216","0.025717761367559433","0.025717761367559433","0.025717761367559433"
"2457600","0.02364598587155342","0.02364598587155342","0.02364598587155342"
"2473984","0.0230087973177433","0.0230087973177433","0.0230087973177433"
"2490368","0.024752207100391388","0.024752207100391388","0.024752207100391388"
"2506752","0.024171970784664154","0.024171970784664154","0.024171970784664154"
"2523136","0.02419450506567955","0.02419450506567955","0.02419450506567955"
"2539520","0.024205882102251053","0.024205882102251053","0.024205882102251053"
"2555904","0.02455974742770195","0.02455974742770195","0.02455974742770195"
"2572288","0.023511532694101334","0.023511532694101334","0.023511532694101334"
"2588672","0.024512646719813347","0.024512646719813347","0.024512646719813347"
"2605056","0.02362489327788353","0.02362489327788353","0.02362489327788353"
"2621440","0.025412682443857193","0.025412682443857193","0.025412682443857193"
"2637824","0.023881886154413223","0.023881886154413223","0.023881886154413223"
"2654208","0.024450264871120453","0.024450264871120453","0.024450264871120453"
"2670592","0.025170423090457916","0.025170423090457916","0.025170423090457916"
"2686976","0.025643521919846535","0.025643521919846535","0.025643521919846535"
"2703360","0.02319169044494629","0.02319169044494629","0.02319169044494629"
"2719744","0.02439776062965393","0.02439776062965393","0.02439776062965393"
"2736128","0.025112193077802658","0.025112193077802658","0.025112193077802658"
"2752512","0.0234020184725523","0.0234020184725523","0.0234020184725523"
"2768896","0.025393925607204437","0.025393925607204437","0.025393925607204437"
"2785280","0.02180561050772667","0.02180561050772667","0.02180561050772667"
"2801664","0.02450643852353096","0.02450643852353096","0.02450643852353096"
"2818048","0.022830752655863762","0.022830752655863762","0.022830752655863762"
"2834432","0.024742577224969864","0.024742577224969864","0.024742577224969864"
"2850816","0.024614369496703148","0.024614369496703148","0.024614369496703148"
"2867200","0.024794206023216248","0.024794206023216248","0.024794206023216248"
"2883584","0.023734979331493378","0.023734979331493378","0.023734979331493378"
"2899968","0.023060284554958344","0.023060284554958344","0.023060284554958344"
"2916352","0.023176876828074455","0.023176876828074455","0.023176876828074455"
"2932736","0.023911453783512115","0.023911453783512115","0.023911453783512115"
"2949120","0.023259693756699562","0.023259693756699562","0.023259693756699562"
"2965504","0.025437505915760994","0.025437505915760994","0.025437505915760994"
"2981888","0.02385050803422928","0.02385050803422928","0.02385050803422928"
"2998272","0.02562844753265381","0.02562844753265381","0.02562844753265381"
"3014656","0.02487051486968994","0.02487051486968994","0.02487051486968994"
"3031040","0.024047935381531715","0.024047935381531715","0.024047935381531715"
"3047424","0.024457532912492752","0.024457532912492752","0.024457532912492752"
"3063808","0.024257000535726547","0.024257000535726547","0.024257000535726547"
"3080192","0.024056635797023773","0.024056635797023773","0.024056635797023773"
"3096576","0.024299070239067078","0.024299070239067078","0.024299070239067078"
"3112960","0.02343318983912468","0.02343318983912468","0.02343318983912468"
"3129344","0.025788214057683945","0.025788214057683945","0.025788214057683945"
"3145728","0.024153605103492737","0.024153605103492737","0.024153605103492737"
"3162112","0.024538610130548477","0.024538610130548477","0.024538610130548477"
"3178496","0.024030601605772972","0.024030601605772972","0.024030601605772972"
"3194880","0.02509434148669243","0.02509434148669243","0.02509434148669243"
"3211264","0.025485076010227203","0.025485076010227203","0.025485076010227203"
"3227648","0.02438892051577568","0.02438892051577568","0.02438892051577568"
"3244032","0.02427639253437519","0.02427639253437519","0.02427639253437519"
"3260416","0.024089712649583817","0.024089712649583817","0.024089712649583817"
"3276800","0.02551351860165596","0.02551351860165596","0.02551351860165596"
"3293184","0.024067629128694534","0.024067629128694534","0.024067629128694534"
"3309568","0.0243966206908226","0.0243966206908226","0.0243966206908226"
"3325952","0.023766256868839264","0.023766256868839264","0.023766256868839264"
"3342336","0.024086885154247284","0.024086885154247284","0.024086885154247284"
"3358720","0.02229684218764305","0.02229684218764305","0.02229684218764305"
"3375104","0.024016041308641434","0.024016041308641434","0.024016041308641434"
"3391488","0.022459542378783226","0.022459542378783226","0.022459542378783226"
"3407872","0.026931289583444595","0.026931289583444595","0.026931289583444595"
"3424256","0.024693209677934647","0.024693209677934647","0.024693209677934647"
"3440640","0.026814207434654236","0.026814207434654236","0.026814207434654236"
"3457024","0.023003816604614258","0.023003816604614258","0.023003816604614258"
"3473408","0.0247068889439106","0.0247068889439106","0.0247068889439106"
"3489792","0.02503141015768051","0.02503141015768051","0.02503141015768051"
"3506176","0.02548578754067421","0.02548578754067421","0.02548578754067421"
"3522560","0.02556486800312996","0.02556486800312996","0.02556486800312996"
"3538944","0.025157922878861427","0.025157922878861427","0.025157922878861427"
"3555328","0.023977749049663544","0.023977749049663544","0.023977749049663544"
"3571712","0.02473810501396656","0.02473810501396656","0.02473810501396656"
"3588096","0.023349788039922714","0.023349788039922714","0.023349788039922714"
"3604480","0.025311313569545746","0.025311313569545746","0.025311313569545746"
"3620864","0.027731385082006454","0.027731385082006454","0.027731385082006454"
"3637248","0.024758681654930115","0.024758681654930115","0.024758681654930115"
"3653632","0.023169824853539467","0.023169824853539467","0.023169824853539467"
"3670016","0.025250300765037537","0.025250300765037537","0.025250300765037537"
"3686400","0.02499472349882126","0.02499472349882126","0.02499472349882126"
"3702784","0.02600117214024067","0.02600117214024067","0.02600117214024067"
"3719168","0.02489352598786354","0.02489352598786354","0.02489352598786354"
"3735552","0.024991441518068314","0.024991441518068314","0.024991441518068314"
"3751936","0.025160901248455048","0.025160901248455048","0.025160901248455048"
"3768320","0.02310597337782383","0.02310597337782383","0.02310597337782383"
"3784704","0.024344192817807198","0.024344192817807198","0.024344192817807198"
"3801088","0.02591949701309204","0.02591949701309204","0.02591949701309204"
"3817472","0.02658412605524063","0.02658412605524063","0.02658412605524063"
"3833856","0.026729794219136238","0.026729794219136238","0.026729794219136238"
"3850240","0.024179626256227493","0.024179626256227493","0.024179626256227493"
"3866624","0.02504764497280121","0.02504764497280121","0.02504764497280121"
"3883008","0.025498488917946815","0.025498488917946815","0.025498488917946815"
"3899392","0.027527084574103355","0.027527084574103355","0.027527084574103355"
"3915776","0.025601480156183243","0.025601480156183243","0.025601480156183243"
"3932160","0.025415249168872833","0.025415249168872833","0.025415249168872833"
"3948544","0.026183554902672768","0.026183554902672768","0.026183554902672768"
"3964928","0.027443453669548035","0.027443453669548035","0.027443453669548035"
"3981312","0.026912560686469078","0.026912560686469078","0.026912560686469078"
"3997696","0.026987947523593903","0.026987947523593903","0.026987947523593903"
"4014080","0.025704270228743553","0.025704270228743553","0.025704270228743553"
"4030464","0.027290044352412224","0.027290044352412224","0.027290044352412224"
"4046848","0.02439035102725029","0.02439035102725029","0.02439035102725029"
"4063232","0.023683909326791763","0.023683909326791763","0.023683909326791763"
"4079616","0.022853832691907883","0.022853832691907883","0.022853832691907883"
"4096000","0.02405833825469017","0.02405833825469017","0.02405833825469017"
"4112384","0.025454504415392876","0.025454504415392876","0.025454504415392876"
"4128768","0.02292320504784584","0.02292320504784584","0.02292320504784584"
"4145152","0.02532188780605793","0.02532188780605793","0.02532188780605793"
"4161536","0.026434820145368576","0.026434820145368576","0.026434820145368576"
"4177920","0.025248203426599503","0.025248203426599503","0.025248203426599503"
"4194304","0.02334173396229744","0.02334173396229744","0.02334173396229744"
"4210688","0.025799591094255447","0.025799591094255447","0.025799591094255447"
"4227072","0.02676645666360855","0.02676645666360855","0.02676645666360855"
"4243456","0.026585206389427185","0.026585206389427185","0.026585206389427185"
"4259840","0.024807266891002655","0.024807266891002655","0.024807266891002655"
"4276224","0.026045506820082664","0.026045506820082664","0.026045506820082664"
"4292608","0.024944299831986427","0.024944299831986427","0.024944299831986427"
"4308992","0.02592301368713379","0.02592301368713379","0.02592301368713379"
"4325376","0.026682602241635323","0.026682602241635323","0.026682602241635323"
"4341760","0.02703693136572838","0.02703693136572838","0.02703693136572838"
"4358144","0.025397926568984985","0.025397926568984985","0.025397926568984985"
"4374528","0.027080053463578224","0.027080053463578224","0.027080053463578224"
"4390912","0.025915320962667465","0.025915320962667465","0.025915320962667465"
"4407296","0.025814857333898544","0.025814857333898544","0.025814857333898544"
"4423680","0.027486048638820648","0.027486048638820648","0.027486048638820648"
"4440064","0.026257915422320366","0.026257915422320366","0.026257915422320366"
"4456448","0.026018528267741203","0.026018528267741203","0.026018528267741203"
"4472832","0.02630830556154251","0.02630830556154251","0.02630830556154251"
"4489216","0.027379155158996582","0.027379155158996582","0.027379155158996582"
"4505600","0.02686328813433647","0.02686328813433647","0.02686328813433647"
"4521984","0.026737507432699203","0.026737507432699203","0.026737507432699203"
"4538368","0.02591710537672043","0.02591710537672043","0.02591710537672043"
"4554752","0.02704574540257454","0.02704574540257454","0.02704574540257454"
"4571136","0.02751673385500908","0.02751673385500908","0.02751673385500908"
"4587520","0.027004677802324295","0.027004677802324295","0.027004677802324295"
"4603904","0.026177866384387016","0.026177866384387016","0.026177866384387016"
"4620288","0.027680421248078346","0.027680421248078346","0.027680421248078346"
"4636672","0.026353180408477783","0.026353180408477783","0.026353180408477783"
"4653056","0.02484024688601494","0.02484024688601494","0.02484024688601494"
"4669440","0.025075823068618774","0.025075823068618774","0.025075823068618774"
"4685824","0.025113556534051895","0.025113556534051895","0.025113556534051895"
"4702208","0.02655615285038948","0.02655615285038948","0.02655615285038948"
"4718592","0.028044864535331726","0.028044864535331726","0.028044864535331726"
"4734976","0.026017360389232635","0.026017360389232635","0.026017360389232635"
"4751360","0.02470727264881134","0.02470727264881134","0.02470727264881134"
"4767744","0.024307768791913986","0.024307768791913986","0.024307768791913986"
"4784128","0.026136552914977074","0.026136552914977074","0.026136552914977074"
"4800512","0.02648978866636753","0.02648978866636753","0.02648978866636753"
"4816896","0.025507930666208267","0.025507930666208267","0.025507930666208267"
"4833280","0.028325514867901802","0.028325514867901802","0.028325514867901802"
"4849664","0.025808166712522507","0.025808166712522507","0.025808166712522507"
"4866048","0.026660647243261337","0.026660647243261337","0.026660647243261337"
"4882432","0.026372091844677925","0.026372091844677925","0.026372091844677925"
"4898816","0.02602611668407917","0.02602611668407917","0.02602611668407917"
"4915200","0.028263282030820847","0.028263282030820847","0.028263282030820847"
"4931584","0.02997012808918953","0.02997012808918953","0.02997012808918953"
"4947968","0.026829274371266365","0.026829274371266365","0.026829274371266365"
"4964352","0.027297040447592735","0.027297040447592735","0.027297040447592735"
"4980736","0.027375943958759308","0.027375943958759308","0.027375943958759308"
"4997120","0.027699826285243034","0.027699826285243034","0.027699826285243034"
"5013504","0.02758937142789364","0.02758937142789364","0.02758937142789364"
"5029888","0.026867175474762917","0.026867175474762917","0.026867175474762917"
"5046272","0.02763945236802101","0.02763945236802101","0.02763945236802101"
"5062656","0.026979003101587296","0.026979003101587296","0.026979003101587296"
"5079040","0.02675575576722622","0.02675575576722622","0.02675575576722622"
"5095424","0.028698820620775223","0.028698820620775223","0.028698820620775223"
"5111808","0.028771977871656418","0.028771977871656418","0.028771977871656418"
"5128192","0.029758848249912262","0.029758848249912262","0.029758848249912262"
"5144576","0.029315222054719925","0.029315222054719925","0.029315222054719925"
"5160960","0.02858220785856247","0.02858220785856247","0.02858220785856247"
"5177344","0.028101999312639236","0.028101999312639236","0.028101999312639236"
"5193728","0.02798685058951378","0.02798685058951378","0.02798685058951378"
"5210112","0.029157422482967377","0.029157422482967377","0.029157422482967377"
"5226496","0.028611134737730026","0.028611134737730026","0.028611134737730026"
"5242880","0.02807207778096199","0.02807207778096199","0.02807207778096199"
"5259264","0.027967670932412148","0.027967670932412148","0.027967670932412148"
"5275648","0.028103485703468323","0.028103485703468323","0.028103485703468323"
"5292032","0.029140546917915344","0.029140546917915344","0.029140546917915344"
"5308416","0.02908865362405777","0.02908865362405777","0.02908865362405777"
"5324800","0.030959278345108032","0.030959278345108032","0.030959278345108032"
"5341184","0.028964713215827942","0.028964713215827942","0.028964713215827942"
"5357568","0.029975567013025284","0.029975567013025284","0.029975567013025284"
"5373952","0.029785852879285812","0.029785852879285812","0.029785852879285812"
"5390336","0.029901808127760887","0.029901808127760887","0.029901808127760887"
"5406720","0.028228651732206345","0.028228651732206345","0.028228651732206345"
"5423104","0.02918636053800583","0.02918636053800583","0.02918636053800583"
"5439488","0.03160198777914047","0.03160198777914047","0.03160198777914047"
"5455872","0.02973208576440811","0.02973208576440811","0.02973208576440811"
"5472256","0.028256438672542572","0.028256438672542572","0.028256438672542572"
"5488640","0.03055700659751892","0.03055700659751892","0.03055700659751892"
"5505024","0.0278560072183609","0.0278560072183609","0.0278560072183609"
"5521408","0.028924882411956787","0.028924882411956787","0.028924882411956787"
"5537792","0.030204374343156815","0.030204374343156815","0.030204374343156815"
"5554176","0.0299688708037138","0.0299688708037138","0.0299688708037138"
"5570560","0.029083242639899254","0.029083242639899254","0.029083242639899254"
"5586944","0.02757894992828369","0.02757894992828369","0.02757894992828369"
"5603328","0.027130749076604843","0.027130749076604843","0.027130749076604843"
"5619712","0.0293528214097023","0.0293528214097023","0.0293528214097023"
"5636096","0.02883775904774666","0.02883775904774666","0.02883775904774666"
"5652480","0.03069472685456276","0.03069472685456276","0.03069472685456276"
"5668864","0.03096815198659897","0.03096815198659897","0.03096815198659897"
"5685248","0.028021376579999924","0.028021376579999924","0.028021376579999924"
"5701632","0.029300158843398094","0.029300158843398094","0.029300158843398094"
"5718016","0.028501462191343307","0.028501462191343307","0.028501462191343307"
"5734400","0.02851768024265766","0.02851768024265766","0.02851768024265766"
"5750784","0.02794850431382656","0.02794850431382656","0.02794850431382656"
"5767168","0.028587397187948227","0.028587397187948227","0.028587397187948227"
"5783552","0.027747608721256256","0.027747608721256256","0.027747608721256256"
"5799936","0.029581401497125626","0.029581401497125626","0.029581401497125626"
"5816320","0.028276784345507622","0.028276784345507622","0.028276784345507622"
"5832704","0.02902098000049591","0.02902098000049591","0.02902098000049591"
"5849088","0.028864169493317604","0.028864169493317604","0.028864169493317604"
"5865472","0.028139349073171616","0.028139349073171616","0.028139349073171616"
"5881856","0.027817897498607635","0.027817897498607635","0.027817897498607635"
"5898240","0.028232824057340622","0.028232824057340622","0.028232824057340622"
"5914624","0.026786532253026962","0.026786532253026962","0.026786532253026962"
"5931008","0.029233388602733612","0.029233388602733612","0.029233388602733612"
"5947392","0.029237836599349976","0.029237836599349976","0.029237836599349976"
"5963776","0.03030133992433548","0.03030133992433548","0.03030133992433548"
"5980160","0.030118703842163086","0.030118703842163086","0.030118703842163086"
"5996544","0.028108736500144005","0.028108736500144005","0.028108736500144005"
"6012928","0.027839815244078636","0.027839815244078636","0.027839815244078636"
"6029312","0.02735724300146103","0.02735724300146103","0.02735724300146103"
"6045696","0.028208039700984955","0.028208039700984955","0.028208039700984955"
"6062080","0.028280949220061302","0.028280949220061302","0.028280949220061302"
"6078464","0.027578476816415787","0.027578476816415787","0.027578476816415787"
"6094848","0.029149428009986877","0.029149428009986877","0.029149428009986877"
"6111232","0.02761690318584442","0.02761690318584442","0.02761690318584442"
"6127616","0.02863215282559395","0.02863215282559395","0.02863215282559395"
"6144000","0.029741758480668068","0.029741758480668068","0.029741758480668068"
"6160384","0.026888541877269745","0.026888541877269745","0.026888541877269745"
"6176768","0.029108881950378418","0.029108881950378418","0.029108881950378418"
"6193152","0.02873777411878109","0.02873777411878109","0.02873777411878109"
"6209536","0.0272216759622097","0.0272216759622097","0.0272216759622097"
"6225920","0.02840031310915947","0.02840031310915947","0.02840031310915947"
"6242304","0.02873956225812435","0.02873956225812435","0.02873956225812435"
"6258688","0.026955047622323036","0.026955047622323036","0.026955047622323036"
"6275072","0.027797140181064606","0.027797140181064606","0.027797140181064606"
"6291456","0.02906489372253418","0.02906489372253418","0.02906489372253418"
"6307840","0.02679527923464775","0.02679527923464775","0.02679527923464775"
"6324224","0.028716232627630234","0.028716232627630234","0.028716232627630234"
"6340608","0.027493765577673912","0.027493765577673912","0.027493765577673912"
"6356992","0.027944572269916534","0.027944572269916534","0.027944572269916534"
"6373376","0.029426291584968567","0.029426291584968567","0.029426291584968567"
"6389760","0.02931145578622818","0.02931145578622818","0.02931145578622818"
"6406144","0.02898988127708435","0.02898988127708435","0.02898988127708435"
"6422528","0.028722647577524185","0.028722647577524185","0.028722647577524185"
"6438912","0.02855977602303028","0.02855977602303028","0.02855977602303028"
"6455296","0.028358114883303642","0.028358114883303642","0.028358114883303642"
"6471680","0.029655225574970245","0.029655225574970245","0.029655225574970245"
"6488064","0.02981637790799141","0.02981637790799141","0.02981637790799141"
"6504448","0.029233142733573914","0.029233142733573914","0.029233142733573914"
"6520832","0.028554338961839676","0.028554338961839676","0.028554338961839676"
"6537216","0.027986325323581696","0.027986325323581696","0.027986325323581696"
"6553600","0.027582962065935135","0.027582962065935135","0.027582962065935135"
"6569984","0.02860405668616295","0.02860405668616295","0.02860405668616295"
"6586368","0.03105107694864273","0.03105107694864273","0.03105107694864273"
"6602752","0.02777116745710373","0.02777116745710373","0.02777116745710373"
"6619136","0.02852722257375717","0.02852722257375717","0.02852722257375717"
"6635520","0.027910199016332626","0.027910199016332626","0.027910199016332626"
"6651904","0.028350327163934708","0.028350327163934708","0.028350327163934708"
"6668288","0.02821342833340168","0.02821342833340168","0.02821342833340168"
"6684672","0.02791127935051918","0.02791127935051918","0.02791127935051918"
"6701056","0.028610261157155037","0.028610261157155037","0.028610261157155037"
"6717440","0.029560096561908722","0.029560096561908722","0.029560096561908722"
"6733824","0.027162976562976837","0.027162976562976837","0.027162976562976837"
"6750208","0.027970612049102783","0.027970612049102783","0.027970612049102783"
"6766592","0.027108069509267807","0.027108069509267807","0.027108069509267807"
"6782976","0.02766173891723156","0.02766173891723156","0.02766173891723156"
"6799360","0.027524281293153763","0.027524281293153763","0.027524281293153763"
"6815744","0.027963973581790924","0.027963973581790924","0.027963973581790924"
"6832128","0.026479341089725494","0.026479341089725494","0.026479341089725494"
"6848512","0.027089809998869896","0.027089809998869896","0.027089809998869896"
"6864896","0.027999715879559517","0.027999715879559517","0.027999715879559517"
"6881280","0.029675789177417755","0.029675789177417755","0.029675789177417755"
"6897664","0.028845878317952156","0.028845878317952156","0.028845878317952156"
