charts/time_per_it,returns/ret_ext,_step,losses/approx_kl,losses/old_approx_kl,charts/min_game_score,returns/values_ext,_runtime,rewards/num_envs_with_pos_rews,losses/clipfrac,losses/policy_loss,returns/advantages,charts/max_game_score,losses/entropy,charts/learning_rate,rewards/rewards_min,rewards/rewards_mean,rewards/rewards_max,charts/max_traj_len,charts/min_traj_len,charts/SPS,charts/game_score,charts/iterations,_timestamp,losses/all_loss,charts/traj_len,losses/value_loss
11.94076681137085,0.1822669804096222,16384,7.873139111325145e-06,1.566822174936533e-05,0,-0.0020113338250666857,35,34,0.0,-0.00019095279276371002,0.18427830934524536,0,2.890246868133545,0.0001,0,0.011019596830010414,5.158430576324463,0,0,1313,NaN,1,1733254287,0.12214569002389908,NaN,0.24467328190803528
11.318495988845825,0.2542204260826111,32768,8.784743840806186e-06,8.197501301765442e-06,0,0.03430537134408951,47,75,0.0,8.135568350553513e-06,0.21991504728794098,0,2.8902058601379395,0.0001,0,0.015437355265021324,2.4555885791778564,0,0,1377,NaN,2,1733254299,0.07110346853733063,NaN,0.14219066500663757
10.022464275360107,0.12289474904537201,49152,6.666319677606225e-06,0.00011112482752650976,0,-0.02976115047931671,57,61,0.0,-7.656728848814964e-05,0.15265589952468872,400,2.890200138092041,0.0001,0,0.010046113282442093,2.224263906478882,383,0,1453,200,3,1733254309,0.039971332997083664,383,0.0800957977771759
11.328436613082886,0.19957517087459564,65536,1.3279190170578659e-05,-4.4544634874910116e-05,0,0.07328663766384125,68,57,0.0,-0.00022271368652582169,0.1262885332107544,700,2.890170097351074,0.0001,0,0.009511107578873634,2.194788694381714,478,0,1451,300,4,1733254320,0.04527371749281883,420.2,0.09099286049604416
11.517333984375,0.21791884303092957,81920,1.88551057362929e-05,6.868503987789154e-08,0,0.05257713794708252,80,71,0.0,-2.403673715889454e-05,0.16534171998500824,800,2.890246868133545,0.0001,0,0.011844199150800705,2.156170606613159,640,0,1445,384.2105407714844,5,1733254332,0.046772994101047516,539.5263157894736,0.09359405934810638
11.4186429977417,0.15871794521808624,98304,1.8838560208678246e-05,3.958761226385832e-05,0,0.04331019148230553,91,53,0.0,-0.00018813973292708397,0.11540775001049042,800,2.890129566192627,0.0001,0,0.008692603558301926,2.1578731536865234,765,0,1443,456.4102478027344,6,1733254343,0.03430711105465889,633.8717948717949,0.06899049878120422
11.41073727607727,0.26990342140197754,114688,2.0435501937754452e-05,6.35566539131105e-05,0,0.14774417877197266,102,63,0.0,-0.00027384888380765915,0.12215927243232727,1100,2.890106678009033,0.0001,0,0.010435269214212894,2.1641955375671387,882,0,1442,503.7037048339844,7,1733254354,0.0408935584127903,685.3703703703703,0.08233481645584106
10.942178726196289,0.22378039360046387,131072,4.138924123253673e-05,-0.00011544948210939765,0,0.11281357705593109,113,56,0.0,-0.0004860926419496536,0.11096678674221039,1200,2.8900506496429443,0.0001,0,0.009141568094491959,2.170658826828003,1019,0,1449,539.1304321289062,8,1733254365,0.03515317291021347,737.7971014492754,0.07127852737903595
9.983668804168701,0.21894128620624542,147456,3.114140417892486e-05,7.319654105231166e-05,0,0.11295031011104584,123,55,0.0,-0.00017334986478090286,0.10599097609519958,1200,2.8901047706604004,0.0001,0,0.009013427421450615,2.171705961227417,1139,0,1468,562.5,9,1733254375,0.03616508096456528,787.3375,0.07267685979604721
11.088091373443604,0.2261853963136673,163840,9.12241666810587e-05,-0.0003158746985718608,0,0.11573684215545654,134,55,0.0,-0.00030065514147281647,0.11044855415821075,1400,2.8899526596069336,0.0001,0,0.009437564760446548,2.1778178215026855,1260,0,1469,576.8421020507812,10,1733254386,0.03758487105369568,835.2421052631579,0.07577104866504669
11.588667154312134,0.2845807373523712,180224,7.544472464360297e-05,0.00012050883378833532,0,0.19901767373085022,146,51,0.0,-0.0005568452179431915,0.085563063621521,1700,2.889854669570923,0.0001,0,0.00859583355486393,2.1666791439056396,1400,0,1463,598.2301025390625,11,1733254398,0.03735489770770073,875.3982300884956,0.07582348585128784
11.69196081161499,0.17494282126426697,196608,4.65637567685917e-05,-3.133912105113268e-05,0,0.09302636981010437,158,47,0.0,-0.00033511873334646225,0.0819164365530014,1700,2.889523983001709,0.0001,0,0.006691551301628351,2.192687749862671,1458,0,1458,603.3057861328125,12,1733254410,0.026403650641441345,893.6115702479339,0.053477540612220764
11.669327735900879,0.2029729187488556,212992,9.528310329187661e-05,7.709313649684191e-05,0,0.0902065634727478,169,55,0.0,-0.00022928696125745773,0.11276635527610779,1700,2.8894166946411133,0.0001,0,0.009176671504974365,2.211038112640381,1655,0,1454,594.53125,13,1733254421,0.0366048626601696,908.359375,0.07366830110549927
10.698964834213257,0.35328778624534607,229376,0.00011104629084002227,0.00016877974849194288,0,0.26897484064102173,180,55,0.0,-0.00023628119379281998,0.08431292325258255,1700,2.88916015625,0.0001,0,0.009426744654774666,2.2063968181610107,1787,0,1459,646.09375,14,1733254432,0.0401495099067688,1010.0078125,0.08077158033847809
10.421852350234985,0.29500651359558105,245760,0.00017423651297576725,0.00027235178276896477,0,0.14991779625415802,191,64,0.0,-0.0003002109006047249,0.14508870244026184,1700,2.8888914585113525,0.0001,0,0.011572466231882572,2.2046892642974854,1911,0,1466,653.90625,15,1733254443,0.04748554900288582,1085.5859375,0.09557151794433594
