charts/time_per_it,returns/ext_advantages,returns/ret_ext,_step,losses/approx_kl,returns/values_int,losses/old_approx_kl,charts/min_game_score,returns/values_ext,_runtime,rewards/num_envs_with_pos_rews,losses/fwd_loss,losses/clipfrac,rewards/intrinsic_rewards_mean,losses/policy_loss,losses/ext_value_loss,returns/advantages,charts/max_game_score,losses/entropy,charts/learning_rate,returns/ret_int,rewards/intrinsic_rewards_min,rewards/rewards_min,rewards/rewards_mean,rewards/intrinsic_rewards_max,rewards/rewards_max,charts/max_traj_len,charts/min_traj_len,charts/SPS,charts/game_score,returns/int_advantages,charts/iterations,_timestamp,losses/int_value_loss,losses/all_loss,charts/traj_len
16.07535409927368,0.15451252460479736,0.1545971930027008,16384,3.4432741813361645e-07,-0.00012091984535800293,-1.994776539504528e-06,0,8.466720464639366e-05,1240,67,0.4764746129512787,0.0,0.040572501718997955,-4.6809669584035873e-05,0.08114276081323624,0.9069069623947144,2000,2.890371322631836,0.0001,0.5977610349655151,0.004363381769508123,0,0.009246225468814373,0.1895071119070053,1.870248794555664,1422,0,13,664.2857055664062,0.5978819131851196,1,1733352679,0.19268620014190674,0.6104519367218018,1000.2857142857143
13.129849433898926,0.10947424918413162,0.15539312362670898,32768,6.859481800347567e-07,0.04760609567165375,1.5378580428659916e-05,0,0.045918866991996765,1254,60,0.39893341064453125,0.0,0.019625511020421982,-1.7461366951465607e-05,0.046635739505290985,0.5005403757095337,2000,2.8903698921203613,0.0001,0.3291979432106018,0.001356586697511375,0,0.007023227401077747,0.08381360024213791,1.307597279548645,1952,0,26,726.923095703125,0.28159186244010925,2,1733352693,0.008061802014708519,0.42337435483932495,1127.0
13.159033298492432,0.06967145204544067,0.27541017532348633,49152,8.950068149715662e-06,0.3465069532394409,-0.00014067109441384673,0,0.20573869347572327,1267,61,0.3453785479068756,0.0,0.019013935700058937,-8.067209273576736e-05,0.024355202913284302,0.36804255843162537,2000,2.890354633331299,0.0001,0.5752066373825073,0.0013340881559997797,0,0.005337440874427557,0.0703672245144844,1.0168445110321045,1952,0,39,697.2973022460938,0.2286996841430664,3,1733352706,0.0052341800183057785,0.3572022020816803,1083.1081081081081
13.29333758354187,0.05016101896762848,0.28455352783203125,65536,5.724381480831653e-05,0.5659101605415344,-8.013466140255332e-05,0,0.23439249396324158,1280,59,0.31981003284454346,0.0,0.018202144652605057,-0.0002470139879733324,0.015251501463353634,0.2861264646053314,2800,2.890249729156494,0.0001,0.7517145872116089,0.0012624365044757724,0,0.004014643840491772,0.05962144583463669,0.877012312412262,1952,0,52,730.0,0.18580442667007446,4,1733352719,0.004745174665004015,0.3266710937023163,1109.26
12.941359281539917,0.028271790593862534,0.2922930419445038,81920,0.0002287513780174777,0.7646892666816711,0.000476233777590096,0,0.26402127742767334,1293,59,0.29340869188308716,0.0,0.01744404062628746,-0.0005872342735528946,0.01258586160838604,0.2001970410346985,2800,2.8898134231567383,0.0001,0.908342719078064,0.0012228252599015832,0,0.0034601446241140366,0.051196906715631485,0.7984649538993835,1952,0,64,743.478271484375,0.14365346729755402,5,1733352732,0.004278430715203285,0.2983638048171997,1133.9565217391305
13.004445552825928,0.028712913393974304,0.29891452193260193,98304,0.0005791455041617155,0.8582143783569336,0.0003721853718161583,0,0.27020159363746643,1307,52,0.28495684266090393,0.0,0.017153095453977585,-0.00032253749668598175,0.012378220446407795,0.18495680391788483,2800,2.8884754180908203,0.0001,0.985745370388031,0.0011466029100120068,0,0.00311783654615283,0.04345858842134476,0.7512152194976807,1952,0,76,715.2941284179688,0.1275309920310974,6,1733352746,0.004614382982254028,0.29024213552474976,1112.6117647058823
12.808748722076416,0.03067087009549141,0.2965931296348572,114688,0.00015357961819972843,0.9331457018852234,1.4631834346801043e-05,0,0.2659222483634949,1319,52,0.27607691287994385,0.0,0.01682973839342594,0.0003013070672750473,0.011803636327385902,0.1717839539051056,2800,2.8877439498901367,0.0001,1.0435879230499268,0.001107553020119667,0,0.0032253568060696125,0.04498119652271271,0.7141113877296448,1952,0,88,711.4583129882812,0.11044222116470337,7,1733352758,0.003349665552377701,0.2810671329498291,1120.90625
12.925288438796997,0.019926441833376884,0.31277644634246826,131072,0.0006828631740063429,1.0369329452514648,0.0010388942901045084,0,0.2928500175476074,1333,52,0.26089155673980713,0.0,0.0162852481007576,-0.0008183633908629417,0.00871401559561491,0.12739957869052887,2800,2.885127305984497,0.0001,1.1244796514511108,0.0010762501042336226,0,0.002758460119366646,0.04841039702296257,0.6847668290138245,1952,0,100,724.137939453125,0.0875466912984848,8,1733352772,0.0030801543034613132,0.26308515667915344,1107.5344827586207
13.158101797103882,0.007303978316485882,0.33168715238571167,147456,0.0006258363137021661,1.1580212116241455,0.0005793126183561981,0,0.3243831992149353,1346,42,0.2553883492946625,0.0,0.01607801765203476,-0.0013369652442634106,0.0066125462763011456,0.08018694818019867,2800,2.8854451179504395,0.0001,1.2236002683639526,0.0010655426885932684,0,0.0018807860324159265,0.045389074832201004,0.6698868870735168,2828,0,111,726.5625,0.06557899713516235,9,1733352785,0.003056321758776903,0.2560003697872162,1126.7109375
13.170665502548218,0.003843291662633419,0.3486931324005127,163840,0.0009035398252308369,1.2512434720993042,0.001551707973703742,0,0.3448498249053955,1359,41,0.255693256855011,0.0050201416015625,0.016108736395835876,-0.0009365556761622429,0.007519750855863094,0.060122132301330566,2800,2.8884644508361816,0.0001,1.3036789894104004,0.00106313347350806,0,0.0019496779423207045,0.044954169541597366,0.6654900908470154,2828,0,122,719.53125,0.05243554711341858,10,1733352798,0.0027336864732205868,0.25699496269226074,1132.2265625
