losses/all_loss,returns/int_advantages,charts/time_per_it,charts/iqm_upper,losses/clipfrac,returns/ext_advantages,losses/approx_kl,losses/int_value_loss,losses/policy_loss,losses/entropy,charts/iqm_lower,_runtime,rewards/rewards_mean,charts/iterations,returns/values_int,losses/ext_value_loss,rewards/intrinsic_rewards_mean,losses/old_approx_kl,returns/ret_int,charts/max_traj_len,losses/fwd_loss,charts/SPS,charts/game_score,returns/values_ext,returns/advantages,rewards/rewards_min,charts/iqm,charts/game_score_upper,rewards/intrinsic_rewards_min,charts/learning_rate,_timestamp,charts/traj_len,charts/game_score_lower,rewards/intrinsic_rewards_max,charts/min_traj_len,rewards/rewards_max,charts/episode_return,charts/max_game_score,charts/min_game_score,_step,returns/ret_ext,rewards/num_envs_with_pos_rews
,,,,,,,,,,,17900,,,,,,,,,,,,,,,,,,,1732330128.0,,,,,,800.0,,,29775232.0,,
,,,,,,,,,,,17936,,,,,,,,,,,,,,,,,,,1732330164.0,,,,,,840.0,,,29838464.0,,
,,,,,,,,,,,18068,,,,,,,,,,,,,,,,,,,1732330296.0,,,,,,750.0,,,30079488.0,,
,,,,,,,,,,,18074,,,,,,,,,,,,,,,,,,,1732330302.0,,,,,,1350.0,,,30086528.0,,
,,,,,,,,,,,18082,,,,,,,,,,,,,,,,,,,1732330310.0,,,,,,1370.0,,,30098304.0,,
,,,,,,,,,,,18095,,,,,,,,,,,,,,,,,,,1732330323.0,,,,,,840.0,,,30128128.0,,
,,,,,,,,,,,18123,,,,,,,,,,,,,,,,,,,1732330351.0,,,,,,840.0,,,30177792.0,,
,,,,,,,,,,,18128,,,,,,,,,,,,,,,,,,,1732330356.0,,,,,,1740.0,,,30182528.0,,
,,,,,,,,,,,18174,,,,,,,,,,,,,,,,,,,1732330402.0,,,,,,1330.0,,,30262272.0,,
,,,,,,,,,,,18196,,,,,,,,,,,,,,,,,,,1732330424.0,,,,,,890.0,,,30308480.0,,
,,,,,,,,,,,18247,,,,,,,,,,,,,,,,,,,1732330475.0,,,,,,860.0,,,30394368.0,,
,,,,,,,,,,,18258,,,,,,,,,,,,,,,,,,,1732330486.0,,,,,,820.0,,,30416640.0,,
,,,,,,,,,,,18285,,,,,,,,,,,,,,,,,,,1732330513.0,,,,,,1140.0,,,30462720.0,,
,,,,,,,,,,,18385,,,,,,,,,,,,,,,,,,,1732330613.0,,,,,,1440.0,,,30638720.0,,
0.07085691392421722,0.003563049016520381,8.996027946472168,0.11773449615211816,0.0736083984375,-0.005100957117974758,0.0023367595858871937,0.004705133847892284,-0.001226654276251793,0.3633277118206024,0.09416021880751896,18404,0.005370073951780796,1872.0,1.7955557107925415,0.004370696842670441,0.01752365007996559,0.003986440598964691,1.7991188764572144,1187.0,0.06790897995233536,1667.0,1044.84375,0.7610048055648804,-0.006638864986598492,0.0,0.10539283178017074,1111.806640625,0.0005312358262017369,0.0001,1732330632.0,854.734375,981.08984375,0.12865984439849854,0.0,0.0499054417014122,,2960.0,0.0,30670848.0,0.7559038400650024,125.0
,,,,,,,,,,,18454,,,,,,,,,,,,,,,,,,,1732330682.0,,,,,,1260.0,,,30769024.0,,
,,,,,,,,,,,18637,,,,,,,,,,,,,,,,,,,1732330865.0,,,,,,770.0,,,31093120.0,,
,,,,,,,,,,,18637,,,,,,,,,,,,,,,,,,,1732330865.0,,,,,,1930.0,,,31093376.0,,
,,,,,,,,,,,18645,,,,,,,,,,,,,,,,,,,1732330873.0,,,,,,790.0,,,31103872.0,,
,,,,,,,,,,,18652,,,,,,,,,,,,,,,,,,,1732330880.0,,,,,,790.0,,,31115264.0,,
,,,,,,,,,,,18665,,,,,,,,,,,,,,,,,,,1732330893.0,,,,,,1330.0,,,31144448.0,,
,,,,,,,,,,,18726,,,,,,,,,,,,,,,,,,,1732330954.0,,,,,,770.0,,,31249024.0,,
,,,,,,,,,,,18775,,,,,,,,,,,,,,,,,,,1732331003.0,,,,,,820.0,,,31340032.0,,
,,,,,,,,,,,18782,,,,,,,,,,,,,,,,,,,1732331010.0,,,,,,1270.0,,,31350912.0,,
,,,,,,,,,,,18791,,,,,,,,,,,,,,,,,,,1732331019.0,,,,,,860.0,,,31365760.0,,
,,,,,,,,,,,18818,,,,,,,,,,,,,,,,,,,1732331046.0,,,,,,1390.0,,,31412480.0,,
,,,,,,,,,,,18821,,,,,,,,,,,,,,,,,,,1732331049.0,,,,,,1740.0,,,31422720.0,,
,,,,,,,,,,,18865,,,,,,,,,,,,,,,,,,,1732331093.0,,,,,,1270.0,,,31497600.0,,
,,,,,,,,,,,18884,,,,,,,,,,,,,,,,,,,1732331112.0,,,,,,800.0,,,31533696.0,,
,,,,,,,,,,,18902,,,,,,,,,,,,,,,,,,,1732331130.0,,,,,,1340.0,,,31561984.0,,
,,,,,,,,,,,18919,,,,,,,,,,,,,,,,,,,1732331147.0,,,,,,760.0,,,31590784.0,,
,,,,,,,,,,,18937,,,,,,,,,,,,,,,,,,,1732331165.0,,,,,,1320.0,,,31623168.0,,
,,,,,,,,,,,18987,,,,,,,,,,,,,,,,,,,1732331215.0,,,,,,1290.0,,,31716480.0,,
,,,,,,,,,,,19003,,,,,,,,,,,,,,,,,,,1732331231.0,,,,,,800.0,,,31744128.0,,
,,,,,,,,,,,19048,,,,,,,,,,,,,,,,,,,1732331276.0,,,,,,850.0,,,31823360.0,,
,,,,,,,,,,,19067,,,,,,,,,,,,,,,,,,,1732331295.0,,,,,,1380.0,,,31856000.0,,
,,,,,,,,,,,19216,,,,,,,,,,,,,,,,,,,1732331444.0,,,,,,780.0,,,32124288.0,,
,,,,,,,,,,,19272,,,,,,,,,,,,,,,,,,,1732331500.0,,,,,,1380.0,,,32223488.0,,
,,,,,,,,,,,19278,,,,,,,,,,,,,,,,,,,1732331506.0,,,,,,1440.0,,,32230656.0,,
,,,,,,,,,,,19279,,,,,,,,,,,,,,,,,,,1732331507.0,,,,,,720.0,,,32234752.0,,
,,,,,,,,,,,19318,,,,,,,,,,,,,,,,,,,1732331546.0,,,,,,750.0,,,32306944.0,,
,,,,,,,,,,,19325,,,,,,,,,,,,,,,,,,,1732331553.0,,,,,,1310.0,,,32314880.0,,
,,,,,,,,,,,19380,,,,,,,,,,,,,,,,,,,1732331608.0,,,,,,880.0,,,32415872.0,,
,,,,,,,,,,,19446,,,,,,,,,,,,,,,,,,,1732331674.0,,,,,,1890.0,,,32534656.0,,
,,,,,,,,,,,19512,,,,,,,,,,,,,,,,,,,1732331740.0,,,,,,850.0,,,32650752.0,,
,,,,,,,,,,,19541,,,,,,,,,,,,,,,,,,,1732331769.0,,,,,,1390.0,,,32701696.0,,
,,,,,,,,,,,19592,,,,,,,,,,,,,,,,,,,1732331820.0,,,,,,1280.0,,,32787712.0,,
,,,,,,,,,,,19658,,,,,,,,,,,,,,,,,,,1732331886.0,,,,,,900.0,,,32906752.0,,
,,,,,,,,,,,19761,,,,,,,,,,,,,,,,,,,1732331989.0,,,,,,860.0,,,33090432.0,,
,,,,,,,,,,,19795,,,,,,,,,,,,,,,,,,,1732332023.0,,,,,,1350.0,,,33145088.0,,
0.07362677156925201,-0.0023373945150524378,9.074401617050171,0.10697913194394124,0.0739288330078125,-0.007442090660333633,0.002436479087918997,0.007219512481242418,-0.0023687640205025673,0.348812997341156,0.08876781728720708,19879,0.004543663933873177,2032.0,1.905432939529419,0.006973205134272575,0.019259579479694366,0.0033379574306309223,1.9030956029891968,1308.0,0.06924799084663391,1675.0,991.328125,0.6584594249725342,-0.01722157746553421,0.0,0.09610827693154975,1046.814453125,0.0004897796898148954,0.0001,1732332107.0,838.7578125,943.201171875,0.12648190557956696,0.0,0.04982823505997658,1190.0,2680.0,0.0,33292288.0,0.6510173678398132,121.0
0.07643330842256546,-0.00031280633993446827,9.138569355010986,0.09515830845374572,0.07818603515625,-0.0015370054170489311,0.004772113636136055,0.006644008681178093,0.0015180304180830717,0.3176373541355133,0.0870501746402122,20054,0.004710790701210499,2051.0,1.8517210483551025,0.00435041356831789,0.018973898142576218,0.0057558296248316765,1.8514082431793213,1237.0,0.06973570585250854,1676.0,957.03125,0.5923714637756348,-0.003386816708371043,0.0,0.08892973086566475,1023.4375,0.0005213803960941732,0.0001,1732332282.0,836.546875,899.359375,0.1450592428445816,0.0,0.049794577062129974,,2930.0,0.0,33603584.0,0.5908344984054565,120.0
,,,,,,,,,,,20120,,,,,,,,,,,,,,,,,,,1732332348.0,,,,,,830.0,,,33725440.0,,
,,,,,,,,,,,20168,,,,,,,,,,,,,,,,,,,1732332396.0,,,,,,870.0,,,33811200.0,,
,,,,,,,,,,,20233,,,,,,,,,,,,,,,,,,,1732332461.0,,,,,,840.0,,,33928832.0,,
,,,,,,,,,,,20233,,,,,,,,,,,,,,,,,,,1732332461.0,,,,,,730.0,,,33930496.0,,
,,,,,,,,,,,20248,,,,,,,,,,,,,,,,,,,1732332476.0,,,,,,730.0,,,33950720.0,,
,,,,,,,,,,,20269,,,,,,,,,,,,,,,,,,,1732332497.0,,,,,,850.0,,,33991296.0,,
,,,,,,,,,,,20342,,,,,,,,,,,,,,,,,,,1732332570.0,,,,,,1400.0,,,34120320.0,,
,,,,,,,,,,,20367,,,,,,,,,,,,,,,,,,,1732332595.0,,,,,,810.0,,,34161792.0,,
,,,,,,,,,,,20406,,,,,,,,,,,,,,,,,,,1732332634.0,,,,,,850.0,,,34234880.0,,
,,,,,,,,,,,20436,,,,,,,,,,,,,,,,,,,1732332664.0,,,,,,810.0,,,34289408.0,,
,,,,,,,,,,,20583,,,,,,,,,,,,,,,,,,,1732332811.0,,,,,,890.0,,,34547712.0,,
,,,,,,,,,,,20611,,,,,,,,,,,,,,,,,,,1732332839.0,,,,,,740.0,,,34596608.0,,
0.07155069708824158,0.0008495068177580833,8.935972213745117,0.1087749007231989,0.081878662109375,-0.0019878929015249014,0.00364254554733634,0.005617248825728893,-0.0013836300931870937,0.35621726512908936,0.09017521993072365,20653,0.0046083880588412285,2116.0,1.9162360429763794,0.005744879133999348,0.01882251910865307,0.004424073733389378,1.9170855283737183,1261.0,0.06760948151350021,1679.0,1007.1875,0.650843620300293,-0.0031262794509530067,0.0,0.0978293163669039,1075.47265625,0.000525323732290417,0.0001,1732332881.0,867.4296875,947.171875,0.12293370068073273,0.0,0.04973902180790901,,2870.0,0.0,34668544.0,0.6488558053970337,119.0
,,,,,,,,,,,20663,,,,,,,,,,,,,,,,,,,1732332891.0,,,,,,1250.0,,,34686080.0,,
,,,,,,,,,,,20721,,,,,,,,,,,,,,,,,,,1732332949.0,,,,,,790.0,,,34793472.0,,
,,,,,,,,,,,20766,,,,,,,,,,,,,,,,,,,1732332994.0,,,,,,870.0,,,34872064.0,,
,,,,,,,,,,,20776,,,,,,,,,,,,,,,,,,,1732333004.0,,,,,,1340.0,,,34892416.0,,
,,,,,,,,,,,20794,,,,,,,,,,,,,,,,,,,1732333022.0,,,,,,1270.0,,,34922752.0,,
,,,,,,,,,,,20848,,,,,,,,,,,,,,,,,,,1732333076.0,,,,,,1380.0,,,35018112.0,,
,,,,,,,,,,,20866,,,,,,,,,,,,,,,,,,,1732333094.0,,,,,,890.0,,,35049088.0,,
,,,,,,,,,,,20885,,,,,,,,,,,,,,,,,,,1732333113.0,,,,,,870.0,,,35083520.0,,
,,,,,,,,,,,20888,,,,,,,,,,,,,,,,,,,1732333116.0,,,,,,1390.0,,,35093376.0,,
,,,,,,,,,,,20897,,,,,,,,,,,,,,,,,,,1732333125.0,,,,,,800.0,,,35109760.0,,
,,,,,,,,,,,20922,,,,,,,,,,,,,,,,,,,1732333150.0,,,,,,870.0,,,35148288.0,,
0.06756949424743652,0.0018797162920236588,9.010908603668213,0.1215632427643879,0.06011962890625,-0.0025062914937734604,0.0019472695421427488,0.0071635134518146515,-0.0038251630030572414,0.34373635053634644,0.097916500601458,21067,0.004662496969103813,2161.0,1.8934199810028076,0.00494629330933094,0.019180363044142723,0.0029867542907595634,1.8952996730804443,1483.0,0.06568349152803421,1681.0,1057.34375,0.6635305881500244,-0.0031328662298619747,0.0,0.10937839678835926,1114.296875,0.0005558558623306453,0.0001,1732333295.0,913.5703125,997.4921875,0.13546539843082428,0.0,0.04973330348730087,,2360.0,0.0,35405824.0,0.6610243320465088,121.0
,,,,,,,,,,,21115,,,,,,,,,,,,,,,,,,,1732333343.0,,,,,,840.0,,,35492864.0,,
,,,,,,,,,,,21116,,,,,,,,,,,,,,,,,,,1732333344.0,,,,,,580.0,,,35496448.0,,
,,,,,,,,,,,21126,,,,,,,,,,,,,,,,,,,1732333354.0,,,,,,820.0,,,35515008.0,,
,,,,,,,,,,,21152,,,,,,,,,,,,,,,,,,,1732333380.0,,,,,,850.0,,,35558528.0,,
,,,,,,,,,,,21153,,,,,,,,,,,,,,,,,,,1732333381.0,,,,,,930.0,,,35562240.0,,
,,,,,,,,,,,21190,,,,,,,,,,,,,,,,,,,1732333418.0,,,,,,2430.0,,,35631616.0,,
,,,,,,,,,,,21290,,,,,,,,,,,,,,,,,,,1732333518.0,,,,,,830.0,,,35806976.0,,
,,,,,,,,,,,21326,,,,,,,,,,,,,,,,,,,1732333554.0,,,,,,800.0,,,35869184.0,,
,,,,,,,,,,,21353,,,,,,,,,,,,,,,,,,,1732333581.0,,,,,,1380.0,,,35917824.0,,
,,,,,,,,,,,21362,,,,,,,,,,,,,,,,,,,1732333590.0,,,,,,1340.0,,,35935232.0,,
,,,,,,,,,,,21427,,,,,,,,,,,,,,,,,,,1732333655.0,,,,,,900.0,,,36051712.0,,
,,,,,,,,,,,21445,,,,,,,,,,,,,,,,,,,1732333673.0,,,,,,850.0,,,36082944.0,,
0.0739336833357811,0.0060276007279753685,8.791656494140625,0.12400949651444226,0.0708465576171875,0.005342646036297083,0.002780583221465349,0.007168372627347708,-0.004334459081292152,0.36792653799057007,0.1014061345091958,21453,0.004507035948336124,2203.0,1.9580364227294922,0.004668116569519043,0.0202944353222847,0.003989540971815586,1.964064121246338,1301.0,0.0727178230881691,1683.0,1102.65625,0.5622603893280029,0.016712890937924385,0.0,0.11302428296062263,1174.533203125,0.00047399854520335793,0.0001,1732333681.0,902.7421875,1032.1796875,0.11630463600158691,0.0,0.04975961893796921,,2650.0,0.0,36093952.0,0.5676030516624451,117.0
,,,,,,,,,,,21457,,,,,,,,,,,,,,,,,,,1732333685.0,,,,,,810.0,,,36107008.0,,
,,,,,,,,,,,21483,,,,,,,,,,,,,,,,,,,1732333711.0,,,,,,1320.0,,,36152448.0,,
,,,,,,,,,,,21546,,,,,,,,,,,,,,,,,,,1732333774.0,,,,,,1270.0,,,36264448.0,,
,,,,,,,,,,,21554,,,,,,,,,,,,,,,,,,,1732333782.0,,,,,,1280.0,,,36276864.0,,
,,,,,,,,,,,21563,,,,,,,,,,,,,,,,,,,1732333791.0,,,,,,610.0,,,36290816.0,,
,,,,,,,,,,,21614,,,,,,,,,,,,,,,,,,,1732333842.0,,,,,,780.0,,,36388224.0,,
,,,,,,,,,,,21778,,,,,,,,,,,,,,,,,,,1732334006.0,,,,,,850.0,,,36679808.0,,
,,,,,,,,,,,21815,,,,,,,,,,,,,,,,,,,1732334043.0,,,,,,900.0,,,36748800.0,,
,,,,,,,,,,,21915,,,,,,,,,,,,,,,,,,,1732334143.0,,,,,,890.0,,,36924544.0,,
0.07002464681863785,0.003945795353502035,9.269962072372437,0.12487850820301745,0.074981689453125,0.0014633607352152467,0.0018924262840300798,0.007564707659184933,-0.003838886506855488,0.3592608571052551,0.1023351561254511,22003,0.004822991788387299,2263.0,1.910940170288086,0.0049274396151304245,0.018861204385757446,0.002037644386291504,1.9148859977722168,1202.0,0.06797672063112259,1685.0,1086.40625,0.6880068778991699,0.00687251565977931,0.0,0.11325073551790607,1155.646484375,0.0004403067578095943,0.0001,1732334231.0,897.765625,1020.837890625,0.10594907402992249,0.0,0.04991781339049339,,2390.0,0.0,37076992.0,0.6894702911376953,115.0
,,,,,,,,,,,22053,,,,,,,,,,,,,,,,,,,1732334281.0,,,,,,880.0,,,37173632.0,,
,,,,,,,,,,,22114,,,,,,,,,,,,,,,,,,,1732334342.0,,,,,,1280.0,,,37276928.0,,
,,,,,,,,,,,22206,,,,,,,,,,,,,,,,,,,1732334434.0,,,,,,780.0,,,37442432.0,,
,,,,,,,,,,,22209,,,,,,,,,,,,,,,,,,,1732334437.0,,,,,,820.0,,,37453056.0,,
,,,,,,,,,,,22246,,,,,,,,,,,,,,,,,,,1732334474.0,,,,,,750.0,,,37519104.0,,
,,,,,,,,,,,22278,,,,,,,,,,,,,,,,,,,1732334506.0,,,,,,750.0,,,37569024.0,,
,,,,,,,,,,,22279,,,,,,,,,,,,,,,,,,,1732334507.0,,,,,,880.0,,,37571584.0,,
,,,,,,,,,,,22390,,,,,,,,,,,,,,,,,,,1732334618.0,,,,,,820.0,,,37767552.0,,
,,,,,,,,,,,22390,,,,,,,,,,,,,,,,,,,1732334618.0,,,,,,840.0,,,37768192.0,,
,,,,,,,,,,,22420,,,,,,,,,,,,,,,,,,,1732334648.0,,,,,,1470.0,,,37825024.0,,
,,,,,,,,,,,22464,,,,,,,,,,,,,,,,,,,1732334692.0,,,,,,2380.0,,,37900544.0,,
,,,,,,,,,,,22464,,,,,,,,,,,,,,,,,,,1732334692.0,,,,,,860.0,,,37902080.0,,
,,,,,,,,,,,22466,,,,,,,,,,,,,,,,,,,1732334694.0,,,,,,900.0,,,37909760.0,,
,,,,,,,,,,,22493,,,,,,,,,,,,,,,,,,,1732334721.0,,,,,,810.0,,,37955968.0,,
,,,,,,,,,,,22577,,,,,,,,,,,,,,,,,,,1732334805.0,,,,,,860.0,,,38104064.0,,
,,,,,,,,,,,22613,,,,,,,,,,,,,,,,,,,1732334841.0,,,,,,1340.0,,,38167936.0,,
,,,,,,,,,,,22620,,,,,,,,,,,,,,,,,,,1732334848.0,,,,,,1380.0,,,38176768.0,,
,,,,,,,,,,,22688,,,,,,,,,,,,,,,,,,,1732334916.0,,,,,,1390.0,,,38304768.0,,
,,,,,,,,,,,22724,,,,,,,,,,,,,,,,,,,1732334952.0,,,,,,1290.0,,,38368000.0,,
,,,,,,,,,,,22762,,,,,,,,,,,,,,,,,,,1732334990.0,,,,,,1720.0,,,38433024.0,,
,,,,,,,,,,,22796,,,,,,,,,,,,,,,,,,,1732335024.0,,,,,,880.0,,,38490624.0,,
,,,,,,,,,,,22974,,,,,,,,,,,,,,,,,,,1732335202.0,,,,,,920.0,,,38810752.0,,
,,,,,,,,,,,22993,,,,,,,,,,,,,,,,,,,1732335221.0,,,,,,820.0,,,38845568.0,,
,,,,,,,,,,,23063,,,,,,,,,,,,,,,,,,,1732335291.0,,,,,,890.0,,,38966400.0,,
,,,,,,,,,,,23158,,,,,,,,,,,,,,,,,,,1732335386.0,,,,,,900.0,,,39138304.0,,
,,,,,,,,,,,23406,,,,,,,,,,,,,,,,,,,1732335634.0,,,,,,1400.0,,,39575168.0,,
,,,,,,,,,,,23417,,,,,,,,,,,,,,,,,,,1732335645.0,,,,,,1400.0,,,39596416.0,,
,,,,,,,,,,,23434,,,,,,,,,,,,,,,,,,,1732335662.0,,,,,,790.0,,,39626624.0,,
,,,,,,,,,,,23443,,,,,,,,,,,,,,,,,,,1732335671.0,,,,,,840.0,,,39641344.0,,
,,,,,,,,,,,23591,,,,,,,,,,,,,,,,,,,1732335819.0,,,,,,1330.0,,,39906560.0,,
,,,,,,,,,,,23598,,,,,,,,,,,,,,,,,,,1732335826.0,,,,,,900.0,,,39915520.0,,
