"Step","Score","StarGunner-v5__ppo_rnd_envpool - charts/game_score__MIN","StarGunner-v5__ppo_rnd_envpool - charts/game_score__MAX"
"9945088","4164.84375","4164.84375","4164.84375"
"9961472","4345.3125","4345.3125","4345.3125"
"9977856","4303.90625","4303.90625","4303.90625"
"9994240","4401.5625","4401.5625","4401.5625"
"10010624","4346.09375","4346.09375","4346.09375"
"10027008","4322.65625","4322.65625","4322.65625"
"10043392","4362.5","4362.5","4362.5"
"10059776","4335.9375","4335.9375","4335.9375"
"10076160","4282.03125","4282.03125","4282.03125"
"10092544","4162.5","4162.5","4162.5"
"10108928","4327.34375","4327.34375","4327.34375"
"10125312","4414.0625","4414.0625","4414.0625"
"10141696","4428.90625","4428.90625","4428.90625"
"10158080","4534.375","4534.375","4534.375"
"10174464","4486.71875","4486.71875","4486.71875"
"10190848","4539.84375","4539.84375","4539.84375"
"10207232","4557.03125","4557.03125","4557.03125"
"10223616","4574.21875","4574.21875","4574.21875"
"10240000","4565.625","4565.625","4565.625"
"10256384","4549.21875","4549.21875","4549.21875"
"10272768","4644.53125","4644.53125","4644.53125"
"10289152","4689.84375","4689.84375","4689.84375"
"10305536","4599.21875","4599.21875","4599.21875"
"10321920","4562.5","4562.5","4562.5"
"10338304","4362.5","4362.5","4362.5"
"10354688","4334.375","4334.375","4334.375"
"10371072","4417.96875","4417.96875","4417.96875"
"10387456","4453.90625","4453.90625","4453.90625"
"10403840","4477.34375","4477.34375","4477.34375"
"10420224","4407.03125","4407.03125","4407.03125"
"10436608","4370.3125","4370.3125","4370.3125"
"10452992","4426.5625","4426.5625","4426.5625"
"10469376","4515.625","4515.625","4515.625"
"10485760","4422.65625","4422.65625","4422.65625"
"10502144","4352.34375","4352.34375","4352.34375"
"10518528","4401.5625","4401.5625","4401.5625"
"10534912","4650","4650","4650"
"10551296","4680.46875","4680.46875","4680.46875"
"10567680","4649.21875","4649.21875","4649.21875"
"10584064","4622.65625","4622.65625","4622.65625"
"10600448","4660.15625","4660.15625","4660.15625"
"10616832","4701.5625","4701.5625","4701.5625"
"10633216","4977.34375","4977.34375","4977.34375"
"10649600","4966.40625","4966.40625","4966.40625"
"10665984","4921.09375","4921.09375","4921.09375"
"10682368","5101.5625","5101.5625","5101.5625"
"10698752","5177.34375","5177.34375","5177.34375"
"10715136","5035.15625","5035.15625","5035.15625"
"10731520","4916.40625","4916.40625","4916.40625"
"10747904","4906.25","4906.25","4906.25"
"10764288","4828.125","4828.125","4828.125"
"10780672","4898.4375","4898.4375","4898.4375"
"10797056","4889.0625","4889.0625","4889.0625"
"10813440","4899.21875","4899.21875","4899.21875"
"10829824","4708.59375","4708.59375","4708.59375"
"10846208","4719.53125","4719.53125","4719.53125"
"10862592","4700.78125","4700.78125","4700.78125"
"10878976","4603.90625","4603.90625","4603.90625"
"10895360","4748.4375","4748.4375","4748.4375"
"10911744","5069.53125","5069.53125","5069.53125"
"10928128","5217.96875","5217.96875","5217.96875"
"10944512","5290.625","5290.625","5290.625"
"10960896","5485.15625","5485.15625","5485.15625"
"10977280","5410.9375","5410.9375","5410.9375"
"10993664","5514.84375","5514.84375","5514.84375"
"11010048","5538.28125","5538.28125","5538.28125"
"11026432","5693.75","5693.75","5693.75"
"11042816","5597.65625","5597.65625","5597.65625"
"11059200","5464.84375","5464.84375","5464.84375"
"11075584","5571.875","5571.875","5571.875"
"11091968","5367.1875","5367.1875","5367.1875"
"11108352","5315.625","5315.625","5315.625"
"11124736","5289.84375","5289.84375","5289.84375"
"11141120","5054.6875","5054.6875","5054.6875"
"11157504","5074.21875","5074.21875","5074.21875"
"11173888","5092.1875","5092.1875","5092.1875"
"11190272","5188.28125","5188.28125","5188.28125"
"11206656","5128.90625","5128.90625","5128.90625"
"11223040","5173.4375","5173.4375","5173.4375"
"11239424","5394.53125","5394.53125","5394.53125"
"11255808","5529.6875","5529.6875","5529.6875"
"11272192","5348.4375","5348.4375","5348.4375"
"11288576","5382.03125","5382.03125","5382.03125"
"11304960","5328.125","5328.125","5328.125"
"11321344","5406.25","5406.25","5406.25"
"11337728","5622.65625","5622.65625","5622.65625"
"11354112","5607.03125","5607.03125","5607.03125"
"11370496","5690.625","5690.625","5690.625"
"11386880","5578.125","5578.125","5578.125"
"11403264","5767.1875","5767.1875","5767.1875"
"11419648","5739.0625","5739.0625","5739.0625"
"11436032","5667.1875","5667.1875","5667.1875"
"11452416","5526.5625","5526.5625","5526.5625"
"11468800","5740.625","5740.625","5740.625"
"11485184","5733.59375","5733.59375","5733.59375"
"11501568","5566.40625","5566.40625","5566.40625"
"11517952","5556.25","5556.25","5556.25"
"11534336","5495.3125","5495.3125","5495.3125"
"11550720","5635.15625","5635.15625","5635.15625"
"11567104","5514.84375","5514.84375","5514.84375"
"11583488","5507.03125","5507.03125","5507.03125"
"11599872","5407.8125","5407.8125","5407.8125"
"11616256","5581.25","5581.25","5581.25"
"11632640","5735.15625","5735.15625","5735.15625"
"11649024","5639.0625","5639.0625","5639.0625"
"11665408","5590.625","5590.625","5590.625"
"11681792","5717.96875","5717.96875","5717.96875"
"11698176","5786.71875","5786.71875","5786.71875"
"11714560","5816.40625","5816.40625","5816.40625"
"11730944","5839.0625","5839.0625","5839.0625"
"11747328","5790.625","5790.625","5790.625"
"11763712","5753.90625","5753.90625","5753.90625"
"11780096","5799.21875","5799.21875","5799.21875"
"11796480","5548.4375","5548.4375","5548.4375"
"11812864","5612.5","5612.5","5612.5"
"11829248","5612.5","5612.5","5612.5"
"11845632","5661.71875","5661.71875","5661.71875"
"11862016","5640.625","5640.625","5640.625"
"11878400","5519.53125","5519.53125","5519.53125"
"11894784","5460.9375","5460.9375","5460.9375"
"11911168","5541.40625","5541.40625","5541.40625"
"11927552","5457.8125","5457.8125","5457.8125"
"11943936","5417.1875","5417.1875","5417.1875"
"11960320","5300","5300","5300"
"11976704","5357.8125","5357.8125","5357.8125"
"11993088","5431.25","5431.25","5431.25"
"12009472","5444.53125","5444.53125","5444.53125"
"12025856","5496.875","5496.875","5496.875"
"12042240","5453.90625","5453.90625","5453.90625"
"12058624","5489.84375","5489.84375","5489.84375"
"12075008","5842.96875","5842.96875","5842.96875"
"12091392","5726.5625","5726.5625","5726.5625"
"12107776","5625","5625","5625"
"12124160","5808.59375","5808.59375","5808.59375"
"12140544","5921.09375","5921.09375","5921.09375"
"12156928","6048.4375","6048.4375","6048.4375"
"12173312","6295.3125","6295.3125","6295.3125"
"12189696","6351.5625","6351.5625","6351.5625"
"12206080","6337.5","6337.5","6337.5"
"12222464","6228.125","6228.125","6228.125"
"12238848","6226.5625","6226.5625","6226.5625"
"12255232","6158.59375","6158.59375","6158.59375"
"12271616","6125","6125","6125"
"12288000","6096.09375","6096.09375","6096.09375"
"12304384","6239.0625","6239.0625","6239.0625"
"12320768","6297.65625","6297.65625","6297.65625"
"12337152","6283.59375","6283.59375","6283.59375"
"12353536","6303.125","6303.125","6303.125"
"12369920","6325.78125","6325.78125","6325.78125"
"12386304","6209.375","6209.375","6209.375"
"12402688","6013.28125","6013.28125","6013.28125"
"12419072","6262.5","6262.5","6262.5"
"12435456","6285.9375","6285.9375","6285.9375"
"12451840","6362.5","6362.5","6362.5"
"12468224","6618.75","6618.75","6618.75"
"12484608","6370.3125","6370.3125","6370.3125"
"12500992","6367.96875","6367.96875","6367.96875"
"12517376","6397.65625","6397.65625","6397.65625"
"12533760","6440.625","6440.625","6440.625"
"12550144","6235.9375","6235.9375","6235.9375"
"12566528","6207.03125","6207.03125","6207.03125"
"12582912","6321.09375","6321.09375","6321.09375"
"12599296","6396.875","6396.875","6396.875"
"12615680","6168.75","6168.75","6168.75"
"12632064","6142.96875","6142.96875","6142.96875"
"12648448","6003.90625","6003.90625","6003.90625"
"12664832","6244.53125","6244.53125","6244.53125"
"12681216","6053.90625","6053.90625","6053.90625"
"12697600","6051.5625","6051.5625","6051.5625"
"12713984","6076.5625","6076.5625","6076.5625"
"12730368","6016.40625","6016.40625","6016.40625"
"12746752","5979.6875","5979.6875","5979.6875"
"12763136","6041.40625","6041.40625","6041.40625"
"12779520","6019.53125","6019.53125","6019.53125"
"12795904","5971.875","5971.875","5971.875"
"12812288","6042.96875","6042.96875","6042.96875"
"12828672","6161.71875","6161.71875","6161.71875"
"12845056","5986.71875","5986.71875","5986.71875"
"12861440","6129.6875","6129.6875","6129.6875"
"12877824","5929.6875","5929.6875","5929.6875"
"12894208","6209.375","6209.375","6209.375"
"12910592","6197.65625","6197.65625","6197.65625"
"12926976","6227.34375","6227.34375","6227.34375"
"12943360","6244.53125","6244.53125","6244.53125"
"12959744","6207.03125","6207.03125","6207.03125"
"12976128","6336.71875","6336.71875","6336.71875"
"12992512","6146.875","6146.875","6146.875"
"13008896","6035.15625","6035.15625","6035.15625"
"13025280","5990.625","5990.625","5990.625"
"13041664","6058.59375","6058.59375","6058.59375"
"13058048","6172.65625","6172.65625","6172.65625"
"13074432","6379.6875","6379.6875","6379.6875"
"13090816","6461.71875","6461.71875","6461.71875"
"13107200","6346.09375","6346.09375","6346.09375"
"13123584","6536.71875","6536.71875","6536.71875"
"13139968","6552.34375","6552.34375","6552.34375"
"13156352","6967.96875","6967.96875","6967.96875"
"13172736","6946.09375","6946.09375","6946.09375"
"13189120","7219.53125","7219.53125","7219.53125"
"13205504","7344.53125","7344.53125","7344.53125"
"13221888","7114.0625","7114.0625","7114.0625"
"13238272","7067.1875","7067.1875","7067.1875"
"13254656","6991.40625","6991.40625","6991.40625"
"13271040","6707.8125","6707.8125","6707.8125"
"13287424","6487.5","6487.5","6487.5"
"13303808","6308.59375","6308.59375","6308.59375"
"13320192","6144.53125","6144.53125","6144.53125"
"13336576","6142.1875","6142.1875","6142.1875"
"13352960","6031.25","6031.25","6031.25"
"13369344","5932.03125","5932.03125","5932.03125"
"13385728","5851.5625","5851.5625","5851.5625"
"13402112","5996.875","5996.875","5996.875"
"13418496","5896.875","5896.875","5896.875"
"13434880","6214.0625","6214.0625","6214.0625"
"13451264","6200.78125","6200.78125","6200.78125"
"13467648","6316.40625","6316.40625","6316.40625"
"13484032","6424.21875","6424.21875","6424.21875"
"13500416","6649.21875","6649.21875","6649.21875"
"13516800","6718.75","6718.75","6718.75"
"13533184","6657.03125","6657.03125","6657.03125"
"13549568","6599.21875","6599.21875","6599.21875"
"13565952","6510.15625","6510.15625","6510.15625"
"13582336","6494.53125","6494.53125","6494.53125"
"13598720","6597.65625","6597.65625","6597.65625"
"13615104","6557.8125","6557.8125","6557.8125"
"13631488","6659.375","6659.375","6659.375"
"13647872","6564.0625","6564.0625","6564.0625"
"13664256","6442.1875","6442.1875","6442.1875"
"13680640","6473.4375","6473.4375","6473.4375"
"13697024","6634.375","6634.375","6634.375"
"13713408","6665.625","6665.625","6665.625"
"13729792","6533.59375","6533.59375","6533.59375"
"13746176","6600.78125","6600.78125","6600.78125"
"13762560","6745.3125","6745.3125","6745.3125"
"13778944","6759.375","6759.375","6759.375"
"13795328","6719.53125","6719.53125","6719.53125"
"13811712","6807.8125","6807.8125","6807.8125"
"13828096","6682.03125","6682.03125","6682.03125"
"13844480","6611.71875","6611.71875","6611.71875"
"13860864","6654.6875","6654.6875","6654.6875"
"13877248","6723.4375","6723.4375","6723.4375"
"13893632","6898.4375","6898.4375","6898.4375"
"13910016","6752.34375","6752.34375","6752.34375"
"13926400","6648.4375","6648.4375","6648.4375"
"13942784","6642.1875","6642.1875","6642.1875"
"13959168","6693.75","6693.75","6693.75"
"13975552","6653.125","6653.125","6653.125"
"13991936","6656.25","6656.25","6656.25"
"14008320","6426.5625","6426.5625","6426.5625"
"14024704","6439.0625","6439.0625","6439.0625"
"14041088","6605.46875","6605.46875","6605.46875"
"14057472","6738.28125","6738.28125","6738.28125"
"14073856","6783.59375","6783.59375","6783.59375"
"14090240","6768.75","6768.75","6768.75"
"14106624","6675","6675","6675"
"14123008","6650","6650","6650"
"14139392","6696.875","6696.875","6696.875"
"14155776","6881.25","6881.25","6881.25"
"14172160","7200.78125","7200.78125","7200.78125"
"14188544","7261.71875","7261.71875","7261.71875"
"14204928","7330.46875","7330.46875","7330.46875"
"14221312","7182.8125","7182.8125","7182.8125"
"14237696","7221.09375","7221.09375","7221.09375"
"14254080","7257.03125","7257.03125","7257.03125"
"14270464","7294.53125","7294.53125","7294.53125"
"14286848","7393.75","7393.75","7393.75"
"14303232","7487.5","7487.5","7487.5"
"14319616","7301.5625","7301.5625","7301.5625"
"14336000","7285.9375","7285.9375","7285.9375"
"14352384","7360.9375","7360.9375","7360.9375"
"14368768","7210.15625","7210.15625","7210.15625"
"14385152","6913.28125","6913.28125","6913.28125"
"14401536","6810.15625","6810.15625","6810.15625"
"14417920","6998.4375","6998.4375","6998.4375"
"14434304","7050.78125","7050.78125","7050.78125"
"14450688","7129.6875","7129.6875","7129.6875"
"14467072","7251.5625","7251.5625","7251.5625"
"14483456","7121.09375","7121.09375","7121.09375"
"14499840","7185.9375","7185.9375","7185.9375"
"14516224","6943.75","6943.75","6943.75"
"14532608","7078.90625","7078.90625","7078.90625"
"14548992","7254.6875","7254.6875","7254.6875"
"14565376","7107.8125","7107.8125","7107.8125"
"14581760","7335.9375","7335.9375","7335.9375"
"14598144","7365.625","7365.625","7365.625"
"14614528","7487.5","7487.5","7487.5"
"14630912","7528.125","7528.125","7528.125"
"14647296","7451.5625","7451.5625","7451.5625"
"14663680","7314.84375","7314.84375","7314.84375"
"14680064","7088.28125","7088.28125","7088.28125"
"14696448","7170.3125","7170.3125","7170.3125"
"14712832","7203.125","7203.125","7203.125"
"14729216","7251.5625","7251.5625","7251.5625"
"14745600","7240.625","7240.625","7240.625"
"14761984","7310.15625","7310.15625","7310.15625"
"14778368","7188.28125","7188.28125","7188.28125"
"14794752","7416.40625","7416.40625","7416.40625"
"14811136","7390.625","7390.625","7390.625"
"14827520","7139.84375","7139.84375","7139.84375"
"14843904","7242.1875","7242.1875","7242.1875"
"14860288","7460.15625","7460.15625","7460.15625"
"14876672","7486.71875","7486.71875","7486.71875"
"14893056","7624.21875","7624.21875","7624.21875"
"14909440","7810.15625","7810.15625","7810.15625"
"14925824","7566.40625","7566.40625","7566.40625"
"14942208","7743.75","7743.75","7743.75"
"14958592","7659.375","7659.375","7659.375"
"14974976","7650.78125","7650.78125","7650.78125"
"14991360","7242.96875","7242.96875","7242.96875"
"15007744","7159.375","7159.375","7159.375"
"15024128","7175.78125","7175.78125","7175.78125"
"15040512","6962.5","6962.5","6962.5"
"15056896","6874.21875","6874.21875","6874.21875"
"15073280","6635.9375","6635.9375","6635.9375"
"15089664","6798.4375","6798.4375","6798.4375"
"15106048","6569.53125","6569.53125","6569.53125"
"15122432","6721.875","6721.875","6721.875"
"15138816","6754.6875","6754.6875","6754.6875"
"15155200","6600","6600","6600"
"15171584","6700","6700","6700"
"15187968","6711.71875","6711.71875","6711.71875"
"15204352","6775","6775","6775"
"15220736","6724.21875","6724.21875","6724.21875"
"15237120","6873.4375","6873.4375","6873.4375"
"15253504","7291.40625","7291.40625","7291.40625"
"15269888","7492.1875","7492.1875","7492.1875"
"15286272","7501.5625","7501.5625","7501.5625"
"15302656","7282.8125","7282.8125","7282.8125"
"15319040","7354.6875","7354.6875","7354.6875"
"15335424","7339.0625","7339.0625","7339.0625"
"15351808","7357.8125","7357.8125","7357.8125"
"15368192","7512.5","7512.5","7512.5"
"15384576","7677.34375","7677.34375","7677.34375"
"15400960","7720.3125","7720.3125","7720.3125"
"15417344","7799.21875","7799.21875","7799.21875"
"15433728","7842.96875","7842.96875","7842.96875"
"15450112","7692.96875","7692.96875","7692.96875"
"15466496","7503.90625","7503.90625","7503.90625"
"15482880","7381.25","7381.25","7381.25"
"15499264","7646.09375","7646.09375","7646.09375"
"15515648","7748.4375","7748.4375","7748.4375"
"15532032","7692.1875","7692.1875","7692.1875"
"15548416","7709.375","7709.375","7709.375"
"15564800","7582.03125","7582.03125","7582.03125"
"15581184","7701.5625","7701.5625","7701.5625"
"15597568","7796.875","7796.875","7796.875"
"15613952","7812.5","7812.5","7812.5"
"15630336","7873.4375","7873.4375","7873.4375"
"15646720","7828.90625","7828.90625","7828.90625"
"15663104","7864.84375","7864.84375","7864.84375"
"15679488","8129.6875","8129.6875","8129.6875"
"15695872","8161.71875","8161.71875","8161.71875"
"15712256","8225","8225","8225"
"15728640","8157.8125","8157.8125","8157.8125"
"15745024","8107.03125","8107.03125","8107.03125"
"15761408","8129.6875","8129.6875","8129.6875"
"15777792","8139.0625","8139.0625","8139.0625"
"15794176","8256.25","8256.25","8256.25"
"15810560","8325","8325","8325"
"15826944","8283.59375","8283.59375","8283.59375"
"15843328","8565.625","8565.625","8565.625"
"15859712","8511.71875","8511.71875","8511.71875"
"15876096","8282.03125","8282.03125","8282.03125"
"15892480","8260.15625","8260.15625","8260.15625"
"15908864","8329.6875","8329.6875","8329.6875"
"15925248","8477.34375","8477.34375","8477.34375"
"15941632","8265.625","8265.625","8265.625"
"15958016","8190.625","8190.625","8190.625"
"15974400","8398.4375","8398.4375","8398.4375"
"15990784","8233.59375","8233.59375","8233.59375"
"16007168","8042.96875","8042.96875","8042.96875"
"16023552","7866.40625","7866.40625","7866.40625"
"16039936","7800.78125","7800.78125","7800.78125"
"16056320","7626.5625","7626.5625","7626.5625"
"16072704","7476.5625","7476.5625","7476.5625"
"16089088","7338.28125","7338.28125","7338.28125"
"16105472","7489.0625","7489.0625","7489.0625"
"16121856","7442.1875","7442.1875","7442.1875"
"16138240","7556.25","7556.25","7556.25"
"16154624","7450","7450","7450"
"16171008","7625.78125","7625.78125","7625.78125"
"16187392","7598.4375","7598.4375","7598.4375"
"16203776","7507.03125","7507.03125","7507.03125"
"16220160","7288.28125","7288.28125","7288.28125"
"16236544","7754.6875","7754.6875","7754.6875"
"16252928","7975","7975","7975"
"16269312","7974.21875","7974.21875","7974.21875"
"16285696","8289.0625","8289.0625","8289.0625"
"16302080","8637.5","8637.5","8637.5"
"16318464","8764.0625","8764.0625","8764.0625"
"16334848","9171.875","9171.875","9171.875"
"16351232","9120.3125","9120.3125","9120.3125"
"16367616","9139.0625","9139.0625","9139.0625"
"16384000","9813.28125","9813.28125","9813.28125"
"16400384","9800.78125","9800.78125","9800.78125"
"16416768","9776.5625","9776.5625","9776.5625"
"16433152","10118.75","10118.75","10118.75"
"16449536","10175","10175","10175"
"16465920","10065.625","10065.625","10065.625"
"16482304","10239.0625","10239.0625","10239.0625"
"16498688","10035.9375","10035.9375","10035.9375"
"16515072","9779.6875","9779.6875","9779.6875"
"16531456","9481.25","9481.25","9481.25"
"16547840","9500","9500","9500"
"16564224","9085.15625","9085.15625","9085.15625"
"16580608","8834.375","8834.375","8834.375"
"16596992","8839.84375","8839.84375","8839.84375"
"16613376","8826.5625","8826.5625","8826.5625"
"16629760","9167.1875","9167.1875","9167.1875"
"16646144","9010.15625","9010.15625","9010.15625"
"16662528","8839.0625","8839.0625","8839.0625"
"16678912","8450","8450","8450"
"16695296","8523.4375","8523.4375","8523.4375"
"16711680","8612.5","8612.5","8612.5"
"16728064","8659.375","8659.375","8659.375"
"16744448","8627.34375","8627.34375","8627.34375"
"16760832","8346.875","8346.875","8346.875"
"16777216","8252.34375","8252.34375","8252.34375"
"16793600","8389.84375","8389.84375","8389.84375"
"16809984","8044.53125","8044.53125","8044.53125"
"16826368","7964.0625","7964.0625","7964.0625"
"16842752","7827.34375","7827.34375","7827.34375"
"16859136","7766.40625","7766.40625","7766.40625"
"16875520","7739.0625","7739.0625","7739.0625"
"16891904","7886.71875","7886.71875","7886.71875"
"16908288","7532.8125","7532.8125","7532.8125"
"16924672","7433.59375","7433.59375","7433.59375"
"16941056","7361.71875","7361.71875","7361.71875"
"16957440","7407.03125","7407.03125","7407.03125"
"16973824","7421.09375","7421.09375","7421.09375"
"16990208","7639.84375","7639.84375","7639.84375"
"17006592","7596.09375","7596.09375","7596.09375"
"17022976","7607.8125","7607.8125","7607.8125"
"17039360","7710.15625","7710.15625","7710.15625"
"17055744","7739.84375","7739.84375","7739.84375"
"17072128","7775","7775","7775"
"17088512","7649.21875","7649.21875","7649.21875"
"17104896","7832.8125","7832.8125","7832.8125"
"17121280","7706.25","7706.25","7706.25"
"17137664","7979.6875","7979.6875","7979.6875"
"17154048","8089.84375","8089.84375","8089.84375"
"17170432","8186.71875","8186.71875","8186.71875"
"17186816","8328.90625","8328.90625","8328.90625"
"17203200","8301.5625","8301.5625","8301.5625"
"17219584","8684.375","8684.375","8684.375"
"17235968","8743.75","8743.75","8743.75"
"17252352","8592.96875","8592.96875","8592.96875"
"17268736","8721.875","8721.875","8721.875"
"17285120","8789.84375","8789.84375","8789.84375"
"17301504","9020.3125","9020.3125","9020.3125"
"17317888","8921.09375","8921.09375","8921.09375"
"17334272","9095.3125","9095.3125","9095.3125"
"17350656","9155.46875","9155.46875","9155.46875"
"17367040","9121.09375","9121.09375","9121.09375"
"17383424","8975.78125","8975.78125","8975.78125"
"17399808","9289.0625","9289.0625","9289.0625"
"17416192","9433.59375","9433.59375","9433.59375"
"17432576","9735.9375","9735.9375","9735.9375"
"17448960","10016.40625","10016.40625","10016.40625"
"17465344","10096.875","10096.875","10096.875"
"17481728","9925.78125","9925.78125","9925.78125"
"17498112","9984.375","9984.375","9984.375"
"17514496","10028.90625","10028.90625","10028.90625"
"17530880","10079.6875","10079.6875","10079.6875"
"17547264","10314.84375","10314.84375","10314.84375"
"17563648","10328.90625","10328.90625","10328.90625"
"17580032","10410.15625","10410.15625","10410.15625"
"17596416","10298.4375","10298.4375","10298.4375"
"17612800","10290.625","10290.625","10290.625"
"17629184","10204.6875","10204.6875","10204.6875"
"17645568","9788.28125","9788.28125","9788.28125"
"17661952","9354.6875","9354.6875","9354.6875"
"17678336","9442.1875","9442.1875","9442.1875"
"17694720","9392.96875","9392.96875","9392.96875"
"17711104","9729.6875","9729.6875","9729.6875"
"17727488","9569.53125","9569.53125","9569.53125"
"17743872","9389.84375","9389.84375","9389.84375"
"17760256","9275","9275","9275"
"17776640","9282.8125","9282.8125","9282.8125"
"17793024","9160.15625","9160.15625","9160.15625"
"17809408","9028.125","9028.125","9028.125"
"17825792","8945.3125","8945.3125","8945.3125"
"17842176","8953.90625","8953.90625","8953.90625"
"17858560","9013.28125","9013.28125","9013.28125"
"17874944","9207.03125","9207.03125","9207.03125"
"17891328","9214.0625","9214.0625","9214.0625"
"17907712","9203.90625","9203.90625","9203.90625"
"17924096","9079.6875","9079.6875","9079.6875"
"17940480","9032.03125","9032.03125","9032.03125"
"17956864","9106.25","9106.25","9106.25"
"17973248","9197.65625","9197.65625","9197.65625"
"17989632","8882.8125","8882.8125","8882.8125"
"18006016","8877.34375","8877.34375","8877.34375"
"18022400","8817.96875","8817.96875","8817.96875"
"18038784","8707.8125","8707.8125","8707.8125"
"18055168","8857.8125","8857.8125","8857.8125"
"18071552","8920.3125","8920.3125","8920.3125"
"18087936","8858.59375","8858.59375","8858.59375"
"18104320","8830.46875","8830.46875","8830.46875"
"18120704","8731.25","8731.25","8731.25"
"18137088","8685.15625","8685.15625","8685.15625"
"18153472","9019.53125","9019.53125","9019.53125"
"18169856","9000.78125","9000.78125","9000.78125"
"18186240","9085.9375","9085.9375","9085.9375"
"18202624","8971.875","8971.875","8971.875"
"18219008","9236.71875","9236.71875","9236.71875"
"18235392","9324.21875","9324.21875","9324.21875"
"18251776","9621.09375","9621.09375","9621.09375"
"18268160","9873.4375","9873.4375","9873.4375"
"18284544","9994.53125","9994.53125","9994.53125"
"18300928","10176.5625","10176.5625","10176.5625"
"18317312","9757.03125","9757.03125","9757.03125"
"18333696","9914.0625","9914.0625","9914.0625"
"18350080","9470.3125","9470.3125","9470.3125"
"18366464","9355.46875","9355.46875","9355.46875"
"18382848","9419.53125","9419.53125","9419.53125"
"18399232","9370.3125","9370.3125","9370.3125"
"18415616","9263.28125","9263.28125","9263.28125"
"18432000","8991.40625","8991.40625","8991.40625"
"18448384","9000.78125","9000.78125","9000.78125"
"18464768","9114.0625","9114.0625","9114.0625"
"18481152","8632.8125","8632.8125","8632.8125"
"18497536","8537.5","8537.5","8537.5"
"18513920","8617.1875","8617.1875","8617.1875"
"18530304","8435.15625","8435.15625","8435.15625"
"18546688","8265.625","8265.625","8265.625"
"18563072","8382.03125","8382.03125","8382.03125"
"18579456","8499.21875","8499.21875","8499.21875"
"18595840","8701.5625","8701.5625","8701.5625"
"18612224","8598.4375","8598.4375","8598.4375"
"18628608","8683.59375","8683.59375","8683.59375"
"18644992","8858.59375","8858.59375","8858.59375"
"18661376","8582.8125","8582.8125","8582.8125"
"18677760","8665.625","8665.625","8665.625"
"18694144","8565.625","8565.625","8565.625"
"18710528","8807.8125","8807.8125","8807.8125"
"18726912","8925.78125","8925.78125","8925.78125"
"18743296","8717.1875","8717.1875","8717.1875"
"18759680","9356.25","9356.25","9356.25"
"18776064","9370.3125","9370.3125","9370.3125"
"18792448","9078.125","9078.125","9078.125"
"18808832","9292.1875","9292.1875","9292.1875"
"18825216","9669.53125","9669.53125","9669.53125"
"18841600","9815.625","9815.625","9815.625"
"18857984","9566.40625","9566.40625","9566.40625"
"18874368","9698.4375","9698.4375","9698.4375"
"18890752","9814.0625","9814.0625","9814.0625"
"18907136","9871.875","9871.875","9871.875"
"18923520","10196.875","10196.875","10196.875"
"18939904","10100","10100","10100"
"18956288","9767.96875","9767.96875","9767.96875"
"18972672","9996.875","9996.875","9996.875"
"18989056","10081.25","10081.25","10081.25"
"19005440","9620.3125","9620.3125","9620.3125"
"19021824","9954.6875","9954.6875","9954.6875"
"19038208","10134.375","10134.375","10134.375"
"19054592","10175","10175","10175"
"19070976","9797.65625","9797.65625","9797.65625"
"19087360","9985.15625","9985.15625","9985.15625"
"19103744","10214.0625","10214.0625","10214.0625"
"19120128","10087.5","10087.5","10087.5"
"19136512","10094.53125","10094.53125","10094.53125"
"19152896","9881.25","9881.25","9881.25"
"19169280","9928.125","9928.125","9928.125"
"19185664","9985.15625","9985.15625","9985.15625"
"19202048","9854.6875","9854.6875","9854.6875"
"19218432","9857.8125","9857.8125","9857.8125"
"19234816","9825","9825","9825"
"19251200","9819.53125","9819.53125","9819.53125"
"19267584","9797.65625","9797.65625","9797.65625"
"19283968","9995.3125","9995.3125","9995.3125"
"19300352","9944.53125","9944.53125","9944.53125"
"19316736","10200","10200","10200"
"19333120","9974.21875","9974.21875","9974.21875"
"19349504","9900","9900","9900"
"19365888","9732.8125","9732.8125","9732.8125"
"19382272","9700.78125","9700.78125","9700.78125"
"19398656","9671.09375","9671.09375","9671.09375"
"19415040","9769.53125","9769.53125","9769.53125"
"19431424","9795.3125","9795.3125","9795.3125"
"19447808","9955.46875","9955.46875","9955.46875"
"19464192","10179.6875","10179.6875","10179.6875"
"19480576","10468.75","10468.75","10468.75"
"19496960","10459.375","10459.375","10459.375"
"19513344","10271.09375","10271.09375","10271.09375"
"19529728","9899.21875","9899.21875","9899.21875"
"19546112","9950.78125","9950.78125","9950.78125"
"19562496","9932.03125","9932.03125","9932.03125"
"19578880","10026.5625","10026.5625","10026.5625"
"19595264","10350","10350","10350"
"19611648","10414.84375","10414.84375","10414.84375"
"19628032","10296.09375","10296.09375","10296.09375"
"19644416","10628.125","10628.125","10628.125"
"19660800","10310.9375","10310.9375","10310.9375"
"19677184","9850.78125","9850.78125","9850.78125"
"19693568","9383.59375","9383.59375","9383.59375"
"19709952","9142.1875","9142.1875","9142.1875"
"19726336","9103.125","9103.125","9103.125"
"19742720","9169.53125","9169.53125","9169.53125"
"19759104","9168.75","9168.75","9168.75"
"19775488","9173.4375","9173.4375","9173.4375"
"19791872","9127.34375","9127.34375","9127.34375"
"19808256","8558.59375","8558.59375","8558.59375"
"19824640","8615.625","8615.625","8615.625"
