"Step","Score","StarGunner-v5__ppo_rle_SwitchStep500 - charts/game_score__MIN","StarGunner-v5__ppo_rle_SwitchStep500 - charts/game_score__MAX"
"9879552","13766.40625","13766.40625","13766.40625"
"9895936","13808.59375","13808.59375","13808.59375"
"9912320","14000.78125","14000.78125","14000.78125"
"9928704","14159.375","14159.375","14159.375"
"9945088","14504.6875","14504.6875","14504.6875"
"9961472","14456.25","14456.25","14456.25"
"9977856","14727.34375","14727.34375","14727.34375"
"9994240","14577.34375","14577.34375","14577.34375"
"10010624","14697.65625","14697.65625","14697.65625"
"10027008","14806.25","14806.25","14806.25"
"10043392","14844.53125","14844.53125","14844.53125"
"10059776","15273.4375","15273.4375","15273.4375"
"10076160","15377.34375","15377.34375","15377.34375"
"10092544","15593.75","15593.75","15593.75"
"10108928","15421.875","15421.875","15421.875"
"10125312","15178.90625","15178.90625","15178.90625"
"10141696","15033.59375","15033.59375","15033.59375"
"10158080","15167.1875","15167.1875","15167.1875"
"10174464","14678.90625","14678.90625","14678.90625"
"10190848","14411.71875","14411.71875","14411.71875"
"10207232","14429.6875","14429.6875","14429.6875"
"10223616","14524.21875","14524.21875","14524.21875"
"10240000","14550","14550","14550"
"10256384","14604.6875","14604.6875","14604.6875"
"10272768","14572.65625","14572.65625","14572.65625"
"10289152","14408.59375","14408.59375","14408.59375"
"10305536","14329.6875","14329.6875","14329.6875"
"10321920","14428.90625","14428.90625","14428.90625"
"10338304","14132.03125","14132.03125","14132.03125"
"10354688","14178.125","14178.125","14178.125"
"10371072","14411.71875","14411.71875","14411.71875"
"10387456","14728.90625","14728.90625","14728.90625"
"10403840","14857.8125","14857.8125","14857.8125"
"10420224","15317.1875","15317.1875","15317.1875"
"10436608","15353.125","15353.125","15353.125"
"10452992","15375","15375","15375"
"10469376","15405.46875","15405.46875","15405.46875"
"10485760","15272.65625","15272.65625","15272.65625"
"10502144","15006.25","15006.25","15006.25"
"10518528","14990.625","14990.625","14990.625"
"10534912","15245.3125","15245.3125","15245.3125"
"10551296","14946.09375","14946.09375","14946.09375"
"10567680","14860.9375","14860.9375","14860.9375"
"10584064","14925.78125","14925.78125","14925.78125"
"10600448","15296.875","15296.875","15296.875"
"10616832","15342.1875","15342.1875","15342.1875"
"10633216","15471.875","15471.875","15471.875"
"10649600","15779.6875","15779.6875","15779.6875"
"10665984","15678.90625","15678.90625","15678.90625"
"10682368","15453.125","15453.125","15453.125"
"10698752","15882.03125","15882.03125","15882.03125"
"10715136","16015.625","16015.625","16015.625"
"10731520","16398.4375","16398.4375","16398.4375"
"10747904","16617.96875","16617.96875","16617.96875"
"10764288","16919.53125","16919.53125","16919.53125"
"10780672","16901.5625","16901.5625","16901.5625"
"10797056","16844.53125","16844.53125","16844.53125"
"10813440","17432.03125","17432.03125","17432.03125"
"10829824","17600","17600","17600"
"10846208","17480.46875","17480.46875","17480.46875"
"10862592","17469.53125","17469.53125","17469.53125"
"10878976","17476.5625","17476.5625","17476.5625"
"10895360","17248.4375","17248.4375","17248.4375"
"10911744","17403.90625","17403.90625","17403.90625"
"10928128","17683.59375","17683.59375","17683.59375"
"10944512","17424.21875","17424.21875","17424.21875"
"10960896","17417.1875","17417.1875","17417.1875"
"10977280","17325","17325","17325"
"10993664","17164.84375","17164.84375","17164.84375"
"11010048","17138.28125","17138.28125","17138.28125"
"11026432","17407.03125","17407.03125","17407.03125"
"11042816","17117.1875","17117.1875","17117.1875"
"11059200","17428.125","17428.125","17428.125"
"11075584","17135.15625","17135.15625","17135.15625"
"11091968","17303.90625","17303.90625","17303.90625"
"11108352","17083.59375","17083.59375","17083.59375"
"11124736","17070.3125","17070.3125","17070.3125"
"11141120","17307.8125","17307.8125","17307.8125"
"11157504","17287.5","17287.5","17287.5"
"11173888","17025.78125","17025.78125","17025.78125"
"11190272","16838.28125","16838.28125","16838.28125"
"11206656","17107.03125","17107.03125","17107.03125"
"11223040","17192.96875","17192.96875","17192.96875"
"11239424","17321.875","17321.875","17321.875"
"11255808","17017.1875","17017.1875","17017.1875"
"11272192","17486.71875","17486.71875","17486.71875"
"11288576","17770.3125","17770.3125","17770.3125"
"11304960","17596.09375","17596.09375","17596.09375"
"11321344","18292.96875","18292.96875","18292.96875"
"11337728","18160.9375","18160.9375","18160.9375"
"11354112","17939.0625","17939.0625","17939.0625"
"11370496","18412.5","18412.5","18412.5"
"11386880","18925","18925","18925"
"11403264","19103.125","19103.125","19103.125"
"11419648","18692.96875","18692.96875","18692.96875"
"11436032","18728.90625","18728.90625","18728.90625"
"11452416","18881.25","18881.25","18881.25"
"11468800","19347.65625","19347.65625","19347.65625"
"11485184","19416.40625","19416.40625","19416.40625"
"11501568","19668.75","19668.75","19668.75"
"11517952","20214.84375","20214.84375","20214.84375"
"11534336","20335.9375","20335.9375","20335.9375"
"11550720","20203.125","20203.125","20203.125"
"11567104","19917.1875","19917.1875","19917.1875"
"11583488","19871.875","19871.875","19871.875"
"11599872","20023.4375","20023.4375","20023.4375"
"11616256","19921.875","19921.875","19921.875"
"11632640","19931.25","19931.25","19931.25"
"11649024","19965.625","19965.625","19965.625"
"11665408","19294.53125","19294.53125","19294.53125"
"11681792","19372.65625","19372.65625","19372.65625"
"11698176","19730.46875","19730.46875","19730.46875"
"11714560","19370.3125","19370.3125","19370.3125"
"11730944","19168.75","19168.75","19168.75"
"11747328","19076.5625","19076.5625","19076.5625"
"11763712","18757.03125","18757.03125","18757.03125"
"11780096","18692.96875","18692.96875","18692.96875"
"11796480","18846.875","18846.875","18846.875"
"11812864","18917.1875","18917.1875","18917.1875"
"11829248","18842.1875","18842.1875","18842.1875"
"11845632","19100","19100","19100"
"11862016","18853.125","18853.125","18853.125"
"11878400","18757.8125","18757.8125","18757.8125"
"11894784","18550.78125","18550.78125","18550.78125"
"11911168","18756.25","18756.25","18756.25"
"11927552","18810.15625","18810.15625","18810.15625"
"11943936","18492.1875","18492.1875","18492.1875"
"11960320","18429.6875","18429.6875","18429.6875"
"11976704","18353.125","18353.125","18353.125"
"11993088","18172.65625","18172.65625","18172.65625"
"12009472","18149.21875","18149.21875","18149.21875"
"12025856","18075.78125","18075.78125","18075.78125"
"12042240","18607.8125","18607.8125","18607.8125"
"12058624","18253.90625","18253.90625","18253.90625"
"12075008","18142.96875","18142.96875","18142.96875"
"12091392","18487.5","18487.5","18487.5"
"12107776","18346.875","18346.875","18346.875"
"12124160","18056.25","18056.25","18056.25"
"12140544","17922.65625","17922.65625","17922.65625"
"12156928","17898.4375","17898.4375","17898.4375"
"12173312","17883.59375","17883.59375","17883.59375"
"12189696","17926.5625","17926.5625","17926.5625"
"12206080","18267.96875","18267.96875","18267.96875"
"12222464","18743.75","18743.75","18743.75"
"12238848","18832.8125","18832.8125","18832.8125"
"12255232","18910.9375","18910.9375","18910.9375"
"12271616","19139.0625","19139.0625","19139.0625"
"12288000","19488.28125","19488.28125","19488.28125"
"12304384","19549.21875","19549.21875","19549.21875"
"12320768","19473.4375","19473.4375","19473.4375"
"12337152","19486.71875","19486.71875","19486.71875"
"12353536","19631.25","19631.25","19631.25"
"12369920","19375","19375","19375"
"12386304","19563.28125","19563.28125","19563.28125"
"12402688","19623.4375","19623.4375","19623.4375"
"12419072","20074.21875","20074.21875","20074.21875"
"12435456","19870.3125","19870.3125","19870.3125"
"12451840","20222.65625","20222.65625","20222.65625"
"12468224","20382.03125","20382.03125","20382.03125"
"12484608","20175","20175","20175"
"12500992","20069.53125","20069.53125","20069.53125"
"12517376","20479.6875","20479.6875","20479.6875"
"12533760","20510.9375","20510.9375","20510.9375"
"12550144","20618.75","20618.75","20618.75"
"12566528","20426.5625","20426.5625","20426.5625"
"12582912","20704.6875","20704.6875","20704.6875"
"12599296","20673.4375","20673.4375","20673.4375"
"12615680","20807.03125","20807.03125","20807.03125"
"12632064","20639.84375","20639.84375","20639.84375"
"12648448","20571.875","20571.875","20571.875"
"12664832","20513.28125","20513.28125","20513.28125"
"12681216","20763.28125","20763.28125","20763.28125"
"12697600","20760.15625","20760.15625","20760.15625"
"12713984","21233.59375","21233.59375","21233.59375"
"12730368","21364.84375","21364.84375","21364.84375"
"12746752","21432.03125","21432.03125","21432.03125"
"12763136","21896.09375","21896.09375","21896.09375"
"12779520","22106.25","22106.25","22106.25"
"12795904","21813.28125","21813.28125","21813.28125"
"12812288","21705.46875","21705.46875","21705.46875"
"12828672","21796.875","21796.875","21796.875"
"12845056","21528.90625","21528.90625","21528.90625"
"12861440","21609.375","21609.375","21609.375"
"12877824","21526.5625","21526.5625","21526.5625"
"12894208","21239.84375","21239.84375","21239.84375"
"12910592","21355.46875","21355.46875","21355.46875"
"12926976","21524.21875","21524.21875","21524.21875"
"12943360","21400.78125","21400.78125","21400.78125"
"12959744","21505.46875","21505.46875","21505.46875"
"12976128","21167.96875","21167.96875","21167.96875"
"12992512","21182.8125","21182.8125","21182.8125"
"13008896","20839.0625","20839.0625","20839.0625"
"13025280","20624.21875","20624.21875","20624.21875"
"13041664","20732.03125","20732.03125","20732.03125"
"13058048","20508.59375","20508.59375","20508.59375"
"13074432","19946.875","19946.875","19946.875"
"13090816","20166.40625","20166.40625","20166.40625"
"13107200","20454.6875","20454.6875","20454.6875"
"13123584","20569.53125","20569.53125","20569.53125"
"13139968","20532.03125","20532.03125","20532.03125"
"13156352","20520.3125","20520.3125","20520.3125"
"13172736","20784.375","20784.375","20784.375"
"13189120","20707.03125","20707.03125","20707.03125"
"13205504","20550","20550","20550"
"13221888","20870.3125","20870.3125","20870.3125"
"13238272","21253.90625","21253.90625","21253.90625"
"13254656","21243.75","21243.75","21243.75"
"13271040","21304.6875","21304.6875","21304.6875"
"13287424","21665.625","21665.625","21665.625"
"13303808","21822.65625","21822.65625","21822.65625"
"13320192","21984.375","21984.375","21984.375"
"13336576","21958.59375","21958.59375","21958.59375"
"13352960","21720.3125","21720.3125","21720.3125"
"13369344","22044.53125","22044.53125","22044.53125"
"13385728","22260.9375","22260.9375","22260.9375"
"13402112","21777.34375","21777.34375","21777.34375"
"13418496","21421.875","21421.875","21421.875"
"13434880","21775","21775","21775"
"13451264","21676.5625","21676.5625","21676.5625"
"13467648","21960.9375","21960.9375","21960.9375"
"13484032","21721.875","21721.875","21721.875"
"13500416","21640.625","21640.625","21640.625"
"13516800","22146.875","22146.875","22146.875"
"13533184","22389.84375","22389.84375","22389.84375"
"13549568","21817.1875","21817.1875","21817.1875"
"13565952","22067.1875","22067.1875","22067.1875"
"13582336","22030.46875","22030.46875","22030.46875"
"13598720","21960.15625","21960.15625","21960.15625"
"13615104","21592.96875","21592.96875","21592.96875"
"13631488","21443.75","21443.75","21443.75"
"13647872","21451.5625","21451.5625","21451.5625"
"13664256","21541.40625","21541.40625","21541.40625"
"13680640","21963.28125","21963.28125","21963.28125"
"13697024","21839.84375","21839.84375","21839.84375"
"13713408","21963.28125","21963.28125","21963.28125"
"13729792","21716.40625","21716.40625","21716.40625"
"13746176","21957.8125","21957.8125","21957.8125"
"13762560","21564.84375","21564.84375","21564.84375"
"13778944","21817.1875","21817.1875","21817.1875"
"13795328","21934.375","21934.375","21934.375"
"13811712","21967.1875","21967.1875","21967.1875"
"13828096","21445.3125","21445.3125","21445.3125"
"13844480","21339.0625","21339.0625","21339.0625"
"13860864","21106.25","21106.25","21106.25"
"13877248","20899.21875","20899.21875","20899.21875"
"13893632","20684.375","20684.375","20684.375"
"13910016","20646.875","20646.875","20646.875"
"13926400","21154.6875","21154.6875","21154.6875"
"13942784","21054.6875","21054.6875","21054.6875"
"13959168","21338.28125","21338.28125","21338.28125"
"13975552","21143.75","21143.75","21143.75"
"13991936","20679.6875","20679.6875","20679.6875"
"14008320","21082.03125","21082.03125","21082.03125"
"14024704","20893.75","20893.75","20893.75"
"14041088","20936.71875","20936.71875","20936.71875"
"14057472","21298.4375","21298.4375","21298.4375"
"14073856","21246.875","21246.875","21246.875"
"14090240","20582.8125","20582.8125","20582.8125"
"14106624","20685.9375","20685.9375","20685.9375"
"14123008","20702.34375","20702.34375","20702.34375"
"14139392","21067.96875","21067.96875","21067.96875"
"14155776","21254.6875","21254.6875","21254.6875"
"14172160","21376.5625","21376.5625","21376.5625"
"14188544","21037.5","21037.5","21037.5"
"14204928","21457.8125","21457.8125","21457.8125"
"14221312","21374.21875","21374.21875","21374.21875"
"14237696","21457.03125","21457.03125","21457.03125"
"14254080","21665.625","21665.625","21665.625"
"14270464","21963.28125","21963.28125","21963.28125"
"14286848","22150","22150","22150"
"14303232","22037.5","22037.5","22037.5"
"14319616","22107.8125","22107.8125","22107.8125"
"14336000","22076.5625","22076.5625","22076.5625"
"14352384","22304.6875","22304.6875","22304.6875"
"14368768","22117.1875","22117.1875","22117.1875"
"14385152","21479.6875","21479.6875","21479.6875"
"14401536","21445.3125","21445.3125","21445.3125"
"14417920","21563.28125","21563.28125","21563.28125"
"14434304","21790.625","21790.625","21790.625"
"14450688","21562.5","21562.5","21562.5"
"14467072","21844.53125","21844.53125","21844.53125"
"14483456","22168.75","22168.75","22168.75"
"14499840","22636.71875","22636.71875","22636.71875"
"14516224","22460.9375","22460.9375","22460.9375"
"14532608","22393.75","22393.75","22393.75"
"14548992","22440.625","22440.625","22440.625"
"14565376","22657.8125","22657.8125","22657.8125"
"14581760","22359.375","22359.375","22359.375"
"14598144","22564.0625","22564.0625","22564.0625"
"14614528","22742.96875","22742.96875","22742.96875"
"14630912","22646.09375","22646.09375","22646.09375"
"14647296","22725.78125","22725.78125","22725.78125"
"14663680","22832.8125","22832.8125","22832.8125"
"14680064","22904.6875","22904.6875","22904.6875"
"14696448","22946.875","22946.875","22946.875"
"14712832","23278.125","23278.125","23278.125"
"14729216","23385.15625","23385.15625","23385.15625"
"14745600","23828.125","23828.125","23828.125"
"14761984","24822.65625","24822.65625","24822.65625"
"14778368","25273.4375","25273.4375","25273.4375"
"14794752","25292.1875","25292.1875","25292.1875"
"14811136","25078.90625","25078.90625","25078.90625"
"14827520","24583.59375","24583.59375","24583.59375"
"14843904","24816.40625","24816.40625","24816.40625"
"14860288","24616.40625","24616.40625","24616.40625"
"14876672","25211.71875","25211.71875","25211.71875"
"14893056","25028.90625","25028.90625","25028.90625"
"14909440","25020.3125","25020.3125","25020.3125"
"14925824","24842.96875","24842.96875","24842.96875"
"14942208","25038.28125","25038.28125","25038.28125"
"14958592","24532.8125","24532.8125","24532.8125"
"14974976","24499.21875","24499.21875","24499.21875"
"14991360","24453.125","24453.125","24453.125"
"15007744","24424.21875","24424.21875","24424.21875"
"15024128","24179.6875","24179.6875","24179.6875"
"15040512","24067.96875","24067.96875","24067.96875"
"15056896","24222.65625","24222.65625","24222.65625"
"15073280","24503.125","24503.125","24503.125"
"15089664","23990.625","23990.625","23990.625"
"15106048","24148.4375","24148.4375","24148.4375"
"15122432","24253.125","24253.125","24253.125"
"15138816","24147.65625","24147.65625","24147.65625"
"15155200","24577.34375","24577.34375","24577.34375"
"15171584","24771.875","24771.875","24771.875"
"15187968","24756.25","24756.25","24756.25"
"15204352","24375","24375","24375"
"15220736","24459.375","24459.375","24459.375"
"15237120","24628.125","24628.125","24628.125"
"15253504","24343.75","24343.75","24343.75"
"15269888","24548.4375","24548.4375","24548.4375"
"15286272","24491.40625","24491.40625","24491.40625"
"15302656","24525","24525","24525"
"15319040","24315.625","24315.625","24315.625"
"15335424","24108.59375","24108.59375","24108.59375"
"15351808","23888.28125","23888.28125","23888.28125"
"15368192","24420.3125","24420.3125","24420.3125"
"15384576","24544.53125","24544.53125","24544.53125"
"15400960","24562.5","24562.5","24562.5"
"15417344","24391.40625","24391.40625","24391.40625"
"15433728","24548.4375","24548.4375","24548.4375"
"15450112","24060.9375","24060.9375","24060.9375"
"15466496","24131.25","24131.25","24131.25"
"15482880","24128.125","24128.125","24128.125"
"15499264","23732.8125","23732.8125","23732.8125"
"15515648","23692.96875","23692.96875","23692.96875"
"15532032","23682.03125","23682.03125","23682.03125"
"15548416","23937.5","23937.5","23937.5"
"15564800","23750.78125","23750.78125","23750.78125"
"15581184","24122.65625","24122.65625","24122.65625"
"15597568","23842.1875","23842.1875","23842.1875"
"15613952","23919.53125","23919.53125","23919.53125"
"15630336","23928.125","23928.125","23928.125"
"15646720","24060.9375","24060.9375","24060.9375"
"15663104","24740.625","24740.625","24740.625"
"15679488","25033.59375","25033.59375","25033.59375"
"15695872","25103.90625","25103.90625","25103.90625"
"15712256","24858.59375","24858.59375","24858.59375"
"15728640","24870.3125","24870.3125","24870.3125"
"15745024","24895.3125","24895.3125","24895.3125"
"15761408","25021.09375","25021.09375","25021.09375"
"15777792","25061.71875","25061.71875","25061.71875"
"15794176","25095.3125","25095.3125","25095.3125"
"15810560","24783.59375","24783.59375","24783.59375"
"15826944","24514.84375","24514.84375","24514.84375"
"15843328","24624.21875","24624.21875","24624.21875"
"15859712","24790.625","24790.625","24790.625"
"15876096","24721.875","24721.875","24721.875"
"15892480","24474.21875","24474.21875","24474.21875"
"15908864","24597.65625","24597.65625","24597.65625"
"15925248","24400","24400","24400"
"15941632","24709.375","24709.375","24709.375"
"15958016","24850","24850","24850"
"15974400","24976.5625","24976.5625","24976.5625"
"15990784","24987.5","24987.5","24987.5"
"16007168","24990.625","24990.625","24990.625"
"16023552","25115.625","25115.625","25115.625"
"16039936","24865.625","24865.625","24865.625"
"16056320","24546.09375","24546.09375","24546.09375"
"16072704","24731.25","24731.25","24731.25"
"16089088","24790.625","24790.625","24790.625"
"16105472","25054.6875","25054.6875","25054.6875"
"16121856","24734.375","24734.375","24734.375"
"16138240","24721.09375","24721.09375","24721.09375"
"16154624","24767.96875","24767.96875","24767.96875"
"16171008","24371.09375","24371.09375","24371.09375"
"16187392","24628.90625","24628.90625","24628.90625"
"16203776","25233.59375","25233.59375","25233.59375"
"16220160","25410.9375","25410.9375","25410.9375"
"16236544","25618.75","25618.75","25618.75"
"16252928","25371.875","25371.875","25371.875"
"16269312","25353.90625","25353.90625","25353.90625"
"16285696","25351.5625","25351.5625","25351.5625"
"16302080","25244.53125","25244.53125","25244.53125"
"16318464","25153.125","25153.125","25153.125"
"16334848","24989.0625","24989.0625","24989.0625"
"16351232","25452.34375","25452.34375","25452.34375"
"16367616","25239.0625","25239.0625","25239.0625"
"16384000","25149.21875","25149.21875","25149.21875"
"16400384","25261.71875","25261.71875","25261.71875"
"16416768","25012.5","25012.5","25012.5"
"16433152","25267.96875","25267.96875","25267.96875"
"16449536","25137.5","25137.5","25137.5"
"16465920","25071.875","25071.875","25071.875"
"16482304","25789.84375","25789.84375","25789.84375"
"16498688","26171.875","26171.875","26171.875"
"16515072","26287.5","26287.5","26287.5"
"16531456","26317.96875","26317.96875","26317.96875"
"16547840","25975","25975","25975"
"16564224","25648.4375","25648.4375","25648.4375"
"16580608","25497.65625","25497.65625","25497.65625"
"16596992","25931.25","25931.25","25931.25"
"16613376","25902.34375","25902.34375","25902.34375"
"16629760","26265.625","26265.625","26265.625"
"16646144","26448.4375","26448.4375","26448.4375"
"16662528","26721.09375","26721.09375","26721.09375"
"16678912","26463.28125","26463.28125","26463.28125"
"16695296","26872.65625","26872.65625","26872.65625"
"16711680","26342.1875","26342.1875","26342.1875"
"16728064","26162.5","26162.5","26162.5"
"16744448","25992.1875","25992.1875","25992.1875"
"16760832","25864.0625","25864.0625","25864.0625"
"16777216","25746.875","25746.875","25746.875"
"16793600","25714.0625","25714.0625","25714.0625"
"16809984","25492.1875","25492.1875","25492.1875"
"16826368","24949.21875","24949.21875","24949.21875"
"16842752","24838.28125","24838.28125","24838.28125"
"16859136","24910.9375","24910.9375","24910.9375"
"16875520","24853.90625","24853.90625","24853.90625"
"16891904","24985.15625","24985.15625","24985.15625"
"16908288","25019.53125","25019.53125","25019.53125"
"16924672","25000","25000","25000"
"16941056","24701.5625","24701.5625","24701.5625"
"16957440","24654.6875","24654.6875","24654.6875"
"16973824","24935.9375","24935.9375","24935.9375"
"16990208","25190.625","25190.625","25190.625"
"17006592","25319.53125","25319.53125","25319.53125"
"17022976","25205.46875","25205.46875","25205.46875"
"17039360","25389.0625","25389.0625","25389.0625"
"17055744","25197.65625","25197.65625","25197.65625"
"17072128","25294.53125","25294.53125","25294.53125"
"17088512","25586.71875","25586.71875","25586.71875"
"17104896","26178.125","26178.125","26178.125"
"17121280","26329.6875","26329.6875","26329.6875"
"17137664","26135.15625","26135.15625","26135.15625"
"17154048","25824.21875","25824.21875","25824.21875"
"17170432","25545.3125","25545.3125","25545.3125"
"17186816","25545.3125","25545.3125","25545.3125"
"17203200","26017.1875","26017.1875","26017.1875"
"17219584","26498.4375","26498.4375","26498.4375"
"17235968","26666.40625","26666.40625","26666.40625"
"17252352","26651.5625","26651.5625","26651.5625"
"17268736","27321.875","27321.875","27321.875"
"17285120","27357.03125","27357.03125","27357.03125"
"17301504","27373.4375","27373.4375","27373.4375"
"17317888","27435.9375","27435.9375","27435.9375"
"17334272","27982.03125","27982.03125","27982.03125"
"17350656","28110.15625","28110.15625","28110.15625"
"17367040","28507.8125","28507.8125","28507.8125"
"17383424","28466.40625","28466.40625","28466.40625"
"17399808","28503.125","28503.125","28503.125"
"17416192","28532.03125","28532.03125","28532.03125"
"17432576","28113.28125","28113.28125","28113.28125"
"17448960","28660.15625","28660.15625","28660.15625"
"17465344","28337.5","28337.5","28337.5"
"17481728","28810.15625","28810.15625","28810.15625"
"17498112","29118.75","29118.75","29118.75"
"17514496","28925","28925","28925"
"17530880","29178.90625","29178.90625","29178.90625"
"17547264","29670.3125","29670.3125","29670.3125"
"17563648","29898.4375","29898.4375","29898.4375"
"17580032","30246.09375","30246.09375","30246.09375"
"17596416","30911.71875","30911.71875","30911.71875"
"17612800","30890.625","30890.625","30890.625"
"17629184","31507.8125","31507.8125","31507.8125"
"17645568","31619.53125","31619.53125","31619.53125"
"17661952","31621.09375","31621.09375","31621.09375"
"17678336","31707.03125","31707.03125","31707.03125"
"17694720","31506.25","31506.25","31506.25"
"17711104","31625.78125","31625.78125","31625.78125"
"17727488","31292.96875","31292.96875","31292.96875"
"17743872","29814.0625","29814.0625","29814.0625"
"17760256","29733.59375","29733.59375","29733.59375"
"17776640","29301.5625","29301.5625","29301.5625"
"17793024","29878.90625","29878.90625","29878.90625"
"17809408","30022.65625","30022.65625","30022.65625"
"17825792","30441.40625","30441.40625","30441.40625"
"17842176","30286.71875","30286.71875","30286.71875"
"17858560","30026.5625","30026.5625","30026.5625"
"17874944","30153.90625","30153.90625","30153.90625"
"17891328","29997.65625","29997.65625","29997.65625"
"17907712","30004.6875","30004.6875","30004.6875"
"17924096","29892.96875","29892.96875","29892.96875"
"17940480","29484.375","29484.375","29484.375"
"17956864","29004.6875","29004.6875","29004.6875"
"17973248","28840.625","28840.625","28840.625"
"17989632","28679.6875","28679.6875","28679.6875"
"18006016","28143.75","28143.75","28143.75"
"18022400","28238.28125","28238.28125","28238.28125"
"18038784","27855.46875","27855.46875","27855.46875"
"18055168","27406.25","27406.25","27406.25"
"18071552","27210.15625","27210.15625","27210.15625"
"18087936","27530.46875","27530.46875","27530.46875"
"18104320","27792.1875","27792.1875","27792.1875"
"18120704","28537.5","28537.5","28537.5"
"18137088","28983.59375","28983.59375","28983.59375"
"18153472","29216.40625","29216.40625","29216.40625"
"18169856","29121.875","29121.875","29121.875"
"18186240","29225.78125","29225.78125","29225.78125"
"18202624","29225.78125","29225.78125","29225.78125"
"18219008","28858.59375","28858.59375","28858.59375"
"18235392","28632.03125","28632.03125","28632.03125"
"18251776","28925.78125","28925.78125","28925.78125"
"18268160","29046.09375","29046.09375","29046.09375"
"18284544","28984.375","28984.375","28984.375"
"18300928","28862.5","28862.5","28862.5"
"18317312","28769.53125","28769.53125","28769.53125"
"18333696","29030.46875","29030.46875","29030.46875"
"18350080","28878.90625","28878.90625","28878.90625"
"18366464","29013.28125","29013.28125","29013.28125"
"18382848","29190.625","29190.625","29190.625"
"18399232","29564.0625","29564.0625","29564.0625"
"18415616","29186.71875","29186.71875","29186.71875"
"18432000","29492.1875","29492.1875","29492.1875"
"18448384","30628.90625","30628.90625","30628.90625"
"18464768","30274.21875","30274.21875","30274.21875"
"18481152","30417.96875","30417.96875","30417.96875"
"18497536","30573.4375","30573.4375","30573.4375"
"18513920","30963.28125","30963.28125","30963.28125"
"18530304","30867.96875","30867.96875","30867.96875"
"18546688","31245.3125","31245.3125","31245.3125"
"18563072","31620.3125","31620.3125","31620.3125"
"18579456","31454.6875","31454.6875","31454.6875"
"18595840","31167.96875","31167.96875","31167.96875"
"18612224","31260.9375","31260.9375","31260.9375"
"18628608","30719.53125","30719.53125","30719.53125"
"18644992","30750","30750","30750"
"18661376","30403.90625","30403.90625","30403.90625"
"18677760","30832.8125","30832.8125","30832.8125"
"18694144","30325","30325","30325"
"18710528","30066.40625","30066.40625","30066.40625"
"18726912","30162.5","30162.5","30162.5"
"18743296","30417.1875","30417.1875","30417.1875"
"18759680","30433.59375","30433.59375","30433.59375"
"18776064","30339.0625","30339.0625","30339.0625"
"18792448","30800.78125","30800.78125","30800.78125"
"18808832","30673.4375","30673.4375","30673.4375"
"18825216","30408.59375","30408.59375","30408.59375"
"18841600","30518.75","30518.75","30518.75"
"18857984","30700.78125","30700.78125","30700.78125"
"18874368","30639.84375","30639.84375","30639.84375"
"18890752","30547.65625","30547.65625","30547.65625"
"18907136","30539.84375","30539.84375","30539.84375"
"18923520","30453.90625","30453.90625","30453.90625"
"18939904","30235.15625","30235.15625","30235.15625"
"18956288","29675.78125","29675.78125","29675.78125"
"18972672","29739.0625","29739.0625","29739.0625"
"18989056","29823.4375","29823.4375","29823.4375"
"19005440","30023.4375","30023.4375","30023.4375"
"19021824","30507.03125","30507.03125","30507.03125"
"19038208","30433.59375","30433.59375","30433.59375"
"19054592","30398.4375","30398.4375","30398.4375"
"19070976","30063.28125","30063.28125","30063.28125"
"19087360","30202.34375","30202.34375","30202.34375"
"19103744","30910.15625","30910.15625","30910.15625"
"19120128","30709.375","30709.375","30709.375"
"19136512","30496.09375","30496.09375","30496.09375"
"19152896","30602.34375","30602.34375","30602.34375"
"19169280","30964.84375","30964.84375","30964.84375"
"19185664","30960.9375","30960.9375","30960.9375"
"19202048","31203.90625","31203.90625","31203.90625"
"19218432","30955.46875","30955.46875","30955.46875"
"19234816","31238.28125","31238.28125","31238.28125"
"19251200","30859.375","30859.375","30859.375"
"19267584","30901.5625","30901.5625","30901.5625"
"19283968","30926.5625","30926.5625","30926.5625"
"19300352","30788.28125","30788.28125","30788.28125"
"19316736","30745.3125","30745.3125","30745.3125"
"19333120","30863.28125","30863.28125","30863.28125"
"19349504","31129.6875","31129.6875","31129.6875"
"19365888","31373.4375","31373.4375","31373.4375"
"19382272","31141.40625","31141.40625","31141.40625"
"19398656","31186.71875","31186.71875","31186.71875"
"19415040","31786.71875","31786.71875","31786.71875"
"19431424","31585.15625","31585.15625","31585.15625"
"19447808","32412.5","32412.5","32412.5"
"19464192","32376.5625","32376.5625","32376.5625"
"19480576","32528.125","32528.125","32528.125"
"19496960","32396.875","32396.875","32396.875"
"19513344","33296.875","33296.875","33296.875"
"19529728","33203.125","33203.125","33203.125"
"19546112","33406.25","33406.25","33406.25"
"19562496","33909.375","33909.375","33909.375"
"19578880","34468.75","34468.75","34468.75"
"19595264","34347.65625","34347.65625","34347.65625"
"19611648","34466.40625","34466.40625","34466.40625"
"19628032","34304.6875","34304.6875","34304.6875"
"19644416","34030.46875","34030.46875","34030.46875"
"19660800","33708.59375","33708.59375","33708.59375"
"19677184","33664.84375","33664.84375","33664.84375"
"19693568","34310.15625","34310.15625","34310.15625"
"19709952","34321.875","34321.875","34321.875"
"19726336","34362.5","34362.5","34362.5"
"19742720","34253.125","34253.125","34253.125"
"19759104","34341.40625","34341.40625","34341.40625"
