"Step","Score","StarGunner-v5__ppo_noisy_net - charts/game_score__MIN","StarGunner-v5__ppo_noisy_net - charts/game_score__MAX"
"9928704","3399.21875","3399.21875","3399.21875"
"9945088","3267.96875","3267.96875","3267.96875"
"9961472","3284.375","3284.375","3284.375"
"9977856","3321.09375","3321.09375","3321.09375"
"9994240","3291.40625","3291.40625","3291.40625"
"10010624","3316.40625","3316.40625","3316.40625"
"10027008","3373.4375","3373.4375","3373.4375"
"10043392","3446.875","3446.875","3446.875"
"10059776","3477.34375","3477.34375","3477.34375"
"10076160","3429.6875","3429.6875","3429.6875"
"10092544","3378.125","3378.125","3378.125"
"10108928","3478.90625","3478.90625","3478.90625"
"10125312","3455.46875","3455.46875","3455.46875"
"10141696","3392.96875","3392.96875","3392.96875"
"10158080","3459.375","3459.375","3459.375"
"10174464","3421.875","3421.875","3421.875"
"10190848","3500","3500","3500"
"10207232","3506.25","3506.25","3506.25"
"10223616","3666.40625","3666.40625","3666.40625"
"10240000","3589.84375","3589.84375","3589.84375"
"10256384","3675.78125","3675.78125","3675.78125"
"10272768","3617.1875","3617.1875","3617.1875"
"10289152","3532.03125","3532.03125","3532.03125"
"10305536","3550","3550","3550"
"10321920","3482.03125","3482.03125","3482.03125"
"10338304","3475","3475","3475"
"10354688","3445.3125","3445.3125","3445.3125"
"10371072","3397.65625","3397.65625","3397.65625"
"10387456","3376.5625","3376.5625","3376.5625"
"10403840","3312.5","3312.5","3312.5"
"10420224","3317.96875","3317.96875","3317.96875"
"10436608","3335.9375","3335.9375","3335.9375"
"10452992","3371.875","3371.875","3371.875"
"10469376","3501.5625","3501.5625","3501.5625"
"10485760","3520.3125","3520.3125","3520.3125"
"10502144","3570.3125","3570.3125","3570.3125"
"10518528","3559.375","3559.375","3559.375"
"10534912","3670.3125","3670.3125","3670.3125"
"10551296","3650.78125","3650.78125","3650.78125"
"10567680","3746.09375","3746.09375","3746.09375"
"10584064","3767.1875","3767.1875","3767.1875"
"10600448","3632.8125","3632.8125","3632.8125"
"10616832","3709.375","3709.375","3709.375"
"10633216","3586.71875","3586.71875","3586.71875"
"10649600","3601.5625","3601.5625","3601.5625"
"10665984","3472.65625","3472.65625","3472.65625"
"10682368","3421.09375","3421.09375","3421.09375"
"10698752","3328.125","3328.125","3328.125"
"10715136","3402.34375","3402.34375","3402.34375"
"10731520","3401.5625","3401.5625","3401.5625"
"10747904","3432.8125","3432.8125","3432.8125"
"10764288","3464.84375","3464.84375","3464.84375"
"10780672","3514.0625","3514.0625","3514.0625"
"10797056","3556.25","3556.25","3556.25"
"10813440","3542.96875","3542.96875","3542.96875"
"10829824","3542.1875","3542.1875","3542.1875"
"10846208","3554.6875","3554.6875","3554.6875"
"10862592","3550","3550","3550"
"10878976","3458.59375","3458.59375","3458.59375"
"10895360","3560.15625","3560.15625","3560.15625"
"10911744","3594.53125","3594.53125","3594.53125"
"10928128","3603.125","3603.125","3603.125"
"10944512","3642.1875","3642.1875","3642.1875"
"10960896","3634.375","3634.375","3634.375"
"10977280","3793.75","3793.75","3793.75"
"10993664","3874.21875","3874.21875","3874.21875"
"11010048","3851.5625","3851.5625","3851.5625"
"11026432","3833.59375","3833.59375","3833.59375"
"11042816","3848.4375","3848.4375","3848.4375"
"11059200","3839.84375","3839.84375","3839.84375"
"11075584","3775","3775","3775"
"11091968","3767.1875","3767.1875","3767.1875"
"11108352","3737.5","3737.5","3737.5"
"11124736","3673.4375","3673.4375","3673.4375"
"11141120","3686.71875","3686.71875","3686.71875"
"11157504","3662.5","3662.5","3662.5"
"11173888","3567.96875","3567.96875","3567.96875"
"11190272","3563.28125","3563.28125","3563.28125"
"11206656","3595.3125","3595.3125","3595.3125"
"11223040","3591.40625","3591.40625","3591.40625"
"11239424","3613.28125","3613.28125","3613.28125"
"11255808","3789.0625","3789.0625","3789.0625"
"11272192","3832.8125","3832.8125","3832.8125"
"11288576","3948.4375","3948.4375","3948.4375"
"11304960","3901.5625","3901.5625","3901.5625"
"11321344","3967.1875","3967.1875","3967.1875"
"11337728","4025.78125","4025.78125","4025.78125"
"11354112","4028.125","4028.125","4028.125"
"11370496","3972.65625","3972.65625","3972.65625"
"11386880","3935.9375","3935.9375","3935.9375"
"11403264","3936.71875","3936.71875","3936.71875"
"11419648","4003.90625","4003.90625","4003.90625"
"11436032","3927.34375","3927.34375","3927.34375"
"11452416","3962.5","3962.5","3962.5"
"11468800","3941.40625","3941.40625","3941.40625"
"11485184","3951.5625","3951.5625","3951.5625"
"11501568","4021.09375","4021.09375","4021.09375"
"11517952","4052.34375","4052.34375","4052.34375"
"11534336","4160.9375","4160.9375","4160.9375"
"11550720","4371.09375","4371.09375","4371.09375"
"11567104","4390.625","4390.625","4390.625"
"11583488","4294.53125","4294.53125","4294.53125"
"11599872","4224.21875","4224.21875","4224.21875"
"11616256","4003.125","4003.125","4003.125"
"11632640","4064.84375","4064.84375","4064.84375"
"11649024","3896.875","3896.875","3896.875"
"11665408","3809.375","3809.375","3809.375"
"11681792","3780.46875","3780.46875","3780.46875"
"11698176","3868.75","3868.75","3868.75"
"11714560","4002.34375","4002.34375","4002.34375"
"11730944","4101.5625","4101.5625","4101.5625"
"11747328","4019.53125","4019.53125","4019.53125"
"11763712","4111.71875","4111.71875","4111.71875"
"11780096","4120.3125","4120.3125","4120.3125"
"11796480","4182.8125","4182.8125","4182.8125"
"11812864","4160.9375","4160.9375","4160.9375"
"11829248","4046.875","4046.875","4046.875"
"11845632","4068.75","4068.75","4068.75"
"11862016","4085.9375","4085.9375","4085.9375"
"11878400","4010.9375","4010.9375","4010.9375"
"11894784","4104.6875","4104.6875","4104.6875"
"11911168","4033.59375","4033.59375","4033.59375"
"11927552","4015.625","4015.625","4015.625"
"11943936","4181.25","4181.25","4181.25"
"11960320","4188.28125","4188.28125","4188.28125"
"11976704","4160.9375","4160.9375","4160.9375"
"11993088","4239.0625","4239.0625","4239.0625"
"12009472","4302.34375","4302.34375","4302.34375"
"12025856","4479.6875","4479.6875","4479.6875"
"12042240","4382.8125","4382.8125","4382.8125"
"12058624","4378.90625","4378.90625","4378.90625"
"12075008","4385.9375","4385.9375","4385.9375"
"12091392","4554.6875","4554.6875","4554.6875"
"12107776","4508.59375","4508.59375","4508.59375"
"12124160","4417.1875","4417.1875","4417.1875"
"12140544","4483.59375","4483.59375","4483.59375"
"12156928","4357.8125","4357.8125","4357.8125"
"12173312","4419.53125","4419.53125","4419.53125"
"12189696","4153.90625","4153.90625","4153.90625"
"12206080","4063.28125","4063.28125","4063.28125"
"12222464","4133.59375","4133.59375","4133.59375"
"12238848","4167.1875","4167.1875","4167.1875"
"12255232","4152.34375","4152.34375","4152.34375"
"12271616","4166.40625","4166.40625","4166.40625"
"12288000","4131.25","4131.25","4131.25"
"12304384","4314.84375","4314.84375","4314.84375"
"12320768","4262.5","4262.5","4262.5"
"12337152","4135.9375","4135.9375","4135.9375"
"12353536","4191.40625","4191.40625","4191.40625"
"12369920","4053.125","4053.125","4053.125"
"12386304","4015.625","4015.625","4015.625"
"12402688","3948.4375","3948.4375","3948.4375"
"12419072","3931.25","3931.25","3931.25"
"12435456","3977.34375","3977.34375","3977.34375"
"12451840","3945.3125","3945.3125","3945.3125"
"12468224","3939.0625","3939.0625","3939.0625"
"12484608","4037.5","4037.5","4037.5"
"12500992","4045.3125","4045.3125","4045.3125"
"12517376","4190.625","4190.625","4190.625"
"12533760","4178.90625","4178.90625","4178.90625"
"12550144","4123.4375","4123.4375","4123.4375"
"12566528","4135.9375","4135.9375","4135.9375"
"12582912","4235.9375","4235.9375","4235.9375"
"12599296","4259.375","4259.375","4259.375"
"12615680","4278.125","4278.125","4278.125"
"12632064","4280.46875","4280.46875","4280.46875"
"12648448","4322.65625","4322.65625","4322.65625"
"12664832","4404.6875","4404.6875","4404.6875"
"12681216","4444.53125","4444.53125","4444.53125"
"12697600","4475.78125","4475.78125","4475.78125"
"12713984","4434.375","4434.375","4434.375"
"12730368","4475.78125","4475.78125","4475.78125"
"12746752","4435.9375","4435.9375","4435.9375"
"12763136","4414.84375","4414.84375","4414.84375"
"12779520","4310.15625","4310.15625","4310.15625"
"12795904","4433.59375","4433.59375","4433.59375"
"12812288","4397.65625","4397.65625","4397.65625"
"12828672","4417.96875","4417.96875","4417.96875"
"12845056","4389.84375","4389.84375","4389.84375"
"12861440","4417.1875","4417.1875","4417.1875"
"12877824","4500.78125","4500.78125","4500.78125"
"12894208","4315.625","4315.625","4315.625"
"12910592","4196.09375","4196.09375","4196.09375"
"12926976","4117.96875","4117.96875","4117.96875"
"12943360","4139.0625","4139.0625","4139.0625"
"12959744","4132.8125","4132.8125","4132.8125"
"12976128","4028.90625","4028.90625","4028.90625"
"12992512","4067.96875","4067.96875","4067.96875"
"13008896","4120.3125","4120.3125","4120.3125"
"13025280","4091.40625","4091.40625","4091.40625"
"13041664","4154.6875","4154.6875","4154.6875"
"13058048","4217.1875","4217.1875","4217.1875"
"13074432","4375","4375","4375"
"13090816","4396.875","4396.875","4396.875"
"13107200","4432.8125","4432.8125","4432.8125"
"13123584","4465.625","4465.625","4465.625"
"13139968","4458.59375","4458.59375","4458.59375"
"13156352","4600","4600","4600"
"13172736","4654.6875","4654.6875","4654.6875"
"13189120","4610.15625","4610.15625","4610.15625"
"13205504","4450.78125","4450.78125","4450.78125"
"13221888","4542.1875","4542.1875","4542.1875"
"13238272","4606.25","4606.25","4606.25"
"13254656","4711.71875","4711.71875","4711.71875"
"13271040","4749.21875","4749.21875","4749.21875"
"13287424","4717.96875","4717.96875","4717.96875"
"13303808","4702.34375","4702.34375","4702.34375"
"13320192","4723.4375","4723.4375","4723.4375"
"13336576","4835.9375","4835.9375","4835.9375"
"13352960","4802.34375","4802.34375","4802.34375"
"13369344","4745.3125","4745.3125","4745.3125"
"13385728","4793.75","4793.75","4793.75"
"13402112","4844.53125","4844.53125","4844.53125"
"13418496","4838.28125","4838.28125","4838.28125"
"13434880","4799.21875","4799.21875","4799.21875"
"13451264","4766.40625","4766.40625","4766.40625"
"13467648","4695.3125","4695.3125","4695.3125"
"13484032","4643.75","4643.75","4643.75"
"13500416","4591.40625","4591.40625","4591.40625"
"13516800","4409.375","4409.375","4409.375"
"13533184","4485.9375","4485.9375","4485.9375"
"13549568","4611.71875","4611.71875","4611.71875"
"13565952","4496.09375","4496.09375","4496.09375"
"13582336","4575.78125","4575.78125","4575.78125"
"13598720","4678.125","4678.125","4678.125"
"13615104","4775.78125","4775.78125","4775.78125"
"13631488","4850.78125","4850.78125","4850.78125"
"13647872","4898.4375","4898.4375","4898.4375"
"13664256","4928.90625","4928.90625","4928.90625"
"13680640","5050","5050","5050"
"13697024","5035.15625","5035.15625","5035.15625"
"13713408","5021.09375","5021.09375","5021.09375"
"13729792","4914.84375","4914.84375","4914.84375"
"13746176","4988.28125","4988.28125","4988.28125"
"13762560","5075.78125","5075.78125","5075.78125"
"13778944","4995.3125","4995.3125","4995.3125"
"13795328","4955.46875","4955.46875","4955.46875"
"13811712","5064.84375","5064.84375","5064.84375"
"13828096","4922.65625","4922.65625","4922.65625"
"13844480","5019.53125","5019.53125","5019.53125"
"13860864","5226.5625","5226.5625","5226.5625"
"13877248","5227.34375","5227.34375","5227.34375"
"13893632","5186.71875","5186.71875","5186.71875"
"13910016","5214.0625","5214.0625","5214.0625"
"13926400","5227.34375","5227.34375","5227.34375"
"13942784","5146.09375","5146.09375","5146.09375"
"13959168","5432.8125","5432.8125","5432.8125"
"13975552","5451.5625","5451.5625","5451.5625"
"13991936","5553.90625","5553.90625","5553.90625"
"14008320","5296.875","5296.875","5296.875"
"14024704","5285.9375","5285.9375","5285.9375"
"14041088","5359.375","5359.375","5359.375"
"14057472","5371.09375","5371.09375","5371.09375"
"14073856","5391.40625","5391.40625","5391.40625"
"14090240","5267.1875","5267.1875","5267.1875"
"14106624","5215.625","5215.625","5215.625"
"14123008","5146.875","5146.875","5146.875"
"14139392","5100","5100","5100"
"14155776","5151.5625","5151.5625","5151.5625"
"14172160","5230.46875","5230.46875","5230.46875"
"14188544","5234.375","5234.375","5234.375"
"14204928","5195.3125","5195.3125","5195.3125"
"14221312","5285.15625","5285.15625","5285.15625"
"14237696","5296.875","5296.875","5296.875"
"14254080","5266.40625","5266.40625","5266.40625"
"14270464","5372.65625","5372.65625","5372.65625"
"14286848","5510.15625","5510.15625","5510.15625"
"14303232","5453.125","5453.125","5453.125"
"14319616","5379.6875","5379.6875","5379.6875"
"14336000","5332.03125","5332.03125","5332.03125"
"14352384","5298.4375","5298.4375","5298.4375"
"14368768","5436.71875","5436.71875","5436.71875"
"14385152","5400.78125","5400.78125","5400.78125"
"14401536","5357.8125","5357.8125","5357.8125"
"14417920","5452.34375","5452.34375","5452.34375"
"14434304","5341.40625","5341.40625","5341.40625"
"14450688","5414.84375","5414.84375","5414.84375"
"14467072","5369.53125","5369.53125","5369.53125"
"14483456","5520.3125","5520.3125","5520.3125"
"14499840","5502.34375","5502.34375","5502.34375"
"14516224","5394.53125","5394.53125","5394.53125"
"14532608","5360.9375","5360.9375","5360.9375"
"14548992","5384.375","5384.375","5384.375"
"14565376","5172.65625","5172.65625","5172.65625"
"14581760","5246.875","5246.875","5246.875"
"14598144","5243.75","5243.75","5243.75"
"14614528","5123.4375","5123.4375","5123.4375"
"14630912","5215.625","5215.625","5215.625"
"14647296","5253.125","5253.125","5253.125"
"14663680","5239.84375","5239.84375","5239.84375"
"14680064","5263.28125","5263.28125","5263.28125"
"14696448","5270.3125","5270.3125","5270.3125"
"14712832","5382.03125","5382.03125","5382.03125"
"14729216","5292.96875","5292.96875","5292.96875"
"14745600","5382.03125","5382.03125","5382.03125"
"14761984","5557.03125","5557.03125","5557.03125"
"14778368","5449.21875","5449.21875","5449.21875"
"14794752","5410.15625","5410.15625","5410.15625"
"14811136","5542.96875","5542.96875","5542.96875"
"14827520","5570.3125","5570.3125","5570.3125"
"14843904","5646.09375","5646.09375","5646.09375"
"14860288","5721.875","5721.875","5721.875"
"14876672","5668.75","5668.75","5668.75"
"14893056","5679.6875","5679.6875","5679.6875"
"14909440","5700","5700","5700"
"14925824","5734.375","5734.375","5734.375"
"14942208","5608.59375","5608.59375","5608.59375"
"14958592","5459.375","5459.375","5459.375"
"14974976","5440.625","5440.625","5440.625"
"14991360","5488.28125","5488.28125","5488.28125"
"15007744","5474.21875","5474.21875","5474.21875"
"15024128","5425","5425","5425"
"15040512","5484.375","5484.375","5484.375"
"15056896","5437.5","5437.5","5437.5"
"15073280","5425","5425","5425"
"15089664","5379.6875","5379.6875","5379.6875"
"15106048","5298.4375","5298.4375","5298.4375"
"15122432","5384.375","5384.375","5384.375"
"15138816","5500.78125","5500.78125","5500.78125"
"15155200","5425.78125","5425.78125","5425.78125"
"15171584","5484.375","5484.375","5484.375"
"15187968","5623.4375","5623.4375","5623.4375"
"15204352","5696.09375","5696.09375","5696.09375"
"15220736","5764.84375","5764.84375","5764.84375"
"15237120","5806.25","5806.25","5806.25"
"15253504","5756.25","5756.25","5756.25"
"15269888","5839.84375","5839.84375","5839.84375"
"15286272","5843.75","5843.75","5843.75"
"15302656","5915.625","5915.625","5915.625"
"15319040","5730.46875","5730.46875","5730.46875"
"15335424","5749.21875","5749.21875","5749.21875"
"15351808","5750","5750","5750"
"15368192","5646.875","5646.875","5646.875"
"15384576","5576.5625","5576.5625","5576.5625"
"15400960","5465.625","5465.625","5465.625"
"15417344","5409.375","5409.375","5409.375"
"15433728","5357.03125","5357.03125","5357.03125"
"15450112","5389.0625","5389.0625","5389.0625"
"15466496","5407.8125","5407.8125","5407.8125"
"15482880","5474.21875","5474.21875","5474.21875"
"15499264","5425","5425","5425"
"15515648","5464.84375","5464.84375","5464.84375"
"15532032","5604.6875","5604.6875","5604.6875"
"15548416","5620.3125","5620.3125","5620.3125"
"15564800","5630.46875","5630.46875","5630.46875"
"15581184","5670.3125","5670.3125","5670.3125"
"15597568","5707.03125","5707.03125","5707.03125"
"15613952","5714.84375","5714.84375","5714.84375"
"15630336","5675","5675","5675"
"15646720","5687.5","5687.5","5687.5"
"15663104","5610.15625","5610.15625","5610.15625"
"15679488","5572.65625","5572.65625","5572.65625"
"15695872","5691.40625","5691.40625","5691.40625"
"15712256","5557.8125","5557.8125","5557.8125"
"15728640","5642.1875","5642.1875","5642.1875"
"15745024","5536.71875","5536.71875","5536.71875"
"15761408","5750.78125","5750.78125","5750.78125"
"15777792","5900.78125","5900.78125","5900.78125"
"15794176","5925.78125","5925.78125","5925.78125"
"15810560","5970.3125","5970.3125","5970.3125"
"15826944","6000.78125","6000.78125","6000.78125"
"15843328","5913.28125","5913.28125","5913.28125"
"15859712","5820.3125","5820.3125","5820.3125"
"15876096","5657.03125","5657.03125","5657.03125"
"15892480","5532.8125","5532.8125","5532.8125"
"15908864","5430.46875","5430.46875","5430.46875"
"15925248","5475","5475","5475"
"15941632","5345.3125","5345.3125","5345.3125"
"15958016","5346.09375","5346.09375","5346.09375"
"15974400","5471.875","5471.875","5471.875"
"15990784","5594.53125","5594.53125","5594.53125"
"16007168","5646.875","5646.875","5646.875"
"16023552","5710.9375","5710.9375","5710.9375"
"16039936","5853.90625","5853.90625","5853.90625"
"16056320","5840.625","5840.625","5840.625"
"16072704","5861.71875","5861.71875","5861.71875"
"16089088","5873.4375","5873.4375","5873.4375"
"16105472","5950.78125","5950.78125","5950.78125"
"16121856","5885.9375","5885.9375","5885.9375"
"16138240","5950","5950","5950"
"16154624","5967.1875","5967.1875","5967.1875"
"16171008","5990.625","5990.625","5990.625"
"16187392","6001.5625","6001.5625","6001.5625"
"16203776","5999.21875","5999.21875","5999.21875"
"16220160","5950","5950","5950"
"16236544","5957.03125","5957.03125","5957.03125"
"16252928","5868.75","5868.75","5868.75"
"16269312","5790.625","5790.625","5790.625"
"16285696","5725","5725","5725"
"16302080","5617.1875","5617.1875","5617.1875"
"16318464","5596.09375","5596.09375","5596.09375"
"16334848","5785.15625","5785.15625","5785.15625"
"16351232","5703.125","5703.125","5703.125"
"16367616","5646.09375","5646.09375","5646.09375"
"16384000","5739.84375","5739.84375","5739.84375"
"16400384","5707.03125","5707.03125","5707.03125"
"16416768","5560.9375","5560.9375","5560.9375"
"16433152","5910.15625","5910.15625","5910.15625"
"16449536","6046.09375","6046.09375","6046.09375"
"16465920","6086.71875","6086.71875","6086.71875"
"16482304","6219.53125","6219.53125","6219.53125"
"16498688","6228.90625","6228.90625","6228.90625"
"16515072","6413.28125","6413.28125","6413.28125"
"16531456","6466.40625","6466.40625","6466.40625"
"16547840","6410.9375","6410.9375","6410.9375"
"16564224","6561.71875","6561.71875","6561.71875"
"16580608","6432.03125","6432.03125","6432.03125"
"16596992","6383.59375","6383.59375","6383.59375"
"16613376","6396.09375","6396.09375","6396.09375"
"16629760","6166.40625","6166.40625","6166.40625"
"16646144","6448.4375","6448.4375","6448.4375"
"16662528","6242.96875","6242.96875","6242.96875"
"16678912","6189.84375","6189.84375","6189.84375"
"16695296","6195.3125","6195.3125","6195.3125"
"16711680","6178.90625","6178.90625","6178.90625"
"16728064","6269.53125","6269.53125","6269.53125"
"16744448","6303.125","6303.125","6303.125"
"16760832","6300.78125","6300.78125","6300.78125"
"16777216","6272.65625","6272.65625","6272.65625"
"16793600","6154.6875","6154.6875","6154.6875"
"16809984","6264.84375","6264.84375","6264.84375"
"16826368","6354.6875","6354.6875","6354.6875"
"16842752","6288.28125","6288.28125","6288.28125"
"16859136","6244.53125","6244.53125","6244.53125"
"16875520","6235.15625","6235.15625","6235.15625"
"16891904","6040.625","6040.625","6040.625"
"16908288","6031.25","6031.25","6031.25"
"16924672","5922.65625","5922.65625","5922.65625"
"16941056","5883.59375","5883.59375","5883.59375"
"16957440","5900.78125","5900.78125","5900.78125"
"16973824","6107.03125","6107.03125","6107.03125"
"16990208","6017.96875","6017.96875","6017.96875"
"17006592","5965.625","5965.625","5965.625"
"17022976","6217.96875","6217.96875","6217.96875"
"17039360","6439.0625","6439.0625","6439.0625"
"17055744","6517.1875","6517.1875","6517.1875"
"17072128","6550.78125","6550.78125","6550.78125"
"17088512","6684.375","6684.375","6684.375"
"17104896","6782.03125","6782.03125","6782.03125"
"17121280","6561.71875","6561.71875","6561.71875"
"17137664","6799.21875","6799.21875","6799.21875"
"17154048","6738.28125","6738.28125","6738.28125"
"17170432","6694.53125","6694.53125","6694.53125"
"17186816","6438.28125","6438.28125","6438.28125"
"17203200","6378.125","6378.125","6378.125"
"17219584","6252.34375","6252.34375","6252.34375"
"17235968","6242.96875","6242.96875","6242.96875"
"17252352","6342.1875","6342.1875","6342.1875"
"17268736","6175.78125","6175.78125","6175.78125"
"17285120","6182.8125","6182.8125","6182.8125"
"17301504","6154.6875","6154.6875","6154.6875"
"17317888","6085.15625","6085.15625","6085.15625"
"17334272","6087.5","6087.5","6087.5"
"17350656","6114.84375","6114.84375","6114.84375"
"17367040","6018.75","6018.75","6018.75"
"17383424","5936.71875","5936.71875","5936.71875"
"17399808","5946.875","5946.875","5946.875"
"17416192","6207.8125","6207.8125","6207.8125"
"17432576","6171.09375","6171.09375","6171.09375"
"17448960","6392.96875","6392.96875","6392.96875"
"17465344","6525","6525","6525"
"17481728","6522.65625","6522.65625","6522.65625"
"17498112","6539.0625","6539.0625","6539.0625"
"17514496","6720.3125","6720.3125","6720.3125"
"17530880","6642.1875","6642.1875","6642.1875"
"17547264","6742.96875","6742.96875","6742.96875"
"17563648","6522.65625","6522.65625","6522.65625"
"17580032","6618.75","6618.75","6618.75"
"17596416","6585.9375","6585.9375","6585.9375"
"17612800","6710.9375","6710.9375","6710.9375"
"17629184","6775.78125","6775.78125","6775.78125"
"17645568","6867.1875","6867.1875","6867.1875"
"17661952","6961.71875","6961.71875","6961.71875"
"17678336","7060.15625","7060.15625","7060.15625"
"17694720","7118.75","7118.75","7118.75"
"17711104","7392.1875","7392.1875","7392.1875"
"17727488","7419.53125","7419.53125","7419.53125"
"17743872","7283.59375","7283.59375","7283.59375"
"17760256","7074.21875","7074.21875","7074.21875"
"17776640","6962.5","6962.5","6962.5"
"17793024","7039.84375","7039.84375","7039.84375"
"17809408","6939.84375","6939.84375","6939.84375"
"17825792","6906.25","6906.25","6906.25"
"17842176","6819.53125","6819.53125","6819.53125"
"17858560","6637.5","6637.5","6637.5"
"17874944","6429.6875","6429.6875","6429.6875"
"17891328","6613.28125","6613.28125","6613.28125"
"17907712","6718.75","6718.75","6718.75"
"17924096","6776.5625","6776.5625","6776.5625"
"17940480","6612.5","6612.5","6612.5"
"17956864","6755.46875","6755.46875","6755.46875"
"17973248","6969.53125","6969.53125","6969.53125"
"17989632","6893.75","6893.75","6893.75"
"18006016","6909.375","6909.375","6909.375"
"18022400","7028.90625","7028.90625","7028.90625"
"18038784","6884.375","6884.375","6884.375"
"18055168","6985.15625","6985.15625","6985.15625"
"18071552","6903.90625","6903.90625","6903.90625"
"18087936","6841.40625","6841.40625","6841.40625"
"18104320","6784.375","6784.375","6784.375"
"18120704","6728.125","6728.125","6728.125"
"18137088","6771.09375","6771.09375","6771.09375"
"18153472","6889.84375","6889.84375","6889.84375"
"18169856","7001.5625","7001.5625","7001.5625"
"18186240","6907.03125","6907.03125","6907.03125"
"18202624","6954.6875","6954.6875","6954.6875"
"18219008","6888.28125","6888.28125","6888.28125"
"18235392","7357.03125","7357.03125","7357.03125"
"18251776","7376.5625","7376.5625","7376.5625"
"18268160","7245.3125","7245.3125","7245.3125"
"18284544","7309.375","7309.375","7309.375"
"18300928","7432.03125","7432.03125","7432.03125"
"18317312","7289.84375","7289.84375","7289.84375"
"18333696","7241.40625","7241.40625","7241.40625"
"18350080","7282.8125","7282.8125","7282.8125"
"18366464","7246.875","7246.875","7246.875"
"18382848","7036.71875","7036.71875","7036.71875"
"18399232","6964.0625","6964.0625","6964.0625"
"18415616","6971.09375","6971.09375","6971.09375"
"18432000","7040.625","7040.625","7040.625"
"18448384","6973.4375","6973.4375","6973.4375"
"18464768","6873.4375","6873.4375","6873.4375"
"18481152","6903.125","6903.125","6903.125"
"18497536","6871.09375","6871.09375","6871.09375"
"18513920","6884.375","6884.375","6884.375"
"18530304","6616.40625","6616.40625","6616.40625"
"18546688","6713.28125","6713.28125","6713.28125"
"18563072","6607.8125","6607.8125","6607.8125"
"18579456","6517.1875","6517.1875","6517.1875"
"18595840","6575","6575","6575"
"18612224","6401.5625","6401.5625","6401.5625"
"18628608","6530.46875","6530.46875","6530.46875"
"18644992","6548.4375","6548.4375","6548.4375"
"18661376","6577.34375","6577.34375","6577.34375"
"18677760","6749.21875","6749.21875","6749.21875"
"18694144","6811.71875","6811.71875","6811.71875"
"18710528","6781.25","6781.25","6781.25"
"18726912","6932.03125","6932.03125","6932.03125"
"18743296","6985.15625","6985.15625","6985.15625"
"18759680","6776.5625","6776.5625","6776.5625"
"18776064","6800","6800","6800"
"18792448","6996.09375","6996.09375","6996.09375"
"18808832","6789.0625","6789.0625","6789.0625"
"18825216","6871.875","6871.875","6871.875"
"18841600","6840.625","6840.625","6840.625"
"18857984","6923.4375","6923.4375","6923.4375"
"18874368","6899.21875","6899.21875","6899.21875"
"18890752","7020.3125","7020.3125","7020.3125"
"18907136","6939.84375","6939.84375","6939.84375"
"18923520","6984.375","6984.375","6984.375"
"18939904","7288.28125","7288.28125","7288.28125"
"18956288","7296.09375","7296.09375","7296.09375"
"18972672","7317.96875","7317.96875","7317.96875"
"18989056","7160.9375","7160.9375","7160.9375"
"19005440","7046.875","7046.875","7046.875"
"19021824","6841.40625","6841.40625","6841.40625"
"19038208","6810.15625","6810.15625","6810.15625"
"19054592","6965.625","6965.625","6965.625"
"19070976","6888.28125","6888.28125","6888.28125"
"19087360","6758.59375","6758.59375","6758.59375"
"19103744","6508.59375","6508.59375","6508.59375"
"19120128","6538.28125","6538.28125","6538.28125"
"19136512","6625","6625","6625"
"19152896","7022.65625","7022.65625","7022.65625"
"19169280","6986.71875","6986.71875","6986.71875"
"19185664","7160.9375","7160.9375","7160.9375"
"19202048","7096.875","7096.875","7096.875"
"19218432","7071.09375","7071.09375","7071.09375"
"19234816","7372.65625","7372.65625","7372.65625"
"19251200","7458.59375","7458.59375","7458.59375"
"19267584","7488.28125","7488.28125","7488.28125"
"19283968","7633.59375","7633.59375","7633.59375"
"19300352","7630.46875","7630.46875","7630.46875"
"19316736","7546.09375","7546.09375","7546.09375"
"19333120","7341.40625","7341.40625","7341.40625"
"19349504","7434.375","7434.375","7434.375"
"19365888","7440.625","7440.625","7440.625"
"19382272","7347.65625","7347.65625","7347.65625"
"19398656","7325","7325","7325"
"19415040","7228.90625","7228.90625","7228.90625"
"19431424","7433.59375","7433.59375","7433.59375"
"19447808","7314.84375","7314.84375","7314.84375"
"19464192","7340.625","7340.625","7340.625"
"19480576","7249.21875","7249.21875","7249.21875"
"19496960","7251.5625","7251.5625","7251.5625"
"19513344","7292.96875","7292.96875","7292.96875"
"19529728","7458.59375","7458.59375","7458.59375"
"19546112","7317.96875","7317.96875","7317.96875"
"19562496","7170.3125","7170.3125","7170.3125"
"19578880","6946.875","6946.875","6946.875"
"19595264","7053.90625","7053.90625","7053.90625"
"19611648","6977.34375","6977.34375","6977.34375"
"19628032","6740.625","6740.625","6740.625"
"19644416","6940.625","6940.625","6940.625"
"19660800","6854.6875","6854.6875","6854.6875"
"19677184","6789.84375","6789.84375","6789.84375"
"19693568","6794.53125","6794.53125","6794.53125"
"19709952","6962.5","6962.5","6962.5"
"19726336","7060.9375","7060.9375","7060.9375"
"19742720","7067.96875","7067.96875","7067.96875"
"19759104","6994.53125","6994.53125","6994.53125"
"19775488","7275.78125","7275.78125","7275.78125"
"19791872","7168.75","7168.75","7168.75"
"19808256","7219.53125","7219.53125","7219.53125"
