"Step","Score","StarGunner-v5__ppo - charts/game_score__MIN","StarGunner-v5__ppo - charts/game_score__MAX"
"9928704","14955.46875","14955.46875","14955.46875"
"9945088","14869.53125","14869.53125","14869.53125"
"9961472","14807.03125","14807.03125","14807.03125"
"9977856","14706.25","14706.25","14706.25"
"9994240","14800","14800","14800"
"10010624","14667.96875","14667.96875","14667.96875"
"10027008","14690.625","14690.625","14690.625"
"10043392","14628.125","14628.125","14628.125"
"10059776","14730.46875","14730.46875","14730.46875"
"10076160","14980.46875","14980.46875","14980.46875"
"10092544","15247.65625","15247.65625","15247.65625"
"10108928","15559.375","15559.375","15559.375"
"10125312","15653.90625","15653.90625","15653.90625"
"10141696","15401.5625","15401.5625","15401.5625"
"10158080","15287.5","15287.5","15287.5"
"10174464","15472.65625","15472.65625","15472.65625"
"10190848","15410.15625","15410.15625","15410.15625"
"10207232","15520.3125","15520.3125","15520.3125"
"10223616","15297.65625","15297.65625","15297.65625"
"10240000","15324.21875","15324.21875","15324.21875"
"10256384","15500.78125","15500.78125","15500.78125"
"10272768","15492.1875","15492.1875","15492.1875"
"10289152","15620.3125","15620.3125","15620.3125"
"10305536","15268.75","15268.75","15268.75"
"10321920","14848.4375","14848.4375","14848.4375"
"10338304","14982.8125","14982.8125","14982.8125"
"10354688","15435.15625","15435.15625","15435.15625"
"10371072","15541.40625","15541.40625","15541.40625"
"10387456","15739.84375","15739.84375","15739.84375"
"10403840","15646.09375","15646.09375","15646.09375"
"10420224","15570.3125","15570.3125","15570.3125"
"10436608","15458.59375","15458.59375","15458.59375"
"10452992","15173.4375","15173.4375","15173.4375"
"10469376","15369.53125","15369.53125","15369.53125"
"10485760","15082.8125","15082.8125","15082.8125"
"10502144","15250.78125","15250.78125","15250.78125"
"10518528","15332.8125","15332.8125","15332.8125"
"10534912","14835.9375","14835.9375","14835.9375"
"10551296","14339.84375","14339.84375","14339.84375"
"10567680","14257.03125","14257.03125","14257.03125"
"10584064","14279.6875","14279.6875","14279.6875"
"10600448","14596.09375","14596.09375","14596.09375"
"10616832","14927.34375","14927.34375","14927.34375"
"10633216","15114.0625","15114.0625","15114.0625"
"10649600","15194.53125","15194.53125","15194.53125"
"10665984","14632.8125","14632.8125","14632.8125"
"10682368","14822.65625","14822.65625","14822.65625"
"10698752","14853.125","14853.125","14853.125"
"10715136","14901.5625","14901.5625","14901.5625"
"10731520","15052.34375","15052.34375","15052.34375"
"10747904","15193.75","15193.75","15193.75"
"10764288","15641.40625","15641.40625","15641.40625"
"10780672","15681.25","15681.25","15681.25"
"10797056","15655.46875","15655.46875","15655.46875"
"10813440","15909.375","15909.375","15909.375"
"10829824","15683.59375","15683.59375","15683.59375"
"10846208","15814.0625","15814.0625","15814.0625"
"10862592","15994.53125","15994.53125","15994.53125"
"10878976","16303.125","16303.125","16303.125"
"10895360","16647.65625","16647.65625","16647.65625"
"10911744","16408.59375","16408.59375","16408.59375"
"10928128","16538.28125","16538.28125","16538.28125"
"10944512","16464.84375","16464.84375","16464.84375"
"10960896","16230.46875","16230.46875","16230.46875"
"10977280","16394.53125","16394.53125","16394.53125"
"10993664","16194.53125","16194.53125","16194.53125"
"11010048","16169.53125","16169.53125","16169.53125"
"11026432","16134.375","16134.375","16134.375"
"11042816","16166.40625","16166.40625","16166.40625"
"11059200","15936.71875","15936.71875","15936.71875"
"11075584","16105.46875","16105.46875","16105.46875"
"11091968","15772.65625","15772.65625","15772.65625"
"11108352","15602.34375","15602.34375","15602.34375"
"11124736","15669.53125","15669.53125","15669.53125"
"11141120","15845.3125","15845.3125","15845.3125"
"11157504","15796.09375","15796.09375","15796.09375"
"11173888","15505.46875","15505.46875","15505.46875"
"11190272","15571.09375","15571.09375","15571.09375"
"11206656","15565.625","15565.625","15565.625"
"11223040","15942.96875","15942.96875","15942.96875"
"11239424","16080.46875","16080.46875","16080.46875"
"11255808","16103.90625","16103.90625","16103.90625"
"11272192","16327.34375","16327.34375","16327.34375"
"11288576","16196.09375","16196.09375","16196.09375"
"11304960","16209.375","16209.375","16209.375"
"11321344","16463.28125","16463.28125","16463.28125"
"11337728","16770.3125","16770.3125","16770.3125"
"11354112","16939.84375","16939.84375","16939.84375"
"11370496","16953.125","16953.125","16953.125"
"11386880","16966.40625","16966.40625","16966.40625"
"11403264","17597.65625","17597.65625","17597.65625"
"11419648","17290.625","17290.625","17290.625"
"11436032","17235.9375","17235.9375","17235.9375"
"11452416","17017.1875","17017.1875","17017.1875"
"11468800","17101.5625","17101.5625","17101.5625"
"11485184","16733.59375","16733.59375","16733.59375"
"11501568","16784.375","16784.375","16784.375"
"11517952","16961.71875","16961.71875","16961.71875"
"11534336","17057.03125","17057.03125","17057.03125"
"11550720","17372.65625","17372.65625","17372.65625"
"11567104","17557.8125","17557.8125","17557.8125"
"11583488","17799.21875","17799.21875","17799.21875"
"11599872","17937.5","17937.5","17937.5"
"11616256","17793.75","17793.75","17793.75"
"11632640","18064.84375","18064.84375","18064.84375"
"11649024","17996.875","17996.875","17996.875"
"11665408","18180.46875","18180.46875","18180.46875"
"11681792","18532.8125","18532.8125","18532.8125"
"11698176","18365.625","18365.625","18365.625"
"11714560","18556.25","18556.25","18556.25"
"11730944","18849.21875","18849.21875","18849.21875"
"11747328","19109.375","19109.375","19109.375"
"11763712","19367.96875","19367.96875","19367.96875"
"11780096","19916.40625","19916.40625","19916.40625"
"11796480","19703.90625","19703.90625","19703.90625"
"11812864","19756.25","19756.25","19756.25"
"11829248","19867.96875","19867.96875","19867.96875"
"11845632","19878.125","19878.125","19878.125"
"11862016","19905.46875","19905.46875","19905.46875"
"11878400","19863.28125","19863.28125","19863.28125"
"11894784","19782.03125","19782.03125","19782.03125"
"11911168","20507.03125","20507.03125","20507.03125"
"11927552","20219.53125","20219.53125","20219.53125"
"11943936","20109.375","20109.375","20109.375"
"11960320","20235.9375","20235.9375","20235.9375"
"11976704","20174.21875","20174.21875","20174.21875"
"11993088","19857.8125","19857.8125","19857.8125"
"12009472","19789.0625","19789.0625","19789.0625"
"12025856","19735.15625","19735.15625","19735.15625"
"12042240","19518.75","19518.75","19518.75"
"12058624","19435.9375","19435.9375","19435.9375"
"12075008","19535.15625","19535.15625","19535.15625"
"12091392","19633.59375","19633.59375","19633.59375"
"12107776","19660.9375","19660.9375","19660.9375"
"12124160","19510.15625","19510.15625","19510.15625"
"12140544","19364.0625","19364.0625","19364.0625"
"12156928","19025","19025","19025"
"12173312","19128.125","19128.125","19128.125"
"12189696","18735.9375","18735.9375","18735.9375"
"12206080","18505.46875","18505.46875","18505.46875"
"12222464","18440.625","18440.625","18440.625"
"12238848","18320.3125","18320.3125","18320.3125"
"12255232","18528.90625","18528.90625","18528.90625"
"12271616","18610.9375","18610.9375","18610.9375"
"12288000","18732.03125","18732.03125","18732.03125"
"12304384","19008.59375","19008.59375","19008.59375"
"12320768","18512.5","18512.5","18512.5"
"12337152","18900.78125","18900.78125","18900.78125"
"12353536","18892.96875","18892.96875","18892.96875"
"12369920","18889.84375","18889.84375","18889.84375"
"12386304","19011.71875","19011.71875","19011.71875"
"12402688","18681.25","18681.25","18681.25"
"12419072","18419.53125","18419.53125","18419.53125"
"12435456","18415.625","18415.625","18415.625"
"12451840","18794.53125","18794.53125","18794.53125"
"12468224","19438.28125","19438.28125","19438.28125"
"12484608","19643.75","19643.75","19643.75"
"12500992","19810.9375","19810.9375","19810.9375"
"12517376","19720.3125","19720.3125","19720.3125"
"12533760","20000","20000","20000"
"12550144","19652.34375","19652.34375","19652.34375"
"12566528","19904.6875","19904.6875","19904.6875"
"12582912","20117.96875","20117.96875","20117.96875"
"12599296","19869.53125","19869.53125","19869.53125"
"12615680","19938.28125","19938.28125","19938.28125"
"12632064","20507.8125","20507.8125","20507.8125"
"12648448","20603.125","20603.125","20603.125"
"12664832","20912.5","20912.5","20912.5"
"12681216","20591.40625","20591.40625","20591.40625"
"12697600","20613.28125","20613.28125","20613.28125"
"12713984","21050","21050","21050"
"12730368","20494.53125","20494.53125","20494.53125"
"12746752","20748.4375","20748.4375","20748.4375"
"12763136","20648.4375","20648.4375","20648.4375"
"12779520","20204.6875","20204.6875","20204.6875"
"12795904","20409.375","20409.375","20409.375"
"12812288","19939.0625","19939.0625","19939.0625"
"12828672","20106.25","20106.25","20106.25"
"12845056","20168.75","20168.75","20168.75"
"12861440","20292.96875","20292.96875","20292.96875"
"12877824","20239.84375","20239.84375","20239.84375"
"12894208","20210.9375","20210.9375","20210.9375"
"12910592","20201.5625","20201.5625","20201.5625"
"12926976","20077.34375","20077.34375","20077.34375"
"12943360","20092.96875","20092.96875","20092.96875"
"12959744","20467.1875","20467.1875","20467.1875"
"12976128","20584.375","20584.375","20584.375"
"12992512","20653.125","20653.125","20653.125"
"13008896","20107.03125","20107.03125","20107.03125"
"13025280","19973.4375","19973.4375","19973.4375"
"13041664","20084.375","20084.375","20084.375"
"13058048","20501.5625","20501.5625","20501.5625"
"13074432","20982.8125","20982.8125","20982.8125"
"13090816","20989.0625","20989.0625","20989.0625"
"13107200","20821.875","20821.875","20821.875"
"13123584","21249.21875","21249.21875","21249.21875"
"13139968","20666.40625","20666.40625","20666.40625"
"13156352","21007.03125","21007.03125","21007.03125"
"13172736","21181.25","21181.25","21181.25"
"13189120","21637.5","21637.5","21637.5"
"13205504","21496.09375","21496.09375","21496.09375"
"13221888","21028.125","21028.125","21028.125"
"13238272","20967.96875","20967.96875","20967.96875"
"13254656","20858.59375","20858.59375","20858.59375"
"13271040","21476.5625","21476.5625","21476.5625"
"13287424","21334.375","21334.375","21334.375"
"13303808","21559.375","21559.375","21559.375"
"13320192","21825.78125","21825.78125","21825.78125"
"13336576","21470.3125","21470.3125","21470.3125"
"13352960","21245.3125","21245.3125","21245.3125"
"13369344","21091.40625","21091.40625","21091.40625"
"13385728","21262.5","21262.5","21262.5"
"13402112","21399.21875","21399.21875","21399.21875"
"13418496","21483.59375","21483.59375","21483.59375"
"13434880","21389.84375","21389.84375","21389.84375"
"13451264","21375.78125","21375.78125","21375.78125"
"13467648","21413.28125","21413.28125","21413.28125"
"13484032","21720.3125","21720.3125","21720.3125"
"13500416","21814.0625","21814.0625","21814.0625"
"13516800","21607.03125","21607.03125","21607.03125"
"13533184","21463.28125","21463.28125","21463.28125"
"13549568","21489.84375","21489.84375","21489.84375"
"13565952","21324.21875","21324.21875","21324.21875"
"13582336","21344.53125","21344.53125","21344.53125"
"13598720","21497.65625","21497.65625","21497.65625"
"13615104","21910.9375","21910.9375","21910.9375"
"13631488","22497.65625","22497.65625","22497.65625"
"13647872","22430.46875","22430.46875","22430.46875"
"13664256","22527.34375","22527.34375","22527.34375"
"13680640","23401.5625","23401.5625","23401.5625"
"13697024","23529.6875","23529.6875","23529.6875"
"13713408","23262.5","23262.5","23262.5"
"13729792","23458.59375","23458.59375","23458.59375"
"13746176","23989.84375","23989.84375","23989.84375"
"13762560","23638.28125","23638.28125","23638.28125"
"13778944","23751.5625","23751.5625","23751.5625"
"13795328","24219.53125","24219.53125","24219.53125"
"13811712","24307.03125","24307.03125","24307.03125"
"13828096","24410.15625","24410.15625","24410.15625"
"13844480","24591.40625","24591.40625","24591.40625"
"13860864","24898.4375","24898.4375","24898.4375"
"13877248","24832.03125","24832.03125","24832.03125"
"13893632","24750","24750","24750"
"13910016","24521.875","24521.875","24521.875"
"13926400","24421.09375","24421.09375","24421.09375"
"13942784","23970.3125","23970.3125","23970.3125"
"13959168","23324.21875","23324.21875","23324.21875"
"13975552","23322.65625","23322.65625","23322.65625"
"13991936","23044.53125","23044.53125","23044.53125"
"14008320","23339.84375","23339.84375","23339.84375"
"14024704","23211.71875","23211.71875","23211.71875"
"14041088","23217.1875","23217.1875","23217.1875"
"14057472","23481.25","23481.25","23481.25"
"14073856","23845.3125","23845.3125","23845.3125"
"14090240","23796.09375","23796.09375","23796.09375"
"14106624","24062.5","24062.5","24062.5"
"14123008","23669.53125","23669.53125","23669.53125"
"14139392","23581.25","23581.25","23581.25"
"14155776","23421.09375","23421.09375","23421.09375"
"14172160","22927.34375","22927.34375","22927.34375"
"14188544","23022.65625","23022.65625","23022.65625"
"14204928","22911.71875","22911.71875","22911.71875"
"14221312","22858.59375","22858.59375","22858.59375"
"14237696","23498.4375","23498.4375","23498.4375"
"14254080","23946.875","23946.875","23946.875"
"14270464","23800.78125","23800.78125","23800.78125"
"14286848","23722.65625","23722.65625","23722.65625"
"14303232","23479.6875","23479.6875","23479.6875"
"14319616","23405.46875","23405.46875","23405.46875"
"14336000","23400","23400","23400"
"14352384","23681.25","23681.25","23681.25"
"14368768","23260.15625","23260.15625","23260.15625"
"14385152","23053.125","23053.125","23053.125"
"14401536","23357.8125","23357.8125","23357.8125"
"14417920","24038.28125","24038.28125","24038.28125"
"14434304","23992.96875","23992.96875","23992.96875"
"14450688","24394.53125","24394.53125","24394.53125"
"14467072","23850","23850","23850"
"14483456","24254.6875","24254.6875","24254.6875"
"14499840","24342.1875","24342.1875","24342.1875"
"14516224","24214.84375","24214.84375","24214.84375"
"14532608","23889.0625","23889.0625","23889.0625"
"14548992","23858.59375","23858.59375","23858.59375"
"14565376","23790.625","23790.625","23790.625"
"14581760","23775","23775","23775"
"14598144","23682.8125","23682.8125","23682.8125"
"14614528","23800","23800","23800"
"14630912","23596.09375","23596.09375","23596.09375"
"14647296","23727.34375","23727.34375","23727.34375"
"14663680","23983.59375","23983.59375","23983.59375"
"14680064","23880.46875","23880.46875","23880.46875"
"14696448","23580.46875","23580.46875","23580.46875"
"14712832","23389.84375","23389.84375","23389.84375"
"14729216","23129.6875","23129.6875","23129.6875"
"14745600","22757.03125","22757.03125","22757.03125"
"14761984","23421.09375","23421.09375","23421.09375"
"14778368","23346.875","23346.875","23346.875"
"14794752","23686.71875","23686.71875","23686.71875"
"14811136","23869.53125","23869.53125","23869.53125"
"14827520","23849.21875","23849.21875","23849.21875"
"14843904","24649.21875","24649.21875","24649.21875"
"14860288","24707.03125","24707.03125","24707.03125"
"14876672","24382.03125","24382.03125","24382.03125"
"14893056","25000.78125","25000.78125","25000.78125"
"14909440","24387.5","24387.5","24387.5"
"14925824","24657.8125","24657.8125","24657.8125"
"14942208","25031.25","25031.25","25031.25"
"14958592","24360.15625","24360.15625","24360.15625"
"14974976","24669.53125","24669.53125","24669.53125"
"14991360","24729.6875","24729.6875","24729.6875"
"15007744","25088.28125","25088.28125","25088.28125"
"15024128","24630.46875","24630.46875","24630.46875"
"15040512","24707.03125","24707.03125","24707.03125"
"15056896","24422.65625","24422.65625","24422.65625"
"15073280","24477.34375","24477.34375","24477.34375"
"15089664","23991.40625","23991.40625","23991.40625"
"15106048","24160.15625","24160.15625","24160.15625"
"15122432","23918.75","23918.75","23918.75"
"15138816","23634.375","23634.375","23634.375"
"15155200","24018.75","24018.75","24018.75"
"15171584","24573.4375","24573.4375","24573.4375"
"15187968","24341.40625","24341.40625","24341.40625"
"15204352","24628.90625","24628.90625","24628.90625"
"15220736","24486.71875","24486.71875","24486.71875"
"15237120","24811.71875","24811.71875","24811.71875"
"15253504","24864.0625","24864.0625","24864.0625"
"15269888","24902.34375","24902.34375","24902.34375"
"15286272","24730.46875","24730.46875","24730.46875"
"15302656","25553.125","25553.125","25553.125"
"15319040","25673.4375","25673.4375","25673.4375"
"15335424","26312.5","26312.5","26312.5"
"15351808","26690.625","26690.625","26690.625"
"15368192","26780.46875","26780.46875","26780.46875"
"15384576","26764.84375","26764.84375","26764.84375"
"15400960","26221.09375","26221.09375","26221.09375"
"15417344","26532.03125","26532.03125","26532.03125"
"15433728","26814.84375","26814.84375","26814.84375"
"15450112","26842.1875","26842.1875","26842.1875"
"15466496","26574.21875","26574.21875","26574.21875"
"15482880","26748.4375","26748.4375","26748.4375"
"15499264","26973.4375","26973.4375","26973.4375"
"15515648","26688.28125","26688.28125","26688.28125"
"15532032","26653.125","26653.125","26653.125"
"15548416","26639.84375","26639.84375","26639.84375"
"15564800","27136.71875","27136.71875","27136.71875"
"15581184","27389.0625","27389.0625","27389.0625"
"15597568","27447.65625","27447.65625","27447.65625"
"15613952","27050","27050","27050"
"15630336","26933.59375","26933.59375","26933.59375"
"15646720","26558.59375","26558.59375","26558.59375"
"15663104","26609.375","26609.375","26609.375"
"15679488","27428.90625","27428.90625","27428.90625"
"15695872","27385.9375","27385.9375","27385.9375"
"15712256","27319.53125","27319.53125","27319.53125"
"15728640","26953.90625","26953.90625","26953.90625"
"15745024","26746.09375","26746.09375","26746.09375"
"15761408","27045.3125","27045.3125","27045.3125"
"15777792","26882.8125","26882.8125","26882.8125"
"15794176","27009.375","27009.375","27009.375"
"15810560","26961.71875","26961.71875","26961.71875"
"15826944","27093.75","27093.75","27093.75"
"15843328","27153.125","27153.125","27153.125"
"15859712","27228.125","27228.125","27228.125"
"15876096","27296.875","27296.875","27296.875"
"15892480","27290.625","27290.625","27290.625"
"15908864","27374.21875","27374.21875","27374.21875"
"15925248","27110.15625","27110.15625","27110.15625"
"15941632","27262.5","27262.5","27262.5"
"15958016","27232.03125","27232.03125","27232.03125"
"15974400","27317.1875","27317.1875","27317.1875"
"15990784","27605.46875","27605.46875","27605.46875"
"16007168","27469.53125","27469.53125","27469.53125"
"16023552","27349.21875","27349.21875","27349.21875"
"16039936","27045.3125","27045.3125","27045.3125"
"16056320","26684.375","26684.375","26684.375"
"16072704","26896.875","26896.875","26896.875"
"16089088","27003.90625","27003.90625","27003.90625"
"16105472","26995.3125","26995.3125","26995.3125"
"16121856","26790.625","26790.625","26790.625"
"16138240","27084.375","27084.375","27084.375"
"16154624","26665.625","26665.625","26665.625"
"16171008","26696.875","26696.875","26696.875"
"16187392","25916.40625","25916.40625","25916.40625"
"16203776","26165.625","26165.625","26165.625"
"16220160","26164.84375","26164.84375","26164.84375"
"16236544","26266.40625","26266.40625","26266.40625"
"16252928","26206.25","26206.25","26206.25"
"16269312","26224.21875","26224.21875","26224.21875"
"16285696","26334.375","26334.375","26334.375"
"16302080","25725.78125","25725.78125","25725.78125"
"16318464","25995.3125","25995.3125","25995.3125"
"16334848","26001.5625","26001.5625","26001.5625"
"16351232","26192.1875","26192.1875","26192.1875"
"16367616","26642.1875","26642.1875","26642.1875"
"16384000","27194.53125","27194.53125","27194.53125"
"16400384","27216.40625","27216.40625","27216.40625"
"16416768","27228.125","27228.125","27228.125"
"16433152","27235.15625","27235.15625","27235.15625"
"16449536","27474.21875","27474.21875","27474.21875"
"16465920","27610.9375","27610.9375","27610.9375"
"16482304","27928.90625","27928.90625","27928.90625"
"16498688","28067.1875","28067.1875","28067.1875"
"16515072","27966.40625","27966.40625","27966.40625"
"16531456","27889.84375","27889.84375","27889.84375"
"16547840","28552.34375","28552.34375","28552.34375"
"16564224","28651.5625","28651.5625","28651.5625"
"16580608","28373.4375","28373.4375","28373.4375"
"16596992","27718.75","27718.75","27718.75"
"16613376","28546.09375","28546.09375","28546.09375"
"16629760","28769.53125","28769.53125","28769.53125"
"16646144","28430.46875","28430.46875","28430.46875"
"16662528","28525.78125","28525.78125","28525.78125"
"16678912","28542.96875","28542.96875","28542.96875"
"16695296","28476.5625","28476.5625","28476.5625"
"16711680","28330.46875","28330.46875","28330.46875"
"16728064","28446.09375","28446.09375","28446.09375"
"16744448","28840.625","28840.625","28840.625"
"16760832","28736.71875","28736.71875","28736.71875"
"16777216","28825.78125","28825.78125","28825.78125"
"16793600","29371.09375","29371.09375","29371.09375"
"16809984","28995.3125","28995.3125","28995.3125"
"16826368","29290.625","29290.625","29290.625"
"16842752","28912.5","28912.5","28912.5"
"16859136","28184.375","28184.375","28184.375"
"16875520","28261.71875","28261.71875","28261.71875"
"16891904","28460.9375","28460.9375","28460.9375"
"16908288","28821.09375","28821.09375","28821.09375"
"16924672","28178.90625","28178.90625","28178.90625"
"16941056","27411.71875","27411.71875","27411.71875"
"16957440","27692.96875","27692.96875","27692.96875"
"16973824","27530.46875","27530.46875","27530.46875"
"16990208","27541.40625","27541.40625","27541.40625"
"17006592","27264.0625","27264.0625","27264.0625"
"17022976","27164.0625","27164.0625","27164.0625"
"17039360","27422.65625","27422.65625","27422.65625"
"17055744","27064.0625","27064.0625","27064.0625"
"17072128","26800.78125","26800.78125","26800.78125"
"17088512","26922.65625","26922.65625","26922.65625"
"17104896","26415.625","26415.625","26415.625"
"17121280","26268.75","26268.75","26268.75"
"17137664","26554.6875","26554.6875","26554.6875"
"17154048","27380.46875","27380.46875","27380.46875"
"17170432","27231.25","27231.25","27231.25"
"17186816","27182.8125","27182.8125","27182.8125"
"17203200","27282.8125","27282.8125","27282.8125"
"17219584","27676.5625","27676.5625","27676.5625"
"17235968","27664.0625","27664.0625","27664.0625"
"17252352","27792.1875","27792.1875","27792.1875"
"17268736","27701.5625","27701.5625","27701.5625"
"17285120","27733.59375","27733.59375","27733.59375"
"17301504","27957.03125","27957.03125","27957.03125"
"17317888","27605.46875","27605.46875","27605.46875"
"17334272","27241.40625","27241.40625","27241.40625"
"17350656","27303.125","27303.125","27303.125"
"17367040","27447.65625","27447.65625","27447.65625"
"17383424","27889.84375","27889.84375","27889.84375"
"17399808","28418.75","28418.75","28418.75"
"17416192","28194.53125","28194.53125","28194.53125"
"17432576","28082.8125","28082.8125","28082.8125"
"17448960","27980.46875","27980.46875","27980.46875"
"17465344","27925.78125","27925.78125","27925.78125"
"17481728","28314.0625","28314.0625","28314.0625"
"17498112","28132.03125","28132.03125","28132.03125"
"17514496","28308.59375","28308.59375","28308.59375"
"17530880","28048.4375","28048.4375","28048.4375"
"17547264","28170.3125","28170.3125","28170.3125"
"17563648","28329.6875","28329.6875","28329.6875"
"17580032","28532.03125","28532.03125","28532.03125"
"17596416","28596.875","28596.875","28596.875"
"17612800","28750.78125","28750.78125","28750.78125"
"17629184","29344.53125","29344.53125","29344.53125"
"17645568","29341.40625","29341.40625","29341.40625"
"17661952","29892.1875","29892.1875","29892.1875"
"17678336","29895.3125","29895.3125","29895.3125"
"17694720","30187.5","30187.5","30187.5"
"17711104","29970.3125","29970.3125","29970.3125"
"17727488","30329.6875","30329.6875","30329.6875"
"17743872","30496.09375","30496.09375","30496.09375"
"17760256","30978.90625","30978.90625","30978.90625"
"17776640","31332.8125","31332.8125","31332.8125"
"17793024","31430.46875","31430.46875","31430.46875"
"17809408","31077.34375","31077.34375","31077.34375"
"17825792","31357.8125","31357.8125","31357.8125"
"17842176","31289.84375","31289.84375","31289.84375"
"17858560","31614.84375","31614.84375","31614.84375"
"17874944","31785.9375","31785.9375","31785.9375"
"17891328","31600.78125","31600.78125","31600.78125"
"17907712","31223.4375","31223.4375","31223.4375"
"17924096","31449.21875","31449.21875","31449.21875"
"17940480","31325.78125","31325.78125","31325.78125"
"17956864","30886.71875","30886.71875","30886.71875"
"17973248","31327.34375","31327.34375","31327.34375"
"17989632","31107.03125","31107.03125","31107.03125"
"18006016","31051.5625","31051.5625","31051.5625"
"18022400","31385.15625","31385.15625","31385.15625"
"18038784","30851.5625","30851.5625","30851.5625"
"18055168","30842.96875","30842.96875","30842.96875"
"18071552","31096.875","31096.875","31096.875"
"18087936","31128.125","31128.125","31128.125"
"18104320","31132.8125","31132.8125","31132.8125"
"18120704","31096.875","31096.875","31096.875"
"18137088","31442.96875","31442.96875","31442.96875"
"18153472","31417.1875","31417.1875","31417.1875"
"18169856","31517.1875","31517.1875","31517.1875"
"18186240","31539.0625","31539.0625","31539.0625"
"18202624","31524.21875","31524.21875","31524.21875"
"18219008","32100.78125","32100.78125","32100.78125"
"18235392","32100.78125","32100.78125","32100.78125"
"18251776","32578.90625","32578.90625","32578.90625"
"18268160","32297.65625","32297.65625","32297.65625"
"18284544","32351.5625","32351.5625","32351.5625"
"18300928","32541.40625","32541.40625","32541.40625"
"18317312","32264.0625","32264.0625","32264.0625"
"18333696","31833.59375","31833.59375","31833.59375"
"18350080","32371.875","32371.875","32371.875"
"18366464","32793.75","32793.75","32793.75"
"18382848","32518.75","32518.75","32518.75"
"18399232","32983.59375","32983.59375","32983.59375"
"18415616","32393.75","32393.75","32393.75"
"18432000","32225","32225","32225"
"18448384","32021.875","32021.875","32021.875"
"18464768","31961.71875","31961.71875","31961.71875"
"18481152","31954.6875","31954.6875","31954.6875"
"18497536","31959.375","31959.375","31959.375"
"18513920","32197.65625","32197.65625","32197.65625"
"18530304","32535.9375","32535.9375","32535.9375"
"18546688","32715.625","32715.625","32715.625"
"18563072","32715.625","32715.625","32715.625"
"18579456","32917.1875","32917.1875","32917.1875"
"18595840","32900","32900","32900"
"18612224","32729.6875","32729.6875","32729.6875"
"18628608","32764.84375","32764.84375","32764.84375"
"18644992","33232.8125","33232.8125","33232.8125"
"18661376","33006.25","33006.25","33006.25"
"18677760","33239.0625","33239.0625","33239.0625"
"18694144","33096.09375","33096.09375","33096.09375"
"18710528","32818.75","32818.75","32818.75"
"18726912","32382.8125","32382.8125","32382.8125"
"18743296","32561.71875","32561.71875","32561.71875"
"18759680","33148.4375","33148.4375","33148.4375"
"18776064","33258.59375","33258.59375","33258.59375"
"18792448","33514.0625","33514.0625","33514.0625"
"18808832","33824.21875","33824.21875","33824.21875"
"18825216","33935.15625","33935.15625","33935.15625"
"18841600","33485.9375","33485.9375","33485.9375"
"18857984","33807.03125","33807.03125","33807.03125"
"18874368","33864.0625","33864.0625","33864.0625"
"18890752","34017.1875","34017.1875","34017.1875"
"18907136","33692.1875","33692.1875","33692.1875"
"18923520","33763.28125","33763.28125","33763.28125"
"18939904","33813.28125","33813.28125","33813.28125"
"18956288","34045.3125","34045.3125","34045.3125"
"18972672","33639.0625","33639.0625","33639.0625"
"18989056","33521.09375","33521.09375","33521.09375"
"19005440","33389.84375","33389.84375","33389.84375"
"19021824","33472.65625","33472.65625","33472.65625"
"19038208","33495.3125","33495.3125","33495.3125"
"19054592","33796.09375","33796.09375","33796.09375"
"19070976","34216.40625","34216.40625","34216.40625"
"19087360","34296.09375","34296.09375","34296.09375"
"19103744","33942.96875","33942.96875","33942.96875"
"19120128","34399.21875","34399.21875","34399.21875"
"19136512","34283.59375","34283.59375","34283.59375"
"19152896","34141.40625","34141.40625","34141.40625"
"19169280","34774.21875","34774.21875","34774.21875"
"19185664","35078.125","35078.125","35078.125"
"19202048","34824.21875","34824.21875","34824.21875"
"19218432","34824.21875","34824.21875","34824.21875"
"19234816","34842.96875","34842.96875","34842.96875"
"19251200","34885.9375","34885.9375","34885.9375"
"19267584","34584.375","34584.375","34584.375"
"19283968","34157.03125","34157.03125","34157.03125"
"19300352","33953.125","33953.125","33953.125"
"19316736","33829.6875","33829.6875","33829.6875"
"19333120","33644.53125","33644.53125","33644.53125"
"19349504","33815.625","33815.625","33815.625"
"19365888","33768.75","33768.75","33768.75"
"19382272","33049.21875","33049.21875","33049.21875"
"19398656","33817.1875","33817.1875","33817.1875"
"19415040","33567.96875","33567.96875","33567.96875"
"19431424","33732.8125","33732.8125","33732.8125"
"19447808","33082.03125","33082.03125","33082.03125"
"19464192","32856.25","32856.25","32856.25"
"19480576","32838.28125","32838.28125","32838.28125"
"19496960","32672.65625","32672.65625","32672.65625"
"19513344","32529.6875","32529.6875","32529.6875"
"19529728","32347.65625","32347.65625","32347.65625"
"19546112","32017.96875","32017.96875","32017.96875"
"19562496","31621.875","31621.875","31621.875"
"19578880","31696.875","31696.875","31696.875"
"19595264","31830.46875","31830.46875","31830.46875"
"19611648","32252.34375","32252.34375","32252.34375"
"19628032","32264.84375","32264.84375","32264.84375"
"19644416","32442.1875","32442.1875","32442.1875"
"19660800","32259.375","32259.375","32259.375"
"19677184","32654.6875","32654.6875","32654.6875"
"19693568","32565.625","32565.625","32565.625"
"19709952","32967.96875","32967.96875","32967.96875"
"19726336","33188.28125","33188.28125","33188.28125"
"19742720","32521.875","32521.875","32521.875"
