"Step","TrajLen","StarGunner-v5__ppo_noisy_net - charts/traj_len__MIN","StarGunner-v5__ppo_noisy_net - charts/traj_len__MAX"
"9846784","860.609375","860.609375","860.609375"
"9863168","868.1875","868.1875","868.1875"
"9879552","849.828125","849.828125","849.828125"
"9895936","846.4140625","846.4140625","846.4140625"
"9912320","845.8125","845.8125","845.8125"
"9928704","842.1640625","842.1640625","842.1640625"
"9945088","813.703125","813.703125","813.703125"
"9961472","818.8125","818.8125","818.8125"
"9977856","823.5546875","823.5546875","823.5546875"
"9994240","825.7578125","825.7578125","825.7578125"
"10010624","832.234375","832.234375","832.234375"
"10027008","844.140625","844.140625","844.140625"
"10043392","864.9375","864.9375","864.9375"
"10059776","886.53125","886.53125","886.53125"
"10076160","884.421875","884.421875","884.421875"
"10092544","877.328125","877.328125","877.328125"
"10108928","909.8359375","909.8359375","909.8359375"
"10125312","906.203125","906.203125","906.203125"
"10141696","901.421875","901.421875","901.421875"
"10158080","921.4140625","921.4140625","921.4140625"
"10174464","928.265625","928.265625","928.265625"
"10190848","941.640625","941.640625","941.640625"
"10207232","946.796875","946.796875","946.796875"
"10223616","976.1171875","976.1171875","976.1171875"
"10240000","973.9765625","973.9765625","973.9765625"
"10256384","988.984375","988.984375","988.984375"
"10272768","974.2421875","974.2421875","974.2421875"
"10289152","960.84375","960.84375","960.84375"
"10305536","962.8515625","962.8515625","962.8515625"
"10321920","952.0625","952.0625","952.0625"
"10338304","944.734375","944.734375","944.734375"
"10354688","927.90625","927.90625","927.90625"
"10371072","922.453125","922.453125","922.453125"
"10387456","931.203125","931.203125","931.203125"
"10403840","917.375","917.375","917.375"
"10420224","909.5390625","909.5390625","909.5390625"
"10436608","904.7890625","904.7890625","904.7890625"
"10452992","908.6484375","908.6484375","908.6484375"
"10469376","927.1171875","927.1171875","927.1171875"
"10485760","916.1015625","916.1015625","916.1015625"
"10502144","917.8984375","917.8984375","917.8984375"
"10518528","910.828125","910.828125","910.828125"
"10534912","922.9140625","922.9140625","922.9140625"
"10551296","918.3359375","918.3359375","918.3359375"
"10567680","946.4609375","946.4609375","946.4609375"
"10584064","950.15625","950.15625","950.15625"
"10600448","936.328125","936.328125","936.328125"
"10616832","941.125","941.125","941.125"
"10633216","915.6015625","915.6015625","915.6015625"
"10649600","914.3203125","914.3203125","914.3203125"
"10665984","892.3984375","892.3984375","892.3984375"
"10682368","858.8046875","858.8046875","858.8046875"
"10698752","845.7265625","845.7265625","845.7265625"
"10715136","845.703125","845.703125","845.703125"
"10731520","846.8671875","846.8671875","846.8671875"
"10747904","842.484375","842.484375","842.484375"
"10764288","850.140625","850.140625","850.140625"
"10780672","867.96875","867.96875","867.96875"
"10797056","871.9609375","871.9609375","871.9609375"
"10813440","863.140625","863.140625","863.140625"
"10829824","866.125","866.125","866.125"
"10846208","868.75","868.75","868.75"
"10862592","861.359375","861.359375","861.359375"
"10878976","836.8359375","836.8359375","836.8359375"
"10895360","837.515625","837.515625","837.515625"
"10911744","841.9765625","841.9765625","841.9765625"
"10928128","837.265625","837.265625","837.265625"
"10944512","837.4765625","837.4765625","837.4765625"
"10960896","830.921875","830.921875","830.921875"
"10977280","851.4375","851.4375","851.4375"
"10993664","874.4609375","874.4609375","874.4609375"
"11010048","875.7265625","875.7265625","875.7265625"
"11026432","873.609375","873.609375","873.609375"
"11042816","876.3828125","876.3828125","876.3828125"
"11059200","879.765625","879.765625","879.765625"
"11075584","874.3828125","874.3828125","874.3828125"
"11091968","865.3984375","865.3984375","865.3984375"
"11108352","848.3828125","848.3828125","848.3828125"
"11124736","846.59375","846.59375","846.59375"
"11141120","849.3359375","849.3359375","849.3359375"
"11157504","839.46875","839.46875","839.46875"
"11173888","830.9375","830.9375","830.9375"
"11190272","830.7734375","830.7734375","830.7734375"
"11206656","837.9765625","837.9765625","837.9765625"
"11223040","849.109375","849.109375","849.109375"
"11239424","846.0078125","846.0078125","846.0078125"
"11255808","879.359375","879.359375","879.359375"
"11272192","888.96875","888.96875","888.96875"
"11288576","912.1015625","912.1015625","912.1015625"
"11304960","901.703125","901.703125","901.703125"
"11321344","904.8984375","904.8984375","904.8984375"
"11337728","908.203125","908.203125","908.203125"
"11354112","904.4765625","904.4765625","904.4765625"
"11370496","883.953125","883.953125","883.953125"
"11386880","884.2421875","884.2421875","884.2421875"
"11403264","881.65625","881.65625","881.65625"
"11419648","897.8125","897.8125","897.8125"
"11436032","899.2890625","899.2890625","899.2890625"
"11452416","914.9140625","914.9140625","914.9140625"
"11468800","917.78125","917.78125","917.78125"
"11485184","915.1796875","915.1796875","915.1796875"
"11501568","930.4140625","930.4140625","930.4140625"
"11517952","937.1015625","937.1015625","937.1015625"
"11534336","955.40625","955.40625","955.40625"
"11550720","985.8203125","985.8203125","985.8203125"
"11567104","991.0390625","991.0390625","991.0390625"
"11583488","974.3671875","974.3671875","974.3671875"
"11599872","968.4375","968.4375","968.4375"
"11616256","935.71875","935.71875","935.71875"
"11632640","943.640625","943.640625","943.640625"
"11649024","916.8125","916.8125","916.8125"
"11665408","900.796875","900.796875","900.796875"
"11681792","888.828125","888.828125","888.828125"
"11698176","902.84375","902.84375","902.84375"
"11714560","922.2109375","922.2109375","922.2109375"
"11730944","934.390625","934.390625","934.390625"
"11747328","919.578125","919.578125","919.578125"
"11763712","937.8984375","937.8984375","937.8984375"
"11780096","933.9296875","933.9296875","933.9296875"
"11796480","947.2578125","947.2578125","947.2578125"
"11812864","949","949","949"
"11829248","926.40625","926.40625","926.40625"
"11845632","937.6171875","937.6171875","937.6171875"
"11862016","946.921875","946.921875","946.921875"
"11878400","939.828125","939.828125","939.828125"
"11894784","965.6953125","965.6953125","965.6953125"
"11911168","957.84375","957.84375","957.84375"
"11927552","951.453125","951.453125","951.453125"
"11943936","978.1328125","978.1328125","978.1328125"
"11960320","975.0390625","975.0390625","975.0390625"
"11976704","978.234375","978.234375","978.234375"
"11993088","990.2890625","990.2890625","990.2890625"
"12009472","996.3671875","996.3671875","996.3671875"
"12025856","1015.3515625","1015.3515625","1015.3515625"
"12042240","998.703125","998.703125","998.703125"
"12058624","994.6796875","994.6796875","994.6796875"
"12075008","983.328125","983.328125","983.328125"
"12091392","997.796875","997.796875","997.796875"
"12107776","971.109375","971.109375","971.109375"
"12124160","953.9921875","953.9921875","953.9921875"
"12140544","961.015625","961.015625","961.015625"
"12156928","945.921875","945.921875","945.921875"
"12173312","945.765625","945.765625","945.765625"
"12189696","900.7109375","900.7109375","900.7109375"
"12206080","893.171875","893.171875","893.171875"
"12222464","896.6640625","896.6640625","896.6640625"
"12238848","901.4609375","901.4609375","901.4609375"
"12255232","882.9453125","882.9453125","882.9453125"
"12271616","885.5390625","885.5390625","885.5390625"
"12288000","880.40625","880.40625","880.40625"
"12304384","901.4140625","901.4140625","901.4140625"
"12320768","894.6015625","894.6015625","894.6015625"
"12337152","872.7890625","872.7890625","872.7890625"
"12353536","877.078125","877.078125","877.078125"
"12369920","849.21875","849.21875","849.21875"
"12386304","846.046875","846.046875","846.046875"
"12402688","837.2890625","837.2890625","837.2890625"
"12419072","835.0390625","835.0390625","835.0390625"
"12435456","841.515625","841.515625","841.515625"
"12451840","839.3671875","839.3671875","839.3671875"
"12468224","836.5625","836.5625","836.5625"
"12484608","854.9375","854.9375","854.9375"
"12500992","856.5546875","856.5546875","856.5546875"
"12517376","877.5859375","877.5859375","877.5859375"
"12533760","873.453125","873.453125","873.453125"
"12550144","868.828125","868.828125","868.828125"
"12566528","872.9765625","872.9765625","872.9765625"
"12582912","890.59375","890.59375","890.59375"
"12599296","895.015625","895.015625","895.015625"
"12615680","895.859375","895.859375","895.859375"
"12632064","892.4765625","892.4765625","892.4765625"
"12648448","897.9765625","897.9765625","897.9765625"
"12664832","902.5078125","902.5078125","902.5078125"
"12681216","895.515625","895.515625","895.515625"
"12697600","902.6796875","902.6796875","902.6796875"
"12713984","892.265625","892.265625","892.265625"
"12730368","892.6171875","892.6171875","892.6171875"
"12746752","895.875","895.875","895.875"
"12763136","893.3203125","893.3203125","893.3203125"
"12779520","888.5","888.5","888.5"
"12795904","919.484375","919.484375","919.484375"
"12812288","921.3984375","921.3984375","921.3984375"
"12828672","925.0703125","925.0703125","925.0703125"
"12845056","933.8125","933.8125","933.8125"
"12861440","939","939","939"
"12877824","958.78125","958.78125","958.78125"
"12894208","929.453125","929.453125","929.453125"
"12910592","907.0703125","907.0703125","907.0703125"
"12926976","894.109375","894.109375","894.109375"
"12943360","887.6015625","887.6015625","887.6015625"
"12959744","883.5859375","883.5859375","883.5859375"
"12976128","859.8359375","859.8359375","859.8359375"
"12992512","852.015625","852.015625","852.015625"
"13008896","857.3125","857.3125","857.3125"
"13025280","858.7421875","858.7421875","858.7421875"
"13041664","861.7734375","861.7734375","861.7734375"
"13058048","867.078125","867.078125","867.078125"
"13074432","891.7578125","891.7578125","891.7578125"
"13090816","905.96875","905.96875","905.96875"
"13107200","915.8046875","915.8046875","915.8046875"
"13123584","927.8203125","927.8203125","927.8203125"
"13139968","921.90625","921.90625","921.90625"
"13156352","941.890625","941.890625","941.890625"
"13172736","953.5","953.5","953.5"
"13189120","945.2734375","945.2734375","945.2734375"
"13205504","921.1953125","921.1953125","921.1953125"
"13221888","932.8984375","932.8984375","932.8984375"
"13238272","942.1015625","942.1015625","942.1015625"
"13254656","961.1796875","961.1796875","961.1796875"
"13271040","972.671875","972.671875","972.671875"
"13287424","965.890625","965.890625","965.890625"
"13303808","963.609375","963.609375","963.609375"
"13320192","972.015625","972.015625","972.015625"
"13336576","991.9453125","991.9453125","991.9453125"
"13352960","986.265625","986.265625","986.265625"
"13369344","984.359375","984.359375","984.359375"
"13385728","989.5859375","989.5859375","989.5859375"
"13402112","996.9140625","996.9140625","996.9140625"
"13418496","994.921875","994.921875","994.921875"
"13434880","988.59375","988.59375","988.59375"
"13451264","981.5625","981.5625","981.5625"
"13467648","974.1796875","974.1796875","974.1796875"
"13484032","971.6328125","971.6328125","971.6328125"
"13500416","958.375","958.375","958.375"
"13516800","943.6171875","943.6171875","943.6171875"
"13533184","953.34375","953.34375","953.34375"
"13549568","977.109375","977.109375","977.109375"
"13565952","959.5390625","959.5390625","959.5390625"
"13582336","971.7890625","971.7890625","971.7890625"
"13598720","981.8046875","981.8046875","981.8046875"
"13615104","993.7734375","993.7734375","993.7734375"
"13631488","1002.8203125","1002.8203125","1002.8203125"
"13647872","1001.734375","1001.734375","1001.734375"
"13664256","1004.859375","1004.859375","1004.859375"
"13680640","1025.6796875","1025.6796875","1025.6796875"
"13697024","1029.4453125","1029.4453125","1029.4453125"
"13713408","1024.890625","1024.890625","1024.890625"
"13729792","1009.734375","1009.734375","1009.734375"
"13746176","1017.0078125","1017.0078125","1017.0078125"
"13762560","1035.4375","1035.4375","1035.4375"
"13778944","1033","1033","1033"
"13795328","1029.4140625","1029.4140625","1029.4140625"
"13811712","1049.125","1049.125","1049.125"
"13828096","1021.390625","1021.390625","1021.390625"
"13844480","1043.0078125","1043.0078125","1043.0078125"
"13860864","1080.140625","1080.140625","1080.140625"
"13877248","1074.515625","1074.515625","1074.515625"
"13893632","1065.34375","1065.34375","1065.34375"
"13910016","1066.5546875","1066.5546875","1066.5546875"
"13926400","1072.4296875","1072.4296875","1072.4296875"
"13942784","1056.90625","1056.90625","1056.90625"
"13959168","1099.578125","1099.578125","1099.578125"
"13975552","1093.625","1093.625","1093.625"
"13991936","1106.28125","1106.28125","1106.28125"
"14008320","1063.6484375","1063.6484375","1063.6484375"
"14024704","1071.6015625","1071.6015625","1071.6015625"
"14041088","1084.6328125","1084.6328125","1084.6328125"
"14057472","1087.296875","1087.296875","1087.296875"
"14073856","1089.1796875","1089.1796875","1089.1796875"
"14090240","1081.8515625","1081.8515625","1081.8515625"
"14106624","1071.671875","1071.671875","1071.671875"
"14123008","1067.40625","1067.40625","1067.40625"
"14139392","1075.9453125","1075.9453125","1075.9453125"
"14155776","1093.4296875","1093.4296875","1093.4296875"
"14172160","1112.828125","1112.828125","1112.828125"
"14188544","1117.390625","1117.390625","1117.390625"
"14204928","1114.609375","1114.609375","1114.609375"
"14221312","1127.1328125","1127.1328125","1127.1328125"
"14237696","1119.5546875","1119.5546875","1119.5546875"
"14254080","1121.9296875","1121.9296875","1121.9296875"
"14270464","1134.3125","1134.3125","1134.3125"
"14286848","1150.765625","1150.765625","1150.765625"
"14303232","1129.375","1129.375","1129.375"
"14319616","1124.078125","1124.078125","1124.078125"
"14336000","1114.5","1114.5","1114.5"
"14352384","1115.046875","1115.046875","1115.046875"
"14368768","1128.6328125","1128.6328125","1128.6328125"
"14385152","1124.453125","1124.453125","1124.453125"
"14401536","1119.40625","1119.40625","1119.40625"
"14417920","1126.6875","1126.6875","1126.6875"
"14434304","1105.140625","1105.140625","1105.140625"
"14450688","1106.796875","1106.796875","1106.796875"
"14467072","1103.34375","1103.34375","1103.34375"
"14483456","1121.3046875","1121.3046875","1121.3046875"
"14499840","1120.2265625","1120.2265625","1120.2265625"
"14516224","1098.15625","1098.15625","1098.15625"
"14532608","1094.3671875","1094.3671875","1094.3671875"
"14548992","1102.03125","1102.03125","1102.03125"
"14565376","1077.6796875","1077.6796875","1077.6796875"
"14581760","1100.828125","1100.828125","1100.828125"
"14598144","1111.3984375","1111.3984375","1111.3984375"
"14614528","1091.671875","1091.671875","1091.671875"
"14630912","1120.84375","1120.84375","1120.84375"
"14647296","1131.890625","1131.890625","1131.890625"
"14663680","1135.046875","1135.046875","1135.046875"
"14680064","1142.5390625","1142.5390625","1142.5390625"
"14696448","1144.140625","1144.140625","1144.140625"
"14712832","1156.6484375","1156.6484375","1156.6484375"
"14729216","1144.875","1144.875","1144.875"
"14745600","1142.1796875","1142.1796875","1142.1796875"
"14761984","1153.7109375","1153.7109375","1153.7109375"
"14778368","1136.3125","1136.3125","1136.3125"
"14794752","1123.890625","1123.890625","1123.890625"
"14811136","1134.578125","1134.578125","1134.578125"
"14827520","1131.515625","1131.515625","1131.515625"
"14843904","1135.640625","1135.640625","1135.640625"
"14860288","1135.8125","1135.8125","1135.8125"
"14876672","1122.21875","1122.21875","1122.21875"
"14893056","1127.7890625","1127.7890625","1127.7890625"
"14909440","1118.6015625","1118.6015625","1118.6015625"
"14925824","1114.0625","1114.0625","1114.0625"
"14942208","1093.65625","1093.65625","1093.65625"
"14958592","1072.6015625","1072.6015625","1072.6015625"
"14974976","1069.40625","1069.40625","1069.40625"
"14991360","1073.046875","1073.046875","1073.046875"
"15007744","1072.9375","1072.9375","1072.9375"
"15024128","1063.296875","1063.296875","1063.296875"
"15040512","1069.3046875","1069.3046875","1069.3046875"
"15056896","1056.109375","1056.109375","1056.109375"
"15073280","1049.609375","1049.609375","1049.609375"
"15089664","1041.875","1041.875","1041.875"
"15106048","1027.6484375","1027.6484375","1027.6484375"
"15122432","1026.4921875","1026.4921875","1026.4921875"
"15138816","1032.8125","1032.8125","1032.8125"
"15155200","1026.859375","1026.859375","1026.859375"
"15171584","1036.2890625","1036.2890625","1036.2890625"
"15187968","1057.9765625","1057.9765625","1057.9765625"
"15204352","1072.7578125","1072.7578125","1072.7578125"
"15220736","1079.453125","1079.453125","1079.453125"
"15237120","1084.9296875","1084.9296875","1084.9296875"
"15253504","1072.5078125","1072.5078125","1072.5078125"
"15269888","1083.359375","1083.359375","1083.359375"
"15286272","1084.25","1084.25","1084.25"
"15302656","1089.3125","1089.3125","1089.3125"
"15319040","1063.953125","1063.953125","1063.953125"
"15335424","1061.9921875","1061.9921875","1061.9921875"
"15351808","1057.359375","1057.359375","1057.359375"
"15368192","1047.875","1047.875","1047.875"
"15384576","1048.671875","1048.671875","1048.671875"
"15400960","1030.4765625","1030.4765625","1030.4765625"
"15417344","1027.1640625","1027.1640625","1027.1640625"
"15433728","1023.6328125","1023.6328125","1023.6328125"
"15450112","1024.6796875","1024.6796875","1024.6796875"
"15466496","1032.6875","1032.6875","1032.6875"
"15482880","1050.8359375","1050.8359375","1050.8359375"
"15499264","1050.703125","1050.703125","1050.703125"
"15515648","1054.0078125","1054.0078125","1054.0078125"
"15532032","1070.25","1070.25","1070.25"
"15548416","1077.9375","1077.9375","1077.9375"
"15564800","1083.6328125","1083.6328125","1083.6328125"
"15581184","1085.71875","1085.71875","1085.71875"
"15597568","1091.7734375","1091.7734375","1091.7734375"
"15613952","1093.8984375","1093.8984375","1093.8984375"
"15630336","1088.8671875","1088.8671875","1088.8671875"
"15646720","1081.5859375","1081.5859375","1081.5859375"
"15663104","1076.0625","1076.0625","1076.0625"
"15679488","1065.2421875","1065.2421875","1065.2421875"
"15695872","1076.0859375","1076.0859375","1076.0859375"
"15712256","1056.265625","1056.265625","1056.265625"
"15728640","1067.25","1067.25","1067.25"
"15745024","1050.0078125","1050.0078125","1050.0078125"
"15761408","1074.96875","1074.96875","1074.96875"
"15777792","1097.546875","1097.546875","1097.546875"
"15794176","1110.7421875","1110.7421875","1110.7421875"
"15810560","1123.5625","1123.5625","1123.5625"
"15826944","1132.5546875","1132.5546875","1132.5546875"
"15843328","1123.90625","1123.90625","1123.90625"
"15859712","1108.828125","1108.828125","1108.828125"
"15876096","1084.6796875","1084.6796875","1084.6796875"
"15892480","1062.1328125","1062.1328125","1062.1328125"
"15908864","1050.4453125","1050.4453125","1050.4453125"
"15925248","1053.4921875","1053.4921875","1053.4921875"
"15941632","1029.09375","1029.09375","1029.09375"
"15958016","1020.7890625","1020.7890625","1020.7890625"
"15974400","1025.015625","1025.015625","1025.015625"
"15990784","1038.828125","1038.828125","1038.828125"
"16007168","1042.765625","1042.765625","1042.765625"
"16023552","1053.9453125","1053.9453125","1053.9453125"
"16039936","1072.3828125","1072.3828125","1072.3828125"
"16056320","1062.6796875","1062.6796875","1062.6796875"
"16072704","1067.453125","1067.453125","1067.453125"
"16089088","1068.203125","1068.203125","1068.203125"
"16105472","1075.4765625","1075.4765625","1075.4765625"
"16121856","1075.6875","1075.6875","1075.6875"
"16138240","1091.0625","1091.0625","1091.0625"
"16154624","1086.8515625","1086.8515625","1086.8515625"
"16171008","1084.0859375","1084.0859375","1084.0859375"
"16187392","1084.453125","1084.453125","1084.453125"
"16203776","1080.328125","1080.328125","1080.328125"
"16220160","1082.546875","1082.546875","1082.546875"
"16236544","1083.6953125","1083.6953125","1083.6953125"
"16252928","1069.0078125","1069.0078125","1069.0078125"
"16269312","1053.6171875","1053.6171875","1053.6171875"
"16285696","1046.625","1046.625","1046.625"
"16302080","1035.8203125","1035.8203125","1035.8203125"
"16318464","1035.0625","1035.0625","1035.0625"
"16334848","1064.7265625","1064.7265625","1064.7265625"
"16351232","1051.4921875","1051.4921875","1051.4921875"
"16367616","1040.65625","1040.65625","1040.65625"
"16384000","1055.046875","1055.046875","1055.046875"
"16400384","1054.6484375","1054.6484375","1054.6484375"
"16416768","1039.09375","1039.09375","1039.09375"
"16433152","1085.609375","1085.609375","1085.609375"
"16449536","1102.7578125","1102.7578125","1102.7578125"
"16465920","1105.84375","1105.84375","1105.84375"
"16482304","1119.9921875","1119.9921875","1119.9921875"
"16498688","1117","1117","1117"
"16515072","1136.609375","1136.609375","1136.609375"
"16531456","1146.1171875","1146.1171875","1146.1171875"
"16547840","1147.5","1147.5","1147.5"
"16564224","1173.515625","1173.515625","1173.515625"
"16580608","1158.734375","1158.734375","1158.734375"
"16596992","1159.4453125","1159.4453125","1159.4453125"
"16613376","1168.15625","1168.15625","1168.15625"
"16629760","1150.84375","1150.84375","1150.84375"
"16646144","1184.1328125","1184.1328125","1184.1328125"
"16662528","1167.3984375","1167.3984375","1167.3984375"
"16678912","1163.0234375","1163.0234375","1163.0234375"
"16695296","1165.75","1165.75","1165.75"
"16711680","1157.6640625","1157.6640625","1157.6640625"
"16728064","1169.5","1169.5","1169.5"
"16744448","1174.953125","1174.953125","1174.953125"
"16760832","1164.390625","1164.390625","1164.390625"
"16777216","1152.5234375","1152.5234375","1152.5234375"
"16793600","1140.421875","1140.421875","1140.421875"
"16809984","1146.8046875","1146.8046875","1146.8046875"
"16826368","1153.734375","1153.734375","1153.734375"
"16842752","1141.8203125","1141.8203125","1141.8203125"
"16859136","1137.8515625","1137.8515625","1137.8515625"
"16875520","1129.9609375","1129.9609375","1129.9609375"
"16891904","1099.7578125","1099.7578125","1099.7578125"
"16908288","1106.65625","1106.65625","1106.65625"
"16924672","1102.8125","1102.8125","1102.8125"
"16941056","1093.578125","1093.578125","1093.578125"
"16957440","1096.3125","1096.3125","1096.3125"
"16973824","1121.515625","1121.515625","1121.515625"
"16990208","1106.9140625","1106.9140625","1106.9140625"
"17006592","1102.359375","1102.359375","1102.359375"
"17022976","1134.546875","1134.546875","1134.546875"
"17039360","1164.2890625","1164.2890625","1164.2890625"
"17055744","1174","1174","1174"
"17072128","1167.40625","1167.40625","1167.40625"
"17088512","1183.5234375","1183.5234375","1183.5234375"
"17104896","1197.0703125","1197.0703125","1197.0703125"
"17121280","1178.015625","1178.015625","1178.015625"
"17137664","1215.921875","1215.921875","1215.921875"
"17154048","1204.3203125","1204.3203125","1204.3203125"
"17170432","1202.171875","1202.171875","1202.171875"
"17186816","1176.6796875","1176.6796875","1176.6796875"
"17203200","1166.421875","1166.421875","1166.421875"
"17219584","1152.703125","1152.703125","1152.703125"
"17235968","1146.46875","1146.46875","1146.46875"
"17252352","1151.7109375","1151.7109375","1151.7109375"
"17268736","1132.9140625","1132.9140625","1132.9140625"
"17285120","1130.390625","1130.390625","1130.390625"
"17301504","1125.4453125","1125.4453125","1125.4453125"
"17317888","1109.9765625","1109.9765625","1109.9765625"
"17334272","1103.0546875","1103.0546875","1103.0546875"
"17350656","1105.71875","1105.71875","1105.71875"
"17367040","1090.828125","1090.828125","1090.828125"
"17383424","1076.4765625","1076.4765625","1076.4765625"
"17399808","1077.875","1077.875","1077.875"
"17416192","1096.9609375","1096.9609375","1096.9609375"
"17432576","1090.4765625","1090.4765625","1090.4765625"
"17448960","1113.8125","1113.8125","1113.8125"
"17465344","1130.21875","1130.21875","1130.21875"
"17481728","1135.1640625","1135.1640625","1135.1640625"
"17498112","1138.296875","1138.296875","1138.296875"
"17514496","1155.6953125","1155.6953125","1155.6953125"
"17530880","1141.2890625","1141.2890625","1141.2890625"
"17547264","1146.9921875","1146.9921875","1146.9921875"
"17563648","1124.5234375","1124.5234375","1124.5234375"
"17580032","1133.703125","1133.703125","1133.703125"
"17596416","1118.578125","1118.578125","1118.578125"
"17612800","1133.9765625","1133.9765625","1133.9765625"
"17629184","1137.7734375","1137.7734375","1137.7734375"
"17645568","1145.2890625","1145.2890625","1145.2890625"
"17661952","1157.7578125","1157.7578125","1157.7578125"
"17678336","1170.71875","1170.71875","1170.71875"
"17694720","1181.578125","1181.578125","1181.578125"
"17711104","1217.578125","1217.578125","1217.578125"
"17727488","1227.5703125","1227.5703125","1227.5703125"
"17743872","1215.9765625","1215.9765625","1215.9765625"
"17760256","1183.3046875","1183.3046875","1183.3046875"
"17776640","1168.25","1168.25","1168.25"
"17793024","1167.6796875","1167.6796875","1167.6796875"
"17809408","1158.78125","1158.78125","1158.78125"
"17825792","1158.609375","1158.609375","1158.609375"
"17842176","1149.3359375","1149.3359375","1149.3359375"
"17858560","1126.109375","1126.109375","1126.109375"
"17874944","1101.484375","1101.484375","1101.484375"
"17891328","1123.921875","1123.921875","1123.921875"
"17907712","1145.21875","1145.21875","1145.21875"
"17924096","1153.5078125","1153.5078125","1153.5078125"
"17940480","1144.71875","1144.71875","1144.71875"
"17956864","1163.3828125","1163.3828125","1163.3828125"
"17973248","1191.3515625","1191.3515625","1191.3515625"
"17989632","1190.59375","1190.59375","1190.59375"
"18006016","1190.203125","1190.203125","1190.203125"
"18022400","1211.6015625","1211.6015625","1211.6015625"
"18038784","1198.6640625","1198.6640625","1198.6640625"
"18055168","1209.21875","1209.21875","1209.21875"
"18071552","1198.71875","1198.71875","1198.71875"
"18087936","1189.4375","1189.4375","1189.4375"
"18104320","1186.3515625","1186.3515625","1186.3515625"
"18120704","1185.953125","1185.953125","1185.953125"
"18137088","1178.734375","1178.734375","1178.734375"
"18153472","1192.8515625","1192.8515625","1192.8515625"
"18169856","1203.375","1203.375","1203.375"
"18186240","1192.9921875","1192.9921875","1192.9921875"
"18202624","1197.6953125","1197.6953125","1197.6953125"
"18219008","1189.1875","1189.1875","1189.1875"
"18235392","1252.71875","1252.71875","1252.71875"
"18251776","1252.0546875","1252.0546875","1252.0546875"
"18268160","1236.8125","1236.8125","1236.8125"
"18284544","1246.421875","1246.421875","1246.421875"
"18300928","1277.9375","1277.9375","1277.9375"
"18317312","1267.21875","1267.21875","1267.21875"
"18333696","1261.96875","1261.96875","1261.96875"
"18350080","1265.8671875","1265.8671875","1265.8671875"
"18366464","1264.4921875","1264.4921875","1264.4921875"
"18382848","1240.375","1240.375","1240.375"
"18399232","1233.5390625","1233.5390625","1233.5390625"
"18415616","1234.796875","1234.796875","1234.796875"
"18432000","1249.3203125","1249.3203125","1249.3203125"
"18448384","1260.59375","1260.59375","1260.59375"
"18464768","1250.3203125","1250.3203125","1250.3203125"
"18481152","1255.7421875","1255.7421875","1255.7421875"
"18497536","1260.8515625","1260.8515625","1260.8515625"
"18513920","1269.578125","1269.578125","1269.578125"
"18530304","1248.4453125","1248.4453125","1248.4453125"
"18546688","1272.5546875","1272.5546875","1272.5546875"
"18563072","1269.3359375","1269.3359375","1269.3359375"
"18579456","1275.125","1275.125","1275.125"
"18595840","1295.4453125","1295.4453125","1295.4453125"
"18612224","1276.4296875","1276.4296875","1276.4296875"
"18628608","1296.0234375","1296.0234375","1296.0234375"
"18644992","1300.421875","1300.421875","1300.421875"
"18661376","1313.015625","1313.015625","1313.015625"
"18677760","1345.2890625","1345.2890625","1345.2890625"
"18694144","1362.53125","1362.53125","1362.53125"
"18710528","1356.1640625","1356.1640625","1356.1640625"
"18726912","1366.6796875","1366.6796875","1366.6796875"
"18743296","1366.4296875","1366.4296875","1366.4296875"
"18759680","1333.4375","1333.4375","1333.4375"
"18776064","1321.21875","1321.21875","1321.21875"
"18792448","1336.4375","1336.4375","1336.4375"
"18808832","1300.7578125","1300.7578125","1300.7578125"
"18825216","1294.1328125","1294.1328125","1294.1328125"
"18841600","1278.4140625","1278.4140625","1278.4140625"
"18857984","1264.5078125","1264.5078125","1264.5078125"
"18874368","1251.3203125","1251.3203125","1251.3203125"
"18890752","1261.3828125","1261.3828125","1261.3828125"
"18907136","1243.9296875","1243.9296875","1243.9296875"
"18923520","1245.9453125","1245.9453125","1245.9453125"
"18939904","1287.8984375","1287.8984375","1287.8984375"
"18956288","1281.0859375","1281.0859375","1281.0859375"
"18972672","1290.5078125","1290.5078125","1290.5078125"
"18989056","1272.0703125","1272.0703125","1272.0703125"
"19005440","1255.046875","1255.046875","1255.046875"
"19021824","1234.0390625","1234.0390625","1234.0390625"
"19038208","1222.8125","1222.8125","1222.8125"
"19054592","1245.921875","1245.921875","1245.921875"
"19070976","1228.1796875","1228.1796875","1228.1796875"
"19087360","1204.0390625","1204.0390625","1204.0390625"
"19103744","1172.75","1172.75","1172.75"
"19120128","1168.0859375","1168.0859375","1168.0859375"
"19136512","1164.421875","1164.421875","1164.421875"
"19152896","1211.5078125","1211.5078125","1211.5078125"
"19169280","1208.40625","1208.40625","1208.40625"
"19185664","1227.53125","1227.53125","1227.53125"
"19202048","1217.3203125","1217.3203125","1217.3203125"
"19218432","1203.2109375","1203.2109375","1203.2109375"
"19234816","1236.2421875","1236.2421875","1236.2421875"
"19251200","1244.3125","1244.3125","1244.3125"
"19267584","1247.8125","1247.8125","1247.8125"
"19283968","1271.8984375","1271.8984375","1271.8984375"
"19300352","1278.5","1278.5","1278.5"
"19316736","1268.7109375","1268.7109375","1268.7109375"
"19333120","1239.25","1239.25","1239.25"
