"Step","TrajLen","StarGunner-v5__ppo - charts/traj_len__MIN","StarGunner-v5__ppo - charts/traj_len__MAX"
"9420800","1708.3203125","1708.3203125","1708.3203125"
"9437184","1713.5","1713.5","1713.5"
"9453568","1763.40625","1763.40625","1763.40625"
"9469952","1763.328125","1763.328125","1763.328125"
"9486336","1764.96875","1764.96875","1764.96875"
"9502720","1752.6171875","1752.6171875","1752.6171875"
"9519104","1747.1328125","1747.1328125","1747.1328125"
"9535488","1739.9921875","1739.9921875","1739.9921875"
"9551872","1774.0390625","1774.0390625","1774.0390625"
"9568256","1804.953125","1804.953125","1804.953125"
"9584640","1814.2109375","1814.2109375","1814.2109375"
"9601024","1764.6953125","1764.6953125","1764.6953125"
"9617408","1786.4375","1786.4375","1786.4375"
"9633792","1794.390625","1794.390625","1794.390625"
"9650176","1800.5","1800.5","1800.5"
"9666560","1785.0234375","1785.0234375","1785.0234375"
"9682944","1782.0234375","1782.0234375","1782.0234375"
"9699328","1782.515625","1782.515625","1782.515625"
"9715712","1755.890625","1755.890625","1755.890625"
"9732096","1777.8515625","1777.8515625","1777.8515625"
"9748480","1753.015625","1753.015625","1753.015625"
"9764864","1772.234375","1772.234375","1772.234375"
"9781248","1727.6875","1727.6875","1727.6875"
"9797632","1750.2421875","1750.2421875","1750.2421875"
"9814016","1729.203125","1729.203125","1729.203125"
"9830400","1741","1741","1741"
"9846784","1721.953125","1721.953125","1721.953125"
"9863168","1686.5078125","1686.5078125","1686.5078125"
"9879552","1672.4375","1672.4375","1672.4375"
"9895936","1672.3515625","1672.3515625","1672.3515625"
"9912320","1694.8203125","1694.8203125","1694.8203125"
"9928704","1657.1015625","1657.1015625","1657.1015625"
"9945088","1647.0546875","1647.0546875","1647.0546875"
"9961472","1641.3828125","1641.3828125","1641.3828125"
"9977856","1628.0234375","1628.0234375","1628.0234375"
"9994240","1633.2890625","1633.2890625","1633.2890625"
"10010624","1616.6875","1616.6875","1616.6875"
"10027008","1613.265625","1613.265625","1613.265625"
"10043392","1607.9609375","1607.9609375","1607.9609375"
"10059776","1610.2734375","1610.2734375","1610.2734375"
"10076160","1633.96875","1633.96875","1633.96875"
"10092544","1654.6796875","1654.6796875","1654.6796875"
"10108928","1689.0625","1689.0625","1689.0625"
"10125312","1698.6640625","1698.6640625","1698.6640625"
"10141696","1670.7421875","1670.7421875","1670.7421875"
"10158080","1655.71875","1655.71875","1655.71875"
"10174464","1680.0078125","1680.0078125","1680.0078125"
"10190848","1675.9453125","1675.9453125","1675.9453125"
"10207232","1683.953125","1683.953125","1683.953125"
"10223616","1663.7734375","1663.7734375","1663.7734375"
"10240000","1671.15625","1671.15625","1671.15625"
"10256384","1673.4140625","1673.4140625","1673.4140625"
"10272768","1679.1640625","1679.1640625","1679.1640625"
"10289152","1691.7578125","1691.7578125","1691.7578125"
"10305536","1659.8046875","1659.8046875","1659.8046875"
"10321920","1611.8671875","1611.8671875","1611.8671875"
"10338304","1620.8515625","1620.8515625","1620.8515625"
"10354688","1653.4296875","1653.4296875","1653.4296875"
"10371072","1661.6328125","1661.6328125","1661.6328125"
"10387456","1666.9765625","1666.9765625","1666.9765625"
"10403840","1657.9296875","1657.9296875","1657.9296875"
"10420224","1655.3046875","1655.3046875","1655.3046875"
"10436608","1640.6171875","1640.6171875","1640.6171875"
"10452992","1616.9609375","1616.9609375","1616.9609375"
"10469376","1634.7109375","1634.7109375","1634.7109375"
"10485760","1610.4140625","1610.4140625","1610.4140625"
"10502144","1621.5546875","1621.5546875","1621.5546875"
"10518528","1628.8203125","1628.8203125","1628.8203125"
"10534912","1588.015625","1588.015625","1588.015625"
"10551296","1555.140625","1555.140625","1555.140625"
"10567680","1550.5","1550.5","1550.5"
"10584064","1555.8984375","1555.8984375","1555.8984375"
"10600448","1580.0390625","1580.0390625","1580.0390625"
"10616832","1603.0390625","1603.0390625","1603.0390625"
"10633216","1612.953125","1612.953125","1612.953125"
"10649600","1623.078125","1623.078125","1623.078125"
"10665984","1582.078125","1582.078125","1582.078125"
"10682368","1585.2734375","1585.2734375","1585.2734375"
"10698752","1584.515625","1584.515625","1584.515625"
"10715136","1587.703125","1587.703125","1587.703125"
"10731520","1610.09375","1610.09375","1610.09375"
"10747904","1617.921875","1617.921875","1617.921875"
"10764288","1647.5","1647.5","1647.5"
"10780672","1645.3515625","1645.3515625","1645.3515625"
"10797056","1638.9921875","1638.9921875","1638.9921875"
"10813440","1664.078125","1664.078125","1664.078125"
"10829824","1640.2421875","1640.2421875","1640.2421875"
"10846208","1650.2890625","1650.2890625","1650.2890625"
"10862592","1666","1666","1666"
"10878976","1694.8203125","1694.8203125","1694.8203125"
"10895360","1720.75","1720.75","1720.75"
"10911744","1709","1709","1709"
"10928128","1704.953125","1704.953125","1704.953125"
"10944512","1690.40625","1690.40625","1690.40625"
"10960896","1670.4609375","1670.4609375","1670.4609375"
"10977280","1685.890625","1685.890625","1685.890625"
"10993664","1675.9609375","1675.9609375","1675.9609375"
"11010048","1677.1171875","1677.1171875","1677.1171875"
"11026432","1671.09375","1671.09375","1671.09375"
"11042816","1667.0078125","1667.0078125","1667.0078125"
"11059200","1640.921875","1640.921875","1640.921875"
"11075584","1655.484375","1655.484375","1655.484375"
"11091968","1625.328125","1625.328125","1625.328125"
"11108352","1617.484375","1617.484375","1617.484375"
"11124736","1622.65625","1622.65625","1622.65625"
"11141120","1639.0546875","1639.0546875","1639.0546875"
"11157504","1641.8125","1641.8125","1641.8125"
"11173888","1620.421875","1620.421875","1620.421875"
"11190272","1626.890625","1626.890625","1626.890625"
"11206656","1626.0859375","1626.0859375","1626.0859375"
"11223040","1655.6484375","1655.6484375","1655.6484375"
"11239424","1663.5703125","1663.5703125","1663.5703125"
"11255808","1667.546875","1667.546875","1667.546875"
"11272192","1686.953125","1686.953125","1686.953125"
"11288576","1680.640625","1680.640625","1680.640625"
"11304960","1685.8828125","1685.8828125","1685.8828125"
"11321344","1708.6875","1708.6875","1708.6875"
"11337728","1727.78125","1727.78125","1727.78125"
"11354112","1734.0625","1734.0625","1734.0625"
"11370496","1732.4296875","1732.4296875","1732.4296875"
"11386880","1731.375","1731.375","1731.375"
"11403264","1783.515625","1783.515625","1783.515625"
"11419648","1755.1953125","1755.1953125","1755.1953125"
"11436032","1742.203125","1742.203125","1742.203125"
"11452416","1721.0390625","1721.0390625","1721.0390625"
"11468800","1732.8515625","1732.8515625","1732.8515625"
"11485184","1699.7890625","1699.7890625","1699.7890625"
"11501568","1703.1484375","1703.1484375","1703.1484375"
"11517952","1711.4921875","1711.4921875","1711.4921875"
"11534336","1716.6171875","1716.6171875","1716.6171875"
"11550720","1737.8515625","1737.8515625","1737.8515625"
"11567104","1752.453125","1752.453125","1752.453125"
"11583488","1774.5546875","1774.5546875","1774.5546875"
"11599872","1787.4921875","1787.4921875","1787.4921875"
"11616256","1775.125","1775.125","1775.125"
"11632640","1800.7109375","1800.7109375","1800.7109375"
"11649024","1794.6640625","1794.6640625","1794.6640625"
"11665408","1808.8671875","1808.8671875","1808.8671875"
"11681792","1840.1015625","1840.1015625","1840.1015625"
"11698176","1831.6640625","1831.6640625","1831.6640625"
"11714560","1848.28125","1848.28125","1848.28125"
"11730944","1869.25","1869.25","1869.25"
"11747328","1895.1171875","1895.1171875","1895.1171875"
"11763712","1911.1328125","1911.1328125","1911.1328125"
"11780096","1958.9453125","1958.9453125","1958.9453125"
"11796480","1941.1640625","1941.1640625","1941.1640625"
"11812864","1937.6015625","1937.6015625","1937.6015625"
"11829248","1940.7578125","1940.7578125","1940.7578125"
"11845632","1942.5859375","1942.5859375","1942.5859375"
"11862016","1940.71875","1940.71875","1940.71875"
"11878400","1933.8203125","1933.8203125","1933.8203125"
"11894784","1930.3046875","1930.3046875","1930.3046875"
"11911168","1987.90625","1987.90625","1987.90625"
"11927552","1968.8671875","1968.8671875","1968.8671875"
"11943936","1960.3671875","1960.3671875","1960.3671875"
"11960320","1959.453125","1959.453125","1959.453125"
"11976704","1951.1640625","1951.1640625","1951.1640625"
"11993088","1925.15625","1925.15625","1925.15625"
"12009472","1925.0234375","1925.0234375","1925.0234375"
"12025856","1915.9921875","1915.9921875","1915.9921875"
"12042240","1900.5546875","1900.5546875","1900.5546875"
"12058624","1889.2265625","1889.2265625","1889.2265625"
"12075008","1904.2578125","1904.2578125","1904.2578125"
"12091392","1920.3984375","1920.3984375","1920.3984375"
"12107776","1918.8046875","1918.8046875","1918.8046875"
"12124160","1901.8828125","1901.8828125","1901.8828125"
"12140544","1892.4609375","1892.4609375","1892.4609375"
"12156928","1864.9140625","1864.9140625","1864.9140625"
"12173312","1874.578125","1874.578125","1874.578125"
"12189696","1849.1328125","1849.1328125","1849.1328125"
"12206080","1832","1832","1832"
"12222464","1821.3515625","1821.3515625","1821.3515625"
"12238848","1814.9609375","1814.9609375","1814.9609375"
"12255232","1830.6875","1830.6875","1830.6875"
"12271616","1834.21875","1834.21875","1834.21875"
"12288000","1840.75","1840.75","1840.75"
"12304384","1862.234375","1862.234375","1862.234375"
"12320768","1820.3671875","1820.3671875","1820.3671875"
"12337152","1850.828125","1850.828125","1850.828125"
"12353536","1854.140625","1854.140625","1854.140625"
"12369920","1855.96875","1855.96875","1855.96875"
"12386304","1857.40625","1857.40625","1857.40625"
"12402688","1822.5625","1822.5625","1822.5625"
"12419072","1803.0703125","1803.0703125","1803.0703125"
"12435456","1800.3046875","1800.3046875","1800.3046875"
"12451840","1822.6796875","1822.6796875","1822.6796875"
"12468224","1874.3359375","1874.3359375","1874.3359375"
"12484608","1891.1171875","1891.1171875","1891.1171875"
"12500992","1894.984375","1894.984375","1894.984375"
"12517376","1895.9296875","1895.9296875","1895.9296875"
"12533760","1922.828125","1922.828125","1922.828125"
"12550144","1894.7578125","1894.7578125","1894.7578125"
"12566528","1913.234375","1913.234375","1913.234375"
"12582912","1931.9453125","1931.9453125","1931.9453125"
"12599296","1914.3671875","1914.3671875","1914.3671875"
"12615680","1921.609375","1921.609375","1921.609375"
"12632064","1961.234375","1961.234375","1961.234375"
"12648448","1971.7109375","1971.7109375","1971.7109375"
"12664832","1997.609375","1997.609375","1997.609375"
"12681216","1973.453125","1973.453125","1973.453125"
"12697600","1974.0390625","1974.0390625","1974.0390625"
"12713984","2018.3359375","2018.3359375","2018.3359375"
"12730368","1968.765625","1968.765625","1968.765625"
"12746752","1991.75","1991.75","1991.75"
"12763136","1979.1875","1979.1875","1979.1875"
"12779520","1938.9375","1938.9375","1938.9375"
"12795904","1965.71875","1965.71875","1965.71875"
"12812288","1932.6015625","1932.6015625","1932.6015625"
"12828672","1933.15625","1933.15625","1933.15625"
"12845056","1932.7109375","1932.7109375","1932.7109375"
"12861440","1938.8984375","1938.8984375","1938.8984375"
"12877824","1935.1796875","1935.1796875","1935.1796875"
"12894208","1930.640625","1930.640625","1930.640625"
"12910592","1932.2578125","1932.2578125","1932.2578125"
"12926976","1921.6328125","1921.6328125","1921.6328125"
"12943360","1914.515625","1914.515625","1914.515625"
"12959744","1938.7890625","1938.7890625","1938.7890625"
"12976128","1953.9609375","1953.9609375","1953.9609375"
"12992512","1962.4765625","1962.4765625","1962.4765625"
"13008896","1922.0234375","1922.0234375","1922.0234375"
"13025280","1914.296875","1914.296875","1914.296875"
"13041664","1918.7578125","1918.7578125","1918.7578125"
"13058048","1948.265625","1948.265625","1948.265625"
"13074432","1991.3984375","1991.3984375","1991.3984375"
"13090816","1990.859375","1990.859375","1990.859375"
"13107200","1978.03125","1978.03125","1978.03125"
"13123584","2006.9765625","2006.9765625","2006.9765625"
"13139968","1959.1953125","1959.1953125","1959.1953125"
"13156352","1979.203125","1979.203125","1979.203125"
"13172736","1993.921875","1993.921875","1993.921875"
"13189120","2022.6015625","2022.6015625","2022.6015625"
"13205504","2015.109375","2015.109375","2015.109375"
"13221888","1980.5","1980.5","1980.5"
"13238272","1972.421875","1972.421875","1972.421875"
"13254656","1954.9765625","1954.9765625","1954.9765625"
"13271040","1997.046875","1997.046875","1997.046875"
"13287424","1981.8359375","1981.8359375","1981.8359375"
"13303808","2005.09375","2005.09375","2005.09375"
"13320192","2022.15625","2022.15625","2022.15625"
"13336576","1989.6796875","1989.6796875","1989.6796875"
"13352960","1973.3046875","1973.3046875","1973.3046875"
"13369344","1961.265625","1961.265625","1961.265625"
"13385728","1982.78125","1982.78125","1982.78125"
"13402112","1991.8515625","1991.8515625","1991.8515625"
"13418496","2003.6796875","2003.6796875","2003.6796875"
"13434880","1994.6875","1994.6875","1994.6875"
"13451264","1996.3125","1996.3125","1996.3125"
"13467648","2000.3046875","2000.3046875","2000.3046875"
"13484032","2023.4296875","2023.4296875","2023.4296875"
"13500416","2026.828125","2026.828125","2026.828125"
"13516800","2009.6875","2009.6875","2009.6875"
"13533184","2001.3671875","2001.3671875","2001.3671875"
"13549568","2002.734375","2002.734375","2002.734375"
"13565952","1993.109375","1993.109375","1993.109375"
"13582336","1992.5","1992.5","1992.5"
"13598720","2006.984375","2006.984375","2006.984375"
"13615104","2037.2265625","2037.2265625","2037.2265625"
"13631488","2083.3203125","2083.3203125","2083.3203125"
"13647872","2079.6484375","2079.6484375","2079.6484375"
"13664256","2083.3671875","2083.3671875","2083.3671875"
"13680640","2156.7421875","2156.7421875","2156.7421875"
"13697024","2166.1171875","2166.1171875","2166.1171875"
"13713408","2146.8359375","2146.8359375","2146.8359375"
"13729792","2166.8359375","2166.8359375","2166.8359375"
"13746176","2211.890625","2211.890625","2211.890625"
"13762560","2189.5859375","2189.5859375","2189.5859375"
"13778944","2202.203125","2202.203125","2202.203125"
"13795328","2236.5390625","2236.5390625","2236.5390625"
"13811712","2241.734375","2241.734375","2241.734375"
"13828096","2252.0234375","2252.0234375","2252.0234375"
"13844480","2263.9921875","2263.9921875","2263.9921875"
"13860864","2291.7109375","2291.7109375","2291.7109375"
"13877248","2293.2109375","2293.2109375","2293.2109375"
"13893632","2287.9453125","2287.9453125","2287.9453125"
"13910016","2267.2890625","2267.2890625","2267.2890625"
"13926400","2255.828125","2255.828125","2255.828125"
"13942784","2216.9765625","2216.9765625","2216.9765625"
"13959168","2165.0390625","2165.0390625","2165.0390625"
"13975552","2157.0546875","2157.0546875","2157.0546875"
"13991936","2133.3203125","2133.3203125","2133.3203125"
"14008320","2151.1875","2151.1875","2151.1875"
"14024704","2138.09375","2138.09375","2138.09375"
"14041088","2140.9609375","2140.9609375","2140.9609375"
"14057472","2153.375","2153.375","2153.375"
"14073856","2175.25","2175.25","2175.25"
"14090240","2173.09375","2173.09375","2173.09375"
"14106624","2186.3125","2186.3125","2186.3125"
"14123008","2156.21875","2156.21875","2156.21875"
"14139392","2144.8359375","2144.8359375","2144.8359375"
"14155776","2130.0390625","2130.0390625","2130.0390625"
"14172160","2090.0625","2090.0625","2090.0625"
"14188544","2101.515625","2101.515625","2101.515625"
"14204928","2094.890625","2094.890625","2094.890625"
"14221312","2098.75","2098.75","2098.75"
"14237696","2135.953125","2135.953125","2135.953125"
"14254080","2169.0625","2169.0625","2169.0625"
"14270464","2161.921875","2161.921875","2161.921875"
"14286848","2152.0234375","2152.0234375","2152.0234375"
"14303232","2130.7109375","2130.7109375","2130.7109375"
"14319616","2123.6328125","2123.6328125","2123.6328125"
"14336000","2130.8828125","2130.8828125","2130.8828125"
"14352384","2150.6875","2150.6875","2150.6875"
"14368768","2114.0078125","2114.0078125","2114.0078125"
"14385152","2100.2265625","2100.2265625","2100.2265625"
"14401536","2118.4296875","2118.4296875","2118.4296875"
"14417920","2171.78125","2171.78125","2171.78125"
"14434304","2164.8984375","2164.8984375","2164.8984375"
"14450688","2198.9140625","2198.9140625","2198.9140625"
"14467072","2157.1796875","2157.1796875","2157.1796875"
"14483456","2188.203125","2188.203125","2188.203125"
"14499840","2188.34375","2188.34375","2188.34375"
"14516224","2177.515625","2177.515625","2177.515625"
"14532608","2156.234375","2156.234375","2156.234375"
"14548992","2143.359375","2143.359375","2143.359375"
"14565376","2135.984375","2135.984375","2135.984375"
"14581760","2135.8828125","2135.8828125","2135.8828125"
"14598144","2127.4296875","2127.4296875","2127.4296875"
"14614528","2133.9609375","2133.9609375","2133.9609375"
"14630912","2110.7265625","2110.7265625","2110.7265625"
"14647296","2119.734375","2119.734375","2119.734375"
"14663680","2136.1953125","2136.1953125","2136.1953125"
"14680064","2129.0859375","2129.0859375","2129.0859375"
"14696448","2101.9296875","2101.9296875","2101.9296875"
"14712832","2082.0234375","2082.0234375","2082.0234375"
"14729216","2067.1796875","2067.1796875","2067.1796875"
"14745600","2036.796875","2036.796875","2036.796875"
"14761984","2080.75","2080.75","2080.75"
"14778368","2075.203125","2075.203125","2075.203125"
"14794752","2102.4453125","2102.4453125","2102.4453125"
"14811136","2122.4609375","2122.4609375","2122.4609375"
"14827520","2122.6484375","2122.6484375","2122.6484375"
"14843904","2179.0390625","2179.0390625","2179.0390625"
"14860288","2183.1875","2183.1875","2183.1875"
"14876672","2161.9140625","2161.9140625","2161.9140625"
"14893056","2207.9453125","2207.9453125","2207.9453125"
"14909440","2161.6796875","2161.6796875","2161.6796875"
"14925824","2182.453125","2182.453125","2182.453125"
"14942208","2207.84375","2207.84375","2207.84375"
"14958592","2157.1796875","2157.1796875","2157.1796875"
"14974976","2179.375","2179.375","2179.375"
"14991360","2189.7890625","2189.7890625","2189.7890625"
"15007744","2209.015625","2209.015625","2209.015625"
"15024128","2176.4921875","2176.4921875","2176.4921875"
"15040512","2181.078125","2181.078125","2181.078125"
"15056896","2164.296875","2164.296875","2164.296875"
"15073280","2162.0546875","2162.0546875","2162.0546875"
"15089664","2121.4921875","2121.4921875","2121.4921875"
"15106048","2137.21875","2137.21875","2137.21875"
"15122432","2118.7734375","2118.7734375","2118.7734375"
"15138816","2091.5390625","2091.5390625","2091.5390625"
"15155200","2124.734375","2124.734375","2124.734375"
"15171584","2163.34375","2163.34375","2163.34375"
"15187968","2142.15625","2142.15625","2142.15625"
"15204352","2162.2734375","2162.2734375","2162.2734375"
"15220736","2149.484375","2149.484375","2149.484375"
"15237120","2174.328125","2174.328125","2174.328125"
"15253504","2173.4609375","2173.4609375","2173.4609375"
"15269888","2175.8203125","2175.8203125","2175.8203125"
"15286272","2168.2109375","2168.2109375","2168.2109375"
"15302656","2222.8984375","2222.8984375","2222.8984375"
"15319040","2228.265625","2228.265625","2228.265625"
"15335424","2278.9296875","2278.9296875","2278.9296875"
"15351808","2303.4375","2303.4375","2303.4375"
"15368192","2308.8046875","2308.8046875","2308.8046875"
"15384576","2305.7890625","2305.7890625","2305.7890625"
"15400960","2265.46875","2265.46875","2265.46875"
"15417344","2290.1640625","2290.1640625","2290.1640625"
"15433728","2314.984375","2314.984375","2314.984375"
"15450112","2310.296875","2310.296875","2310.296875"
"15466496","2287.453125","2287.453125","2287.453125"
"15482880","2303.6953125","2303.6953125","2303.6953125"
"15499264","2328.0546875","2328.0546875","2328.0546875"
"15515648","2309.5859375","2309.5859375","2309.5859375"
"15532032","2313.5625","2313.5625","2313.5625"
"15548416","2315.25","2315.25","2315.25"
"15564800","2351.1484375","2351.1484375","2351.1484375"
"15581184","2366.5078125","2366.5078125","2366.5078125"
"15597568","2371.828125","2371.828125","2371.828125"
"15613952","2343.4140625","2343.4140625","2343.4140625"
"15630336","2331.1015625","2331.1015625","2331.1015625"
"15646720","2303.453125","2303.453125","2303.453125"
"15663104","2304.4140625","2304.4140625","2304.4140625"
"15679488","2367.3046875","2367.3046875","2367.3046875"
"15695872","2361.1953125","2361.1953125","2361.1953125"
"15712256","2354.4921875","2354.4921875","2354.4921875"
"15728640","2330.921875","2330.921875","2330.921875"
"15745024","2321.0234375","2321.0234375","2321.0234375"
"15761408","2341.5546875","2341.5546875","2341.5546875"
"15777792","2328.078125","2328.078125","2328.078125"
"15794176","2342.671875","2342.671875","2342.671875"
"15810560","2330.796875","2330.796875","2330.796875"
"15826944","2338.328125","2338.328125","2338.328125"
"15843328","2338.9296875","2338.9296875","2338.9296875"
"15859712","2343.90625","2343.90625","2343.90625"
"15876096","2349.8828125","2349.8828125","2349.8828125"
"15892480","2347.703125","2347.703125","2347.703125"
"15908864","2355.34375","2355.34375","2355.34375"
"15925248","2338.53125","2338.53125","2338.53125"
"15941632","2349.8125","2349.8125","2349.8125"
"15958016","2348.21875","2348.21875","2348.21875"
"15974400","2351.671875","2351.671875","2351.671875"
"15990784","2359.828125","2359.828125","2359.828125"
"16007168","2348.6328125","2348.6328125","2348.6328125"
"16023552","2337.453125","2337.453125","2337.453125"
"16039936","2316.1640625","2316.1640625","2316.1640625"
"16056320","2294.5","2294.5","2294.5"
"16072704","2305.875","2305.875","2305.875"
"16089088","2320.3828125","2320.3828125","2320.3828125"
"16105472","2321.8984375","2321.8984375","2321.8984375"
"16121856","2308.90625","2308.90625","2308.90625"
"16138240","2329.546875","2329.546875","2329.546875"
"16154624","2302.171875","2302.171875","2302.171875"
"16171008","2302.9453125","2302.9453125","2302.9453125"
"16187392","2247.8359375","2247.8359375","2247.8359375"
"16203776","2271.3046875","2271.3046875","2271.3046875"
"16220160","2267.28125","2267.28125","2267.28125"
"16236544","2281.5234375","2281.5234375","2281.5234375"
"16252928","2275.875","2275.875","2275.875"
"16269312","2280.453125","2280.453125","2280.453125"
"16285696","2291.65625","2291.65625","2291.65625"
"16302080","2241.171875","2241.171875","2241.171875"
"16318464","2266.0390625","2266.0390625","2266.0390625"
"16334848","2269.09375","2269.09375","2269.09375"
"16351232","2285.03125","2285.03125","2285.03125"
"16367616","2331.1015625","2331.1015625","2331.1015625"
"16384000","2372.1171875","2372.1171875","2372.1171875"
"16400384","2373.3828125","2373.3828125","2373.3828125"
"16416768","2368.875","2368.875","2368.875"
"16433152","2368.921875","2368.921875","2368.921875"
"16449536","2386.375","2386.375","2386.375"
"16465920","2393.4609375","2393.4609375","2393.4609375"
"16482304","2422.9375","2422.9375","2422.9375"
"16498688","2434.203125","2434.203125","2434.203125"
"16515072","2425.28125","2425.28125","2425.28125"
"16531456","2416.46875","2416.46875","2416.46875"
"16547840","2472.296875","2472.296875","2472.296875"
"16564224","2479.8359375","2479.8359375","2479.8359375"
"16580608","2460.8828125","2460.8828125","2460.8828125"
"16596992","2408.5546875","2408.5546875","2408.5546875"
"16613376","2474.5","2474.5","2474.5"
"16629760","2489.875","2489.875","2489.875"
"16646144","2454.8203125","2454.8203125","2454.8203125"
"16662528","2458.859375","2458.859375","2458.859375"
"16678912","2457.15625","2457.15625","2457.15625"
"16695296","2445.7578125","2445.7578125","2445.7578125"
"16711680","2433.78125","2433.78125","2433.78125"
"16728064","2442.5625","2442.5625","2442.5625"
"16744448","2473.875","2473.875","2473.875"
"16760832","2463.75","2463.75","2463.75"
"16777216","2476.703125","2476.703125","2476.703125"
"16793600","2515.4375","2515.4375","2515.4375"
"16809984","2485.4375","2485.4375","2485.4375"
"16826368","2506.1484375","2506.1484375","2506.1484375"
"16842752","2477.6640625","2477.6640625","2477.6640625"
"16859136","2418.2421875","2418.2421875","2418.2421875"
"16875520","2424.8046875","2424.8046875","2424.8046875"
"16891904","2440.2265625","2440.2265625","2440.2265625"
"16908288","2461.1015625","2461.1015625","2461.1015625"
"16924672","2412.703125","2412.703125","2412.703125"
"16941056","2358.828125","2358.828125","2358.828125"
"16957440","2376.7578125","2376.7578125","2376.7578125"
"16973824","2365.078125","2365.078125","2365.078125"
"16990208","2373.8203125","2373.8203125","2373.8203125"
"17006592","2351.546875","2351.546875","2351.546875"
"17022976","2340.1171875","2340.1171875","2340.1171875"
"17039360","2364.359375","2364.359375","2364.359375"
"17055744","2340.7890625","2340.7890625","2340.7890625"
"17072128","2314.3828125","2314.3828125","2314.3828125"
"17088512","2316.7265625","2316.7265625","2316.7265625"
"17104896","2270.8203125","2270.8203125","2270.8203125"
"17121280","2260.9296875","2260.9296875","2260.9296875"
"17137664","2276.3046875","2276.3046875","2276.3046875"
"17154048","2334.3046875","2334.3046875","2334.3046875"
"17170432","2324.734375","2324.734375","2324.734375"
"17186816","2310.5859375","2310.5859375","2310.5859375"
"17203200","2320.453125","2320.453125","2320.453125"
"17219584","2347.890625","2347.890625","2347.890625"
"17235968","2341.015625","2341.015625","2341.015625"
"17252352","2352.65625","2352.65625","2352.65625"
"17268736","2341.6015625","2341.6015625","2341.6015625"
"17285120","2342.1875","2342.1875","2342.1875"
"17301504","2367.3828125","2367.3828125","2367.3828125"
"17317888","2338.65625","2338.65625","2338.65625"
"17334272","2305.6171875","2305.6171875","2305.6171875"
"17350656","2305.890625","2305.890625","2305.890625"
"17367040","2315.359375","2315.359375","2315.359375"
"17383424","2350.34375","2350.34375","2350.34375"
"17399808","2390.859375","2390.859375","2390.859375"
"17416192","2374.546875","2374.546875","2374.546875"
"17432576","2371.0625","2371.0625","2371.0625"
"17448960","2368.5","2368.5","2368.5"
"17465344","2363.4921875","2363.4921875","2363.4921875"
"17481728","2387","2387","2387"
"17498112","2377.5859375","2377.5859375","2377.5859375"
"17514496","2395.2265625","2395.2265625","2395.2265625"
"17530880","2371.1640625","2371.1640625","2371.1640625"
"17547264","2378.9765625","2378.9765625","2378.9765625"
"17563648","2396.6953125","2396.6953125","2396.6953125"
"17580032","2403.5625","2403.5625","2403.5625"
"17596416","2403.8203125","2403.8203125","2403.8203125"
"17612800","2413.578125","2413.578125","2413.578125"
"17629184","2451.046875","2451.046875","2451.046875"
"17645568","2447.359375","2447.359375","2447.359375"
"17661952","2487.4140625","2487.4140625","2487.4140625"
"17678336","2487.5234375","2487.5234375","2487.5234375"
"17694720","2511.1796875","2511.1796875","2511.1796875"
"17711104","2489.640625","2489.640625","2489.640625"
"17727488","2516.8515625","2516.8515625","2516.8515625"
"17743872","2526.6640625","2526.6640625","2526.6640625"
"17760256","2555.1328125","2555.1328125","2555.1328125"
"17776640","2582.625","2582.625","2582.625"
"17793024","2590.2578125","2590.2578125","2590.2578125"
"17809408","2562.78125","2562.78125","2562.78125"
"17825792","2579.546875","2579.546875","2579.546875"
"17842176","2569.6953125","2569.6953125","2569.6953125"
"17858560","2594.625","2594.625","2594.625"
"17874944","2609.96875","2609.96875","2609.96875"
"17891328","2595.78125","2595.78125","2595.78125"
"17907712","2568.7734375","2568.7734375","2568.7734375"
"17924096","2598.3671875","2598.3671875","2598.3671875"
"17940480","2594.4453125","2594.4453125","2594.4453125"
"17956864","2556.984375","2556.984375","2556.984375"
"17973248","2586.3515625","2586.3515625","2586.3515625"
"17989632","2574.3828125","2574.3828125","2574.3828125"
"18006016","2575.5","2575.5","2575.5"
"18022400","2600.5546875","2600.5546875","2600.5546875"
"18038784","2557.2890625","2557.2890625","2557.2890625"
"18055168","2552.015625","2552.015625","2552.015625"
"18071552","2575.796875","2575.796875","2575.796875"
"18087936","2577.796875","2577.796875","2577.796875"
"18104320","2570.8515625","2570.8515625","2570.8515625"
"18120704","2573.7890625","2573.7890625","2573.7890625"
"18137088","2598.0390625","2598.0390625","2598.0390625"
"18153472","2597.5","2597.5","2597.5"
"18169856","2610.28125","2610.28125","2610.28125"
"18186240","2611.1171875","2611.1171875","2611.1171875"
"18202624","2605.1484375","2605.1484375","2605.1484375"
"18219008","2651.8203125","2651.8203125","2651.8203125"
"18235392","2651.8203125","2651.8203125","2651.8203125"
"18251776","2681.0625","2681.0625","2681.0625"
"18268160","2654.5234375","2654.5234375","2654.5234375"
"18284544","2659.71875","2659.71875","2659.71875"
"18300928","2673.5390625","2673.5390625","2673.5390625"
"18317312","2653.9296875","2653.9296875","2653.9296875"
"18333696","2626.609375","2626.609375","2626.609375"
"18350080","2658.28125","2658.28125","2658.28125"
"18366464","2682.875","2682.875","2682.875"
"18382848","2667.9921875","2667.9921875","2667.9921875"
"18399232","2708.796875","2708.796875","2708.796875"
"18415616","2665.4609375","2665.4609375","2665.4609375"
