"Step","TrajLen","StarGunner-v5__ppo_rnd_envpool - charts/traj_len__MIN","StarGunner-v5__ppo_rnd_envpool - charts/traj_len__MAX"
"9273344","1547.875","1547.875","1547.875"
"9289728","1541.5703125","1541.5703125","1541.5703125"
"9306112","1530.109375","1530.109375","1530.109375"
"9322496","1523.4921875","1523.4921875","1523.4921875"
"9338880","1507.203125","1507.203125","1507.203125"
"9355264","1511.0234375","1511.0234375","1511.0234375"
"9371648","1503.453125","1503.453125","1503.453125"
"9388032","1505.34375","1505.34375","1505.34375"
"9404416","1514.7265625","1514.7265625","1514.7265625"
"9420800","1499.6171875","1499.6171875","1499.6171875"
"9437184","1493.8125","1493.8125","1493.8125"
"9453568","1512.3515625","1512.3515625","1512.3515625"
"9469952","1543.4921875","1543.4921875","1543.4921875"
"9486336","1521.2109375","1521.2109375","1521.2109375"
"9502720","1523.8671875","1523.8671875","1523.8671875"
"9519104","1542.2734375","1542.2734375","1542.2734375"
"9535488","1534.828125","1534.828125","1534.828125"
"9551872","1523.0078125","1523.0078125","1523.0078125"
"9568256","1525.1328125","1525.1328125","1525.1328125"
"9584640","1495.6796875","1495.6796875","1495.6796875"
"9601024","1494.5390625","1494.5390625","1494.5390625"
"9617408","1454.875","1454.875","1454.875"
"9633792","1475.875","1475.875","1475.875"
"9650176","1472.8828125","1472.8828125","1472.8828125"
"9666560","1495.4921875","1495.4921875","1495.4921875"
"9682944","1486.140625","1486.140625","1486.140625"
"9699328","1473.1875","1473.1875","1473.1875"
"9715712","1455.7265625","1455.7265625","1455.7265625"
"9732096","1420.7109375","1420.7109375","1420.7109375"
"9748480","1421.7109375","1421.7109375","1421.7109375"
"9764864","1438.546875","1438.546875","1438.546875"
"9781248","1413.4140625","1413.4140625","1413.4140625"
"9797632","1376.8515625","1376.8515625","1376.8515625"
"9814016","1331.09375","1331.09375","1331.09375"
"9830400","1320.421875","1320.421875","1320.421875"
"9846784","1329.90625","1329.90625","1329.90625"
"9863168","1323.5703125","1323.5703125","1323.5703125"
"9879552","1324.703125","1324.703125","1324.703125"
"9895936","1347.4375","1347.4375","1347.4375"
"9912320","1347.4921875","1347.4921875","1347.4921875"
"9928704","1332.0546875","1332.0546875","1332.0546875"
"9945088","1331.4296875","1331.4296875","1331.4296875"
"9961472","1353.9453125","1353.9453125","1353.9453125"
"9977856","1348.796875","1348.796875","1348.796875"
"9994240","1362.65625","1362.65625","1362.65625"
"10010624","1349.5390625","1349.5390625","1349.5390625"
"10027008","1342.5859375","1342.5859375","1342.5859375"
"10043392","1334.6484375","1334.6484375","1334.6484375"
"10059776","1323.6015625","1323.6015625","1323.6015625"
"10076160","1321.75","1321.75","1321.75"
"10092544","1304.09375","1304.09375","1304.09375"
"10108928","1320.1640625","1320.1640625","1320.1640625"
"10125312","1330.578125","1330.578125","1330.578125"
"10141696","1332.9453125","1332.9453125","1332.9453125"
"10158080","1349.0859375","1349.0859375","1349.0859375"
"10174464","1347.890625","1347.890625","1347.890625"
"10190848","1361.8125","1361.8125","1361.8125"
"10207232","1371.78125","1371.78125","1371.78125"
"10223616","1380.2421875","1380.2421875","1380.2421875"
"10240000","1385.6328125","1385.6328125","1385.6328125"
"10256384","1386.34375","1386.34375","1386.34375"
"10272768","1403.2578125","1403.2578125","1403.2578125"
"10289152","1428.4140625","1428.4140625","1428.4140625"
"10305536","1425.15625","1425.15625","1425.15625"
"10321920","1422.140625","1422.140625","1422.140625"
"10338304","1416.4453125","1416.4453125","1416.4453125"
"10354688","1425.921875","1425.921875","1425.921875"
"10371072","1448.8125","1448.8125","1448.8125"
"10387456","1455.1953125","1455.1953125","1455.1953125"
"10403840","1476.8125","1476.8125","1476.8125"
"10420224","1460.890625","1460.890625","1460.890625"
"10436608","1455.8671875","1455.8671875","1455.8671875"
"10452992","1472.8359375","1472.8359375","1472.8359375"
"10469376","1490.7890625","1490.7890625","1490.7890625"
"10485760","1480.3828125","1480.3828125","1480.3828125"
"10502144","1482.4375","1482.4375","1482.4375"
"10518528","1494.3515625","1494.3515625","1494.3515625"
"10534912","1519.15625","1519.15625","1519.15625"
"10551296","1519.140625","1519.140625","1519.140625"
"10567680","1499.5625","1499.5625","1499.5625"
"10584064","1500.7109375","1500.7109375","1500.7109375"
"10600448","1505.25","1505.25","1505.25"
"10616832","1521.171875","1521.171875","1521.171875"
"10633216","1572.734375","1572.734375","1572.734375"
"10649600","1566.34375","1566.34375","1566.34375"
"10665984","1562.6015625","1562.6015625","1562.6015625"
"10682368","1583.28125","1583.28125","1583.28125"
"10698752","1579.1875","1579.1875","1579.1875"
"10715136","1551.0390625","1551.0390625","1551.0390625"
"10731520","1523.609375","1523.609375","1523.609375"
"10747904","1533.671875","1533.671875","1533.671875"
"10764288","1527.8984375","1527.8984375","1527.8984375"
"10780672","1525.5078125","1525.5078125","1525.5078125"
"10797056","1524.9609375","1524.9609375","1524.9609375"
"10813440","1525.3359375","1525.3359375","1525.3359375"
"10829824","1486.328125","1486.328125","1486.328125"
"10846208","1495.859375","1495.859375","1495.859375"
"10862592","1487.6640625","1487.6640625","1487.6640625"
"10878976","1467.4609375","1467.4609375","1467.4609375"
"10895360","1490.6875","1490.6875","1490.6875"
"10911744","1538.1484375","1538.1484375","1538.1484375"
"10928128","1556.5859375","1556.5859375","1556.5859375"
"10944512","1545.1640625","1545.1640625","1545.1640625"
"10960896","1559.6640625","1559.6640625","1559.6640625"
"10977280","1547.234375","1547.234375","1547.234375"
"10993664","1550.953125","1550.953125","1550.953125"
"11010048","1543.421875","1543.421875","1543.421875"
"11026432","1547.4296875","1547.4296875","1547.4296875"
"11042816","1511.546875","1511.546875","1511.546875"
"11059200","1483.8984375","1483.8984375","1483.8984375"
"11075584","1489.7734375","1489.7734375","1489.7734375"
"11091968","1448.421875","1448.421875","1448.421875"
"11108352","1430.78125","1430.78125","1430.78125"
"11124736","1436.8671875","1436.8671875","1436.8671875"
"11141120","1387.265625","1387.265625","1387.265625"
"11157504","1391.9296875","1391.9296875","1391.9296875"
"11173888","1385.5546875","1385.5546875","1385.5546875"
"11190272","1397.4140625","1397.4140625","1397.4140625"
"11206656","1389.453125","1389.453125","1389.453125"
"11223040","1410.046875","1410.046875","1410.046875"
"11239424","1436.2890625","1436.2890625","1436.2890625"
"11255808","1454.9375","1454.9375","1454.9375"
"11272192","1434.1171875","1434.1171875","1434.1171875"
"11288576","1450.9140625","1450.9140625","1450.9140625"
"11304960","1448.1640625","1448.1640625","1448.1640625"
"11321344","1466.28125","1466.28125","1466.28125"
"11337728","1491.21875","1491.21875","1491.21875"
"11354112","1484.1640625","1484.1640625","1484.1640625"
"11370496","1496.453125","1496.453125","1496.453125"
"11386880","1479.53125","1479.53125","1479.53125"
"11403264","1503.0703125","1503.0703125","1503.0703125"
"11419648","1499.921875","1499.921875","1499.921875"
"11436032","1485.4453125","1485.4453125","1485.4453125"
"11452416","1460.2734375","1460.2734375","1460.2734375"
"11468800","1487.828125","1487.828125","1487.828125"
"11485184","1469.6171875","1469.6171875","1469.6171875"
"11501568","1441.3046875","1441.3046875","1441.3046875"
"11517952","1447.140625","1447.140625","1447.140625"
"11534336","1428.9765625","1428.9765625","1428.9765625"
"11550720","1448.78125","1448.78125","1448.78125"
"11567104","1438.5859375","1438.5859375","1438.5859375"
"11583488","1416.8125","1416.8125","1416.8125"
"11599872","1401.0390625","1401.0390625","1401.0390625"
"11616256","1420.9765625","1420.9765625","1420.9765625"
"11632640","1438.6484375","1438.6484375","1438.6484375"
"11649024","1428.6015625","1428.6015625","1428.6015625"
"11665408","1419.453125","1419.453125","1419.453125"
"11681792","1443.3359375","1443.3359375","1443.3359375"
"11698176","1450.0390625","1450.0390625","1450.0390625"
"11714560","1451.015625","1451.015625","1451.015625"
"11730944","1469.7734375","1469.7734375","1469.7734375"
"11747328","1472.109375","1472.109375","1472.109375"
"11763712","1470.3828125","1470.3828125","1470.3828125"
"11780096","1479.9296875","1479.9296875","1479.9296875"
"11796480","1459.96875","1459.96875","1459.96875"
"11812864","1471.28125","1471.28125","1471.28125"
"11829248","1474.609375","1474.609375","1474.609375"
"11845632","1479.3828125","1479.3828125","1479.3828125"
"11862016","1481.453125","1481.453125","1481.453125"
"11878400","1472.734375","1472.734375","1472.734375"
"11894784","1473.25","1473.25","1473.25"
"11911168","1471.15625","1471.15625","1471.15625"
"11927552","1448.7890625","1448.7890625","1448.7890625"
"11943936","1440.7421875","1440.7421875","1440.7421875"
"11960320","1424.234375","1424.234375","1424.234375"
"11976704","1428.359375","1428.359375","1428.359375"
"11993088","1433.1328125","1433.1328125","1433.1328125"
"12009472","1427.4140625","1427.4140625","1427.4140625"
"12025856","1431.65625","1431.65625","1431.65625"
"12042240","1413.140625","1413.140625","1413.140625"
"12058624","1413.234375","1413.234375","1413.234375"
"12075008","1455.5","1455.5","1455.5"
"12091392","1444.703125","1444.703125","1444.703125"
"12107776","1436.71875","1436.71875","1436.71875"
"12124160","1450","1450","1450"
"12140544","1477.6796875","1477.6796875","1477.6796875"
"12156928","1497.359375","1497.359375","1497.359375"
"12173312","1527.828125","1527.828125","1527.828125"
"12189696","1535.2578125","1535.2578125","1535.2578125"
"12206080","1549.6328125","1549.6328125","1549.6328125"
"12222464","1538.53125","1538.53125","1538.53125"
"12238848","1541.046875","1541.046875","1541.046875"
"12255232","1538.9453125","1538.9453125","1538.9453125"
"12271616","1537.46875","1537.46875","1537.46875"
"12288000","1540.5546875","1540.5546875","1540.5546875"
"12304384","1561.5625","1561.5625","1561.5625"
"12320768","1574.3828125","1574.3828125","1574.3828125"
"12337152","1579.8515625","1579.8515625","1579.8515625"
"12353536","1564.9296875","1564.9296875","1564.9296875"
"12369920","1572.0859375","1572.0859375","1572.0859375"
"12386304","1556.1953125","1556.1953125","1556.1953125"
"12402688","1525.9296875","1525.9296875","1525.9296875"
"12419072","1545.0390625","1545.0390625","1545.0390625"
"12435456","1550.4296875","1550.4296875","1550.4296875"
"12451840","1568.5234375","1568.5234375","1568.5234375"
"12468224","1601.1640625","1601.1640625","1601.1640625"
"12484608","1563.71875","1563.71875","1563.71875"
"12500992","1570.5703125","1570.5703125","1570.5703125"
"12517376","1573.9453125","1573.9453125","1573.9453125"
"12533760","1588.359375","1588.359375","1588.359375"
"12550144","1565.3828125","1565.3828125","1565.3828125"
"12566528","1566.0078125","1566.0078125","1566.0078125"
"12582912","1586.3984375","1586.3984375","1586.3984375"
"12599296","1609.328125","1609.328125","1609.328125"
"12615680","1579.8984375","1579.8984375","1579.8984375"
"12632064","1567.1015625","1567.1015625","1567.1015625"
"12648448","1536.8671875","1536.8671875","1536.8671875"
"12664832","1569.9609375","1569.9609375","1569.9609375"
"12681216","1524.984375","1524.984375","1524.984375"
"12697600","1528.765625","1528.765625","1528.765625"
"12713984","1531.59375","1531.59375","1531.59375"
"12730368","1528.4296875","1528.4296875","1528.4296875"
"12746752","1518.703125","1518.703125","1518.703125"
"12763136","1530.859375","1530.859375","1530.859375"
"12779520","1528.1953125","1528.1953125","1528.1953125"
"12795904","1521.296875","1521.296875","1521.296875"
"12812288","1526.53125","1526.53125","1526.53125"
"12828672","1552.6953125","1552.6953125","1552.6953125"
"12845056","1537.8828125","1537.8828125","1537.8828125"
"12861440","1568.125","1568.125","1568.125"
"12877824","1542.0859375","1542.0859375","1542.0859375"
"12894208","1581.890625","1581.890625","1581.890625"
"12910592","1591.8125","1591.8125","1591.8125"
"12926976","1599.296875","1599.296875","1599.296875"
"12943360","1593.765625","1593.765625","1593.765625"
"12959744","1586.703125","1586.703125","1586.703125"
"12976128","1612.0546875","1612.0546875","1612.0546875"
"12992512","1584.5078125","1584.5078125","1584.5078125"
"13008896","1565.5859375","1565.5859375","1565.5859375"
"13025280","1558.0234375","1558.0234375","1558.0234375"
"13041664","1552.4453125","1552.4453125","1552.4453125"
"13058048","1561.8125","1561.8125","1561.8125"
"13074432","1586.859375","1586.859375","1586.859375"
"13090816","1589.4609375","1589.4609375","1589.4609375"
"13107200","1571.140625","1571.140625","1571.140625"
"13123584","1595.5703125","1595.5703125","1595.5703125"
"13139968","1598.3359375","1598.3359375","1598.3359375"
"13156352","1637.9765625","1637.9765625","1637.9765625"
"13172736","1625.234375","1625.234375","1625.234375"
"13189120","1657.734375","1657.734375","1657.734375"
"13205504","1670.984375","1670.984375","1670.984375"
"13221888","1647.4453125","1647.4453125","1647.4453125"
"13238272","1632.7890625","1632.7890625","1632.7890625"
"13254656","1622.015625","1622.015625","1622.015625"
"13271040","1580.6796875","1580.6796875","1580.6796875"
"13287424","1559.5859375","1559.5859375","1559.5859375"
"13303808","1539.84375","1539.84375","1539.84375"
"13320192","1507.2265625","1507.2265625","1507.2265625"
"13336576","1522.40625","1522.40625","1522.40625"
"13352960","1515.4296875","1515.4296875","1515.4296875"
"13369344","1493.8671875","1493.8671875","1493.8671875"
"13385728","1480.328125","1480.328125","1480.328125"
"13402112","1503.6875","1503.6875","1503.6875"
"13418496","1498.46875","1498.46875","1498.46875"
"13434880","1546.1015625","1546.1015625","1546.1015625"
"13451264","1556.78125","1556.78125","1556.78125"
"13467648","1576.9140625","1576.9140625","1576.9140625"
"13484032","1589.0234375","1589.0234375","1589.0234375"
"13500416","1617.34375","1617.34375","1617.34375"
"13516800","1625.9609375","1625.9609375","1625.9609375"
"13533184","1627.1171875","1627.1171875","1627.1171875"
"13549568","1616.6875","1616.6875","1616.6875"
"13565952","1603.7578125","1603.7578125","1603.7578125"
"13582336","1612.09375","1612.09375","1612.09375"
"13598720","1651.609375","1651.609375","1651.609375"
"13615104","1646.90625","1646.90625","1646.90625"
"13631488","1661.6640625","1661.6640625","1661.6640625"
"13647872","1645.9375","1645.9375","1645.9375"
"13664256","1633.03125","1633.03125","1633.03125"
"13680640","1643.9140625","1643.9140625","1643.9140625"
"13697024","1673.0859375","1673.0859375","1673.0859375"
"13713408","1691.3515625","1691.3515625","1691.3515625"
"13729792","1692.0859375","1692.0859375","1692.0859375"
"13746176","1703.921875","1703.921875","1703.921875"
"13762560","1717.1875","1717.1875","1717.1875"
"13778944","1720.6171875","1720.6171875","1720.6171875"
"13795328","1700.234375","1700.234375","1700.234375"
"13811712","1696.0390625","1696.0390625","1696.0390625"
"13828096","1670.8671875","1670.8671875","1670.8671875"
"13844480","1651.5703125","1651.5703125","1651.5703125"
"13860864","1659.9765625","1659.9765625","1659.9765625"
"13877248","1674.5390625","1674.5390625","1674.5390625"
"13893632","1686.828125","1686.828125","1686.828125"
"13910016","1643.9140625","1643.9140625","1643.9140625"
"13926400","1616.8203125","1616.8203125","1616.8203125"
"13942784","1604.4296875","1604.4296875","1604.4296875"
"13959168","1607.4375","1607.4375","1607.4375"
"13975552","1599.625","1599.625","1599.625"
"13991936","1607.4375","1607.4375","1607.4375"
"14008320","1584.28125","1584.28125","1584.28125"
"14024704","1580.9296875","1580.9296875","1580.9296875"
"14041088","1593.3828125","1593.3828125","1593.3828125"
"14057472","1613.9609375","1613.9609375","1613.9609375"
"14073856","1610.53125","1610.53125","1610.53125"
"14090240","1599.1953125","1599.1953125","1599.1953125"
"14106624","1579.9765625","1579.9765625","1579.9765625"
"14123008","1581.1171875","1581.1171875","1581.1171875"
"14139392","1596.8203125","1596.8203125","1596.8203125"
"14155776","1624.734375","1624.734375","1624.734375"
"14172160","1673.046875","1673.046875","1673.046875"
"14188544","1677.8125","1677.8125","1677.8125"
"14204928","1684.359375","1684.359375","1684.359375"
"14221312","1652.7578125","1652.7578125","1652.7578125"
"14237696","1669.21875","1669.21875","1669.21875"
"14254080","1680.921875","1680.921875","1680.921875"
"14270464","1688.4140625","1688.4140625","1688.4140625"
"14286848","1699.1171875","1699.1171875","1699.1171875"
"14303232","1718.109375","1718.109375","1718.109375"
"14319616","1686.4765625","1686.4765625","1686.4765625"
"14336000","1680.5234375","1680.5234375","1680.5234375"
"14352384","1680.546875","1680.546875","1680.546875"
"14368768","1665.25","1665.25","1665.25"
"14385152","1620.1640625","1620.1640625","1620.1640625"
"14401536","1604.8671875","1604.8671875","1604.8671875"
"14417920","1626.921875","1626.921875","1626.921875"
"14434304","1627.9609375","1627.9609375","1627.9609375"
"14450688","1633.09375","1633.09375","1633.09375"
"14467072","1645.34375","1645.34375","1645.34375"
"14483456","1629.2578125","1629.2578125","1629.2578125"
"14499840","1633.3515625","1633.3515625","1633.3515625"
"14516224","1595.21875","1595.21875","1595.21875"
"14532608","1616.3359375","1616.3359375","1616.3359375"
"14548992","1624.8515625","1624.8515625","1624.8515625"
"14565376","1610.34375","1610.34375","1610.34375"
"14581760","1636.28125","1636.28125","1636.28125"
"14598144","1631.96875","1631.96875","1631.96875"
"14614528","1658.828125","1658.828125","1658.828125"
"14630912","1657.703125","1657.703125","1657.703125"
"14647296","1640.640625","1640.640625","1640.640625"
"14663680","1625.515625","1625.515625","1625.515625"
"14680064","1600.8046875","1600.8046875","1600.8046875"
"14696448","1588.546875","1588.546875","1588.546875"
"14712832","1598.0234375","1598.0234375","1598.0234375"
"14729216","1612.546875","1612.546875","1612.546875"
"14745600","1605.9140625","1605.9140625","1605.9140625"
"14761984","1621.71875","1621.71875","1621.71875"
"14778368","1607.1953125","1607.1953125","1607.1953125"
"14794752","1640.2734375","1640.2734375","1640.2734375"
"14811136","1651.7421875","1651.7421875","1651.7421875"
"14827520","1606.8203125","1606.8203125","1606.8203125"
"14843904","1633.0390625","1633.0390625","1633.0390625"
"14860288","1660.6953125","1660.6953125","1660.6953125"
"14876672","1669.2265625","1669.2265625","1669.2265625"
"14893056","1683.1640625","1683.1640625","1683.1640625"
"14909440","1700.7734375","1700.7734375","1700.7734375"
"14925824","1665.84375","1665.84375","1665.84375"
"14942208","1686.890625","1686.890625","1686.890625"
"14958592","1672.2890625","1672.2890625","1672.2890625"
"14974976","1674.671875","1674.671875","1674.671875"
"14991360","1619.8671875","1619.8671875","1619.8671875"
"15007744","1601.828125","1601.828125","1601.828125"
"15024128","1606.671875","1606.671875","1606.671875"
"15040512","1560.15625","1560.15625","1560.15625"
"15056896","1547.0234375","1547.0234375","1547.0234375"
"15073280","1516.6875","1516.6875","1516.6875"
"15089664","1537.7265625","1537.7265625","1537.7265625"
"15106048","1516.59375","1516.59375","1516.59375"
"15122432","1533.7578125","1533.7578125","1533.7578125"
"15138816","1535.359375","1535.359375","1535.359375"
"15155200","1515.2421875","1515.2421875","1515.2421875"
"15171584","1527.6328125","1527.6328125","1527.6328125"
"15187968","1524.9453125","1524.9453125","1524.9453125"
"15204352","1540.5078125","1540.5078125","1540.5078125"
"15220736","1530.6328125","1530.6328125","1530.6328125"
"15237120","1548.5625","1548.5625","1548.5625"
"15253504","1608.3984375","1608.3984375","1608.3984375"
"15269888","1637.4140625","1637.4140625","1637.4140625"
"15286272","1652.421875","1652.421875","1652.421875"
"15302656","1614.2734375","1614.2734375","1614.2734375"
"15319040","1598.828125","1598.828125","1598.828125"
"15335424","1600.8984375","1600.8984375","1600.8984375"
"15351808","1605.8984375","1605.8984375","1605.8984375"
"15368192","1608.03125","1608.03125","1608.03125"
"15384576","1618.4765625","1618.4765625","1618.4765625"
"15400960","1620.859375","1620.859375","1620.859375"
"15417344","1624.15625","1624.15625","1624.15625"
"15433728","1625.8984375","1625.8984375","1625.8984375"
"15450112","1608.125","1608.125","1608.125"
"15466496","1583.3359375","1583.3359375","1583.3359375"
"15482880","1551.9375","1551.9375","1551.9375"
"15499264","1569.1484375","1569.1484375","1569.1484375"
"15515648","1591.890625","1591.890625","1591.890625"
"15532032","1586.9296875","1586.9296875","1586.9296875"
"15548416","1589.6640625","1589.6640625","1589.6640625"
"15564800","1568.1171875","1568.1171875","1568.1171875"
"15581184","1600.828125","1600.828125","1600.828125"
"15597568","1601.8671875","1601.8671875","1601.8671875"
"15613952","1611.7265625","1611.7265625","1611.7265625"
"15630336","1605.5078125","1605.5078125","1605.5078125"
"15646720","1616.25","1616.25","1616.25"
"15663104","1613.2890625","1613.2890625","1613.2890625"
"15679488","1637.765625","1637.765625","1637.765625"
"15695872","1633.796875","1633.796875","1633.796875"
"15712256","1644.765625","1644.765625","1644.765625"
"15728640","1629.9140625","1629.9140625","1629.9140625"
"15745024","1616.4609375","1616.4609375","1616.4609375"
"15761408","1612.9375","1612.9375","1612.9375"
"15777792","1624.1015625","1624.1015625","1624.1015625"
"15794176","1614.3984375","1614.3984375","1614.3984375"
"15810560","1622.546875","1622.546875","1622.546875"
"15826944","1623.59375","1623.59375","1623.59375"
"15843328","1645.90625","1645.90625","1645.90625"
"15859712","1636.453125","1636.453125","1636.453125"
"15876096","1615.390625","1615.390625","1615.390625"
"15892480","1619.46875","1619.46875","1619.46875"
"15908864","1634.875","1634.875","1634.875"
"15925248","1646.75","1646.75","1646.75"
"15941632","1626.5546875","1626.5546875","1626.5546875"
"15958016","1620.2890625","1620.2890625","1620.2890625"
"15974400","1646.484375","1646.484375","1646.484375"
"15990784","1632.640625","1632.640625","1632.640625"
"16007168","1609.7265625","1609.7265625","1609.7265625"
"16023552","1592.8515625","1592.8515625","1592.8515625"
"16039936","1585.5625","1585.5625","1585.5625"
"16056320","1563.9140625","1563.9140625","1563.9140625"
"16072704","1548.421875","1548.421875","1548.421875"
"16089088","1539.484375","1539.484375","1539.484375"
"16105472","1552.390625","1552.390625","1552.390625"
"16121856","1539.3046875","1539.3046875","1539.3046875"
"16138240","1553.1171875","1553.1171875","1553.1171875"
"16154624","1541.6796875","1541.6796875","1541.6796875"
"16171008","1554.71875","1554.71875","1554.71875"
"16187392","1554.3515625","1554.3515625","1554.3515625"
"16203776","1556.2890625","1556.2890625","1556.2890625"
"16220160","1542.296875","1542.296875","1542.296875"
"16236544","1588.203125","1588.203125","1588.203125"
"16252928","1614.8203125","1614.8203125","1614.8203125"
"16269312","1620.5625","1620.5625","1620.5625"
"16285696","1668.1640625","1668.1640625","1668.1640625"
"16302080","1718.9296875","1718.9296875","1718.9296875"
"16318464","1725.0234375","1725.0234375","1725.0234375"
"16334848","1763.8046875","1763.8046875","1763.8046875"
"16351232","1764.765625","1764.765625","1764.765625"
"16367616","1773.4765625","1773.4765625","1773.4765625"
"16384000","1851.5390625","1851.5390625","1851.5390625"
"16400384","1841.3671875","1841.3671875","1841.3671875"
"16416768","1838.5234375","1838.5234375","1838.5234375"
"16433152","1854.4453125","1854.4453125","1854.4453125"
"16449536","1853.1796875","1853.1796875","1853.1796875"
"16465920","1838.65625","1838.65625","1838.65625"
"16482304","1860.0390625","1860.0390625","1860.0390625"
"16498688","1838.609375","1838.609375","1838.609375"
"16515072","1794.3671875","1794.3671875","1794.3671875"
"16531456","1759.625","1759.625","1759.625"
"16547840","1746.640625","1746.640625","1746.640625"
"16564224","1697.8671875","1697.8671875","1697.8671875"
"16580608","1671.0078125","1671.0078125","1671.0078125"
"16596992","1672.09375","1672.09375","1672.09375"
"16613376","1674.4375","1674.4375","1674.4375"
"16629760","1710.796875","1710.796875","1710.796875"
"16646144","1703.0703125","1703.0703125","1703.0703125"
"16662528","1703.0234375","1703.0234375","1703.0234375"
"16678912","1654.2421875","1654.2421875","1654.2421875"
"16695296","1666.171875","1666.171875","1666.171875"
"16711680","1680.3984375","1680.3984375","1680.3984375"
"16728064","1687.3671875","1687.3671875","1687.3671875"
"16744448","1694.1328125","1694.1328125","1694.1328125"
"16760832","1670.6328125","1670.6328125","1670.6328125"
"16777216","1661.09375","1661.09375","1661.09375"
"16793600","1677.765625","1677.765625","1677.765625"
"16809984","1636.21875","1636.21875","1636.21875"
"16826368","1634.34375","1634.34375","1634.34375"
"16842752","1616.8828125","1616.8828125","1616.8828125"
"16859136","1611.4140625","1611.4140625","1611.4140625"
"16875520","1601.46875","1601.46875","1601.46875"
"16891904","1618.984375","1618.984375","1618.984375"
"16908288","1576.84375","1576.84375","1576.84375"
"16924672","1562.609375","1562.609375","1562.609375"
"16941056","1571.1484375","1571.1484375","1571.1484375"
"16957440","1571.5546875","1571.5546875","1571.5546875"
"16973824","1577.171875","1577.171875","1577.171875"
"16990208","1599.828125","1599.828125","1599.828125"
"17006592","1595.6953125","1595.6953125","1595.6953125"
"17022976","1607.328125","1607.328125","1607.328125"
"17039360","1627.15625","1627.15625","1627.15625"
"17055744","1628.21875","1628.21875","1628.21875"
"17072128","1629.875","1629.875","1629.875"
"17088512","1622.7578125","1622.7578125","1622.7578125"
"17104896","1656.6015625","1656.6015625","1656.6015625"
"17121280","1642.484375","1642.484375","1642.484375"
"17137664","1676.515625","1676.515625","1676.515625"
"17154048","1693.21875","1693.21875","1693.21875"
"17170432","1693.25","1693.25","1693.25"
"17186816","1712.3203125","1712.3203125","1712.3203125"
"17203200","1709.375","1709.375","1709.375"
"17219584","1763.4453125","1763.4453125","1763.4453125"
"17235968","1779.609375","1779.609375","1779.609375"
"17252352","1769.4140625","1769.4140625","1769.4140625"
"17268736","1786.6328125","1786.6328125","1786.6328125"
"17285120","1799.328125","1799.328125","1799.328125"
"17301504","1830.765625","1830.765625","1830.765625"
"17317888","1818.5390625","1818.5390625","1818.5390625"
"17334272","1851.4140625","1851.4140625","1851.4140625"
"17350656","1865.171875","1865.171875","1865.171875"
"17367040","1859.203125","1859.203125","1859.203125"
"17383424","1840.8828125","1840.8828125","1840.8828125"
"17399808","1886.25","1886.25","1886.25"
"17416192","1907.25","1907.25","1907.25"
"17432576","1963.3828125","1963.3828125","1963.3828125"
"17448960","1987.2421875","1987.2421875","1987.2421875"
"17465344","2003.96875","2003.96875","2003.96875"
"17481728","1953.59375","1953.59375","1953.59375"
"17498112","1955.9140625","1955.9140625","1955.9140625"
"17514496","1958.75","1958.75","1958.75"
"17530880","1976.9453125","1976.9453125","1976.9453125"
"17547264","1988.1953125","1988.1953125","1988.1953125"
"17563648","1982.7109375","1982.7109375","1982.7109375"
"17580032","1985.7421875","1985.7421875","1985.7421875"
"17596416","1972.8515625","1972.8515625","1972.8515625"
"17612800","1972.7890625","1972.7890625","1972.7890625"
"17629184","1967.7734375","1967.7734375","1967.7734375"
"17645568","1904.3984375","1904.3984375","1904.3984375"
"17661952","1841.203125","1841.203125","1841.203125"
"17678336","1860.1953125","1860.1953125","1860.1953125"
"17694720","1860.1640625","1860.1640625","1860.1640625"
"17711104","1892.8046875","1892.8046875","1892.8046875"
"17727488","1880.2734375","1880.2734375","1880.2734375"
"17743872","1849.828125","1849.828125","1849.828125"
"17760256","1826.875","1826.875","1826.875"
"17776640","1802.125","1802.125","1802.125"
"17793024","1792.609375","1792.609375","1792.609375"
"17809408","1758.7890625","1758.7890625","1758.7890625"
"17825792","1742.6953125","1742.6953125","1742.6953125"
"17842176","1715.6796875","1715.6796875","1715.6796875"
"17858560","1720.5859375","1720.5859375","1720.5859375"
"17874944","1739.7265625","1739.7265625","1739.7265625"
"17891328","1745.296875","1745.296875","1745.296875"
"17907712","1729.6796875","1729.6796875","1729.6796875"
"17924096","1696.5234375","1696.5234375","1696.5234375"
"17940480","1694.453125","1694.453125","1694.453125"
"17956864","1701.5078125","1701.5078125","1701.5078125"
"17973248","1709.859375","1709.859375","1709.859375"
"17989632","1694.46875","1694.46875","1694.46875"
"18006016","1691.859375","1691.859375","1691.859375"
"18022400","1691.7578125","1691.7578125","1691.7578125"
"18038784","1681.5546875","1681.5546875","1681.5546875"
"18055168","1701.453125","1701.453125","1701.453125"
"18071552","1700.9765625","1700.9765625","1700.9765625"
"18087936","1702.2890625","1702.2890625","1702.2890625"
"18104320","1694.359375","1694.359375","1694.359375"
"18120704","1691","1691","1691"
"18137088","1691.7421875","1691.7421875","1691.7421875"
"18153472","1741.671875","1741.671875","1741.671875"
"18169856","1737.5234375","1737.5234375","1737.5234375"
"18186240","1759.8828125","1759.8828125","1759.8828125"
"18202624","1737.46875","1737.46875","1737.46875"
"18219008","1767.234375","1767.234375","1767.234375"
