charts/iqm_lower,_runtime,charts/min_traj_len,charts/time_per_it,charts/learning_rate,charts/min_game_score,charts/iqm_upper,losses/value_loss,rewards/rewards_min,losses/entropy,_timestamp,charts/game_score,returns/ret_ext,rewards/num_envs_with_pos_rews,losses/old_approx_kl,losses/approx_kl,charts/SPS,charts/iqm,rewards/rewards_mean,losses/clipfrac,losses/policy_loss,_step,rewards/rewards_max,returns/values_ext,charts/game_score_lower,charts/max_game_score,charts/max_traj_len,charts/traj_len,returns/advantages,charts/game_score_upper,charts/iterations,losses/all_loss
0.0,29,0,6.232182264328003,0.0001,0,0.0,0.08501856029033661,0,2.8884851932525635,1732338362.0,NaN,0.48134544491767883,115,-0.0002294601290486753,0.0011153616942465305,2378,0.0,0.018534813076257706,0.0,-0.001115117920562625,49152.0,0.6763349175453186,0.28056806325912476,0.0,0,0,NaN,0.2007773518562317,0.0,3,0.012509312480688095
-0.009343130576771646,42,0,6.748307466506958,0.0001,0,-0.006322756690515647,0.08899644017219543,0,2.8754637241363525,1732338375.0,177.8873291015625,0.6510699987411499,115,0.0020512528717517853,0.0017621266888454556,2428,-0.00781331774534575,0.021381597965955734,0.0036773681640625,-0.0005500968545675278,81920.0,0.6609737277030945,0.45748934149742126,168.0246467590332,290,639,576.3521126760563,0.19358068704605103,188.1690216064453,5,0.015193486586213112
-0.007555665057947703,55,0,6.3346147537231445,0.0001,0,-0.00455984869345933,0.08649402111768723,0,2.8568522930145264,1732338388.0,195.95040893554688,0.7694492340087891,121,0.0019085166277363896,0.0025668360758572817,2437,-0.006082213751890127,0.019972629845142365,0.0242919921875,-0.002753234002739191,114688.0,0.6354011297225952,0.6235541105270386,184.29544982910156,760,874,628.5454545454545,0.14589515328407288,208.76239624023438,7,0.01192525401711464
-0.0036916295888346205,101,0,6.654172658920288,0.0001,0,-0.00022407480543196485,0.1248130202293396,0,2.756572961807251,1732338434.0,219.6875,1.4375752210617065,120,0.003537014126777649,0.002421930432319641,2472,-0.0019456803721793084,0.022159360349178314,0.0468597412109375,-0.001928967423737049,229376.0,0.5663946270942688,1.4294507503509521,208.4296875,440,1042,637.953125,0.00812454055994749,231.330078125,14,0.032911814749240875
0.006614226293134682,200,0,6.50632643699646,0.0001,0,0.009830418737952722,0.11357822269201279,0,2.543349266052246,1732338533.0,295,1.531385898590088,106,0.0011106416350230575,0.0015193331055343151,2483,0.008222039449847098,0.021205412223935127,0.0388336181640625,-0.0005501024425029755,475136.0,0.42681753635406494,1.5466578006744385,282.181640625,940,1098,632.5703125,-0.01527197752147913,310.712890625,29,0.030805516988039017
0.007452100755083406,213,0,6.502264738082886,0.0001,0,0.010600357432716414,0.08090276271104813,0,2.524631977081299,1732338546.0,298.75,1.4506187438964844,85,0.0007189338793978095,0.0015098628355190158,2483,0.00903726865606748,0.013567294925451279,0.0206298828125,-0.0011167507618665695,507904.0,0.418618768453598,1.5797393321990967,286.94921875,940,1098,626.296875,-0.12912049889564514,313.75390625,31,0.014088312163949013
0.006387773735851243,227,0,7.060248851776123,0.0001,0,0.009376947491992638,0.15938884019851685,0,2.4610962867736816,1732338560.0,282.96875,1.5825213193893433,93,0.0009976779110729694,0.0010459073819220066,2474,0.007905005869650284,0.01775430142879486,0.0540771484375,-0.000354063231498003,540672.0,0.4091230034828186,1.708470344543457,274.134765625,440,1310,616.9765625,-0.12594899535179138,291.72265625,33,0.0547293946146965
0.007270938709256655,234,0,6.953151226043701,0.0001,0,0.010056305163842955,0.12466200441122055,0,2.4467406272888184,1732338567.0,285.9375,1.536376953125,88,-0.0005684875650331378,0.001837854739278555,2470,0.008720235075870664,0.017365364357829094,0.0661163330078125,-0.0005446607246994972,557056.0,0.405290812253952,1.6331074237823486,277.341796875,440,1310,645.703125,-0.09673045575618744,294.84765625,34,0.037318937480449677
0.006365128480122899,341,0,6.709105730056763,0.0001,0,0.008833461354512382,0.07916483283042908,0,2.4857664108276367,1732338674.0,283.515625,1.3190315961837769,90,0.001395544270053506,0.0008618556894361973,2463,0.007520036522268438,0.014641557820141315,0.0137786865234375,-0.0006661619991064072,819200.0,0.3696260154247284,1.4543297290802002,275.15625,420,1021,626.1640625,-0.13529807329177856,292.19140625,50,0.014058589935302734
0.005708416064000926,354,0,6.8549628257751465,0.0001,0,0.008335265728488818,0.06422187387943268,0,2.4622998237609863,1732338687.0,278.984375,1.2377095222473145,105,0.001429216586984694,0.0016911572311073542,2463,0.00706713140770156,0.016941756010055542,0.02752685546875,-0.0009964536875486374,851968.0,0.36667600274086,1.320286512374878,269.84375,420,1021,635.0234375,-0.08257703483104706,288.203125,52,0.006491485983133316
