"Step","TrajLen","Alien-v5 PPO NoisyNet - charts/traj_len__MIN","Alien-v5 PPO NoisyNet - charts/traj_len__MAX"
"10174464","499.8671875","499.8671875","499.8671875"
"10190848","498.3125","498.3125","498.3125"
"10207232","510.5546875","510.5546875","510.5546875"
"10223616","518.25","518.25","518.25"
"10240000","515.3203125","515.3203125","515.3203125"
"10256384","518.3359375","518.3359375","518.3359375"
"10272768","509.2734375","509.2734375","509.2734375"
"10289152","503.6796875","503.6796875","503.6796875"
"10305536","503.7578125","503.7578125","503.7578125"
"10321920","507.609375","507.609375","507.609375"
"10338304","508.4609375","508.4609375","508.4609375"
"10354688","513.28125","513.28125","513.28125"
"10371072","518.3125","518.3125","518.3125"
"10387456","517.484375","517.484375","517.484375"
"10403840","504.4765625","504.4765625","504.4765625"
"10420224","495.109375","495.109375","495.109375"
"10436608","492.828125","492.828125","492.828125"
"10452992","494.953125","494.953125","494.953125"
"10469376","495.0390625","495.0390625","495.0390625"
"10485760","511.7109375","511.7109375","511.7109375"
"10502144","508.890625","508.890625","508.890625"
"10518528","509.828125","509.828125","509.828125"
"10534912","503.5390625","503.5390625","503.5390625"
"10551296","490.5703125","490.5703125","490.5703125"
"10567680","490.15625","490.15625","490.15625"
"10584064","491.296875","491.296875","491.296875"
"10600448","503.4453125","503.4453125","503.4453125"
"10616832","516.0390625","516.0390625","516.0390625"
"10633216","519.4140625","519.4140625","519.4140625"
"10649600","520.6796875","520.6796875","520.6796875"
"10665984","514.765625","514.765625","514.765625"
"10682368","513.828125","513.828125","513.828125"
"10698752","518.375","518.375","518.375"
"10715136","511.890625","511.890625","511.890625"
"10731520","525.0625","525.0625","525.0625"
"10747904","522.890625","522.890625","522.890625"
"10764288","510.59375","510.59375","510.59375"
"10780672","509.7734375","509.7734375","509.7734375"
"10797056","498.4140625","498.4140625","498.4140625"
"10813440","489.5703125","489.5703125","489.5703125"
"10829824","494.21875","494.21875","494.21875"
"10846208","484.4453125","484.4453125","484.4453125"
"10862592","489.328125","489.328125","489.328125"
"10878976","495.921875","495.921875","495.921875"
"10895360","499.734375","499.734375","499.734375"
"10911744","505.6484375","505.6484375","505.6484375"
"10928128","506.140625","506.140625","506.140625"
"10944512","510.328125","510.328125","510.328125"
"10960896","510.3515625","510.3515625","510.3515625"
"10977280","512.265625","512.265625","512.265625"
"10993664","506.9375","506.9375","506.9375"
"11010048","506.140625","506.140625","506.140625"
"11026432","505.0625","505.0625","505.0625"
"11042816","504.796875","504.796875","504.796875"
"11059200","509.9765625","509.9765625","509.9765625"
"11075584","510.5234375","510.5234375","510.5234375"
"11091968","510.2578125","510.2578125","510.2578125"
"11108352","511.890625","511.890625","511.890625"
"11124736","517.3203125","517.3203125","517.3203125"
"11141120","511.484375","511.484375","511.484375"
"11157504","513.359375","513.359375","513.359375"
"11173888","514.7109375","514.7109375","514.7109375"
"11190272","509.2265625","509.2265625","509.2265625"
"11206656","512.5703125","512.5703125","512.5703125"
"11223040","513.8125","513.8125","513.8125"
"11239424","512.3046875","512.3046875","512.3046875"
"11255808","516.234375","516.234375","516.234375"
"11272192","514.265625","514.265625","514.265625"
"11288576","505.8046875","505.8046875","505.8046875"
"11304960","505.828125","505.828125","505.828125"
"11321344","501.4765625","501.4765625","501.4765625"
"11337728","502.2890625","502.2890625","502.2890625"
"11354112","509.296875","509.296875","509.296875"
"11370496","512.234375","512.234375","512.234375"
"11386880","514.171875","514.171875","514.171875"
"11403264","522.6953125","522.6953125","522.6953125"
"11419648","518.21875","518.21875","518.21875"
"11436032","515.6875","515.6875","515.6875"
"11452416","503.0390625","503.0390625","503.0390625"
"11468800","497.3203125","497.3203125","497.3203125"
"11485184","486.1796875","486.1796875","486.1796875"
"11501568","492.59375","492.59375","492.59375"
"11517952","501.1015625","501.1015625","501.1015625"
"11534336","500.3359375","500.3359375","500.3359375"
"11550720","510.2578125","510.2578125","510.2578125"
"11567104","511.1796875","511.1796875","511.1796875"
"11583488","508.21875","508.21875","508.21875"
"11599872","501.4375","501.4375","501.4375"
"11616256","502.734375","502.734375","502.734375"
"11632640","492.15625","492.15625","492.15625"
"11649024","497.875","497.875","497.875"
"11665408","497.984375","497.984375","497.984375"
"11681792","507.9921875","507.9921875","507.9921875"
"11698176","511.6484375","511.6484375","511.6484375"
"11714560","509.8046875","509.8046875","509.8046875"
"11730944","516.609375","516.609375","516.609375"
"11747328","521.21875","521.21875","521.21875"
"11763712","531.65625","531.65625","531.65625"
"11780096","540.7109375","540.7109375","540.7109375"
"11796480","541.4296875","541.4296875","541.4296875"
"11812864","539.5234375","539.5234375","539.5234375"
"11829248","533.359375","533.359375","533.359375"
"11845632","524.015625","524.015625","524.015625"
"11862016","521.84375","521.84375","521.84375"
"11878400","516.8359375","516.8359375","516.8359375"
"11894784","510.9453125","510.9453125","510.9453125"
"11911168","515.6484375","515.6484375","515.6484375"
"11927552","508.8125","508.8125","508.8125"
"11943936","510.3671875","510.3671875","510.3671875"
"11960320","514.953125","514.953125","514.953125"
"11976704","513.4609375","513.4609375","513.4609375"
"11993088","512.4765625","512.4765625","512.4765625"
"12009472","507.3046875","507.3046875","507.3046875"
"12025856","501.5234375","501.5234375","501.5234375"
"12042240","501.203125","501.203125","501.203125"
"12058624","506.28125","506.28125","506.28125"
"12075008","509.9609375","509.9609375","509.9609375"
"12091392","504.9453125","504.9453125","504.9453125"
"12107776","502.8359375","502.8359375","502.8359375"
"12124160","496.0859375","496.0859375","496.0859375"
"12140544","500.3046875","500.3046875","500.3046875"
"12156928","512.5","512.5","512.5"
"12173312","508.78125","508.78125","508.78125"
"12189696","515.3984375","515.3984375","515.3984375"
"12206080","519.5546875","519.5546875","519.5546875"
"12222464","518.4140625","518.4140625","518.4140625"
"12238848","525","525","525"
"12255232","513.796875","513.796875","513.796875"
"12271616","506.765625","506.765625","506.765625"
"12288000","497.4453125","497.4453125","497.4453125"
"12304384","493.9921875","493.9921875","493.9921875"
"12320768","502.7578125","502.7578125","502.7578125"
"12337152","506.7734375","506.7734375","506.7734375"
"12353536","512.7421875","512.7421875","512.7421875"
"12369920","503.46875","503.46875","503.46875"
"12386304","500","500","500"
"12402688","500.9453125","500.9453125","500.9453125"
"12419072","505.15625","505.15625","505.15625"
"12435456","507.4765625","507.4765625","507.4765625"
"12451840","506.9296875","506.9296875","506.9296875"
"12468224","501.25","501.25","501.25"
"12484608","489.5390625","489.5390625","489.5390625"
"12500992","499.8515625","499.8515625","499.8515625"
"12517376","495.921875","495.921875","495.921875"
"12533760","500.15625","500.15625","500.15625"
"12550144","514.09375","514.09375","514.09375"
"12566528","513.3046875","513.3046875","513.3046875"
"12582912","511.46875","511.46875","511.46875"
"12599296","516.2734375","516.2734375","516.2734375"
"12615680","511.96875","511.96875","511.96875"
"12632064","511.1328125","511.1328125","511.1328125"
"12648448","513.1953125","513.1953125","513.1953125"
"12664832","522.4921875","522.4921875","522.4921875"
"12681216","525.5625","525.5625","525.5625"
"12697600","524.1328125","524.1328125","524.1328125"
"12713984","527.296875","527.296875","527.296875"
"12730368","512.671875","512.671875","512.671875"
"12746752","515.0859375","515.0859375","515.0859375"
"12763136","516.8984375","516.8984375","516.8984375"
"12779520","524.40625","524.40625","524.40625"
"12795904","526.8828125","526.8828125","526.8828125"
"12812288","527.796875","527.796875","527.796875"
"12828672","533.7421875","533.7421875","533.7421875"
"12845056","521.1953125","521.1953125","521.1953125"
"12861440","522.1171875","522.1171875","522.1171875"
"12877824","519.3359375","519.3359375","519.3359375"
"12894208","511.7109375","511.7109375","511.7109375"
"12910592","527.1328125","527.1328125","527.1328125"
"12926976","534.25","534.25","534.25"
"12943360","533.3515625","533.3515625","533.3515625"
"12959744","524","524","524"
"12976128","524.7265625","524.7265625","524.7265625"
"12992512","510.71875","510.71875","510.71875"
"13008896","515.6171875","515.6171875","515.6171875"
"13025280","524.203125","524.203125","524.203125"
"13041664","521.2734375","521.2734375","521.2734375"
"13058048","518.15625","518.15625","518.15625"
"13074432","515.1015625","515.1015625","515.1015625"
"13090816","511.453125","511.453125","511.453125"
"13107200","513.4140625","513.4140625","513.4140625"
"13123584","515.7890625","515.7890625","515.7890625"
"13139968","519.4765625","519.4765625","519.4765625"
"13156352","521.6875","521.6875","521.6875"
"13172736","524.1171875","524.1171875","524.1171875"
"13189120","530.7890625","530.7890625","530.7890625"
"13205504","525.6484375","525.6484375","525.6484375"
"13221888","522.859375","522.859375","522.859375"
"13238272","526.4453125","526.4453125","526.4453125"
"13254656","519.9296875","519.9296875","519.9296875"
"13271040","525.546875","525.546875","525.546875"
"13287424","526.5234375","526.5234375","526.5234375"
"13303808","524.1796875","524.1796875","524.1796875"
"13320192","523.40625","523.40625","523.40625"
"13336576","519.0078125","519.0078125","519.0078125"
"13352960","519.1484375","519.1484375","519.1484375"
"13369344","525.484375","525.484375","525.484375"
"13385728","538.6796875","538.6796875","538.6796875"
"13402112","533.7265625","533.7265625","533.7265625"
"13418496","540.1328125","540.1328125","540.1328125"
"13434880","529.890625","529.890625","529.890625"
"13451264","527.203125","527.203125","527.203125"
"13467648","527.1484375","527.1484375","527.1484375"
"13484032","525.3984375","525.3984375","525.3984375"
"13500416","527.5390625","527.5390625","527.5390625"
"13516800","522.453125","522.453125","522.453125"
"13533184","528.6015625","528.6015625","528.6015625"
"13549568","526.2578125","526.2578125","526.2578125"
"13565952","525.9140625","525.9140625","525.9140625"
"13582336","523.3671875","523.3671875","523.3671875"
"13598720","524.984375","524.984375","524.984375"
"13615104","524.25","524.25","524.25"
"13631488","527.25","527.25","527.25"
"13647872","543.0234375","543.0234375","543.0234375"
"13664256","540.90625","540.90625","540.90625"
"13680640","541.3828125","541.3828125","541.3828125"
"13697024","545.0859375","545.0859375","545.0859375"
"13713408","541.5625","541.5625","541.5625"
"13729792","536.1796875","536.1796875","536.1796875"
"13746176","541.7578125","541.7578125","541.7578125"
"13762560","534.140625","534.140625","534.140625"
"13778944","541.3359375","541.3359375","541.3359375"
"13795328","533.1640625","533.1640625","533.1640625"
"13811712","531.171875","531.171875","531.171875"
"13828096","537.5234375","537.5234375","537.5234375"
"13844480","530.609375","530.609375","530.609375"
"13860864","537.8828125","537.8828125","537.8828125"
"13877248","538.296875","538.296875","538.296875"
"13893632","527.078125","527.078125","527.078125"
"13910016","523.65625","523.65625","523.65625"
"13926400","526.9765625","526.9765625","526.9765625"
"13942784","522.2265625","522.2265625","522.2265625"
"13959168","522.875","522.875","522.875"
"13975552","531.578125","531.578125","531.578125"
"13991936","534.09375","534.09375","534.09375"
"14008320","538.09375","538.09375","538.09375"
"14024704","542.1328125","542.1328125","542.1328125"
"14041088","538.046875","538.046875","538.046875"
"14057472","535.109375","535.109375","535.109375"
"14073856","531.265625","531.265625","531.265625"
"14090240","543.2734375","543.2734375","543.2734375"
"14106624","550.578125","550.578125","550.578125"
"14123008","547.3359375","547.3359375","547.3359375"
"14139392","550.609375","550.609375","550.609375"
"14155776","547.28125","547.28125","547.28125"
"14172160","536.7890625","536.7890625","536.7890625"
"14188544","549.765625","549.765625","549.765625"
"14204928","550.1328125","550.1328125","550.1328125"
"14221312","550.7265625","550.7265625","550.7265625"
"14237696","549.734375","549.734375","549.734375"
"14254080","551.1015625","551.1015625","551.1015625"
"14270464","549.8359375","549.8359375","549.8359375"
"14286848","560.734375","560.734375","560.734375"
"14303232","565.2421875","565.2421875","565.2421875"
"14319616","559.2421875","559.2421875","559.2421875"
"14336000","557.75","557.75","557.75"
"14352384","536.5078125","536.5078125","536.5078125"
"14368768","538.1640625","538.1640625","538.1640625"
"14385152","537.421875","537.421875","537.421875"
"14401536","542.1640625","542.1640625","542.1640625"
"14417920","551.2265625","551.2265625","551.2265625"
"14434304","546.7734375","546.7734375","546.7734375"
"14450688","544.90625","544.90625","544.90625"
"14467072","556.5546875","556.5546875","556.5546875"
"14483456","555.5703125","555.5703125","555.5703125"
"14499840","555.34375","555.34375","555.34375"
"14516224","574.03125","574.03125","574.03125"
"14532608","571.796875","571.796875","571.796875"
"14548992","571.75","571.75","571.75"
"14565376","574.4296875","574.4296875","574.4296875"
"14581760","565.65625","565.65625","565.65625"
"14598144","556.984375","556.984375","556.984375"
"14614528","553.859375","553.859375","553.859375"
"14630912","548.109375","548.109375","548.109375"
"14647296","550.3359375","550.3359375","550.3359375"
"14663680","553.2421875","553.2421875","553.2421875"
"14680064","557.0546875","557.0546875","557.0546875"
"14696448","556.2109375","556.2109375","556.2109375"
"14712832","556.5859375","556.5859375","556.5859375"
"14729216","556.0234375","556.0234375","556.0234375"
"14745600","562.8125","562.8125","562.8125"
"14761984","563.8828125","563.8828125","563.8828125"
"14778368","562.6171875","562.6171875","562.6171875"
"14794752","564.1796875","564.1796875","564.1796875"
"14811136","554.9296875","554.9296875","554.9296875"
"14827520","556.8828125","556.8828125","556.8828125"
"14843904","549.890625","549.890625","549.890625"
"14860288","550.6015625","550.6015625","550.6015625"
"14876672","546.7421875","546.7421875","546.7421875"
"14893056","554.0703125","554.0703125","554.0703125"
"14909440","552.8828125","552.8828125","552.8828125"
"14925824","569.59375","569.59375","569.59375"
"14942208","569.171875","569.171875","569.171875"
"14958592","564.1875","564.1875","564.1875"
"14974976","576.1875","576.1875","576.1875"
"14991360","571.65625","571.65625","571.65625"
"15007744","573.171875","573.171875","573.171875"
"15024128","575.4453125","575.4453125","575.4453125"
"15040512","558.6015625","558.6015625","558.6015625"
"15056896","552.9296875","552.9296875","552.9296875"
"15073280","556.0625","556.0625","556.0625"
"15089664","560.578125","560.578125","560.578125"
"15106048","567.046875","567.046875","567.046875"
"15122432","565.828125","565.828125","565.828125"
"15138816","558.8203125","558.8203125","558.8203125"
"15155200","552.1328125","552.1328125","552.1328125"
"15171584","545.9453125","545.9453125","545.9453125"
"15187968","553.7578125","553.7578125","553.7578125"
"15204352","557.484375","557.484375","557.484375"
"15220736","562.4375","562.4375","562.4375"
"15237120","564.4375","564.4375","564.4375"
"15253504","559.9453125","559.9453125","559.9453125"
"15269888","554.65625","554.65625","554.65625"
"15286272","567.796875","567.796875","567.796875"
"15302656","569.9921875","569.9921875","569.9921875"
"15319040","569.9375","569.9375","569.9375"
"15335424","578.828125","578.828125","578.828125"
"15351808","567.5546875","567.5546875","567.5546875"
"15368192","558.6875","558.6875","558.6875"
"15384576","564.609375","564.609375","564.609375"
"15400960","560","560","560"
"15417344","560.046875","560.046875","560.046875"
"15433728","563.375","563.375","563.375"
"15450112","562.2109375","562.2109375","562.2109375"
"15466496","566.8515625","566.8515625","566.8515625"
"15482880","561.828125","561.828125","561.828125"
"15499264","559.0703125","559.0703125","559.0703125"
"15515648","556","556","556"
"15532032","557.3984375","557.3984375","557.3984375"
"15548416","560.609375","560.609375","560.609375"
"15564800","550.7890625","550.7890625","550.7890625"
"15581184","555.65625","555.65625","555.65625"
"15597568","549.7265625","549.7265625","549.7265625"
"15613952","550.8515625","550.8515625","550.8515625"
"15630336","562.2734375","562.2734375","562.2734375"
"15646720","559.6796875","559.6796875","559.6796875"
"15663104","556.015625","556.015625","556.015625"
"15679488","560.1953125","560.1953125","560.1953125"
"15695872","558.6875","558.6875","558.6875"
"15712256","557.703125","557.703125","557.703125"
"15728640","566.2421875","566.2421875","566.2421875"
"15745024","561.8828125","561.8828125","561.8828125"
"15761408","559.0390625","559.0390625","559.0390625"
"15777792","555.421875","555.421875","555.421875"
"15794176","553.09375","553.09375","553.09375"
"15810560","562.5546875","562.5546875","562.5546875"
"15826944","574.25","574.25","574.25"
"15843328","578.5859375","578.5859375","578.5859375"
"15859712","577.234375","577.234375","577.234375"
"15876096","577.9765625","577.9765625","577.9765625"
"15892480","570.28125","570.28125","570.28125"
"15908864","564.234375","564.234375","564.234375"
"15925248","568.1015625","568.1015625","568.1015625"
"15941632","552.515625","552.515625","552.515625"
"15958016","565.1640625","565.1640625","565.1640625"
"15974400","565.2421875","565.2421875","565.2421875"
"15990784","566.484375","566.484375","566.484375"
"16007168","571.65625","571.65625","571.65625"
"16023552","570.9609375","570.9609375","570.9609375"
"16039936","571.359375","571.359375","571.359375"
"16056320","580.2421875","580.2421875","580.2421875"
"16072704","582.2109375","582.2109375","582.2109375"
"16089088","579.5234375","579.5234375","579.5234375"
"16105472","578.8828125","578.8828125","578.8828125"
"16121856","568.453125","568.453125","568.453125"
"16138240","568.3046875","568.3046875","568.3046875"
"16154624","558.328125","558.328125","558.328125"
"16171008","560.9921875","560.9921875","560.9921875"
"16187392","565.8515625","565.8515625","565.8515625"
"16203776","578.671875","578.671875","578.671875"
"16220160","578.265625","578.265625","578.265625"
"16236544","581.8828125","581.8828125","581.8828125"
"16252928","578.5859375","578.5859375","578.5859375"
"16269312","578.328125","578.328125","578.328125"
"16285696","586.1640625","586.1640625","586.1640625"
"16302080","578.140625","578.140625","578.140625"
"16318464","568.2578125","568.2578125","568.2578125"
"16334848","569.0234375","569.0234375","569.0234375"
"16351232","564.984375","564.984375","564.984375"
"16367616","564.7265625","564.7265625","564.7265625"
"16384000","578.0078125","578.0078125","578.0078125"
"16400384","574.1953125","574.1953125","574.1953125"
"16416768","572.9296875","572.9296875","572.9296875"
"16433152","567.046875","567.046875","567.046875"
"16449536","562.8125","562.8125","562.8125"
"16465920","560.3125","560.3125","560.3125"
"16482304","560.515625","560.515625","560.515625"
"16498688","564.90625","564.90625","564.90625"
"16515072","584.4296875","584.4296875","584.4296875"
"16531456","591.859375","591.859375","591.859375"
"16547840","590.453125","590.453125","590.453125"
"16564224","591.8984375","591.8984375","591.8984375"
"16580608","590.296875","590.296875","590.296875"
"16596992","572.5703125","572.5703125","572.5703125"
"16613376","570.109375","570.109375","570.109375"
"16629760","571.3984375","571.3984375","571.3984375"
"16646144","567.2890625","567.2890625","567.2890625"
"16662528","567.53125","567.53125","567.53125"
"16678912","569.578125","569.578125","569.578125"
"16695296","569.765625","569.765625","569.765625"
"16711680","577.265625","577.265625","577.265625"
"16728064","580.0078125","580.0078125","580.0078125"
"16744448","568.2890625","568.2890625","568.2890625"
"16760832","574.3828125","574.3828125","574.3828125"
"16777216","576.3046875","576.3046875","576.3046875"
"16793600","575.5859375","575.5859375","575.5859375"
"16809984","587.1875","587.1875","587.1875"
"16826368","580.6171875","580.6171875","580.6171875"
"16842752","571.0390625","571.0390625","571.0390625"
"16859136","577.2734375","577.2734375","577.2734375"
"16875520","569.4609375","569.4609375","569.4609375"
"16891904","571.921875","571.921875","571.921875"
"16908288","579.1171875","579.1171875","579.1171875"
"16924672","570.734375","570.734375","570.734375"
"16941056","571.4140625","571.4140625","571.4140625"
"16957440","574.3671875","574.3671875","574.3671875"
"16973824","577.0625","577.0625","577.0625"
"16990208","582.203125","582.203125","582.203125"
"17006592","584.015625","584.015625","584.015625"
"17022976","589.2734375","589.2734375","589.2734375"
"17039360","580.28125","580.28125","580.28125"
"17055744","577.6484375","577.6484375","577.6484375"
"17072128","571.015625","571.015625","571.015625"
"17088512","585.4140625","585.4140625","585.4140625"
"17104896","573.21875","573.21875","573.21875"
"17121280","596.140625","596.140625","596.140625"
"17137664","595.9140625","595.9140625","595.9140625"
"17154048","586.8125","586.8125","586.8125"
"17170432","577.890625","577.890625","577.890625"
"17186816","576.7578125","576.7578125","576.7578125"
"17203200","569.3046875","569.3046875","569.3046875"
"17219584","568.9609375","568.9609375","568.9609375"
"17235968","573.6796875","573.6796875","573.6796875"
"17252352","575.3203125","575.3203125","575.3203125"
"17268736","567.2109375","567.2109375","567.2109375"
"17285120","571.796875","571.796875","571.796875"
"17301504","567.5390625","567.5390625","567.5390625"
"17317888","578.640625","578.640625","578.640625"
"17334272","589.9921875","589.9921875","589.9921875"
"17350656","590.1015625","590.1015625","590.1015625"
"17367040","590.109375","590.109375","590.109375"
"17383424","595.0234375","595.0234375","595.0234375"
"17399808","584.203125","584.203125","584.203125"
"17416192","584.25","584.25","584.25"
"17432576","587.3984375","587.3984375","587.3984375"
"17448960","577.03125","577.03125","577.03125"
"17465344","569.09375","569.09375","569.09375"
"17481728","569.8515625","569.8515625","569.8515625"
"17498112","566.6328125","566.6328125","566.6328125"
"17514496","566.6640625","566.6640625","566.6640625"
"17530880","574.375","574.375","574.375"
"17547264","584.5703125","584.5703125","584.5703125"
"17563648","591.78125","591.78125","591.78125"
"17580032","597.078125","597.078125","597.078125"
"17596416","586.75","586.75","586.75"
"17612800","581.3046875","581.3046875","581.3046875"
"17629184","580.40625","580.40625","580.40625"
"17645568","577.828125","577.828125","577.828125"
"17661952","575.6875","575.6875","575.6875"
"17678336","574.265625","574.265625","574.265625"
"17694720","572.765625","572.765625","572.765625"
"17711104","578.4453125","578.4453125","578.4453125"
"17727488","573.5234375","573.5234375","573.5234375"
"17743872","589.46875","589.46875","589.46875"
"17760256","582.4765625","582.4765625","582.4765625"
"17776640","582.9453125","582.9453125","582.9453125"
"17793024","575.09375","575.09375","575.09375"
"17809408","570.46875","570.46875","570.46875"
"17825792","568.8046875","568.8046875","568.8046875"
"17842176","580.359375","580.359375","580.359375"
"17858560","577.609375","577.609375","577.609375"
"17874944","584.6796875","584.6796875","584.6796875"
"17891328","587.234375","587.234375","587.234375"
"17907712","576.9609375","576.9609375","576.9609375"
"17924096","585.328125","585.328125","585.328125"
"17940480","588.9140625","588.9140625","588.9140625"
"17956864","587.7421875","587.7421875","587.7421875"
"17973248","586.21875","586.21875","586.21875"
"17989632","595.1484375","595.1484375","595.1484375"
"18006016","603.7890625","603.7890625","603.7890625"
"18022400","603.640625","603.640625","603.640625"
"18038784","598.5625","598.5625","598.5625"
"18055168","593.359375","593.359375","593.359375"
"18071552","590.9765625","590.9765625","590.9765625"
"18087936","578.2578125","578.2578125","578.2578125"
"18104320","580.90625","580.90625","580.90625"
"18120704","584.609375","584.609375","584.609375"
"18137088","587.578125","587.578125","587.578125"
"18153472","586.0234375","586.0234375","586.0234375"
"18169856","593.6328125","593.6328125","593.6328125"
"18186240","599.75","599.75","599.75"
"18202624","594.453125","594.453125","594.453125"
"18219008","599.8359375","599.8359375","599.8359375"
"18235392","602.796875","602.796875","602.796875"
"18251776","601.9921875","601.9921875","601.9921875"
"18268160","607.703125","607.703125","607.703125"
"18284544","606.703125","606.703125","606.703125"
"18300928","607.8984375","607.8984375","607.8984375"
"18317312","593.0546875","593.0546875","593.0546875"
"18333696","585.4609375","585.4609375","585.4609375"
"18350080","583.5625","583.5625","583.5625"
"18366464","575.1640625","575.1640625","575.1640625"
"18382848","571.0234375","571.0234375","571.0234375"
"18399232","586.296875","586.296875","586.296875"
"18415616","591.8125","591.8125","591.8125"
"18432000","601.8125","601.8125","601.8125"
"18448384","607.859375","607.859375","607.859375"
"18464768","600.921875","600.921875","600.921875"
"18481152","591.96875","591.96875","591.96875"
"18497536","587.5703125","587.5703125","587.5703125"
"18513920","583.4296875","583.4296875","583.4296875"
"18530304","584.9609375","584.9609375","584.9609375"
"18546688","584.90625","584.90625","584.90625"
"18563072","579.2890625","579.2890625","579.2890625"
"18579456","575.671875","575.671875","575.671875"
"18595840","576.28125","576.28125","576.28125"
"18612224","575.03125","575.03125","575.03125"
"18628608","574.96875","574.96875","574.96875"
"18644992","570.078125","570.078125","570.078125"
"18661376","577.8515625","577.8515625","577.8515625"
"18677760","577.140625","577.140625","577.140625"
"18694144","576.6796875","576.6796875","576.6796875"
"18710528","583.0625","583.0625","583.0625"
"18726912","583.4375","583.4375","583.4375"
"18743296","567.171875","567.171875","567.171875"
"18759680","556.7734375","556.7734375","556.7734375"
"18776064","564.5625","564.5625","564.5625"
"18792448","555.578125","555.578125","555.578125"
"18808832","567.734375","567.734375","567.734375"
"18825216","574.859375","574.859375","574.859375"
"18841600","575.609375","575.609375","575.609375"
"18857984","575","575","575"
"18874368","576.4609375","576.4609375","576.4609375"
"18890752","578.3515625","578.3515625","578.3515625"
"18907136","575.3671875","575.3671875","575.3671875"
"18923520","573.21875","573.21875","573.21875"
"18939904","572.90625","572.90625","572.90625"
"18956288","577.2421875","577.2421875","577.2421875"
"18972672","574.40625","574.40625","574.40625"
"18989056","577.078125","577.078125","577.078125"
"19005440","576.8046875","576.8046875","576.8046875"
"19021824","578.3203125","578.3203125","578.3203125"
"19038208","575.78125","575.78125","575.78125"
"19054592","576.125","576.125","576.125"
"19070976","571.4921875","571.4921875","571.4921875"
"19087360","573.1328125","573.1328125","573.1328125"
"19103744","570.78125","570.78125","570.78125"
"19120128","569.7734375","569.7734375","569.7734375"
"19136512","567.5","567.5","567.5"
"19152896","569.46875","569.46875","569.46875"
"19169280","573.4296875","573.4296875","573.4296875"
"19185664","571.46875","571.46875","571.46875"
"19202048","576","576","576"
"19218432","568.9296875","568.9296875","568.9296875"
"19234816","572.8984375","572.8984375","572.8984375"
"19251200","578.7109375","578.7109375","578.7109375"
"19267584","578.59375","578.59375","578.59375"
"19283968","578.734375","578.734375","578.734375"
"19300352","577.5234375","577.5234375","577.5234375"
"19316736","580.2421875","580.2421875","580.2421875"
"19333120","584.984375","584.984375","584.984375"
"19349504","578.3984375","578.3984375","578.3984375"
"19365888","576.7109375","576.7109375","576.7109375"
"19382272","578.984375","578.984375","578.984375"
"19398656","579.890625","579.890625","579.890625"
"19415040","572.953125","572.953125","572.953125"
"19431424","573.484375","573.484375","573.484375"
"19447808","578.375","578.375","578.375"
"19464192","573.1796875","573.1796875","573.1796875"
"19480576","575.65625","575.65625","575.65625"
"19496960","574.984375","574.984375","574.984375"
"19513344","569.2578125","569.2578125","569.2578125"
"19529728","563.921875","563.921875","563.921875"
"19546112","567.8828125","567.8828125","567.8828125"
"19562496","572.8203125","572.8203125","572.8203125"
"19578880","571.5234375","571.5234375","571.5234375"
"19595264","581.390625","581.390625","581.390625"
"19611648","581.84375","581.84375","581.84375"
"19628032","582.0546875","582.0546875","582.0546875"
"19644416","584.734375","584.734375","584.734375"
"19660800","572.3046875","572.3046875","572.3046875"
"19677184","568.9921875","568.9921875","568.9921875"
"19693568","571.4921875","571.4921875","571.4921875"
"19709952","567.9765625","567.9765625","567.9765625"
"19726336","564.9453125","564.9453125","564.9453125"
"19742720","570.9609375","570.9609375","570.9609375"
"19759104","579.0703125","579.0703125","579.0703125"
"19775488","586.25","586.25","586.25"
"19791872","579.71875","579.71875","579.71875"
"19808256","582.8125","582.8125","582.8125"
"19824640","582.28125","582.28125","582.28125"
"19841024","580.796875","580.796875","580.796875"
"19857408","580.375","580.375","580.375"
"19873792","587.6484375","587.6484375","587.6484375"
"19890176","579.953125","579.953125","579.953125"
"19906560","577.03125","577.03125","577.03125"
"19922944","573.109375","573.109375","573.109375"
"19939328","569.546875","569.546875","569.546875"
"19955712","562.5859375","562.5859375","562.5859375"
"19972096","573.40625","573.40625","573.40625"
"19988480","581.71875","581.71875","581.71875"
"20004864","583.765625","583.765625","583.765625"
"20021248","588.8046875","588.8046875","588.8046875"
"20037632","585.484375","585.484375","585.484375"
"20054016","584.109375","584.109375","584.109375"
"20070400","578.640625","578.640625","578.640625"
"20086784","576.953125","576.953125","576.953125"
"20103168","565.78125","565.78125","565.78125"
"20119552","559.421875","559.421875","559.421875"
"20135936","565.421875","565.421875","565.421875"
"20152320","563.9453125","563.9453125","563.9453125"
"20168704","566.7421875","566.7421875","566.7421875"
"20185088","571.8828125","571.8828125","571.8828125"
"20201472","572.125","572.125","572.125"
"20217856","572.6015625","572.6015625","572.6015625"
"20234240","570.0546875","570.0546875","570.0546875"
"20250624","571.34375","571.34375","571.34375"
"20267008","575.671875","575.671875","575.671875"
"20283392","566.015625","566.015625","566.015625"
"20299776","573.890625","573.890625","573.890625"
"20316160","575.078125","575.078125","575.078125"
"20332544","571.09375","571.09375","571.09375"
"20348928","570.4453125","570.4453125","570.4453125"
"20365312","575.453125","575.453125","575.453125"
"20381696","569.3203125","569.3203125","569.3203125"
