"Step","Score","Alien-v5__atarienvpool_bootstrCI - charts/game_score__MIN","Alien-v5__atarienvpool_bootstrCI - charts/game_score__MAX"
"10878976","934.21875","934.21875","934.21875"
"10895360","905.859375","905.859375","905.859375"
"10911744","906.09375","906.09375","906.09375"
"10928128","883.515625","883.515625","883.515625"
"10944512","924.53125","924.53125","924.53125"
"10960896","907.890625","907.890625","907.890625"
"10977280","903.046875","903.046875","903.046875"
"10993664","906.328125","906.328125","906.328125"
"11010048","931.484375","931.484375","931.484375"
"11026432","940.546875","940.546875","940.546875"
"11042816","937.734375","937.734375","937.734375"
"11059200","936.484375","936.484375","936.484375"
"11075584","912.96875","912.96875","912.96875"
"11091968","913.203125","913.203125","913.203125"
"11108352","882.03125","882.03125","882.03125"
"11124736","872.578125","872.578125","872.578125"
"11141120","871.875","871.875","871.875"
"11157504","865.46875","865.46875","865.46875"
"11173888","861.171875","861.171875","861.171875"
"11190272","859.21875","859.21875","859.21875"
"11206656","883.125","883.125","883.125"
"11223040","892.1875","892.1875","892.1875"
"11239424","882.109375","882.109375","882.109375"
"11255808","884.140625","884.140625","884.140625"
"11272192","892.578125","892.578125","892.578125"
"11288576","882.34375","882.34375","882.34375"
"11304960","877.34375","877.34375","877.34375"
"11321344","868.125","868.125","868.125"
"11337728","882.109375","882.109375","882.109375"
"11354112","875.546875","875.546875","875.546875"
"11370496","891.171875","891.171875","891.171875"
"11386880","914.84375","914.84375","914.84375"
"11403264","923.515625","923.515625","923.515625"
"11419648","914.375","914.375","914.375"
"11436032","939.0625","939.0625","939.0625"
"11452416","922.34375","922.34375","922.34375"
"11468800","947.1875","947.1875","947.1875"
"11485184","945.46875","945.46875","945.46875"
"11501568","938.828125","938.828125","938.828125"
"11517952","933.359375","933.359375","933.359375"
"11534336","924.921875","924.921875","924.921875"
"11550720","924.921875","924.921875","924.921875"
"11567104","916.71875","916.71875","916.71875"
"11583488","896.796875","896.796875","896.796875"
"11599872","902.03125","902.03125","902.03125"
"11616256","904.296875","904.296875","904.296875"
"11632640","905.15625","905.15625","905.15625"
"11649024","927.34375","927.34375","927.34375"
"11665408","930.78125","930.78125","930.78125"
"11681792","954.296875","954.296875","954.296875"
"11698176","950.625","950.625","950.625"
"11714560","939.765625","939.765625","939.765625"
"11730944","934.84375","934.84375","934.84375"
"11747328","925.15625","925.15625","925.15625"
"11763712","944.921875","944.921875","944.921875"
"11780096","927.421875","927.421875","927.421875"
"11796480","949.21875","949.21875","949.21875"
"11812864","958.4375","958.4375","958.4375"
"11829248","937.890625","937.890625","937.890625"
"11845632","934.609375","934.609375","934.609375"
"11862016","930.390625","930.390625","930.390625"
"11878400","944.921875","944.921875","944.921875"
"11894784","968.359375","968.359375","968.359375"
"11911168","982.34375","982.34375","982.34375"
"11927552","1002.1875","1002.1875","1002.1875"
"11943936","1009.609375","1009.609375","1009.609375"
"11960320","1013.515625","1013.515625","1013.515625"
"11976704","994.375","994.375","994.375"
"11993088","963.515625","963.515625","963.515625"
"12009472","965.46875","965.46875","965.46875"
"12025856","949.53125","949.53125","949.53125"
"12042240","935.703125","935.703125","935.703125"
"12058624","943.515625","943.515625","943.515625"
"12075008","973.671875","973.671875","973.671875"
"12091392","980.703125","980.703125","980.703125"
"12107776","967.578125","967.578125","967.578125"
"12124160","987.578125","987.578125","987.578125"
"12140544","1035.546875","1035.546875","1035.546875"
"12156928","1017.03125","1017.03125","1017.03125"
"12173312","991.875","991.875","991.875"
"12189696","1001.40625","1001.40625","1001.40625"
"12206080","1003.28125","1003.28125","1003.28125"
"12222464","973.046875","973.046875","973.046875"
"12238848","964.6875","964.6875","964.6875"
"12255232","979.375","979.375","979.375"
"12271616","1005.3125","1005.3125","1005.3125"
"12288000","982.1875","982.1875","982.1875"
"12304384","968.28125","968.28125","968.28125"
"12320768","965.9375","965.9375","965.9375"
"12337152","962.734375","962.734375","962.734375"
"12353536","947.734375","947.734375","947.734375"
"12369920","914.0625","914.0625","914.0625"
"12386304","901.5625","901.5625","901.5625"
"12402688","890.703125","890.703125","890.703125"
"12419072","895.15625","895.15625","895.15625"
"12435456","893.125","893.125","893.125"
"12451840","916.171875","916.171875","916.171875"
"12468224","903.203125","903.203125","903.203125"
"12484608","894.296875","894.296875","894.296875"
"12500992","913.671875","913.671875","913.671875"
"12517376","936.171875","936.171875","936.171875"
"12533760","928.4375","928.4375","928.4375"
"12550144","913.828125","913.828125","913.828125"
"12566528","921.796875","921.796875","921.796875"
"12582912","940.703125","940.703125","940.703125"
"12599296","937.578125","937.578125","937.578125"
"12615680","922.1875","922.1875","922.1875"
"12632064","909.84375","909.84375","909.84375"
"12648448","931.40625","931.40625","931.40625"
"12664832","942.34375","942.34375","942.34375"
"12681216","942.734375","942.734375","942.734375"
"12697600","965.859375","965.859375","965.859375"
"12713984","980.15625","980.15625","980.15625"
"12730368","1012.1875","1012.1875","1012.1875"
"12746752","1008.125","1008.125","1008.125"
"12763136","1041.484375","1041.484375","1041.484375"
"12779520","1043.046875","1043.046875","1043.046875"
"12795904","1016.71875","1016.71875","1016.71875"
"12812288","1009.140625","1009.140625","1009.140625"
"12828672","1017.5","1017.5","1017.5"
"12845056","1021.171875","1021.171875","1021.171875"
"12861440","999.140625","999.140625","999.140625"
"12877824","1012.34375","1012.34375","1012.34375"
"12894208","1064.140625","1064.140625","1064.140625"
"12910592","1081.5625","1081.5625","1081.5625"
"12926976","1065.625","1065.625","1065.625"
"12943360","1049.140625","1049.140625","1049.140625"
"12959744","1028.359375","1028.359375","1028.359375"
"12976128","1026.484375","1026.484375","1026.484375"
"12992512","966.875","966.875","966.875"
"13008896","981.484375","981.484375","981.484375"
"13025280","1004.21875","1004.21875","1004.21875"
"13041664","1014.0625","1014.0625","1014.0625"
"13058048","1049.921875","1049.921875","1049.921875"
"13074432","1122.03125","1122.03125","1122.03125"
"13090816","1129.53125","1129.53125","1129.53125"
"13107200","1162.65625","1162.65625","1162.65625"
"13123584","1162.1875","1162.1875","1162.1875"
"13139968","1168.046875","1168.046875","1168.046875"
"13156352","1192.421875","1192.421875","1192.421875"
"13172736","1143.28125","1143.28125","1143.28125"
"13189120","1120.859375","1120.859375","1120.859375"
"13205504","1093.59375","1093.59375","1093.59375"
"13221888","1127.265625","1127.265625","1127.265625"
"13238272","1160","1160","1160"
"13254656","1153.59375","1153.59375","1153.59375"
"13271040","1144.296875","1144.296875","1144.296875"
"13287424","1157.421875","1157.421875","1157.421875"
"13303808","1162.1875","1162.1875","1162.1875"
"13320192","1125.546875","1125.546875","1125.546875"
"13336576","1073.828125","1073.828125","1073.828125"
"13352960","1048.984375","1048.984375","1048.984375"
"13369344","1028.203125","1028.203125","1028.203125"
"13385728","1040.625","1040.625","1040.625"
"13402112","1018.75","1018.75","1018.75"
"13418496","1035.859375","1035.859375","1035.859375"
"13434880","1054.0625","1054.0625","1054.0625"
"13451264","1091.015625","1091.015625","1091.015625"
"13467648","1120.234375","1120.234375","1120.234375"
"13484032","1128.90625","1128.90625","1128.90625"
"13500416","1135.390625","1135.390625","1135.390625"
"13516800","1174.296875","1174.296875","1174.296875"
"13533184","1205.78125","1205.78125","1205.78125"
"13549568","1230.703125","1230.703125","1230.703125"
"13565952","1210.859375","1210.859375","1210.859375"
"13582336","1279.6875","1279.6875","1279.6875"
"13598720","1257.109375","1257.109375","1257.109375"
"13615104","1259.296875","1259.296875","1259.296875"
"13631488","1265.15625","1265.15625","1265.15625"
"13647872","1253.125","1253.125","1253.125"
"13664256","1248.28125","1248.28125","1248.28125"
"13680640","1238.671875","1238.671875","1238.671875"
"13697024","1291.875","1291.875","1291.875"
"13713408","1305","1305","1305"
"13729792","1272.96875","1272.96875","1272.96875"
"13746176","1262.265625","1262.265625","1262.265625"
"13762560","1268.984375","1268.984375","1268.984375"
"13778944","1317.890625","1317.890625","1317.890625"
"13795328","1289.921875","1289.921875","1289.921875"
"13811712","1271.71875","1271.71875","1271.71875"
"13828096","1253.203125","1253.203125","1253.203125"
"13844480","1239.84375","1239.84375","1239.84375"
"13860864","1252.1875","1252.1875","1252.1875"
"13877248","1204.453125","1204.453125","1204.453125"
"13893632","1201.484375","1201.484375","1201.484375"
"13910016","1199.6875","1199.6875","1199.6875"
"13926400","1217.34375","1217.34375","1217.34375"
"13942784","1229.140625","1229.140625","1229.140625"
"13959168","1219.765625","1219.765625","1219.765625"
"13975552","1243.671875","1243.671875","1243.671875"
"13991936","1235.78125","1235.78125","1235.78125"
"14008320","1275.859375","1275.859375","1275.859375"
"14024704","1285.78125","1285.78125","1285.78125"
"14041088","1273.4375","1273.4375","1273.4375"
"14057472","1282.8125","1282.8125","1282.8125"
"14073856","1287.1875","1287.1875","1287.1875"
"14090240","1285.78125","1285.78125","1285.78125"
"14106624","1274.765625","1274.765625","1274.765625"
"14123008","1270","1270","1270"
"14139392","1231.09375","1231.09375","1231.09375"
"14155776","1278.359375","1278.359375","1278.359375"
"14172160","1264.53125","1264.53125","1264.53125"
"14188544","1285.859375","1285.859375","1285.859375"
"14204928","1289.609375","1289.609375","1289.609375"
"14221312","1323.984375","1323.984375","1323.984375"
"14237696","1389.609375","1389.609375","1389.609375"
"14254080","1377.5","1377.5","1377.5"
"14270464","1387.109375","1387.109375","1387.109375"
"14286848","1403.515625","1403.515625","1403.515625"
"14303232","1384.6875","1384.6875","1384.6875"
"14319616","1410.390625","1410.390625","1410.390625"
"14336000","1382.265625","1382.265625","1382.265625"
"14352384","1354.6875","1354.6875","1354.6875"
"14368768","1335.46875","1335.46875","1335.46875"
"14385152","1299.6875","1299.6875","1299.6875"
"14401536","1304.375","1304.375","1304.375"
"14417920","1306.71875","1306.71875","1306.71875"
"14434304","1278.984375","1278.984375","1278.984375"
"14450688","1305.546875","1305.546875","1305.546875"
"14467072","1322.421875","1322.421875","1322.421875"
"14483456","1334.765625","1334.765625","1334.765625"
"14499840","1313.90625","1313.90625","1313.90625"
"14516224","1327.578125","1327.578125","1327.578125"
"14532608","1356.171875","1356.171875","1356.171875"
"14548992","1340.078125","1340.078125","1340.078125"
"14565376","1337.890625","1337.890625","1337.890625"
"14581760","1368.4375","1368.4375","1368.4375"
"14598144","1406.796875","1406.796875","1406.796875"
"14614528","1417.265625","1417.265625","1417.265625"
"14630912","1401.015625","1401.015625","1401.015625"
"14647296","1375.15625","1375.15625","1375.15625"
"14663680","1322.65625","1322.65625","1322.65625"
"14680064","1274.765625","1274.765625","1274.765625"
"14696448","1260.546875","1260.546875","1260.546875"
"14712832","1243.90625","1243.90625","1243.90625"
"14729216","1267.265625","1267.265625","1267.265625"
"14745600","1263.90625","1263.90625","1263.90625"
"14761984","1300.390625","1300.390625","1300.390625"
"14778368","1286.640625","1286.640625","1286.640625"
"14794752","1291.875","1291.875","1291.875"
"14811136","1277.34375","1277.34375","1277.34375"
"14827520","1253.046875","1253.046875","1253.046875"
"14843904","1238.4375","1238.4375","1238.4375"
"14860288","1210.625","1210.625","1210.625"
"14876672","1220.625","1220.625","1220.625"
"14893056","1182.34375","1182.34375","1182.34375"
"14909440","1196.796875","1196.796875","1196.796875"
"14925824","1158.125","1158.125","1158.125"
"14942208","1156.09375","1156.09375","1156.09375"
"14958592","1193.4375","1193.4375","1193.4375"
"14974976","1197.109375","1197.109375","1197.109375"
"14991360","1223.75","1223.75","1223.75"
"15007744","1238.125","1238.125","1238.125"
"15024128","1292.96875","1292.96875","1292.96875"
"15040512","1307.5","1307.5","1307.5"
"15056896","1307.421875","1307.421875","1307.421875"
"15073280","1358.90625","1358.90625","1358.90625"
"15089664","1327.96875","1327.96875","1327.96875"
"15106048","1361.09375","1361.09375","1361.09375"
"15122432","1326.40625","1326.40625","1326.40625"
"15138816","1384.453125","1384.453125","1384.453125"
"15155200","1375.546875","1375.546875","1375.546875"
"15171584","1426.171875","1426.171875","1426.171875"
"15187968","1430.546875","1430.546875","1430.546875"
"15204352","1431.953125","1431.953125","1431.953125"
"15220736","1484.609375","1484.609375","1484.609375"
"15237120","1503.125","1503.125","1503.125"
"15253504","1493.125","1493.125","1493.125"
"15269888","1503.046875","1503.046875","1503.046875"
"15286272","1450.15625","1450.15625","1450.15625"
"15302656","1423.90625","1423.90625","1423.90625"
"15319040","1408.125","1408.125","1408.125"
"15335424","1354.296875","1354.296875","1354.296875"
"15351808","1311.71875","1311.71875","1311.71875"
"15368192","1252.109375","1252.109375","1252.109375"
"15384576","1264.21875","1264.21875","1264.21875"
"15400960","1301.796875","1301.796875","1301.796875"
"15417344","1321.171875","1321.171875","1321.171875"
"15433728","1289.0625","1289.0625","1289.0625"
"15450112","1292.65625","1292.65625","1292.65625"
"15466496","1284.296875","1284.296875","1284.296875"
"15482880","1309.84375","1309.84375","1309.84375"
"15499264","1299.296875","1299.296875","1299.296875"
"15515648","1266.09375","1266.09375","1266.09375"
"15532032","1257.890625","1257.890625","1257.890625"
"15548416","1329.921875","1329.921875","1329.921875"
"15564800","1386.796875","1386.796875","1386.796875"
"15581184","1348.984375","1348.984375","1348.984375"
"15597568","1371.640625","1371.640625","1371.640625"
"15613952","1365.3125","1365.3125","1365.3125"
"15630336","1353.59375","1353.59375","1353.59375"
"15646720","1345.078125","1345.078125","1345.078125"
"15663104","1289.921875","1289.921875","1289.921875"
"15679488","1326.71875","1326.71875","1326.71875"
"15695872","1310.9375","1310.9375","1310.9375"
"15712256","1380.3125","1380.3125","1380.3125"
"15728640","1387.421875","1387.421875","1387.421875"
"15745024","1368.984375","1368.984375","1368.984375"
"15761408","1368.125","1368.125","1368.125"
"15777792","1312.109375","1312.109375","1312.109375"
"15794176","1326.09375","1326.09375","1326.09375"
"15810560","1304.453125","1304.453125","1304.453125"
"15826944","1278.828125","1278.828125","1278.828125"
"15843328","1324.6875","1324.6875","1324.6875"
"15859712","1356.5625","1356.5625","1356.5625"
"15876096","1339.765625","1339.765625","1339.765625"
"15892480","1323.203125","1323.203125","1323.203125"
"15908864","1316.640625","1316.640625","1316.640625"
"15925248","1355.15625","1355.15625","1355.15625"
"15941632","1302.109375","1302.109375","1302.109375"
"15958016","1332.421875","1332.421875","1332.421875"
"15974400","1372.65625","1372.65625","1372.65625"
"15990784","1413.671875","1413.671875","1413.671875"
"16007168","1416.25","1416.25","1416.25"
"16023552","1431.640625","1431.640625","1431.640625"
"16039936","1447.96875","1447.96875","1447.96875"
"16056320","1408.359375","1408.359375","1408.359375"
"16072704","1408.984375","1408.984375","1408.984375"
"16089088","1402.265625","1402.265625","1402.265625"
"16105472","1392.734375","1392.734375","1392.734375"
"16121856","1397.890625","1397.890625","1397.890625"
"16138240","1356.015625","1356.015625","1356.015625"
"16154624","1406.328125","1406.328125","1406.328125"
"16171008","1375","1375","1375"
"16187392","1345.3125","1345.3125","1345.3125"
"16203776","1318.28125","1318.28125","1318.28125"
"16220160","1378.359375","1378.359375","1378.359375"
"16236544","1360.46875","1360.46875","1360.46875"
"16252928","1310.46875","1310.46875","1310.46875"
"16269312","1307.03125","1307.03125","1307.03125"
"16285696","1332.03125","1332.03125","1332.03125"
"16302080","1347.96875","1347.96875","1347.96875"
"16318464","1275.859375","1275.859375","1275.859375"
"16334848","1267.109375","1267.109375","1267.109375"
"16351232","1265.78125","1265.78125","1265.78125"
"16367616","1297.34375","1297.34375","1297.34375"
"16384000","1262.421875","1262.421875","1262.421875"
"16400384","1234.453125","1234.453125","1234.453125"
"16416768","1264.84375","1264.84375","1264.84375"
"16433152","1280.625","1280.625","1280.625"
"16449536","1310","1310","1310"
"16465920","1295.3125","1295.3125","1295.3125"
"16482304","1301.953125","1301.953125","1301.953125"
"16498688","1346.953125","1346.953125","1346.953125"
"16515072","1352.03125","1352.03125","1352.03125"
"16531456","1373.59375","1373.59375","1373.59375"
"16547840","1404.6875","1404.6875","1404.6875"
"16564224","1412.265625","1412.265625","1412.265625"
"16580608","1405.703125","1405.703125","1405.703125"
"16596992","1370.390625","1370.390625","1370.390625"
"16613376","1401.953125","1401.953125","1401.953125"
"16629760","1400.703125","1400.703125","1400.703125"
"16646144","1368.828125","1368.828125","1368.828125"
"16662528","1315.9375","1315.9375","1315.9375"
"16678912","1349.765625","1349.765625","1349.765625"
"16695296","1314.84375","1314.84375","1314.84375"
"16711680","1387.65625","1387.65625","1387.65625"
"16728064","1372.65625","1372.65625","1372.65625"
"16744448","1404.84375","1404.84375","1404.84375"
"16760832","1411.171875","1411.171875","1411.171875"
"16777216","1417.109375","1417.109375","1417.109375"
"16793600","1473.984375","1473.984375","1473.984375"
"16809984","1467.34375","1467.34375","1467.34375"
"16826368","1428.75","1428.75","1428.75"
"16842752","1421.875","1421.875","1421.875"
"16859136","1392.34375","1392.34375","1392.34375"
"16875520","1415.078125","1415.078125","1415.078125"
"16891904","1410.234375","1410.234375","1410.234375"
"16908288","1411.5625","1411.5625","1411.5625"
"16924672","1400.46875","1400.46875","1400.46875"
"16941056","1353.90625","1353.90625","1353.90625"
"16957440","1395.234375","1395.234375","1395.234375"
"16973824","1376.796875","1376.796875","1376.796875"
"16990208","1347.8125","1347.8125","1347.8125"
"17006592","1333.984375","1333.984375","1333.984375"
"17022976","1408.59375","1408.59375","1408.59375"
"17039360","1399.0625","1399.0625","1399.0625"
"17055744","1411.640625","1411.640625","1411.640625"
"17072128","1374.84375","1374.84375","1374.84375"
"17088512","1423.984375","1423.984375","1423.984375"
"17104896","1433.4375","1433.4375","1433.4375"
"17121280","1323.59375","1323.59375","1323.59375"
"17137664","1319.375","1319.375","1319.375"
"17154048","1317.421875","1317.421875","1317.421875"
"17170432","1335.3125","1335.3125","1335.3125"
"17186816","1322.734375","1322.734375","1322.734375"
"17203200","1297.65625","1297.65625","1297.65625"
"17219584","1373.59375","1373.59375","1373.59375"
"17235968","1381.640625","1381.640625","1381.640625"
"17252352","1309.375","1309.375","1309.375"
"17268736","1366.09375","1366.09375","1366.09375"
"17285120","1385.078125","1385.078125","1385.078125"
"17301504","1450.46875","1450.46875","1450.46875"
"17317888","1393.4375","1393.4375","1393.4375"
"17334272","1396.71875","1396.71875","1396.71875"
"17350656","1425.859375","1425.859375","1425.859375"
"17367040","1414.296875","1414.296875","1414.296875"
"17383424","1382.109375","1382.109375","1382.109375"
"17399808","1346.171875","1346.171875","1346.171875"
"17416192","1374.84375","1374.84375","1374.84375"
"17432576","1374.453125","1374.453125","1374.453125"
"17448960","1366.015625","1366.015625","1366.015625"
"17465344","1374.765625","1374.765625","1374.765625"
"17481728","1391.328125","1391.328125","1391.328125"
"17498112","1343.671875","1343.671875","1343.671875"
"17514496","1347.265625","1347.265625","1347.265625"
"17530880","1332.03125","1332.03125","1332.03125"
"17547264","1354.765625","1354.765625","1354.765625"
"17563648","1387.96875","1387.96875","1387.96875"
"17580032","1377.890625","1377.890625","1377.890625"
"17596416","1398.671875","1398.671875","1398.671875"
"17612800","1401.484375","1401.484375","1401.484375"
"17629184","1403.90625","1403.90625","1403.90625"
"17645568","1408.75","1408.75","1408.75"
"17661952","1375.390625","1375.390625","1375.390625"
"17678336","1370.859375","1370.859375","1370.859375"
"17694720","1419.375","1419.375","1419.375"
"17711104","1421.953125","1421.953125","1421.953125"
"17727488","1437.578125","1437.578125","1437.578125"
"17743872","1466.171875","1466.171875","1466.171875"
"17760256","1483.28125","1483.28125","1483.28125"
"17776640","1487.578125","1487.578125","1487.578125"
"17793024","1405.78125","1405.78125","1405.78125"
"17809408","1377.421875","1377.421875","1377.421875"
"17825792","1371.71875","1371.71875","1371.71875"
"17842176","1321.796875","1321.796875","1321.796875"
"17858560","1307.421875","1307.421875","1307.421875"
"17874944","1321.875","1321.875","1321.875"
"17891328","1359.21875","1359.21875","1359.21875"
"17907712","1406.25","1406.25","1406.25"
"17924096","1366.5625","1366.5625","1366.5625"
"17940480","1425.546875","1425.546875","1425.546875"
"17956864","1400.625","1400.625","1400.625"
"17973248","1370.9375","1370.9375","1370.9375"
"17989632","1351.640625","1351.640625","1351.640625"
"18006016","1367.03125","1367.03125","1367.03125"
"18022400","1338.203125","1338.203125","1338.203125"
"18038784","1379.375","1379.375","1379.375"
"18055168","1338.75","1338.75","1338.75"
"18071552","1371.796875","1371.796875","1371.796875"
"18087936","1450.9375","1450.9375","1450.9375"
"18104320","1476.25","1476.25","1476.25"
"18120704","1455.234375","1455.234375","1455.234375"
"18137088","1493.28125","1493.28125","1493.28125"
"18153472","1532.34375","1532.34375","1532.34375"
"18169856","1525.390625","1525.390625","1525.390625"
"18186240","1527.65625","1527.65625","1527.65625"
"18202624","1536.953125","1536.953125","1536.953125"
"18219008","1540.859375","1540.859375","1540.859375"
"18235392","1497.734375","1497.734375","1497.734375"
"18251776","1496.40625","1496.40625","1496.40625"
"18268160","1520.15625","1520.15625","1520.15625"
"18284544","1497.03125","1497.03125","1497.03125"
"18300928","1449.6875","1449.6875","1449.6875"
"18317312","1476.40625","1476.40625","1476.40625"
"18333696","1470.859375","1470.859375","1470.859375"
"18350080","1496.328125","1496.328125","1496.328125"
"18366464","1490","1490","1490"
"18382848","1476.796875","1476.796875","1476.796875"
"18399232","1496.71875","1496.71875","1496.71875"
"18415616","1523.671875","1523.671875","1523.671875"
"18432000","1463.046875","1463.046875","1463.046875"
"18448384","1469.921875","1469.921875","1469.921875"
"18464768","1453.984375","1453.984375","1453.984375"
"18481152","1486.796875","1486.796875","1486.796875"
"18497536","1512.109375","1512.109375","1512.109375"
"18513920","1484.296875","1484.296875","1484.296875"
"18530304","1494.453125","1494.453125","1494.453125"
"18546688","1503.671875","1503.671875","1503.671875"
"18563072","1493.671875","1493.671875","1493.671875"
"18579456","1462.34375","1462.34375","1462.34375"
"18595840","1425.703125","1425.703125","1425.703125"
"18612224","1412.109375","1412.109375","1412.109375"
"18628608","1414.84375","1414.84375","1414.84375"
"18644992","1378.203125","1378.203125","1378.203125"
"18661376","1371.40625","1371.40625","1371.40625"
"18677760","1357.03125","1357.03125","1357.03125"
"18694144","1323.90625","1323.90625","1323.90625"
"18710528","1316.015625","1316.015625","1316.015625"
"18726912","1327.734375","1327.734375","1327.734375"
"18743296","1361.640625","1361.640625","1361.640625"
"18759680","1373.4375","1373.4375","1373.4375"
"18776064","1419.375","1419.375","1419.375"
"18792448","1379.6875","1379.6875","1379.6875"
"18808832","1391.5625","1391.5625","1391.5625"
"18825216","1408.59375","1408.59375","1408.59375"
"18841600","1432.96875","1432.96875","1432.96875"
"18857984","1454.6875","1454.6875","1454.6875"
"18874368","1414.296875","1414.296875","1414.296875"
"18890752","1440.9375","1440.9375","1440.9375"
"18907136","1443.984375","1443.984375","1443.984375"
"18923520","1445.234375","1445.234375","1445.234375"
"18939904","1433.90625","1433.90625","1433.90625"
"18956288","1416.796875","1416.796875","1416.796875"
"18972672","1437.1875","1437.1875","1437.1875"
"18989056","1481.25","1481.25","1481.25"
"19005440","1517.96875","1517.96875","1517.96875"
"19021824","1559.609375","1559.609375","1559.609375"
"19038208","1555.625","1555.625","1555.625"
"19054592","1528.359375","1528.359375","1528.359375"
"19070976","1512.65625","1512.65625","1512.65625"
"19087360","1519.140625","1519.140625","1519.140625"
"19103744","1514.84375","1514.84375","1514.84375"
"19120128","1501.640625","1501.640625","1501.640625"
"19136512","1503.359375","1503.359375","1503.359375"
"19152896","1516.484375","1516.484375","1516.484375"
"19169280","1514.53125","1514.53125","1514.53125"
"19185664","1545.3125","1545.3125","1545.3125"
"19202048","1458.046875","1458.046875","1458.046875"
"19218432","1497.421875","1497.421875","1497.421875"
"19234816","1465.546875","1465.546875","1465.546875"
"19251200","1475.234375","1475.234375","1475.234375"
"19267584","1515.234375","1515.234375","1515.234375"
"19283968","1499.140625","1499.140625","1499.140625"
"19300352","1502.34375","1502.34375","1502.34375"
"19316736","1505.9375","1505.9375","1505.9375"
"19333120","1490.9375","1490.9375","1490.9375"
"19349504","1538.203125","1538.203125","1538.203125"
"19365888","1553.671875","1553.671875","1553.671875"
"19382272","1598.28125","1598.28125","1598.28125"
"19398656","1616.171875","1616.171875","1616.171875"
"19415040","1543.046875","1543.046875","1543.046875"
"19431424","1571.09375","1571.09375","1571.09375"
"19447808","1492.03125","1492.03125","1492.03125"
"19464192","1452.734375","1452.734375","1452.734375"
"19480576","1413.359375","1413.359375","1413.359375"
"19496960","1398.4375","1398.4375","1398.4375"
"19513344","1385","1385","1385"
"19529728","1398.125","1398.125","1398.125"
"19546112","1383.984375","1383.984375","1383.984375"
"19562496","1416.328125","1416.328125","1416.328125"
"19578880","1467.265625","1467.265625","1467.265625"
"19595264","1433.28125","1433.28125","1433.28125"
"19611648","1438.4375","1438.4375","1438.4375"
"19628032","1417.421875","1417.421875","1417.421875"
"19644416","1453.671875","1453.671875","1453.671875"
"19660800","1454.375","1454.375","1454.375"
"19677184","1408.984375","1408.984375","1408.984375"
"19693568","1360.390625","1360.390625","1360.390625"
"19709952","1329.453125","1329.453125","1329.453125"
"19726336","1342.421875","1342.421875","1342.421875"
"19742720","1295.15625","1295.15625","1295.15625"
"19759104","1233.59375","1233.59375","1233.59375"
"19775488","1250.625","1250.625","1250.625"
"19791872","1297.734375","1297.734375","1297.734375"
"19808256","1322.03125","1322.03125","1322.03125"
"19824640","1342.8125","1342.8125","1342.8125"
"19841024","1343.984375","1343.984375","1343.984375"
"19857408","1383.046875","1383.046875","1383.046875"
"19873792","1385.46875","1385.46875","1385.46875"
"19890176","1359.6875","1359.6875","1359.6875"
"19906560","1368.671875","1368.671875","1368.671875"
"19922944","1366.796875","1366.796875","1366.796875"
"19939328","1341.09375","1341.09375","1341.09375"
"19955712","1396.71875","1396.71875","1396.71875"
"19972096","1402.65625","1402.65625","1402.65625"
"19988480","1417.03125","1417.03125","1417.03125"
"20004864","1444.765625","1444.765625","1444.765625"
"20021248","1456.875","1456.875","1456.875"
"20037632","1455.78125","1455.78125","1455.78125"
"20054016","1456.953125","1456.953125","1456.953125"
"20070400","1439.609375","1439.609375","1439.609375"
"20086784","1441.328125","1441.328125","1441.328125"
"20103168","1422.578125","1422.578125","1422.578125"
"20119552","1418.28125","1418.28125","1418.28125"
"20135936","1439.6875","1439.6875","1439.6875"
"20152320","1397.734375","1397.734375","1397.734375"
"20168704","1405.390625","1405.390625","1405.390625"
"20185088","1436.5625","1436.5625","1436.5625"
"20201472","1466.953125","1466.953125","1466.953125"
"20217856","1483.90625","1483.90625","1483.90625"
"20234240","1459.765625","1459.765625","1459.765625"
"20250624","1459.53125","1459.53125","1459.53125"
"20267008","1467.109375","1467.109375","1467.109375"
"20283392","1444.140625","1444.140625","1444.140625"
"20299776","1380.078125","1380.078125","1380.078125"
"20316160","1317.8125","1317.8125","1317.8125"
"20332544","1349.53125","1349.53125","1349.53125"
"20348928","1351.640625","1351.640625","1351.640625"
"20365312","1338.28125","1338.28125","1338.28125"
"20381696","1310.859375","1310.859375","1310.859375"
"20398080","1313.203125","1313.203125","1313.203125"
"20414464","1321.796875","1321.796875","1321.796875"
"20430848","1288.75","1288.75","1288.75"
"20447232","1265.078125","1265.078125","1265.078125"
"20463616","1347.890625","1347.890625","1347.890625"
"20480000","1329.765625","1329.765625","1329.765625"
"20496384","1391.71875","1391.71875","1391.71875"
"20512768","1447.578125","1447.578125","1447.578125"
"20529152","1495.46875","1495.46875","1495.46875"
"20545536","1482.8125","1482.8125","1482.8125"
"20561920","1465.234375","1465.234375","1465.234375"
"20578304","1509.140625","1509.140625","1509.140625"
"20594688","1542.34375","1542.34375","1542.34375"
"20611072","1529.375","1529.375","1529.375"
"20627456","1475.9375","1475.9375","1475.9375"
"20643840","1494.765625","1494.765625","1494.765625"
"20660224","1508.984375","1508.984375","1508.984375"
"20676608","1499.609375","1499.609375","1499.609375"
"20692992","1461.953125","1461.953125","1461.953125"
"20709376","1441.328125","1441.328125","1441.328125"
"20725760","1443.75","1443.75","1443.75"
"20742144","1408.59375","1408.59375","1408.59375"
