losses/entropy,charts/max_game_score,returns/values_ext,rewards/rewards_max,rewards/rewards_mean,charts/game_score_lower,charts/min_game_score,charts/game_score,_runtime,losses/policy_loss,losses/value_loss,charts/learning_rate,charts/iterations,charts/iqm,losses/old_approx_kl,_timestamp,charts/iqm_lower,_step,returns/ret_ext,losses/approx_kl,losses/clipfrac,returns/advantages,losses/all_loss,charts/iqm_upper,charts/SPS,rewards/rewards_min,charts/game_score_upper,rewards/num_envs_with_pos_rews
2.890242099761963,270,0.01773068867623806,0.6939663887023926,0.02024633251130581,156.11193733215333,0,165.5223846435547,127,-0.00031885597854852676,0.09674312174320221,0.0001,5,-0.00948521845585145,3.6749872379004955e-05,1732394552.0,-0.011148712300178264,81920.0,0.290520578622818,2.489487815182656e-05,0.0,0.2727898955345154,0.04805270582437515,-0.007865416634341676,834,0,176.11940002441406,110
2.8835768699645996,780,0.17622661590576172,0.6458357572555542,0.021443765610456467,190.3125,0,202.890625,238,-0.0020665116608142853,0.09876786172389984,0.0001,11,-0.005251887708517517,0.0009665577090345323,1732394663.0,-0.006769119842316557,180224.0,0.43398451805114746,0.00132982456125319,0.00567626953125,0.25775790214538574,0.047317419201135635,-0.0036214292960767567,861,0,217.81640625,118
2.868072509765625,1800,0.1672431230545044,0.644274115562439,0.01812807470560074,191.244140625,0,210.0,294,0.0002010241150856018,0.07797300070524216,0.0001,14,-0.00516130668560414,0.0009428157936781645,1732394719.0,-0.0067923312294381095,229376.0,0.38607239723205566,0.0008790578576736152,0.01715087890625,0.21882927417755127,0.03918752446770668,-0.003326474840215078,866,0,242.353515625,117
2.831773042678833,910,0.2895551919937134,0.6227062940597534,0.022082053124904633,198.82421875,0,216.71875,424,-0.0007170871831476688,0.094334676861763,0.0001,21,-0.004504594269482168,0.00022206472931429744,1732394849.0,-0.0060671169147378965,344064.0,0.5375752449035645,0.0005750767304562032,0.0813140869140625,0.24802009761333466,0.04645024985074997,-0.0029630184857751592,871,0,238.59375,119
2.795741081237793,460,0.2794535756111145,0.6082366704940796,0.021865930408239365,199.05859375,0,212.34375,516,-0.0012854579836130142,0.10342112183570862,0.0001,26,-0.0038705271090885398,0.0010488710831850767,1732394941.0,-0.006203554580501169,425984.0,0.5325949192047119,0.0007416915614157915,0.01873779296875,0.253141313791275,0.050425104796886444,-0.001445786351976119,874,0,225.158203125,115
2.786107063293457,430,0.4819779396057129,0.5917298197746277,0.021416978910565376,204.21484375,0,216.25,591,-0.0014346661046147346,0.09785917401313782,0.0001,30,-0.002308004463832811,0.000712344772182405,1732395016.0,-0.004595741423788754,491520.0,0.6848353147506714,0.0006801416166126728,0.0764312744140625,0.2028573453426361,0.04749492183327675,-6.612414672676594e-05,875,0,228.44140625,117
2.5329785346984863,510,1.0711902379989624,0.5365639925003052,0.024856694042682648,249.83203125,0,261.953125,777,-0.0017057196237146854,0.128014475107193,0.0001,40,0.0041685386744735415,0.0016857257578521967,1732395202.0,0.0021751900389860713,655360.0,1.1881650686264038,0.0030536300037056208,0.119171142578125,0.11697475612163544,0.06230151653289795,0.006138675922839459,876,0,275.31640625,118
2.5444562435150146,500,1.4909428358078003,0.5008672475814819,0.02341701090335846,265.46484375,0,275.078125,871,-0.0024729890283197165,0.13360881805419922,0.0001,45,0.00625190220148118,0.00038969970773905516,1732395296.0,0.004869975470658994,737280.0,1.5111076831817627,0.0014258262235671282,0.050079345703125,0.020164810121059418,0.06433141976594925,0.007725542218003157,875,0,284.92578125,107
2.496612548828125,410,1.3445961475372314,0.4926578402519226,0.025348545983433723,265.078125,0,273.984375,889,-0.0003142536152154207,0.14076420664787292,0.0001,46,0.006478354758764618,0.0017577045364305377,1732395314.0,0.005119639415063985,753664.0,1.4182069301605225,0.002623662119731307,0.0644378662109375,0.07361087203025818,0.07006785273551941,0.007972941636835316,875,0,283.521484375,116
2.4400014877319336,960,1.4629583358764648,0.47031906247138977,0.022017501294612885,272.265625,0,285.0,964,-0.0018697548657655716,0.10841358453035355,0.0001,50,0.007837070102465251,0.0015010354109108448,1732395389.0,0.006501000014492962,819200.0,1.4638413190841675,0.0019759745337069035,0.0172271728515625,0.000882892869412899,0.05233703553676605,0.009241075957622573,875,0,300.94140625,110
