"Step","Entropy","Alien-v5__bootstrapRLE - losses/entropy__MIN","Alien-v5__bootstrapRLE - losses/entropy__MAX"
"901120","2.4557056427001953","2.4557056427001953","2.4557056427001953"
"917504","2.4441776275634766","2.4441776275634766","2.4441776275634766"
"933888","2.4552125930786133","2.4552125930786133","2.4552125930786133"
"950272","2.4556355476379395","2.4556355476379395","2.4556355476379395"
"966656","2.4069395065307617","2.4069395065307617","2.4069395065307617"
"983040","2.430187225341797","2.430187225341797","2.430187225341797"
"999424","2.4709525108337402","2.4709525108337402","2.4709525108337402"
"1015808","2.4443819522857666","2.4443819522857666","2.4443819522857666"
"1032192","2.403672218322754","2.403672218322754","2.403672218322754"
"1048576","2.413532018661499","2.413532018661499","2.413532018661499"
"1064960","2.4052844047546387","2.4052844047546387","2.4052844047546387"
"1081344","2.4142441749572754","2.4142441749572754","2.4142441749572754"
"1097728","2.368682384490967","2.368682384490967","2.368682384490967"
"1114112","2.47044038772583","2.47044038772583","2.47044038772583"
"1130496","2.479226589202881","2.479226589202881","2.479226589202881"
"1146880","2.453824996948242","2.453824996948242","2.453824996948242"
"1163264","2.4184484481811523","2.4184484481811523","2.4184484481811523"
"1179648","2.4179351329803467","2.4179351329803467","2.4179351329803467"
"1196032","2.385366916656494","2.385366916656494","2.385366916656494"
"1212416","2.376047134399414","2.376047134399414","2.376047134399414"
"1228800","2.4024648666381836","2.4024648666381836","2.4024648666381836"
"1245184","2.3782148361206055","2.3782148361206055","2.3782148361206055"
"1261568","2.306190013885498","2.306190013885498","2.306190013885498"
"1277952","2.363363265991211","2.363363265991211","2.363363265991211"
"1294336","2.394273042678833","2.394273042678833","2.394273042678833"
"1310720","2.4052271842956543","2.4052271842956543","2.4052271842956543"
"1327104","2.4246840476989746","2.4246840476989746","2.4246840476989746"
"1343488","2.3720808029174805","2.3720808029174805","2.3720808029174805"
"1359872","2.3910574913024902","2.3910574913024902","2.3910574913024902"
"1376256","2.3616604804992676","2.3616604804992676","2.3616604804992676"
"1392640","2.357034921646118","2.357034921646118","2.357034921646118"
"1409024","2.387485980987549","2.387485980987549","2.387485980987549"
"1425408","2.369002342224121","2.369002342224121","2.369002342224121"
"1441792","2.3480162620544434","2.3480162620544434","2.3480162620544434"
"1458176","2.376399040222168","2.376399040222168","2.376399040222168"
"1474560","2.40608549118042","2.40608549118042","2.40608549118042"
"1490944","2.4180362224578857","2.4180362224578857","2.4180362224578857"
"1507328","2.341479778289795","2.341479778289795","2.341479778289795"
"1523712","2.3619847297668457","2.3619847297668457","2.3619847297668457"
"1540096","2.3052163124084473","2.3052163124084473","2.3052163124084473"
"1556480","2.356473445892334","2.356473445892334","2.356473445892334"
"1572864","2.396432399749756","2.396432399749756","2.396432399749756"
"1589248","2.3741812705993652","2.3741812705993652","2.3741812705993652"
"1605632","2.3917417526245117","2.3917417526245117","2.3917417526245117"
"1622016","2.3984599113464355","2.3984599113464355","2.3984599113464355"
"1638400","2.4162936210632324","2.4162936210632324","2.4162936210632324"
"1654784","2.384126663208008","2.384126663208008","2.384126663208008"
"1671168","2.3612027168273926","2.3612027168273926","2.3612027168273926"
"1687552","2.4182357788085938","2.4182357788085938","2.4182357788085938"
"1703936","2.454517126083374","2.454517126083374","2.454517126083374"
"1720320","2.445913076400757","2.445913076400757","2.445913076400757"
"1736704","2.3943700790405273","2.3943700790405273","2.3943700790405273"
"1753088","2.4023489952087402","2.4023489952087402","2.4023489952087402"
"1769472","2.394530773162842","2.394530773162842","2.394530773162842"
"1785856","2.3514766693115234","2.3514766693115234","2.3514766693115234"
"1802240","2.313425302505493","2.313425302505493","2.313425302505493"
"1818624","2.3655331134796143","2.3655331134796143","2.3655331134796143"
"1835008","2.3596293926239014","2.3596293926239014","2.3596293926239014"
"1851392","2.3132660388946533","2.3132660388946533","2.3132660388946533"
"1867776","2.297569513320923","2.297569513320923","2.297569513320923"
"1884160","2.3509979248046875","2.3509979248046875","2.3509979248046875"
"1900544","2.3521029949188232","2.3521029949188232","2.3521029949188232"
"1916928","2.3349339962005615","2.3349339962005615","2.3349339962005615"
"1933312","2.3530662059783936","2.3530662059783936","2.3530662059783936"
"1949696","2.3723416328430176","2.3723416328430176","2.3723416328430176"
"1966080","2.373833656311035","2.373833656311035","2.373833656311035"
"1982464","2.3947954177856445","2.3947954177856445","2.3947954177856445"
"1998848","2.374937057495117","2.374937057495117","2.374937057495117"
"2015232","2.423218250274658","2.423218250274658","2.423218250274658"
"2031616","2.3200905323028564","2.3200905323028564","2.3200905323028564"
"2048000","2.359271764755249","2.359271764755249","2.359271764755249"
"2064384","2.359426975250244","2.359426975250244","2.359426975250244"
"2080768","2.325042486190796","2.325042486190796","2.325042486190796"
"2097152","2.3875577449798584","2.3875577449798584","2.3875577449798584"
"2113536","2.2577011585235596","2.2577011585235596","2.2577011585235596"
"2129920","2.2783706188201904","2.2783706188201904","2.2783706188201904"
"2146304","2.276700258255005","2.276700258255005","2.276700258255005"
"2162688","2.317681312561035","2.317681312561035","2.317681312561035"
"2179072","2.323639392852783","2.323639392852783","2.323639392852783"
"2195456","2.334118366241455","2.334118366241455","2.334118366241455"
"2211840","2.2690606117248535","2.2690606117248535","2.2690606117248535"
"2228224","2.275355815887451","2.275355815887451","2.275355815887451"
"2244608","2.274143934249878","2.274143934249878","2.274143934249878"
"2260992","2.335785150527954","2.335785150527954","2.335785150527954"
"2277376","2.244194507598877","2.244194507598877","2.244194507598877"
"2293760","2.241384744644165","2.241384744644165","2.241384744644165"
"2310144","2.2761378288269043","2.2761378288269043","2.2761378288269043"
"2326528","2.2283010482788086","2.2283010482788086","2.2283010482788086"
"2342912","2.227613687515259","2.227613687515259","2.227613687515259"
"2359296","2.2594351768493652","2.2594351768493652","2.2594351768493652"
"2375680","2.232740879058838","2.232740879058838","2.232740879058838"
"2392064","2.239246368408203","2.239246368408203","2.239246368408203"
"2408448","2.200531244277954","2.200531244277954","2.200531244277954"
"2424832","2.2242226600646973","2.2242226600646973","2.2242226600646973"
"2441216","2.2103142738342285","2.2103142738342285","2.2103142738342285"
"2457600","2.246506690979004","2.246506690979004","2.246506690979004"
"2473984","2.1544911861419678","2.1544911861419678","2.1544911861419678"
"2490368","2.158193349838257","2.158193349838257","2.158193349838257"
"2506752","2.2400779724121094","2.2400779724121094","2.2400779724121094"
"2523136","2.226871967315674","2.226871967315674","2.226871967315674"
"2539520","2.2209393978118896","2.2209393978118896","2.2209393978118896"
"2555904","2.215529441833496","2.215529441833496","2.215529441833496"
"2572288","2.1335582733154297","2.1335582733154297","2.1335582733154297"
"2588672","2.168743371963501","2.168743371963501","2.168743371963501"
"2605056","2.18951153755188","2.18951153755188","2.18951153755188"
"2621440","2.1436820030212402","2.1436820030212402","2.1436820030212402"
"2637824","2.2013518810272217","2.2013518810272217","2.2013518810272217"
"2654208","2.1964635848999023","2.1964635848999023","2.1964635848999023"
"2670592","2.1725289821624756","2.1725289821624756","2.1725289821624756"
"2686976","2.1051907539367676","2.1051907539367676","2.1051907539367676"
"2703360","2.1840567588806152","2.1840567588806152","2.1840567588806152"
"2719744","2.1796112060546875","2.1796112060546875","2.1796112060546875"
"2736128","2.1300644874572754","2.1300644874572754","2.1300644874572754"
"2752512","2.054570436477661","2.054570436477661","2.054570436477661"
"2768896","2.1345300674438477","2.1345300674438477","2.1345300674438477"
"2785280","2.1707544326782227","2.1707544326782227","2.1707544326782227"
"2801664","2.1625094413757324","2.1625094413757324","2.1625094413757324"
"2818048","2.136974811553955","2.136974811553955","2.136974811553955"
"2834432","2.126229763031006","2.126229763031006","2.126229763031006"
"2850816","2.1627256870269775","2.1627256870269775","2.1627256870269775"
"2867200","2.155604839324951","2.155604839324951","2.155604839324951"
"2883584","2.1441824436187744","2.1441824436187744","2.1441824436187744"
"2899968","2.090482234954834","2.090482234954834","2.090482234954834"
"2916352","2.1009345054626465","2.1009345054626465","2.1009345054626465"
"2932736","2.0634965896606445","2.0634965896606445","2.0634965896606445"
"2949120","2.119621753692627","2.119621753692627","2.119621753692627"
"2965504","2.1105356216430664","2.1105356216430664","2.1105356216430664"
"2981888","2.1043882369995117","2.1043882369995117","2.1043882369995117"
"2998272","2.083859920501709","2.083859920501709","2.083859920501709"
"3014656","2.063491106033325","2.063491106033325","2.063491106033325"
"3031040","2.0893032550811768","2.0893032550811768","2.0893032550811768"
"3047424","2.0946812629699707","2.0946812629699707","2.0946812629699707"
"3063808","2.090139865875244","2.090139865875244","2.090139865875244"
"3080192","2.1030540466308594","2.1030540466308594","2.1030540466308594"
"3096576","2.136089324951172","2.136089324951172","2.136089324951172"
"3112960","2.105085611343384","2.105085611343384","2.105085611343384"
"3129344","2.0659379959106445","2.0659379959106445","2.0659379959106445"
"3145728","2.0522351264953613","2.0522351264953613","2.0522351264953613"
"3162112","2.1063098907470703","2.1063098907470703","2.1063098907470703"
"3178496","2.0712170600891113","2.0712170600891113","2.0712170600891113"
"3194880","2.020106315612793","2.020106315612793","2.020106315612793"
"3211264","2.1057181358337402","2.1057181358337402","2.1057181358337402"
"3227648","2.0408244132995605","2.0408244132995605","2.0408244132995605"
"3244032","2.076792001724243","2.076792001724243","2.076792001724243"
"3260416","2.047487735748291","2.047487735748291","2.047487735748291"
"3276800","2.041492462158203","2.041492462158203","2.041492462158203"
"3293184","2.047996997833252","2.047996997833252","2.047996997833252"
"3309568","2.0180835723876953","2.0180835723876953","2.0180835723876953"
"3325952","2.0323448181152344","2.0323448181152344","2.0323448181152344"
"3342336","2.0160512924194336","2.0160512924194336","2.0160512924194336"
"3358720","2.0121796131134033","2.0121796131134033","2.0121796131134033"
"3375104","2.0246942043304443","2.0246942043304443","2.0246942043304443"
"3391488","2.009474754333496","2.009474754333496","2.009474754333496"
"3407872","1.9981744289398193","1.9981744289398193","1.9981744289398193"
"3424256","1.945225715637207","1.945225715637207","1.945225715637207"
"3440640","1.985243320465088","1.985243320465088","1.985243320465088"
"3457024","1.933963656425476","1.933963656425476","1.933963656425476"
"3473408","1.9432241916656494","1.9432241916656494","1.9432241916656494"
"3489792","1.965193510055542","1.965193510055542","1.965193510055542"
"3506176","1.954262137413025","1.954262137413025","1.954262137413025"
"3522560","1.9259560108184814","1.9259560108184814","1.9259560108184814"
"3538944","1.941882610321045","1.941882610321045","1.941882610321045"
"3555328","2.0090293884277344","2.0090293884277344","2.0090293884277344"
"3571712","1.8938056230545044","1.8938056230545044","1.8938056230545044"
"3588096","1.906537652015686","1.906537652015686","1.906537652015686"
"3604480","1.946431040763855","1.946431040763855","1.946431040763855"
"3620864","1.9007055759429932","1.9007055759429932","1.9007055759429932"
"3637248","1.9333661794662476","1.9333661794662476","1.9333661794662476"
"3653632","1.9218940734863281","1.9218940734863281","1.9218940734863281"
"3670016","1.9856696128845215","1.9856696128845215","1.9856696128845215"
"3686400","2.0282697677612305","2.0282697677612305","2.0282697677612305"
"3702784","1.9604963064193726","1.9604963064193726","1.9604963064193726"
"3719168","1.9284435510635376","1.9284435510635376","1.9284435510635376"
"3735552","1.9136162996292114","1.9136162996292114","1.9136162996292114"
"3751936","1.9769244194030762","1.9769244194030762","1.9769244194030762"
"3768320","1.9025533199310303","1.9025533199310303","1.9025533199310303"
"3784704","1.8561047315597534","1.8561047315597534","1.8561047315597534"
"3801088","1.8992671966552734","1.8992671966552734","1.8992671966552734"
"3817472","1.8957889080047607","1.8957889080047607","1.8957889080047607"
"3833856","1.9191831350326538","1.9191831350326538","1.9191831350326538"
"3850240","1.9434301853179932","1.9434301853179932","1.9434301853179932"
"3866624","1.919381856918335","1.919381856918335","1.919381856918335"
"3883008","1.9575681686401367","1.9575681686401367","1.9575681686401367"
"3899392","1.9966511726379395","1.9966511726379395","1.9966511726379395"
"3915776","1.9501399993896484","1.9501399993896484","1.9501399993896484"
"3932160","1.8652323484420776","1.8652323484420776","1.8652323484420776"
"3948544","1.9372508525848389","1.9372508525848389","1.9372508525848389"
"3964928","1.9204881191253662","1.9204881191253662","1.9204881191253662"
"3981312","1.934236764907837","1.934236764907837","1.934236764907837"
"3997696","1.9379732608795166","1.9379732608795166","1.9379732608795166"
"4014080","1.9266438484191895","1.9266438484191895","1.9266438484191895"
"4030464","1.929111123085022","1.929111123085022","1.929111123085022"
"4046848","1.9155672788619995","1.9155672788619995","1.9155672788619995"
"4063232","1.9719785451889038","1.9719785451889038","1.9719785451889038"
"4079616","1.964658260345459","1.964658260345459","1.964658260345459"
"4096000","1.9506192207336426","1.9506192207336426","1.9506192207336426"
"4112384","2.0038349628448486","2.0038349628448486","2.0038349628448486"
"4128768","1.9762606620788574","1.9762606620788574","1.9762606620788574"
"4145152","1.9732754230499268","1.9732754230499268","1.9732754230499268"
"4161536","2.0231330394744873","2.0231330394744873","2.0231330394744873"
"4177920","1.952993631362915","1.952993631362915","1.952993631362915"
"4194304","1.9194934368133545","1.9194934368133545","1.9194934368133545"
"4210688","2.014197826385498","2.014197826385498","2.014197826385498"
"4227072","2.0054452419281006","2.0054452419281006","2.0054452419281006"
"4243456","1.9872708320617676","1.9872708320617676","1.9872708320617676"
"4259840","1.969491958618164","1.969491958618164","1.969491958618164"
"4276224","1.9710612297058105","1.9710612297058105","1.9710612297058105"
"4292608","1.9805636405944824","1.9805636405944824","1.9805636405944824"
"4308992","1.9923126697540283","1.9923126697540283","1.9923126697540283"
"4325376","2.012472152709961","2.012472152709961","2.012472152709961"
"4341760","1.9972496032714844","1.9972496032714844","1.9972496032714844"
"4358144","1.988398790359497","1.988398790359497","1.988398790359497"
"4374528","1.9835542440414429","1.9835542440414429","1.9835542440414429"
"4390912","2.030754566192627","2.030754566192627","2.030754566192627"
"4407296","1.9872500896453857","1.9872500896453857","1.9872500896453857"
"4423680","2.0171918869018555","2.0171918869018555","2.0171918869018555"
"4440064","2.0455856323242188","2.0455856323242188","2.0455856323242188"
"4456448","2.0686511993408203","2.0686511993408203","2.0686511993408203"
"4472832","2.0938429832458496","2.0938429832458496","2.0938429832458496"
"4489216","2.047248363494873","2.047248363494873","2.047248363494873"
"4505600","2.038785696029663","2.038785696029663","2.038785696029663"
"4521984","1.9909058809280396","1.9909058809280396","1.9909058809280396"
"4538368","1.9943407773971558","1.9943407773971558","1.9943407773971558"
"4554752","2.0622787475585938","2.0622787475585938","2.0622787475585938"
"4571136","2.0123605728149414","2.0123605728149414","2.0123605728149414"
"4587520","1.9534008502960205","1.9534008502960205","1.9534008502960205"
"4603904","1.941879391670227","1.941879391670227","1.941879391670227"
"4620288","1.9373703002929688","1.9373703002929688","1.9373703002929688"
"4636672","1.9637751579284668","1.9637751579284668","1.9637751579284668"
"4653056","1.9727632999420166","1.9727632999420166","1.9727632999420166"
"4669440","2.0041887760162354","2.0041887760162354","2.0041887760162354"
"4685824","1.981960654258728","1.981960654258728","1.981960654258728"
"4702208","2.008943557739258","2.008943557739258","2.008943557739258"
"4718592","1.957834005355835","1.957834005355835","1.957834005355835"
"4734976","2.003899097442627","2.003899097442627","2.003899097442627"
"4751360","1.9829366207122803","1.9829366207122803","1.9829366207122803"
"4767744","1.9765018224716187","1.9765018224716187","1.9765018224716187"
"4784128","2.001009464263916","2.001009464263916","2.001009464263916"
"4800512","1.9930830001831055","1.9930830001831055","1.9930830001831055"
"4816896","2.061340570449829","2.061340570449829","2.061340570449829"
"4833280","2.0387418270111084","2.0387418270111084","2.0387418270111084"
"4849664","1.9999346733093262","1.9999346733093262","1.9999346733093262"
"4866048","2.001906156539917","2.001906156539917","2.001906156539917"
"4882432","1.976794719696045","1.976794719696045","1.976794719696045"
"4898816","1.9820058345794678","1.9820058345794678","1.9820058345794678"
"4915200","2.015727996826172","2.015727996826172","2.015727996826172"
"4931584","1.9866628646850586","1.9866628646850586","1.9866628646850586"
"4947968","1.9569246768951416","1.9569246768951416","1.9569246768951416"
"4964352","2.00026798248291","2.00026798248291","2.00026798248291"
"4980736","1.9724650382995605","1.9724650382995605","1.9724650382995605"
"4997120","1.951085090637207","1.951085090637207","1.951085090637207"
"5013504","1.9497549533843994","1.9497549533843994","1.9497549533843994"
"5029888","1.9766039848327637","1.9766039848327637","1.9766039848327637"
"5046272","1.960722804069519","1.960722804069519","1.960722804069519"
"5062656","1.9362659454345703","1.9362659454345703","1.9362659454345703"
"5079040","1.9556810855865479","1.9556810855865479","1.9556810855865479"
"5095424","1.9718892574310303","1.9718892574310303","1.9718892574310303"
"5111808","1.9182757139205933","1.9182757139205933","1.9182757139205933"
"5128192","1.9661402702331543","1.9661402702331543","1.9661402702331543"
"5144576","1.993802785873413","1.993802785873413","1.993802785873413"
"5160960","2.030075788497925","2.030075788497925","2.030075788497925"
"5177344","1.9968749284744263","1.9968749284744263","1.9968749284744263"
"5193728","2.0027217864990234","2.0027217864990234","2.0027217864990234"
"5210112","1.9939401149749756","1.9939401149749756","1.9939401149749756"
"5226496","1.9621741771697998","1.9621741771697998","1.9621741771697998"
"5242880","2.0238261222839355","2.0238261222839355","2.0238261222839355"
"5259264","2.0396180152893066","2.0396180152893066","2.0396180152893066"
"5275648","1.9848650693893433","1.9848650693893433","1.9848650693893433"
"5292032","2.015842914581299","2.015842914581299","2.015842914581299"
"5308416","1.9830710887908936","1.9830710887908936","1.9830710887908936"
"5324800","2.022914409637451","2.022914409637451","2.022914409637451"
"5341184","1.9600173234939575","1.9600173234939575","1.9600173234939575"
"5357568","1.9885320663452148","1.9885320663452148","1.9885320663452148"
"5373952","2.0219764709472656","2.0219764709472656","2.0219764709472656"
"5390336","2.0216469764709473","2.0216469764709473","2.0216469764709473"
"5406720","2.021350383758545","2.021350383758545","2.021350383758545"
"5423104","1.9759814739227295","1.9759814739227295","1.9759814739227295"
"5439488","2.0591607093811035","2.0591607093811035","2.0591607093811035"
"5455872","2.1020216941833496","2.1020216941833496","2.1020216941833496"
"5472256","2.007796287536621","2.007796287536621","2.007796287536621"
"5488640","2.0041069984436035","2.0041069984436035","2.0041069984436035"
"5505024","2.026254892349243","2.026254892349243","2.026254892349243"
"5521408","2.0197834968566895","2.0197834968566895","2.0197834968566895"
"5537792","2.015683650970459","2.015683650970459","2.015683650970459"
"5554176","2.0554392337799072","2.0554392337799072","2.0554392337799072"
"5570560","2.054030418395996","2.054030418395996","2.054030418395996"
"5586944","2.048596143722534","2.048596143722534","2.048596143722534"
"5603328","2.0077192783355713","2.0077192783355713","2.0077192783355713"
"5619712","2.0171661376953125","2.0171661376953125","2.0171661376953125"
"5636096","2.086225986480713","2.086225986480713","2.086225986480713"
"5652480","2.039645195007324","2.039645195007324","2.039645195007324"
"5668864","2.0519227981567383","2.0519227981567383","2.0519227981567383"
"5685248","2.041954517364502","2.041954517364502","2.041954517364502"
"5701632","2.042448043823242","2.042448043823242","2.042448043823242"
"5718016","2.016756057739258","2.016756057739258","2.016756057739258"
"5734400","2.0716423988342285","2.0716423988342285","2.0716423988342285"
"5750784","2.062742233276367","2.062742233276367","2.062742233276367"
"5767168","2.0461061000823975","2.0461061000823975","2.0461061000823975"
"5783552","2.0765466690063477","2.0765466690063477","2.0765466690063477"
"5799936","2.0454089641571045","2.0454089641571045","2.0454089641571045"
"5816320","2.034816265106201","2.034816265106201","2.034816265106201"
"5832704","2.0443992614746094","2.0443992614746094","2.0443992614746094"
"5849088","2.0570926666259766","2.0570926666259766","2.0570926666259766"
"5865472","2.080996036529541","2.080996036529541","2.080996036529541"
"5881856","2.0612993240356445","2.0612993240356445","2.0612993240356445"
"5898240","2.0514237880706787","2.0514237880706787","2.0514237880706787"
"5914624","2.0930237770080566","2.0930237770080566","2.0930237770080566"
"5931008","2.075861930847168","2.075861930847168","2.075861930847168"
"5947392","2.027639627456665","2.027639627456665","2.027639627456665"
"5963776","2.056150436401367","2.056150436401367","2.056150436401367"
"5980160","2.0579230785369873","2.0579230785369873","2.0579230785369873"
"5996544","2.039156913757324","2.039156913757324","2.039156913757324"
"6012928","1.9854259490966797","1.9854259490966797","1.9854259490966797"
"6029312","2.032045364379883","2.032045364379883","2.032045364379883"
"6045696","2.063270092010498","2.063270092010498","2.063270092010498"
"6062080","2.0568900108337402","2.0568900108337402","2.0568900108337402"
"6078464","2.068754196166992","2.068754196166992","2.068754196166992"
"6094848","2.0610127449035645","2.0610127449035645","2.0610127449035645"
"6111232","2.028428077697754","2.028428077697754","2.028428077697754"
"6127616","2.040961503982544","2.040961503982544","2.040961503982544"
"6144000","2.0336947441101074","2.0336947441101074","2.0336947441101074"
"6160384","1.9846410751342773","1.9846410751342773","1.9846410751342773"
"6176768","2.0405657291412354","2.0405657291412354","2.0405657291412354"
"6193152","2.057969808578491","2.057969808578491","2.057969808578491"
"6209536","2.0030465126037598","2.0030465126037598","2.0030465126037598"
"6225920","2.0308103561401367","2.0308103561401367","2.0308103561401367"
"6242304","1.975900650024414","1.975900650024414","1.975900650024414"
"6258688","2.0268774032592773","2.0268774032592773","2.0268774032592773"
"6275072","2.013418436050415","2.013418436050415","2.013418436050415"
"6291456","2.0587387084960938","2.0587387084960938","2.0587387084960938"
"6307840","2.0650079250335693","2.0650079250335693","2.0650079250335693"
"6324224","2.0862045288085938","2.0862045288085938","2.0862045288085938"
"6340608","2.030677318572998","2.030677318572998","2.030677318572998"
"6356992","2.057122230529785","2.057122230529785","2.057122230529785"
"6373376","2.0654959678649902","2.0654959678649902","2.0654959678649902"
"6389760","2.0433907508850098","2.0433907508850098","2.0433907508850098"
"6406144","2.0913116931915283","2.0913116931915283","2.0913116931915283"
"6422528","2.1098086833953857","2.1098086833953857","2.1098086833953857"
"6438912","2.0438103675842285","2.0438103675842285","2.0438103675842285"
"6455296","2.0323824882507324","2.0323824882507324","2.0323824882507324"
"6471680","2.063976287841797","2.063976287841797","2.063976287841797"
"6488064","2.0451669692993164","2.0451669692993164","2.0451669692993164"
"6504448","2.0379271507263184","2.0379271507263184","2.0379271507263184"
"6520832","2.0849266052246094","2.0849266052246094","2.0849266052246094"
"6537216","2.050523281097412","2.050523281097412","2.050523281097412"
"6553600","2.065166473388672","2.065166473388672","2.065166473388672"
"6569984","2.0428385734558105","2.0428385734558105","2.0428385734558105"
"6586368","2.0239686965942383","2.0239686965942383","2.0239686965942383"
"6602752","2.089383125305176","2.089383125305176","2.089383125305176"
"6619136","2.049612045288086","2.049612045288086","2.049612045288086"
"6635520","2.0606307983398438","2.0606307983398438","2.0606307983398438"
"6651904","2.0901036262512207","2.0901036262512207","2.0901036262512207"
"6668288","2.0898351669311523","2.0898351669311523","2.0898351669311523"
"6684672","2.100259780883789","2.100259780883789","2.100259780883789"
"6701056","2.107914924621582","2.107914924621582","2.107914924621582"
"6717440","2.092026710510254","2.092026710510254","2.092026710510254"
"6733824","2.028679370880127","2.028679370880127","2.028679370880127"
"6750208","2.0690855979919434","2.0690855979919434","2.0690855979919434"
"6766592","2.0667343139648438","2.0667343139648438","2.0667343139648438"
"6782976","2.137378215789795","2.137378215789795","2.137378215789795"
"6799360","2.151949882507324","2.151949882507324","2.151949882507324"
"6815744","2.0808558464050293","2.0808558464050293","2.0808558464050293"
"6832128","2.0676515102386475","2.0676515102386475","2.0676515102386475"
"6848512","2.0804831981658936","2.0804831981658936","2.0804831981658936"
"6864896","2.081519603729248","2.081519603729248","2.081519603729248"
"6881280","2.1150259971618652","2.1150259971618652","2.1150259971618652"
"6897664","2.127143144607544","2.127143144607544","2.127143144607544"
"6914048","2.084623336791992","2.084623336791992","2.084623336791992"
"6930432","2.107957124710083","2.107957124710083","2.107957124710083"
"6946816","2.1053466796875","2.1053466796875","2.1053466796875"
"6963200","2.140774726867676","2.140774726867676","2.140774726867676"
"6979584","2.1000404357910156","2.1000404357910156","2.1000404357910156"
"6995968","2.044039249420166","2.044039249420166","2.044039249420166"
"7012352","2.1029481887817383","2.1029481887817383","2.1029481887817383"
"7028736","2.067007303237915","2.067007303237915","2.067007303237915"
"7045120","2.072232723236084","2.072232723236084","2.072232723236084"
"7061504","2.087470054626465","2.087470054626465","2.087470054626465"
"7077888","2.141662120819092","2.141662120819092","2.141662120819092"
"7094272","2.106104850769043","2.106104850769043","2.106104850769043"
"7110656","2.0937039852142334","2.0937039852142334","2.0937039852142334"
"7127040","2.0645952224731445","2.0645952224731445","2.0645952224731445"
"7143424","2.1019067764282227","2.1019067764282227","2.1019067764282227"
"7159808","2.137650966644287","2.137650966644287","2.137650966644287"
"7176192","2.1434333324432373","2.1434333324432373","2.1434333324432373"
"7192576","2.1077377796173096","2.1077377796173096","2.1077377796173096"
