"Step","Entropy","Alien-v5__atarienvpool_bootstrCI - losses/entropy__MIN","Alien-v5__atarienvpool_bootstrCI - losses/entropy__MAX"
"1818624","2.3030545711517334","2.3030545711517334","2.3030545711517334"
"1835008","2.3649404048919678","2.3649404048919678","2.3649404048919678"
"1851392","2.310359477996826","2.310359477996826","2.310359477996826"
"1867776","2.321619749069214","2.321619749069214","2.321619749069214"
"1884160","2.3237624168395996","2.3237624168395996","2.3237624168395996"
"1900544","2.3595082759857178","2.3595082759857178","2.3595082759857178"
"1916928","2.3030264377593994","2.3030264377593994","2.3030264377593994"
"1933312","2.2661890983581543","2.2661890983581543","2.2661890983581543"
"1949696","2.3032920360565186","2.3032920360565186","2.3032920360565186"
"1966080","2.3199079036712646","2.3199079036712646","2.3199079036712646"
"1982464","2.3629817962646484","2.3629817962646484","2.3629817962646484"
"1998848","2.3043620586395264","2.3043620586395264","2.3043620586395264"
"2015232","2.3047642707824707","2.3047642707824707","2.3047642707824707"
"2031616","2.28267240524292","2.28267240524292","2.28267240524292"
"2048000","2.271121025085449","2.271121025085449","2.271121025085449"
"2064384","2.2251498699188232","2.2251498699188232","2.2251498699188232"
"2080768","2.2560830116271973","2.2560830116271973","2.2560830116271973"
"2097152","2.273484230041504","2.273484230041504","2.273484230041504"
"2113536","2.3057985305786133","2.3057985305786133","2.3057985305786133"
"2129920","2.3148040771484375","2.3148040771484375","2.3148040771484375"
"2146304","2.296003818511963","2.296003818511963","2.296003818511963"
"2162688","2.297639846801758","2.297639846801758","2.297639846801758"
"2179072","2.3022334575653076","2.3022334575653076","2.3022334575653076"
"2195456","2.3444666862487793","2.3444666862487793","2.3444666862487793"
"2211840","2.260084390640259","2.260084390640259","2.260084390640259"
"2228224","2.24481463432312","2.24481463432312","2.24481463432312"
"2244608","2.2628703117370605","2.2628703117370605","2.2628703117370605"
"2260992","2.2773196697235107","2.2773196697235107","2.2773196697235107"
"2277376","2.289459228515625","2.289459228515625","2.289459228515625"
"2293760","2.2698264122009277","2.2698264122009277","2.2698264122009277"
"2310144","2.2521862983703613","2.2521862983703613","2.2521862983703613"
"2326528","2.2370872497558594","2.2370872497558594","2.2370872497558594"
"2342912","2.241652011871338","2.241652011871338","2.241652011871338"
"2359296","2.2143537998199463","2.2143537998199463","2.2143537998199463"
"2375680","2.2653164863586426","2.2653164863586426","2.2653164863586426"
"2392064","2.2533774375915527","2.2533774375915527","2.2533774375915527"
"2408448","2.334373950958252","2.334373950958252","2.334373950958252"
"2424832","2.324295997619629","2.324295997619629","2.324295997619629"
"2441216","2.340907096862793","2.340907096862793","2.340907096862793"
"2457600","2.321837902069092","2.321837902069092","2.321837902069092"
"2473984","2.381904363632202","2.381904363632202","2.381904363632202"
"2490368","2.348531723022461","2.348531723022461","2.348531723022461"
"2506752","2.3298721313476562","2.3298721313476562","2.3298721313476562"
"2523136","2.3326973915100098","2.3326973915100098","2.3326973915100098"
"2539520","2.3314223289489746","2.3314223289489746","2.3314223289489746"
"2555904","2.345656394958496","2.345656394958496","2.345656394958496"
"2572288","2.2976341247558594","2.2976341247558594","2.2976341247558594"
"2588672","2.3097262382507324","2.3097262382507324","2.3097262382507324"
"2605056","2.29188871383667","2.29188871383667","2.29188871383667"
"2621440","2.2877535820007324","2.2877535820007324","2.2877535820007324"
"2637824","2.254845142364502","2.254845142364502","2.254845142364502"
"2654208","2.297452926635742","2.297452926635742","2.297452926635742"
"2670592","2.3055026531219482","2.3055026531219482","2.3055026531219482"
"2686976","2.2562572956085205","2.2562572956085205","2.2562572956085205"
"2703360","2.2811391353607178","2.2811391353607178","2.2811391353607178"
"2719744","2.2485177516937256","2.2485177516937256","2.2485177516937256"
"2736128","2.2248871326446533","2.2248871326446533","2.2248871326446533"
"2752512","2.254915952682495","2.254915952682495","2.254915952682495"
"2768896","2.2607593536376953","2.2607593536376953","2.2607593536376953"
"2785280","2.2887818813323975","2.2887818813323975","2.2887818813323975"
"2801664","2.162478446960449","2.162478446960449","2.162478446960449"
"2818048","2.208881378173828","2.208881378173828","2.208881378173828"
"2834432","2.289762020111084","2.289762020111084","2.289762020111084"
"2850816","2.291560411453247","2.291560411453247","2.291560411453247"
"2867200","2.3115336894989014","2.3115336894989014","2.3115336894989014"
"2883584","2.2495064735412598","2.2495064735412598","2.2495064735412598"
"2899968","2.3434250354766846","2.3434250354766846","2.3434250354766846"
"2916352","2.3109874725341797","2.3109874725341797","2.3109874725341797"
"2932736","2.313396692276001","2.313396692276001","2.313396692276001"
"2949120","2.3281524181365967","2.3281524181365967","2.3281524181365967"
"2965504","2.2990705966949463","2.2990705966949463","2.2990705966949463"
"2981888","2.353929042816162","2.353929042816162","2.353929042816162"
"2998272","2.317993640899658","2.317993640899658","2.317993640899658"
"3014656","2.2363152503967285","2.2363152503967285","2.2363152503967285"
"3031040","2.258939027786255","2.258939027786255","2.258939027786255"
"3047424","2.2689781188964844","2.2689781188964844","2.2689781188964844"
"3063808","2.3032212257385254","2.3032212257385254","2.3032212257385254"
"3080192","2.2588562965393066","2.2588562965393066","2.2588562965393066"
"3096576","2.316956043243408","2.316956043243408","2.316956043243408"
"3112960","2.301478385925293","2.301478385925293","2.301478385925293"
"3129344","2.2938625812530518","2.2938625812530518","2.2938625812530518"
"3145728","2.3545327186584473","2.3545327186584473","2.3545327186584473"
"3162112","2.284578800201416","2.284578800201416","2.284578800201416"
"3178496","2.3044042587280273","2.3044042587280273","2.3044042587280273"
"3194880","2.329939365386963","2.329939365386963","2.329939365386963"
"3211264","2.3471646308898926","2.3471646308898926","2.3471646308898926"
"3227648","2.2831192016601562","2.2831192016601562","2.2831192016601562"
"3244032","2.2301852703094482","2.2301852703094482","2.2301852703094482"
"3260416","2.262108325958252","2.262108325958252","2.262108325958252"
"3276800","2.1861515045166016","2.1861515045166016","2.1861515045166016"
"3293184","2.1951966285705566","2.1951966285705566","2.1951966285705566"
"3309568","2.1817822456359863","2.1817822456359863","2.1817822456359863"
"3325952","2.184793710708618","2.184793710708618","2.184793710708618"
"3342336","2.2251009941101074","2.2251009941101074","2.2251009941101074"
"3358720","2.235844612121582","2.235844612121582","2.235844612121582"
"3375104","2.178837776184082","2.178837776184082","2.178837776184082"
"3391488","2.204174041748047","2.204174041748047","2.204174041748047"
"3407872","2.2295756340026855","2.2295756340026855","2.2295756340026855"
"3424256","2.294193744659424","2.294193744659424","2.294193744659424"
"3440640","2.2060346603393555","2.2060346603393555","2.2060346603393555"
"3457024","2.223604440689087","2.223604440689087","2.223604440689087"
"3473408","2.241988182067871","2.241988182067871","2.241988182067871"
"3489792","2.187037467956543","2.187037467956543","2.187037467956543"
"3506176","2.2387051582336426","2.2387051582336426","2.2387051582336426"
"3522560","2.2743167877197266","2.2743167877197266","2.2743167877197266"
"3538944","2.207538366317749","2.207538366317749","2.207538366317749"
"3555328","2.2280967235565186","2.2280967235565186","2.2280967235565186"
"3571712","2.1738646030426025","2.1738646030426025","2.1738646030426025"
"3588096","2.161362648010254","2.161362648010254","2.161362648010254"
"3604480","2.178107738494873","2.178107738494873","2.178107738494873"
"3620864","2.1836512088775635","2.1836512088775635","2.1836512088775635"
"3637248","2.1611249446868896","2.1611249446868896","2.1611249446868896"
"3653632","2.231297492980957","2.231297492980957","2.231297492980957"
"3670016","2.2033324241638184","2.2033324241638184","2.2033324241638184"
"3686400","2.1510133743286133","2.1510133743286133","2.1510133743286133"
"3702784","2.179183006286621","2.179183006286621","2.179183006286621"
"3719168","2.188157558441162","2.188157558441162","2.188157558441162"
"3735552","2.220180034637451","2.220180034637451","2.220180034637451"
"3751936","2.1966934204101562","2.1966934204101562","2.1966934204101562"
"3768320","2.1697325706481934","2.1697325706481934","2.1697325706481934"
"3784704","2.138650894165039","2.138650894165039","2.138650894165039"
"3801088","2.2083747386932373","2.2083747386932373","2.2083747386932373"
"3817472","2.2078614234924316","2.2078614234924316","2.2078614234924316"
"3833856","2.192155361175537","2.192155361175537","2.192155361175537"
"3850240","2.2005867958068848","2.2005867958068848","2.2005867958068848"
"3866624","2.176023483276367","2.176023483276367","2.176023483276367"
"3883008","2.166457176208496","2.166457176208496","2.166457176208496"
"3899392","2.157705068588257","2.157705068588257","2.157705068588257"
"3915776","2.1421422958374023","2.1421422958374023","2.1421422958374023"
"3932160","2.1765174865722656","2.1765174865722656","2.1765174865722656"
"3948544","2.1304988861083984","2.1304988861083984","2.1304988861083984"
"3964928","2.1372110843658447","2.1372110843658447","2.1372110843658447"
"3981312","2.1002631187438965","2.1002631187438965","2.1002631187438965"
"3997696","2.1044697761535645","2.1044697761535645","2.1044697761535645"
"4014080","2.109715461730957","2.109715461730957","2.109715461730957"
"4030464","2.146897554397583","2.146897554397583","2.146897554397583"
"4046848","2.156989574432373","2.156989574432373","2.156989574432373"
"4063232","2.14351487159729","2.14351487159729","2.14351487159729"
"4079616","2.1318087577819824","2.1318087577819824","2.1318087577819824"
"4096000","2.123098373413086","2.123098373413086","2.123098373413086"
"4112384","2.165057420730591","2.165057420730591","2.165057420730591"
"4128768","2.149857759475708","2.149857759475708","2.149857759475708"
"4145152","2.1556992530822754","2.1556992530822754","2.1556992530822754"
"4161536","2.0972585678100586","2.0972585678100586","2.0972585678100586"
"4177920","2.121600389480591","2.121600389480591","2.121600389480591"
"4194304","2.1151962280273438","2.1151962280273438","2.1151962280273438"
"4210688","2.086577892303467","2.086577892303467","2.086577892303467"
"4227072","2.112661123275757","2.112661123275757","2.112661123275757"
"4243456","2.056290626525879","2.056290626525879","2.056290626525879"
"4259840","2.017961025238037","2.017961025238037","2.017961025238037"
"4276224","2.0398850440979004","2.0398850440979004","2.0398850440979004"
"4292608","2.0581507682800293","2.0581507682800293","2.0581507682800293"
"4308992","2.11521053314209","2.11521053314209","2.11521053314209"
"4325376","2.0805399417877197","2.0805399417877197","2.0805399417877197"
"4341760","2.0548555850982666","2.0548555850982666","2.0548555850982666"
"4358144","2.030022382736206","2.030022382736206","2.030022382736206"
"4374528","2.051576852798462","2.051576852798462","2.051576852798462"
"4390912","2.055382013320923","2.055382013320923","2.055382013320923"
"4407296","2.0431456565856934","2.0431456565856934","2.0431456565856934"
"4423680","2.009251594543457","2.009251594543457","2.009251594543457"
"4440064","2.0385656356811523","2.0385656356811523","2.0385656356811523"
"4456448","2.0069730281829834","2.0069730281829834","2.0069730281829834"
"4472832","2.0321903228759766","2.0321903228759766","2.0321903228759766"
"4489216","2.0041282176971436","2.0041282176971436","2.0041282176971436"
"4505600","2.016615867614746","2.016615867614746","2.016615867614746"
"4521984","2.045896291732788","2.045896291732788","2.045896291732788"
"4538368","2.012545347213745","2.012545347213745","2.012545347213745"
"4554752","2.0693960189819336","2.0693960189819336","2.0693960189819336"
"4571136","2.0518596172332764","2.0518596172332764","2.0518596172332764"
"4587520","2.0469226837158203","2.0469226837158203","2.0469226837158203"
"4603904","2.0664899349212646","2.0664899349212646","2.0664899349212646"
"4620288","2.017057418823242","2.017057418823242","2.017057418823242"
"4636672","2.0508270263671875","2.0508270263671875","2.0508270263671875"
"4653056","1.9950215816497803","1.9950215816497803","1.9950215816497803"
"4669440","2.032824754714966","2.032824754714966","2.032824754714966"
"4685824","2.0408122539520264","2.0408122539520264","2.0408122539520264"
"4702208","2.0554442405700684","2.0554442405700684","2.0554442405700684"
"4718592","2.0256214141845703","2.0256214141845703","2.0256214141845703"
"4734976","2.0378189086914062","2.0378189086914062","2.0378189086914062"
"4751360","2.0435421466827393","2.0435421466827393","2.0435421466827393"
"4767744","2.0409903526306152","2.0409903526306152","2.0409903526306152"
"4784128","2.0628743171691895","2.0628743171691895","2.0628743171691895"
"4800512","2.0485260486602783","2.0485260486602783","2.0485260486602783"
"4816896","1.9462335109710693","1.9462335109710693","1.9462335109710693"
"4833280","1.9581553936004639","1.9581553936004639","1.9581553936004639"
"4849664","1.99894118309021","1.99894118309021","1.99894118309021"
"4866048","2.0724477767944336","2.0724477767944336","2.0724477767944336"
"4882432","1.9871360063552856","1.9871360063552856","1.9871360063552856"
"4898816","1.992840051651001","1.992840051651001","1.992840051651001"
"4915200","1.9925708770751953","1.9925708770751953","1.9925708770751953"
"4931584","1.9864203929901123","1.9864203929901123","1.9864203929901123"
"4947968","2.0124998092651367","2.0124998092651367","2.0124998092651367"
"4964352","2.016258478164673","2.016258478164673","2.016258478164673"
"4980736","2.0291099548339844","2.0291099548339844","2.0291099548339844"
"4997120","1.9688010215759277","1.9688010215759277","1.9688010215759277"
"5013504","1.9547693729400635","1.9547693729400635","1.9547693729400635"
"5029888","1.9697198867797852","1.9697198867797852","1.9697198867797852"
"5046272","1.9710214138031006","1.9710214138031006","1.9710214138031006"
"5062656","1.8893738985061646","1.8893738985061646","1.8893738985061646"
"5079040","1.8950164318084717","1.8950164318084717","1.8950164318084717"
"5095424","1.9072999954223633","1.9072999954223633","1.9072999954223633"
"5111808","1.9136000871658325","1.9136000871658325","1.9136000871658325"
"5128192","1.927004098892212","1.927004098892212","1.927004098892212"
"5144576","1.9415669441223145","1.9415669441223145","1.9415669441223145"
"5160960","1.9283504486083984","1.9283504486083984","1.9283504486083984"
"5177344","1.9385838508605957","1.9385838508605957","1.9385838508605957"
"5193728","1.9316966533660889","1.9316966533660889","1.9316966533660889"
"5210112","1.930858850479126","1.930858850479126","1.930858850479126"
"5226496","1.9775984287261963","1.9775984287261963","1.9775984287261963"
"5242880","1.9241611957550049","1.9241611957550049","1.9241611957550049"
"5259264","1.9306902885437012","1.9306902885437012","1.9306902885437012"
"5275648","1.9371838569641113","1.9371838569641113","1.9371838569641113"
"5292032","1.9530404806137085","1.9530404806137085","1.9530404806137085"
"5308416","1.8775572776794434","1.8775572776794434","1.8775572776794434"
"5324800","1.9309089183807373","1.9309089183807373","1.9309089183807373"
"5341184","1.9721744060516357","1.9721744060516357","1.9721744060516357"
"5357568","1.9135932922363281","1.9135932922363281","1.9135932922363281"
"5373952","1.8846591711044312","1.8846591711044312","1.8846591711044312"
"5390336","1.846051812171936","1.846051812171936","1.846051812171936"
"5406720","1.9265382289886475","1.9265382289886475","1.9265382289886475"
"5423104","1.9477460384368896","1.9477460384368896","1.9477460384368896"
"5439488","1.8712835311889648","1.8712835311889648","1.8712835311889648"
"5455872","1.9144694805145264","1.9144694805145264","1.9144694805145264"
"5472256","1.9126105308532715","1.9126105308532715","1.9126105308532715"
"5488640","1.9549214839935303","1.9549214839935303","1.9549214839935303"
"5505024","1.946042776107788","1.946042776107788","1.946042776107788"
"5521408","1.9271068572998047","1.9271068572998047","1.9271068572998047"
"5537792","1.8718416690826416","1.8718416690826416","1.8718416690826416"
"5554176","1.8738489151000977","1.8738489151000977","1.8738489151000977"
"5570560","1.8862931728363037","1.8862931728363037","1.8862931728363037"
"5586944","1.9467933177947998","1.9467933177947998","1.9467933177947998"
"5603328","1.8984990119934082","1.8984990119934082","1.8984990119934082"
"5619712","1.870423674583435","1.870423674583435","1.870423674583435"
"5636096","1.9371778964996338","1.9371778964996338","1.9371778964996338"
"5652480","1.8893241882324219","1.8893241882324219","1.8893241882324219"
"5668864","1.8761637210845947","1.8761637210845947","1.8761637210845947"
"5685248","1.9382483959197998","1.9382483959197998","1.9382483959197998"
"5701632","1.98388671875","1.98388671875","1.98388671875"
"5718016","1.9433255195617676","1.9433255195617676","1.9433255195617676"
"5734400","1.923414707183838","1.923414707183838","1.923414707183838"
"5750784","1.9274580478668213","1.9274580478668213","1.9274580478668213"
"5767168","1.943023443222046","1.943023443222046","1.943023443222046"
"5783552","1.9377447366714478","1.9377447366714478","1.9377447366714478"
"5799936","1.9152874946594238","1.9152874946594238","1.9152874946594238"
"5816320","1.9801340103149414","1.9801340103149414","1.9801340103149414"
"5832704","1.9382706880569458","1.9382706880569458","1.9382706880569458"
"5849088","1.921661615371704","1.921661615371704","1.921661615371704"
"5865472","1.9447981119155884","1.9447981119155884","1.9447981119155884"
"5881856","1.9523236751556396","1.9523236751556396","1.9523236751556396"
"5898240","1.9246883392333984","1.9246883392333984","1.9246883392333984"
"5914624","1.8756117820739746","1.8756117820739746","1.8756117820739746"
"5931008","1.922616720199585","1.922616720199585","1.922616720199585"
"5947392","1.9781516790390015","1.9781516790390015","1.9781516790390015"
"5963776","1.9188889265060425","1.9188889265060425","1.9188889265060425"
"5980160","1.9428043365478516","1.9428043365478516","1.9428043365478516"
"5996544","1.9604246616363525","1.9604246616363525","1.9604246616363525"
"6012928","1.9708161354064941","1.9708161354064941","1.9708161354064941"
"6029312","1.9878162145614624","1.9878162145614624","1.9878162145614624"
"6045696","1.9553308486938477","1.9553308486938477","1.9553308486938477"
"6062080","1.9362711906433105","1.9362711906433105","1.9362711906433105"
"6078464","1.9186112880706787","1.9186112880706787","1.9186112880706787"
"6094848","1.9174418449401855","1.9174418449401855","1.9174418449401855"
"6111232","1.9513022899627686","1.9513022899627686","1.9513022899627686"
"6127616","1.9317998886108398","1.9317998886108398","1.9317998886108398"
"6144000","1.9142522811889648","1.9142522811889648","1.9142522811889648"
"6160384","1.8952871561050415","1.8952871561050415","1.8952871561050415"
"6176768","1.9058141708374023","1.9058141708374023","1.9058141708374023"
"6193152","1.9116296768188477","1.9116296768188477","1.9116296768188477"
"6209536","1.9025369882583618","1.9025369882583618","1.9025369882583618"
"6225920","1.925384759902954","1.925384759902954","1.925384759902954"
"6242304","1.918520450592041","1.918520450592041","1.918520450592041"
"6258688","1.917950987815857","1.917950987815857","1.917950987815857"
"6275072","1.9385724067687988","1.9385724067687988","1.9385724067687988"
"6291456","1.9091777801513672","1.9091777801513672","1.9091777801513672"
"6307840","1.9139277935028076","1.9139277935028076","1.9139277935028076"
"6324224","1.9326319694519043","1.9326319694519043","1.9326319694519043"
"6340608","1.9043574333190918","1.9043574333190918","1.9043574333190918"
"6356992","1.9507200717926025","1.9507200717926025","1.9507200717926025"
"6373376","1.9207353591918945","1.9207353591918945","1.9207353591918945"
"6389760","1.9492038488388062","1.9492038488388062","1.9492038488388062"
"6406144","1.9682567119598389","1.9682567119598389","1.9682567119598389"
"6422528","1.9398332834243774","1.9398332834243774","1.9398332834243774"
"6438912","1.9622563123703003","1.9622563123703003","1.9622563123703003"
"6455296","1.9787336587905884","1.9787336587905884","1.9787336587905884"
"6471680","1.935868740081787","1.935868740081787","1.935868740081787"
"6488064","1.9579012393951416","1.9579012393951416","1.9579012393951416"
"6504448","1.9853570461273193","1.9853570461273193","1.9853570461273193"
"6520832","1.933577299118042","1.933577299118042","1.933577299118042"
"6537216","1.955284833908081","1.955284833908081","1.955284833908081"
"6553600","1.9790785312652588","1.9790785312652588","1.9790785312652588"
"6569984","1.9721077680587769","1.9721077680587769","1.9721077680587769"
"6586368","1.9594237804412842","1.9594237804412842","1.9594237804412842"
"6602752","1.9679579734802246","1.9679579734802246","1.9679579734802246"
"6619136","1.9872956275939941","1.9872956275939941","1.9872956275939941"
"6635520","1.937829852104187","1.937829852104187","1.937829852104187"
"6651904","1.9231420755386353","1.9231420755386353","1.9231420755386353"
"6668288","1.967642903327942","1.967642903327942","1.967642903327942"
"6684672","1.9937920570373535","1.9937920570373535","1.9937920570373535"
"6701056","1.9737128019332886","1.9737128019332886","1.9737128019332886"
"6717440","1.9494168758392334","1.9494168758392334","1.9494168758392334"
"6733824","1.9585812091827393","1.9585812091827393","1.9585812091827393"
"6750208","1.960536003112793","1.960536003112793","1.960536003112793"
"6766592","1.96644127368927","1.96644127368927","1.96644127368927"
"6782976","1.9467437267303467","1.9467437267303467","1.9467437267303467"
"6799360","1.9645109176635742","1.9645109176635742","1.9645109176635742"
"6815744","1.9793307781219482","1.9793307781219482","1.9793307781219482"
"6832128","1.9709326028823853","1.9709326028823853","1.9709326028823853"
"6848512","1.983175277709961","1.983175277709961","1.983175277709961"
"6864896","1.9722716808319092","1.9722716808319092","1.9722716808319092"
"6881280","1.97759211063385","1.97759211063385","1.97759211063385"
"6897664","1.9926865100860596","1.9926865100860596","1.9926865100860596"
"6914048","1.953894853591919","1.953894853591919","1.953894853591919"
"6930432","2.0139036178588867","2.0139036178588867","2.0139036178588867"
"6946816","1.977407455444336","1.977407455444336","1.977407455444336"
"6963200","1.9583345651626587","1.9583345651626587","1.9583345651626587"
"6979584","1.9516385793685913","1.9516385793685913","1.9516385793685913"
"6995968","2.02103853225708","2.02103853225708","2.02103853225708"
"7012352","1.985194206237793","1.985194206237793","1.985194206237793"
"7028736","1.9809801578521729","1.9809801578521729","1.9809801578521729"
"7045120","1.9455960988998413","1.9455960988998413","1.9455960988998413"
"7061504","1.979830026626587","1.979830026626587","1.979830026626587"
"7077888","1.968719482421875","1.968719482421875","1.968719482421875"
"7094272","1.9998695850372314","1.9998695850372314","1.9998695850372314"
"7110656","1.9757611751556396","1.9757611751556396","1.9757611751556396"
"7127040","1.9744536876678467","1.9744536876678467","1.9744536876678467"
"7143424","1.9626762866973877","1.9626762866973877","1.9626762866973877"
