"Step","Entropy","Alien-v5 PPO NoisyNet - losses/entropy__MIN","Alien-v5 PPO NoisyNet - losses/entropy__MAX"
"1097728","2.297907829284668","2.297907829284668","2.297907829284668"
"1114112","2.330545663833618","2.330545663833618","2.330545663833618"
"1130496","2.248375177383423","2.248375177383423","2.248375177383423"
"1146880","2.1966147422790527","2.1966147422790527","2.1966147422790527"
"1163264","2.2150111198425293","2.2150111198425293","2.2150111198425293"
"1179648","2.16017484664917","2.16017484664917","2.16017484664917"
"1196032","2.1577444076538086","2.1577444076538086","2.1577444076538086"
"1212416","2.2186403274536133","2.2186403274536133","2.2186403274536133"
"1228800","2.263232707977295","2.263232707977295","2.263232707977295"
"1245184","2.349761486053467","2.349761486053467","2.349761486053467"
"1261568","2.300258159637451","2.300258159637451","2.300258159637451"
"1277952","2.2563014030456543","2.2563014030456543","2.2563014030456543"
"1294336","2.210970878601074","2.210970878601074","2.210970878601074"
"1310720","2.3034536838531494","2.3034536838531494","2.3034536838531494"
"1327104","2.1853349208831787","2.1853349208831787","2.1853349208831787"
"1343488","2.244263172149658","2.244263172149658","2.244263172149658"
"1359872","2.243584394454956","2.243584394454956","2.243584394454956"
"1376256","2.110497236251831","2.110497236251831","2.110497236251831"
"1392640","2.1349687576293945","2.1349687576293945","2.1349687576293945"
"1409024","2.1348228454589844","2.1348228454589844","2.1348228454589844"
"1425408","2.0991106033325195","2.0991106033325195","2.0991106033325195"
"1441792","2.083056926727295","2.083056926727295","2.083056926727295"
"1458176","2.0313796997070312","2.0313796997070312","2.0313796997070312"
"1474560","1.9793399572372437","1.9793399572372437","1.9793399572372437"
"1490944","2.0432491302490234","2.0432491302490234","2.0432491302490234"
"1507328","1.9671989679336548","1.9671989679336548","1.9671989679336548"
"1523712","2.0108981132507324","2.0108981132507324","2.0108981132507324"
"1540096","1.8513376712799072","1.8513376712799072","1.8513376712799072"
"1556480","2.063628673553467","2.063628673553467","2.063628673553467"
"1572864","2.0532541275024414","2.0532541275024414","2.0532541275024414"
"1589248","2.0240046977996826","2.0240046977996826","2.0240046977996826"
"1605632","2.052624225616455","2.052624225616455","2.052624225616455"
"1622016","2.02962064743042","2.02962064743042","2.02962064743042"
"1638400","2.012324333190918","2.012324333190918","2.012324333190918"
"1654784","2.00880765914917","2.00880765914917","2.00880765914917"
"1671168","1.943036437034607","1.943036437034607","1.943036437034607"
"1687552","1.9695196151733398","1.9695196151733398","1.9695196151733398"
"1703936","2.0159788131713867","2.0159788131713867","2.0159788131713867"
"1720320","1.9972878694534302","1.9972878694534302","1.9972878694534302"
"1736704","1.8934754133224487","1.8934754133224487","1.8934754133224487"
"1753088","1.8466500043869019","1.8466500043869019","1.8466500043869019"
"1769472","1.8665763139724731","1.8665763139724731","1.8665763139724731"
"1785856","1.9569647312164307","1.9569647312164307","1.9569647312164307"
"1802240","1.8999695777893066","1.8999695777893066","1.8999695777893066"
"1818624","1.9247393608093262","1.9247393608093262","1.9247393608093262"
"1835008","1.7926899194717407","1.7926899194717407","1.7926899194717407"
"1851392","1.9208877086639404","1.9208877086639404","1.9208877086639404"
"1867776","1.9429962635040283","1.9429962635040283","1.9429962635040283"
"1884160","2.017509937286377","2.017509937286377","2.017509937286377"
"1900544","1.9687162637710571","1.9687162637710571","1.9687162637710571"
"1916928","1.9193644523620605","1.9193644523620605","1.9193644523620605"
"1933312","1.881331205368042","1.881331205368042","1.881331205368042"
"1949696","2.0030179023742676","2.0030179023742676","2.0030179023742676"
"1966080","1.9306635856628418","1.9306635856628418","1.9306635856628418"
"1982464","1.8155577182769775","1.8155577182769775","1.8155577182769775"
"1998848","1.9751794338226318","1.9751794338226318","1.9751794338226318"
"2015232","1.8113887310028076","1.8113887310028076","1.8113887310028076"
"2031616","1.8854730129241943","1.8854730129241943","1.8854730129241943"
"2048000","1.8633015155792236","1.8633015155792236","1.8633015155792236"
"2064384","1.8697731494903564","1.8697731494903564","1.8697731494903564"
"2080768","1.9060816764831543","1.9060816764831543","1.9060816764831543"
"2097152","1.8244292736053467","1.8244292736053467","1.8244292736053467"
"2113536","1.7978302240371704","1.7978302240371704","1.7978302240371704"
"2129920","1.8487582206726074","1.8487582206726074","1.8487582206726074"
"2146304","1.824089527130127","1.824089527130127","1.824089527130127"
"2162688","1.8533122539520264","1.8533122539520264","1.8533122539520264"
"2179072","1.721923828125","1.721923828125","1.721923828125"
"2195456","1.574925422668457","1.574925422668457","1.574925422668457"
"2211840","1.7940728664398193","1.7940728664398193","1.7940728664398193"
"2228224","1.577108383178711","1.577108383178711","1.577108383178711"
"2244608","1.5811055898666382","1.5811055898666382","1.5811055898666382"
"2260992","1.7228703498840332","1.7228703498840332","1.7228703498840332"
"2277376","1.7807304859161377","1.7807304859161377","1.7807304859161377"
"2293760","1.4894157648086548","1.4894157648086548","1.4894157648086548"
"2310144","1.8647633790969849","1.8647633790969849","1.8647633790969849"
"2326528","1.8048064708709717","1.8048064708709717","1.8048064708709717"
"2342912","1.5500417947769165","1.5500417947769165","1.5500417947769165"
"2359296","1.578772783279419","1.578772783279419","1.578772783279419"
"2375680","1.6626429557800293","1.6626429557800293","1.6626429557800293"
"2392064","1.7706220149993896","1.7706220149993896","1.7706220149993896"
"2408448","1.7580691576004028","1.7580691576004028","1.7580691576004028"
"2424832","1.7942681312561035","1.7942681312561035","1.7942681312561035"
"2441216","1.595299243927002","1.595299243927002","1.595299243927002"
"2457600","1.7498853206634521","1.7498853206634521","1.7498853206634521"
"2473984","1.638109564781189","1.638109564781189","1.638109564781189"
"2490368","1.582746982574463","1.582746982574463","1.582746982574463"
"2506752","1.7540786266326904","1.7540786266326904","1.7540786266326904"
"2523136","1.677664041519165","1.677664041519165","1.677664041519165"
"2539520","1.7535336017608643","1.7535336017608643","1.7535336017608643"
"2555904","1.7839868068695068","1.7839868068695068","1.7839868068695068"
"2572288","1.5346994400024414","1.5346994400024414","1.5346994400024414"
"2588672","1.826838493347168","1.826838493347168","1.826838493347168"
"2605056","1.492357850074768","1.492357850074768","1.492357850074768"
"2621440","1.56160306930542","1.56160306930542","1.56160306930542"
"2637824","1.54318106174469","1.54318106174469","1.54318106174469"
"2654208","1.5943413972854614","1.5943413972854614","1.5943413972854614"
"2670592","1.866470456123352","1.866470456123352","1.866470456123352"
"2686976","1.7442095279693604","1.7442095279693604","1.7442095279693604"
"2703360","1.5628482103347778","1.5628482103347778","1.5628482103347778"
"2719744","1.8530296087265015","1.8530296087265015","1.8530296087265015"
"2736128","1.455679178237915","1.455679178237915","1.455679178237915"
"2752512","1.755486011505127","1.755486011505127","1.755486011505127"
"2768896","1.8079534769058228","1.8079534769058228","1.8079534769058228"
"2785280","1.735715389251709","1.735715389251709","1.735715389251709"
"2801664","1.5699421167373657","1.5699421167373657","1.5699421167373657"
"2818048","1.587979793548584","1.587979793548584","1.587979793548584"
"2834432","1.6450042724609375","1.6450042724609375","1.6450042724609375"
"2850816","1.621605396270752","1.621605396270752","1.621605396270752"
"2867200","1.3531243801116943","1.3531243801116943","1.3531243801116943"
"2883584","1.6597975492477417","1.6597975492477417","1.6597975492477417"
"2899968","1.7090412378311157","1.7090412378311157","1.7090412378311157"
"2916352","1.536001205444336","1.536001205444336","1.536001205444336"
"2932736","1.7009098529815674","1.7009098529815674","1.7009098529815674"
"2949120","1.648767113685608","1.648767113685608","1.648767113685608"
"2965504","1.6133980751037598","1.6133980751037598","1.6133980751037598"
"2981888","1.6394215822219849","1.6394215822219849","1.6394215822219849"
"2998272","1.8424979448318481","1.8424979448318481","1.8424979448318481"
"3014656","1.7088006734848022","1.7088006734848022","1.7088006734848022"
"3031040","1.8722562789916992","1.8722562789916992","1.8722562789916992"
"3047424","1.7723073959350586","1.7723073959350586","1.7723073959350586"
"3063808","1.6537508964538574","1.6537508964538574","1.6537508964538574"
"3080192","1.7910873889923096","1.7910873889923096","1.7910873889923096"
"3096576","1.783095121383667","1.783095121383667","1.783095121383667"
"3112960","1.9360899925231934","1.9360899925231934","1.9360899925231934"
"3129344","1.7992639541625977","1.7992639541625977","1.7992639541625977"
"3145728","1.6742618083953857","1.6742618083953857","1.6742618083953857"
"3162112","1.7079094648361206","1.7079094648361206","1.7079094648361206"
"3178496","1.9026715755462646","1.9026715755462646","1.9026715755462646"
"3194880","1.9020897150039673","1.9020897150039673","1.9020897150039673"
"3211264","1.5811541080474854","1.5811541080474854","1.5811541080474854"
"3227648","1.7507612705230713","1.7507612705230713","1.7507612705230713"
"3244032","1.9029760360717773","1.9029760360717773","1.9029760360717773"
"3260416","2.02468204498291","2.02468204498291","2.02468204498291"
"3276800","1.8388327360153198","1.8388327360153198","1.8388327360153198"
"3293184","1.7257280349731445","1.7257280349731445","1.7257280349731445"
"3309568","1.9165855646133423","1.9165855646133423","1.9165855646133423"
"3325952","1.9622809886932373","1.9622809886932373","1.9622809886932373"
"3342336","1.8790082931518555","1.8790082931518555","1.8790082931518555"
"3358720","1.6671710014343262","1.6671710014343262","1.6671710014343262"
"3375104","1.7983102798461914","1.7983102798461914","1.7983102798461914"
"3391488","1.809735894203186","1.809735894203186","1.809735894203186"
"3407872","1.785643219947815","1.785643219947815","1.785643219947815"
"3424256","1.7535229921340942","1.7535229921340942","1.7535229921340942"
"3440640","1.8493015766143799","1.8493015766143799","1.8493015766143799"
"3457024","1.5720221996307373","1.5720221996307373","1.5720221996307373"
"3473408","1.4904284477233887","1.4904284477233887","1.4904284477233887"
"3489792","1.7595703601837158","1.7595703601837158","1.7595703601837158"
"3506176","1.6414668560028076","1.6414668560028076","1.6414668560028076"
"3522560","1.721579670906067","1.721579670906067","1.721579670906067"
"3538944","1.7674353122711182","1.7674353122711182","1.7674353122711182"
"3555328","1.6456667184829712","1.6456667184829712","1.6456667184829712"
"3571712","1.6678211688995361","1.6678211688995361","1.6678211688995361"
"3588096","1.8028759956359863","1.8028759956359863","1.8028759956359863"
"3604480","1.6590203046798706","1.6590203046798706","1.6590203046798706"
"3620864","1.5833699703216553","1.5833699703216553","1.5833699703216553"
"3637248","1.6159019470214844","1.6159019470214844","1.6159019470214844"
"3653632","1.482812762260437","1.482812762260437","1.482812762260437"
"3670016","1.5866148471832275","1.5866148471832275","1.5866148471832275"
"3686400","1.5995094776153564","1.5995094776153564","1.5995094776153564"
"3702784","1.4030513763427734","1.4030513763427734","1.4030513763427734"
"3719168","1.5248842239379883","1.5248842239379883","1.5248842239379883"
"3735552","1.5188790559768677","1.5188790559768677","1.5188790559768677"
"3751936","1.6726782321929932","1.6726782321929932","1.6726782321929932"
"3768320","1.6601357460021973","1.6601357460021973","1.6601357460021973"
"3784704","1.7289698123931885","1.7289698123931885","1.7289698123931885"
"3801088","1.483901858329773","1.483901858329773","1.483901858329773"
"3817472","1.5648620128631592","1.5648620128631592","1.5648620128631592"
"3833856","1.6405959129333496","1.6405959129333496","1.6405959129333496"
"3850240","1.6439647674560547","1.6439647674560547","1.6439647674560547"
"3866624","1.7519978284835815","1.7519978284835815","1.7519978284835815"
"3883008","1.660001277923584","1.660001277923584","1.660001277923584"
"3899392","1.6762394905090332","1.6762394905090332","1.6762394905090332"
"3915776","1.8241069316864014","1.8241069316864014","1.8241069316864014"
"3932160","1.7516391277313232","1.7516391277313232","1.7516391277313232"
"3948544","1.814833164215088","1.814833164215088","1.814833164215088"
"3964928","1.4839541912078857","1.4839541912078857","1.4839541912078857"
"3981312","1.4762687683105469","1.4762687683105469","1.4762687683105469"
"3997696","1.3653966188430786","1.3653966188430786","1.3653966188430786"
"4014080","1.4650400876998901","1.4650400876998901","1.4650400876998901"
"4030464","1.6418566703796387","1.6418566703796387","1.6418566703796387"
"4046848","1.5873723030090332","1.5873723030090332","1.5873723030090332"
"4063232","1.485176682472229","1.485176682472229","1.485176682472229"
"4079616","1.5033819675445557","1.5033819675445557","1.5033819675445557"
"4096000","1.3572590351104736","1.3572590351104736","1.3572590351104736"
"4112384","1.1989102363586426","1.1989102363586426","1.1989102363586426"
"4128768","1.272355079650879","1.272355079650879","1.272355079650879"
"4145152","1.4848912954330444","1.4848912954330444","1.4848912954330444"
"4161536","1.4367042779922485","1.4367042779922485","1.4367042779922485"
"4177920","1.5386717319488525","1.5386717319488525","1.5386717319488525"
"4194304","1.4081534147262573","1.4081534147262573","1.4081534147262573"
"4210688","1.3536297082901","1.3536297082901","1.3536297082901"
"4227072","1.5005892515182495","1.5005892515182495","1.5005892515182495"
"4243456","1.3470916748046875","1.3470916748046875","1.3470916748046875"
"4259840","1.617912769317627","1.617912769317627","1.617912769317627"
"4276224","1.4086917638778687","1.4086917638778687","1.4086917638778687"
"4292608","1.323607325553894","1.323607325553894","1.323607325553894"
"4308992","1.2212975025177002","1.2212975025177002","1.2212975025177002"
"4325376","1.30797278881073","1.30797278881073","1.30797278881073"
"4341760","1.503861904144287","1.503861904144287","1.503861904144287"
"4358144","1.3325684070587158","1.3325684070587158","1.3325684070587158"
"4374528","1.4907690286636353","1.4907690286636353","1.4907690286636353"
"4390912","1.3849732875823975","1.3849732875823975","1.3849732875823975"
"4407296","1.3544728755950928","1.3544728755950928","1.3544728755950928"
"4423680","1.5315476655960083","1.5315476655960083","1.5315476655960083"
"4440064","1.250208854675293","1.250208854675293","1.250208854675293"
"4456448","1.246212363243103","1.246212363243103","1.246212363243103"
"4472832","1.408692479133606","1.408692479133606","1.408692479133606"
"4489216","1.1301590204238892","1.1301590204238892","1.1301590204238892"
"4505600","1.214084506034851","1.214084506034851","1.214084506034851"
"4521984","1.2985492944717407","1.2985492944717407","1.2985492944717407"
"4538368","1.3913182020187378","1.3913182020187378","1.3913182020187378"
"4554752","1.2000348567962646","1.2000348567962646","1.2000348567962646"
"4571136","1.1646654605865479","1.1646654605865479","1.1646654605865479"
"4587520","1.3711225986480713","1.3711225986480713","1.3711225986480713"
"4603904","1.3850852251052856","1.3850852251052856","1.3850852251052856"
"4620288","1.1140031814575195","1.1140031814575195","1.1140031814575195"
"4636672","1.1537270545959473","1.1537270545959473","1.1537270545959473"
"4653056","1.2447643280029297","1.2447643280029297","1.2447643280029297"
"4669440","1.2764111757278442","1.2764111757278442","1.2764111757278442"
"4685824","1.2154327630996704","1.2154327630996704","1.2154327630996704"
"4702208","1.336592197418213","1.336592197418213","1.336592197418213"
"4718592","1.1924962997436523","1.1924962997436523","1.1924962997436523"
"4734976","1.3756744861602783","1.3756744861602783","1.3756744861602783"
"4751360","1.4641828536987305","1.4641828536987305","1.4641828536987305"
"4767744","1.4675402641296387","1.4675402641296387","1.4675402641296387"
"4784128","1.5261541604995728","1.5261541604995728","1.5261541604995728"
"4800512","1.4544720649719238","1.4544720649719238","1.4544720649719238"
"4816896","1.6649823188781738","1.6649823188781738","1.6649823188781738"
"4833280","1.4363678693771362","1.4363678693771362","1.4363678693771362"
"4849664","1.6070196628570557","1.6070196628570557","1.6070196628570557"
"4866048","1.6106486320495605","1.6106486320495605","1.6106486320495605"
"4882432","1.5880275964736938","1.5880275964736938","1.5880275964736938"
"4898816","1.5823912620544434","1.5823912620544434","1.5823912620544434"
"4915200","1.5970046520233154","1.5970046520233154","1.5970046520233154"
"4931584","1.3890583515167236","1.3890583515167236","1.3890583515167236"
"4947968","1.6013152599334717","1.6013152599334717","1.6013152599334717"
"4964352","1.4212340116500854","1.4212340116500854","1.4212340116500854"
"4980736","1.4797852039337158","1.4797852039337158","1.4797852039337158"
"4997120","1.2194311618804932","1.2194311618804932","1.2194311618804932"
"5013504","1.2782726287841797","1.2782726287841797","1.2782726287841797"
"5029888","1.207488775253296","1.207488775253296","1.207488775253296"
"5046272","1.2033520936965942","1.2033520936965942","1.2033520936965942"
"5062656","1.3237876892089844","1.3237876892089844","1.3237876892089844"
"5079040","1.201257348060608","1.201257348060608","1.201257348060608"
"5095424","1.323796033859253","1.323796033859253","1.323796033859253"
"5111808","1.1797573566436768","1.1797573566436768","1.1797573566436768"
"5128192","1.1496350765228271","1.1496350765228271","1.1496350765228271"
"5144576","1.1986782550811768","1.1986782550811768","1.1986782550811768"
"5160960","1.3197100162506104","1.3197100162506104","1.3197100162506104"
"5177344","1.0563404560089111","1.0563404560089111","1.0563404560089111"
"5193728","1.1302474737167358","1.1302474737167358","1.1302474737167358"
"5210112","1.029639720916748","1.029639720916748","1.029639720916748"
"5226496","1.0167052745819092","1.0167052745819092","1.0167052745819092"
"5242880","1.1320974826812744","1.1320974826812744","1.1320974826812744"
"5259264","1.1345516443252563","1.1345516443252563","1.1345516443252563"
"5275648","1.1030635833740234","1.1030635833740234","1.1030635833740234"
"5292032","1.1349560022354126","1.1349560022354126","1.1349560022354126"
"5308416","1.0100796222686768","1.0100796222686768","1.0100796222686768"
"5324800","1.0569181442260742","1.0569181442260742","1.0569181442260742"
"5341184","1.0945243835449219","1.0945243835449219","1.0945243835449219"
"5357568","1.1638789176940918","1.1638789176940918","1.1638789176940918"
"5373952","0.9439058303833008","0.9439058303833008","0.9439058303833008"
"5390336","1.183037519454956","1.183037519454956","1.183037519454956"
"5406720","0.8596773147583008","0.8596773147583008","0.8596773147583008"
"5423104","1.1254061460494995","1.1254061460494995","1.1254061460494995"
"5439488","0.9824123382568359","0.9824123382568359","0.9824123382568359"
"5455872","0.9667168855667114","0.9667168855667114","0.9667168855667114"
"5472256","0.8237187266349792","0.8237187266349792","0.8237187266349792"
"5488640","0.8032468557357788","0.8032468557357788","0.8032468557357788"
"5505024","1.0127863883972168","1.0127863883972168","1.0127863883972168"
"5521408","0.9817114472389221","0.9817114472389221","0.9817114472389221"
"5537792","0.7457060813903809","0.7457060813903809","0.7457060813903809"
"5554176","0.757062554359436","0.757062554359436","0.757062554359436"
"5570560","1.1285052299499512","1.1285052299499512","1.1285052299499512"
"5586944","0.9065903425216675","0.9065903425216675","0.9065903425216675"
"5603328","1.0423243045806885","1.0423243045806885","1.0423243045806885"
"5619712","1.0363709926605225","1.0363709926605225","1.0363709926605225"
"5636096","0.8160078525543213","0.8160078525543213","0.8160078525543213"
"5652480","0.9603646993637085","0.9603646993637085","0.9603646993637085"
"5668864","1.0649421215057373","1.0649421215057373","1.0649421215057373"
"5685248","0.9713948369026184","0.9713948369026184","0.9713948369026184"
"5701632","1.0364586114883423","1.0364586114883423","1.0364586114883423"
"5718016","1.051418423652649","1.051418423652649","1.051418423652649"
"5734400","0.7869395017623901","0.7869395017623901","0.7869395017623901"
"5750784","0.901012659072876","0.901012659072876","0.901012659072876"
"5767168","1.062255620956421","1.062255620956421","1.062255620956421"
"5783552","1.1513490676879883","1.1513490676879883","1.1513490676879883"
"5799936","1.0443661212921143","1.0443661212921143","1.0443661212921143"
"5816320","1.1555633544921875","1.1555633544921875","1.1555633544921875"
"5832704","0.9956420660018921","0.9956420660018921","0.9956420660018921"
"5849088","0.8362092971801758","0.8362092971801758","0.8362092971801758"
"5865472","0.971622109413147","0.971622109413147","0.971622109413147"
"5881856","0.8535418510437012","0.8535418510437012","0.8535418510437012"
"5898240","0.9341337084770203","0.9341337084770203","0.9341337084770203"
"5914624","0.7997159957885742","0.7997159957885742","0.7997159957885742"
"5931008","1.0621589422225952","1.0621589422225952","1.0621589422225952"
"5947392","0.7495371699333191","0.7495371699333191","0.7495371699333191"
"5963776","0.8645118474960327","0.8645118474960327","0.8645118474960327"
"5980160","1.0018763542175293","1.0018763542175293","1.0018763542175293"
"5996544","1.1102218627929688","1.1102218627929688","1.1102218627929688"
"6012928","0.7692248821258545","0.7692248821258545","0.7692248821258545"
"6029312","1.0215600728988647","1.0215600728988647","1.0215600728988647"
"6045696","1.0185209512710571","1.0185209512710571","1.0185209512710571"
"6062080","1.0735770463943481","1.0735770463943481","1.0735770463943481"
"6078464","0.9542968273162842","0.9542968273162842","0.9542968273162842"
"6094848","0.8443357944488525","0.8443357944488525","0.8443357944488525"
"6111232","1.0291801691055298","1.0291801691055298","1.0291801691055298"
"6127616","0.6833873987197876","0.6833873987197876","0.6833873987197876"
"6144000","0.9246404767036438","0.9246404767036438","0.9246404767036438"
"6160384","1.0297387838363647","1.0297387838363647","1.0297387838363647"
"6176768","0.9938672184944153","0.9938672184944153","0.9938672184944153"
"6193152","1.0369043350219727","1.0369043350219727","1.0369043350219727"
"6209536","0.989446759223938","0.989446759223938","0.989446759223938"
"6225920","0.8612716794013977","0.8612716794013977","0.8612716794013977"
"6242304","0.786778450012207","0.786778450012207","0.786778450012207"
"6258688","1.008231282234192","1.008231282234192","1.008231282234192"
"6275072","0.8586066365242004","0.8586066365242004","0.8586066365242004"
"6291456","0.8018038272857666","0.8018038272857666","0.8018038272857666"
"6307840","1.0957624912261963","1.0957624912261963","1.0957624912261963"
"6324224","0.8688520193099976","0.8688520193099976","0.8688520193099976"
"6340608","0.915902316570282","0.915902316570282","0.915902316570282"
"6356992","0.8090245723724365","0.8090245723724365","0.8090245723724365"
"6373376","0.8948297500610352","0.8948297500610352","0.8948297500610352"
"6389760","0.864051342010498","0.864051342010498","0.864051342010498"
"6406144","1.124322533607483","1.124322533607483","1.124322533607483"
"6422528","0.9199522137641907","0.9199522137641907","0.9199522137641907"
"6438912","0.9319983124732971","0.9319983124732971","0.9319983124732971"
"6455296","1.0007991790771484","1.0007991790771484","1.0007991790771484"
"6471680","0.8794708251953125","0.8794708251953125","0.8794708251953125"
"6488064","0.8331454992294312","0.8331454992294312","0.8331454992294312"
"6504448","0.757794201374054","0.757794201374054","0.757794201374054"
"6520832","0.8387062549591064","0.8387062549591064","0.8387062549591064"
"6537216","1.0301799774169922","1.0301799774169922","1.0301799774169922"
"6553600","0.7705279588699341","0.7705279588699341","0.7705279588699341"
"6569984","0.7789179682731628","0.7789179682731628","0.7789179682731628"
"6586368","0.7658603191375732","0.7658603191375732","0.7658603191375732"
"6602752","0.8797746896743774","0.8797746896743774","0.8797746896743774"
"6619136","0.8286615610122681","0.8286615610122681","0.8286615610122681"
"6635520","0.7534900307655334","0.7534900307655334","0.7534900307655334"
"6651904","0.9370852708816528","0.9370852708816528","0.9370852708816528"
"6668288","0.9457054138183594","0.9457054138183594","0.9457054138183594"
"6684672","0.7321186661720276","0.7321186661720276","0.7321186661720276"
"6701056","0.747336208820343","0.747336208820343","0.747336208820343"
"6717440","0.7916417121887207","0.7916417121887207","0.7916417121887207"
"6733824","0.637809693813324","0.637809693813324","0.637809693813324"
"6750208","0.8248370289802551","0.8248370289802551","0.8248370289802551"
"6766592","0.8942455053329468","0.8942455053329468","0.8942455053329468"
"6782976","0.6801779270172119","0.6801779270172119","0.6801779270172119"
"6799360","0.7087581157684326","0.7087581157684326","0.7087581157684326"
"6815744","0.7186158299446106","0.7186158299446106","0.7186158299446106"
"6832128","0.8207700252532959","0.8207700252532959","0.8207700252532959"
"6848512","0.6780126094818115","0.6780126094818115","0.6780126094818115"
"6864896","0.6664043664932251","0.6664043664932251","0.6664043664932251"
"6881280","0.7809862494468689","0.7809862494468689","0.7809862494468689"
"6897664","0.6604384183883667","0.6604384183883667","0.6604384183883667"
"6914048","0.6256718635559082","0.6256718635559082","0.6256718635559082"
"6930432","0.6124931573867798","0.6124931573867798","0.6124931573867798"
"6946816","0.6337437629699707","0.6337437629699707","0.6337437629699707"
"6963200","0.746788501739502","0.746788501739502","0.746788501739502"
"6979584","0.5637224912643433","0.5637224912643433","0.5637224912643433"
"6995968","0.7066752910614014","0.7066752910614014","0.7066752910614014"
"7012352","0.5534204244613647","0.5534204244613647","0.5534204244613647"
"7028736","0.6486189365386963","0.6486189365386963","0.6486189365386963"
"7045120","0.7162554264068604","0.7162554264068604","0.7162554264068604"
"7061504","0.6037795543670654","0.6037795543670654","0.6037795543670654"
